LGA_CODE_2016,C16_Chr_Chi_nfd_0_14,C16_Chr_Chi_nfd_15_24,C16_Chr_Chi_nfd_25_34,C16_Chr_Chi_nfd_35_44,C16_Chr_Chi_nfd_45_54,C16_Chr_Chi_nfd_55_64,C16_Chr_Chi_nfd_65_74,C16_Chr_Chi_nfd_75_84,C16_Chr_Chi_nfd_85ov,C16_Chr_Chi_nfd_Tot,C16_Chr_Oth_Chi_0_14,C16_Chr_Oth_Chi_15_24,C16_Chr_Oth_Chi_25_34,C16_Chr_Oth_Chi_35_44,C16_Chr_Oth_Chi_45_54,C16_Chr_Oth_Chi_55_64,C16_Chr_Oth_Chi_65_74,C16_Chr_Oth_Chi_75_84,C16_Chr_Oth_Chi_85ov,C16_Chr_Oth_Chi_Tot,C16_Christ_Tot_0_14,C16_Christ_Tot_15_24,C16_Christ_Tot_25_34,C16_Christ_Tot_35_44,C16_Christ_Tot_45_54,C16_Christ_Tot_55_64,C16_Christ_Tot_65_74,C16_Christ_Tot_75_84,C16_Christ_Tot_85ov,C16_Christ_T_T,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85oe,C16_OR_AusAborTrade_Tot,C16_OR_Sikhism_0_14,C16_OR_Sikhism_15_24,C16_OR_Sikhism_25_34,C16_OR_Sikhism_35_44,C16_OR_Sikhism_45_54,C16_OR_Sikhism_55_64,C16_OR_Sikhism_65_74,C16_OR_Sikhism_75_84,C16_OR_Sikhism_85oe,C16_OR_Sikhism_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_O_R_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_Oth_Rel_Tot_0_14,C16_Oth_Rel_Tot_15_24,C16_Oth_Rel_Tot_25_34,C16_Oth_Rel_Tot_35_44,C16_Oth_Rel_Tot_45_54,C16_Oth_Rel_Tot_55_64,C16_Oth_Rel_Tot_65_74,C16_Oth_Rel_Tot_75_84,C16_Oth_Rel_Tot_85ov,C16_Other_Rel_T_T,C16_SBOSB_No_RA_0_14,C16_SBOSB_No_RA_15_24,C16_SBOSB_No_RA_25_34,C16_SBOSB_No_RA_35_44,C16_SBOSB_No_RA_45_54,C16_SBOSB_No_RA_55_64,C16_SBOSB_No_RA_65_74,C16_SBOSB_No_RA_75_84,C16_SBOSB_No_RA_85ov,C16_SBOSB_No_RA_Tot,C16_Oth_rel_affi_0_14,C16_Rel_aff_ns_15_24,C16_Rel_aff_ns_25_34,C16_Rel_aff_ns_35_44,C16_Rel_aff_ns_45_54,C16_Rel_aff_ns_55_64,C16_Rel_aff_ns_65_74,C16_Rel_aff_ns_75_84,C16_Rel_aff_ns_85ov,C16_Rel_aff_ns_Tot,C16_Tot_0_14_yrs,C16_Tot_15_24_yrs,C16_Tot_25_34_yrs,C16_Tot_35_44_yrs,C16_Tot_45_54_yrs,C16_Tot_55_64_yrs,C16_Tot_65_74_yrs,C16_Tot_75_84_yrs,C16_Tot_85o,C16_T_T
LGA56620,87,83,67,69,46,40,14,10,0,411,0,0,0,0,0,0,0,0,0,0,131,103,102,86,75,69,28,9,0,611,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,28,17,19,7,4,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,19,7,7,0,0,0,0,82,24,18,24,17,12,12,0,0,0,116,219,148,150,109,76,44,32,6,0,787,398,286,303,226,175,124,68,19,3,1606
LGA56730,78,23,24,41,49,48,25,5,3,297,5,0,0,0,0,0,0,5,0,13,1004,532,482,649,826,1059,816,390,148,5911,9,0,13,3,3,0,0,0,0,32,9,3,9,4,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,12,4,4,3,6,5,9,7,3,0,42,13,3,8,9,5,9,7,3,0,59,826,473,464,434,380,388,236,89,21,3299,239,184,342,267,234,201,154,72,30,1723,2091,1210,1324,1371,1469,1671,1219,557,200,11112
LGA56790,16,3,7,8,6,10,14,6,0,79,0,0,0,0,0,0,0,0,0,0,218,110,118,175,278,392,334,157,42,1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,13,0,0,0,4,0,3,0,0,0,13,248,116,106,123,167,165,112,26,8,1073,45,27,29,44,56,83,75,22,10,393,509,262,252,344,513,658,520,207,62,3319
LGA56860,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17,10,15,12,14,38,11,5,3,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,8,12,11,8,9,0,0,98,8,4,0,3,3,0,0,6,0,26,50,30,19,24,31,48,22,17,8,257
LGA56930,6,0,0,0,3,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,163,166,55,55,150,144,105,74,27,939,3,3,3,3,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,3,8,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,0,0,8,0,3,0,0,0,21,11,0,3,8,0,3,0,0,0,26,111,135,39,51,56,66,21,9,4,499,20,24,20,6,17,19,19,9,3,141,316,327,131,125,236,228,151,93,41,1636
LGA57000,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,35,10,38,42,61,63,30,7,7,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,45,24,58,22,41,23,7,3,0,230,5,9,18,12,13,12,3,0,0,80,90,44,117,85,114,101,44,13,8,617
LGA57080,33,86,199,75,49,50,24,8,0,521,0,0,0,0,0,0,3,0,0,5,314,941,2099,952,808,876,753,343,98,7179,112,117,406,159,30,21,14,9,3,871,121,112,269,114,46,22,14,8,3,719,3,10,12,5,3,16,19,19,8,101,0,0,0,0,0,0,0,0,0,3,6,11,30,11,0,9,3,0,0,72,0,16,33,12,13,13,6,0,0,100,9,35,66,25,13,18,8,0,3,178,321,1642,3004,1003,659,535,290,83,21,7561,214,663,1545,622,428,352,236,112,23,4202,1140,3720,7763,3078,2072,1906,1369,584,160,21797
LGA57140,4,0,0,3,7,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,101,32,52,61,87,132,108,68,18,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,71,43,34,27,45,52,31,13,4,330,20,18,15,11,23,32,26,12,6,159,202,93,99,100,161,218,166,91,24,1146
LGA57210,54,30,14,30,35,49,20,10,0,237,0,0,0,0,0,0,0,0,0,0,322,163,129,239,371,430,397,198,77,2313,4,0,0,0,0,0,0,0,0,9,26,28,17,17,5,4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,6,0,10,11,6,3,0,0,36,4,8,4,10,11,6,3,0,0,44,441,240,195,240,278,267,164,63,15,1900,91,69,61,100,134,99,93,37,7,697,887,501,413,605,802,812,666,299,97,5079
LGA57280,131,56,90,88,71,25,9,3,0,467,9,4,4,3,6,3,0,0,0,24,1336,563,1187,1100,1020,636,194,56,11,6094,28,4,40,36,10,3,5,0,0,124,120,59,96,45,70,47,24,5,0,467,0,0,0,0,3,0,0,0,0,4,15,10,6,10,3,0,7,0,0,51,0,5,4,0,0,0,0,0,0,7,4,4,10,3,8,3,0,0,0,35,22,17,18,14,15,10,4,0,0,102,1334,649,1274,742,519,306,58,15,12,4906,558,281,602,424,382,219,74,28,16,2575,3427,1581,3280,2418,2042,1229,355,104,34,14469
LGA57350,3,3,0,3,0,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0,73,29,39,38,101,127,88,62,24,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,28,46,26,32,42,28,7,0,283,21,7,15,13,15,27,24,12,3,142,171,66,93,80,151,196,145,89,27,1019
LGA57420,7,3,7,8,11,10,10,0,0,53,0,0,0,0,0,0,0,0,0,0,119,35,73,104,139,157,181,63,15,879,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,11,0,0,0,0,0,5,4,0,0,11,145,46,114,85,72,62,33,15,3,575,46,12,34,41,24,47,37,12,0,253,309,102,217,229,241,269,255,90,16,1733
LGA57490,1236,624,737,700,579,368,196,84,28,4552,50,25,38,24,27,24,4,10,0,201,11726,7150,6705,8203,9678,7689,6138,3554,1240,62086,162,47,179,122,49,10,5,0,0,577,196,96,110,121,72,44,13,3,0,654,9,4,8,4,7,6,7,4,0,49,3,5,0,0,6,0,0,0,0,19,55,26,80,15,6,3,0,0,0,199,56,50,91,90,99,60,21,14,0,490,120,86,174,106,113,64,23,14,0,705,13103,7344,8677,6603,5328,3215,1710,721,230,46932,2428,1854,2150,1736,1742,1275,907,547,242,12872,27915,16726,18227,17195,17215,12412,8850,4857,1712,125114
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,18,11,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,0,0,25,0,0,0,3,3,6,6,0,0,16,3,0,0,9,20,28,23,6,0,89
LGA57700,372,202,186,178,130,66,41,15,12,1196,18,3,3,3,4,3,0,0,0,33,2718,1591,1620,1667,2038,1612,1104,462,146,12961,94,11,117,67,11,5,0,0,0,319,79,28,65,38,16,9,0,0,0,236,4,0,0,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,98,24,122,46,6,14,3,0,0,306,16,8,25,16,16,9,9,0,0,87,112,27,142,65,18,21,13,0,0,401,2745,1530,2002,1376,1168,684,324,124,27,9981,599,272,465,440,398,259,146,55,20,2662,6399,3490,4460,3731,3696,2614,1612,644,189,26833
LGA57770,8,0,6,0,3,3,0,3,0,30,0,0,0,0,0,0,0,0,0,0,68,14,47,58,61,94,93,25,7,468,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,86,30,51,64,46,48,36,0,0,365,12,3,26,17,14,7,17,5,0,104,168,55,127,132,123,149,142,31,14,946
LGA57840,232,208,241,191,174,160,76,34,28,1349,11,3,15,6,3,7,8,3,0,59,2849,2566,2441,2317,2738,2956,2370,1287,760,20286,114,95,248,116,58,51,9,5,3,709,295,204,241,197,118,56,35,13,8,1156,5,5,11,16,6,14,16,3,3,80,3,0,0,0,0,0,0,0,0,6,11,7,53,11,3,3,13,0,0,113,29,26,34,37,37,31,22,10,3,223,43,36,91,50,38,32,27,10,3,346,2107,2626,2984,1880,1595,1375,744,267,174,13747,560,594,815,595,543,510,367,212,176,4377,6094,6319,7116,5412,5261,5157,3662,1828,1136,41989
LGA57910,1092,727,1104,974,735,633,433,224,55,5971,10,15,20,21,27,38,18,16,3,167,16342,10509,14123,13649,14170,12986,11280,8090,3376,104537,1094,674,2090,938,283,187,74,22,8,5360,2158,1100,1689,1056,618,318,123,48,8,7126,474,334,207,277,389,422,300,190,163,2763,0,3,0,0,3,3,0,0,0,12,238,294,751,123,33,30,13,10,0,1500,99,99,201,188,177,118,70,35,18,1001,334,398,954,314,215,152,88,45,16,2520,11094,8200,14965,9927,7111,5373,2906,1266,500,61337,3077,2166,4125,2851,2438,2047,1530,1041,777,20046,35400,24148,39529,30306,26142,22214,16710,10865,4902,210208
LGA57980,68,79,102,65,42,46,39,14,3,464,0,4,0,3,0,0,3,6,0,12,1071,843,1033,969,1020,1023,1029,654,287,7931,65,47,68,61,29,14,0,0,0,283,119,55,136,96,12,4,4,3,0,429,16,5,16,6,8,8,17,10,0,83,0,3,3,0,0,0,0,0,0,3,7,3,3,9,3,0,0,0,0,22,4,10,10,15,13,11,8,3,4,83,13,17,21,20,13,11,11,4,4,115,1216,1527,1821,1033,854,735,506,183,71,7953,306,239,403,307,202,242,193,127,69,2093,2856,2820,3592,2586,2194,2089,1786,994,435,19359
LGA58050,1281,810,814,797,755,461,231,81,27,5255,30,32,24,30,24,29,17,10,0,187,12980,8250,7853,9470,10326,8314,5699,2815,909,66622,754,260,949,581,179,79,50,15,3,2857,1246,689,805,587,400,228,96,24,4,4069,43,27,26,27,52,50,34,11,3,267,4,8,7,4,3,0,0,0,0,29,330,134,547,160,43,36,15,8,3,1271,64,62,90,100,109,60,29,10,0,529,397,200,643,267,156,95,49,16,0,1829,10455,6814,8094,5799,5042,3185,1479,528,116,41514,2543,1711,2192,1916,1705,1275,869,496,327,13035,28997,18403,21137,19341,18461,13699,8463,3968,1381,133851
LGA58190,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,60,19,23,28,42,36,26,15,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,24,12,19,19,16,5,3,0,0,95,6,5,7,7,13,9,4,0,0,61,89,35,47,55,64,53,38,16,3,402
LGA58260,6,0,4,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,50,15,31,36,45,53,51,12,18,314,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,18,29,23,22,21,13,0,3,205,18,0,7,9,5,10,12,0,0,66,149,41,73,68,68,87,76,18,17,594
LGA58330,20,18,5,10,21,29,15,0,0,126,0,0,0,0,0,0,0,0,0,3,247,155,116,181,402,477,450,182,20,2225,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,4,5,3,0,27,0,0,3,8,5,4,5,3,0,27,319,172,147,167,259,259,174,53,8,1555,73,57,33,53,98,113,102,28,10,556,655,389,300,413,773,860,745,265,35,4439
LGA58400,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,10,13,7,13,32,25,37,15,7,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,10,14,16,19,8,0,0,111,11,11,0,8,16,14,6,0,3,62,48,32,24,38,72,56,50,16,12,350
LGA58470,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,14,6,13,8,8,6,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,29,24,9,12,12,6,0,0,147,17,11,16,0,8,5,0,0,0,62,83,52,54,23,29,28,17,3,0,278
LGA58510,180,162,225,167,116,95,56,21,12,1036,4,4,4,3,4,3,8,0,0,33,1895,1559,2270,1927,1908,1729,1344,984,761,14382,192,190,449,188,35,28,12,3,3,1105,332,232,381,277,84,44,29,10,0,1382,0,4,3,0,3,3,3,0,3,23,0,0,3,0,0,0,0,0,0,6,39,58,151,23,0,10,0,0,0,285,11,19,32,21,23,12,11,7,0,137,47,79,192,44,25,23,9,7,3,422,1712,2148,3540,1939,1267,941,445,189,135,12319,452,489,1052,650,506,430,289,201,219,4287,4734,4883,8189,5223,3944,3283,2190,1414,1132,34990
LGA58540,0,3,0,3,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,75,25,41,69,101,96,66,33,7,505,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,40,39,31,52,26,14,3,0,280,22,3,15,18,18,16,18,9,0,121,163,72,94,117,170,135,99,46,6,910
LGA58570,141,151,235,123,92,72,32,16,13,883,0,0,3,4,0,0,4,0,0,22,1962,1276,2651,2094,2038,1586,1053,808,501,13967,58,48,147,57,13,11,3,0,0,339,84,66,91,69,31,22,6,4,0,365,20,18,40,23,21,27,24,3,0,184,0,0,0,0,0,0,0,0,0,3,8,4,20,6,0,0,0,0,0,33,12,18,31,22,23,17,9,3,0,135,20,22,55,25,24,21,9,3,0,171,2083,1697,4334,2414,1508,1058,480,109,29,13706,483,456,1111,628,484,393,238,132,113,4033,4771,3692,8622,5473,4239,3261,1887,1099,663,33693
LGA58610,5,5,4,4,10,10,6,4,0,49,0,0,0,0,3,0,0,0,0,3,136,59,63,114,136,213,182,87,45,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,9,0,0,0,5,3,0,0,0,0,9,145,71,63,61,68,60,59,22,4,553,52,29,25,18,40,38,28,18,11,250,337,153,146,198,246,313,265,125,62,1852
LGA58680,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,44,7,16,30,47,37,29,16,4,223,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,17,20,23,30,19,12,8,0,154,9,3,5,11,11,14,9,3,0,61,91,26,40,58,86,72,48,28,4,444
LGA58760,1933,1127,1137,1274,1048,622,321,128,24,7625,34,31,42,40,43,22,18,4,3,246,19839,12238,11664,14018,14645,10401,7816,4210,1387,96217,866,378,874,733,311,135,75,17,0,3400,1458,828,796,681,495,253,79,43,3,4638,20,12,15,26,19,17,24,5,0,147,8,0,0,3,0,4,0,0,0,21,197,88,284,119,55,38,15,8,0,806,130,99,128,150,146,101,52,18,10,839,341,197,414,274,206,143,65,28,10,1665,16317,9653,12116,9233,6917,3625,1842,717,218,60627,3508,2239,2727,2461,2233,1544,998,561,262,16531,43218,26222,29469,28308,25632,16706,11128,5653,1892,188212
LGA58820,13,10,3,12,18,19,17,8,0,94,0,0,0,0,0,0,0,0,0,0,365,208,160,218,381,397,311,190,59,2291,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,3,0,6,0,3,0,0,24,10,0,6,6,6,3,3,0,0,32,292,166,174,151,174,144,86,39,10,1236,103,47,51,59,55,76,74,62,26,553,773,426,398,445,622,619,479,291,96,4148
LGA58890,3,0,3,6,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,61,12,34,40,81,92,59,34,19,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,81,26,30,33,38,37,15,10,0,273,19,7,11,5,11,14,10,3,0,84,159,48,72,89,138,145,88,49,23,809
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,15,25,26,28,17,10,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,10,19,16,11,3,0,0,86,5,7,9,14,11,13,3,3,0,54,49,26,35,57,42,54,27,16,0,304
LGA59100,8,0,0,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,48,20,32,29,66,65,64,35,8,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,24,50,37,35,29,17,7,0,275,6,0,7,11,15,17,4,6,4,72,143,48,86,79,116,115,84,45,15,718
LGA59170,0,7,0,0,4,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,90,28,61,62,69,127,69,35,13,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,25,55,40,39,36,12,9,0,319,22,6,13,11,14,20,15,8,0,104,200,67,131,113,120,182,106,48,13,981
LGA59250,3,8,6,3,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,43,46,70,56,55,47,20,5,0,353,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,5,0,3,5,0,0,0,0,0,12,19,24,75,47,34,17,9,0,0,217,12,16,50,33,20,15,4,0,0,152,85,83,203,145,109,78,33,7,0,742
LGA59310,9,3,10,0,7,5,3,0,0,38,3,0,0,0,0,3,0,3,0,12,129,44,85,85,126,160,100,32,25,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,5,123,50,68,66,52,35,30,5,0,438,19,5,17,12,13,4,12,5,0,89,282,101,170,175,188,205,144,45,27,1331
LGA59320,6,0,0,3,5,3,4,0,0,23,0,0,0,0,0,0,0,0,0,0,40,17,17,27,36,36,33,14,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,11,22,19,25,28,4,0,0,152,5,3,9,7,5,6,0,3,0,40,85,29,42,52,72,71,37,16,0,409
LGA59330,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,18,10,15,22,42,45,50,31,10,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,12,23,13,21,27,18,12,0,172,10,5,7,8,12,14,12,8,7,86,75,25,55,42,76,89,77,51,23,516
LGA59340,60,26,25,23,36,37,9,0,0,213,3,0,0,0,0,0,0,0,0,5,709,424,466,448,545,470,210,48,14,3329,8,0,3,12,0,3,0,0,0,22,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,4,18,4,11,3,3,7,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,0,0,17,18,3,16,7,10,8,0,0,0,63,668,346,530,393,298,220,84,19,3,2565,228,145,201,143,162,120,54,20,4,1078,1640,921,1235,1028,1040,827,352,90,19,7148
LGA59350,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,18,20,26,25,29,32,8,3,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,7,15,31,13,20,13,4,0,0,94,10,9,12,5,20,10,0,3,0,85,32,43,75,46,66,56,15,8,3,337
LGA59360,7,0,3,6,3,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,72,34,76,78,147,118,89,42,13,674,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,35,58,56,59,23,15,3,0,325,9,13,36,28,42,33,19,10,12,191,156,82,180,157,249,181,122,52,24,1202
