LGA_CODE_2016,C11_Rel_NS_0_14,C11_Rel_NS_15_24,C11_Rel_NS_25_34,C11_Rel_NS_35_44,C11_Rel_NS_45_54,C11_Rel_NS_55_64,C11_Rel_NS_65_74,C11_Rel_NS_75_84,C11_Rel_NS_85ov,C11_Rel_NS_T,C11_Tot_0_14_yrs,C11_Tot_15_24_yrs,C11_Tot_25_34_yrs,C11_Tot_35_44_yrs,C11_Tot_45_54_yrs,C11_Tot_55_64_yrs,C11_Tot_65_74_yrs,C11_Tot_75_84_yrs,C11_Tot_85o,C11_T_T,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85oe,C16_Buddhism_Tot,C16_Christ_Angli_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Anglic_85oe,C16_Christ_Anglic_Tot,C16_Chr_Ass_Apo_0_14,C16_Chr_Ass_Apo_15_24,C16_Chr_Ass_Apo_25_34,C16_Chr_Ass_Apo_35_44,C16_Chr_Ass_Apo_45_54,C16_Chr_Ass_Apo_55_64,C16_Chr_Ass_Apo_65_74,C16_Chr_Ass_Apo_75_84,C16_Chr_Ass_Apo_85ov,C16_Chr_Ass_Apo_Tot,C16_Chr_Bapt_0_14,C16_Chr_Bapt_15_24,C16_Chr_Bapt_25_34,C16_Chr_Bapt_35_44,C16_Chr_Bapt_45_54,C16_Chr_Bapt_55_64,C16_Chr_Bapt_65_74,C16_Chr_Bapt_75_84,C16_Chr_Bapt_85ov,C16_Chr_Bapt_Tot,C16_Chr_Breth_0_14,C16_Chr_Bret_15_24,C16_Chr_Bret_25_34,C16_Chr_Bret_35_44,C16_Chr_Bret_45_54,C16_Chr_Bret_55_64,C16_Chr_Bret_65_74,C16_Chr_Bret_75_84,C16_Chr_Breth_85ov,C16_Chr_Bret_To,C16_Chr_Cath_0_14,C16_Chr_Cath_15_24,C16_Chr_Cath_25_34,C16_Chr_Cath_35_44,C16_Chr_Cath_45_54,C16_Chr_Cath_55_64,C16_Chr_Cath_65_74,C16_Chr_Cath_75_84,C16_Chr_Catho_85ov,C16_Chr_Catho_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_To,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot,C16_C_La_Da_Sai_0_14,C16_C_La_Da_Sa_15_24,C16_C_La_Da_Sa_25_34,C16_C_La_Da_Sa_35_44,C16_C_La_Da_Sa_45_54,C16_C_La_Da_Sa_55_64,C16_C_La_Da_Sa_65_74,C16_C_La_Da_Sa_75_84,C16_C_Lat_Da_Sa_85ov,C16_C_Lat_Da_Sa_Tot,C16_C_Luthe_0_14,C16_C_Luthe_15_24,C16_C_Luthe_25_34,C16_C_Luthe_35_44,C16_C_Luthe_45_54,C16_C_Luthe_55_64,C16_C_Luthe_65_74,C16_C_Luthe_75_84,C16_C_Luthe_85ov,C16_C_Luthe_Tot,C16_C_Ori_Orth_0_14,C16_C_Ori_Orth_15_24,C16_C_Ori_Orth_25_34,C16_C_Ori_Orth_35_44,C16_C_Ori_Orth_45_54,C16_C_Ori_Orth_55_64,C16_C_Ori_Orth_65_74,C16_C_Ori_Orth_75_84,C16_C_Ori_Orth_85ov,C16_C_Ori_Ort_To,C16_C_Oth_Pro_0_14,C16_C_Oth_Pro_15_24,C16_C_Oth_Pro_25_34,C16_C_Oth_Pro_35_44,C16_C_Oth_Pro_45_54,C16_C_Oth_Pro_55_64,C16_C_Oth_Pro_65_74,C16_C_Oth_Pro_75_84,C16_C_Oth_Pro_85ov,C16_C_Oth_Pro_Tot,C16_C_Pent_0_14,C16_C_Pent_15_24,C16_C_Pent_25_34,C16_C_Pent_35_44,C16_C_Pent_45_54,C16_C_Pent_55_64,C16_C_Pent_65_74,C16_C_Pent_75_84,C16_C_Pent_85ov,C16_C_Pent_Tot,C16_C_Pres_Ref_0_14,C16_C_Pres_Ref_15_24,C16_C_Pres_Ref_25_34,C16_C_Pres_Ref_35_44,C16_C_Pres_Ref_45_54,C16_C_Pres_Ref_55_64,C16_C_Pres_Ref_65_74,C16_C_Pres_Ref_75_84,C16_C_Pres_Ref_85ov,C16_C_Pres_Ref_Tot,C16_C_Sal_Army_0_14,C16_C_Sal_Army_15_24,C16_C_Sal_Army_25_34,C16_C_Sal_Army_35_44,C16_C_Sal_Army_45_54,C16_C_Sal_Army_55_64,C16_C_Sal_Army_65_74,C16_C_Sal_Army_75_84,C16_C_Sal_Army_85ov,C16_C_Sal_Army_Tot,C16_C_Sev_day_Adv_0_14,C16_C_Sev_day_Adv_15_24,C16_C_Sev_day_Adv_25_34,C16_C_Sev_day_Adv_35_44,C16_C_Sev_day_Adv_45_54,C16_C_Sev_day_Adv_55_64,C16_C_Sev_day_Adv_65_74,C16_C_Sev_day_Adv_75_84,C16_C_Sev_day_Adv_85ov,C16_C_Sev_day_Adv_Tot,C16_Chr_Unit_Ch_0_14,C16_Chr_Unit_Ch_15_24,C16_Chr_Unit_Ch_25_34,C16_Chr_Unit_Ch_35_44,C16_Chr_Unit_Ch_45_54,C16_Chr_Unit_Ch_55_64,C16_Chr_Unit_Ch_65_74,C16_Chr_Unit_Ch_75_84,C16_Chr_Unit_Ch_85ov,C16_Chr_Unit_Ch_Tot
LGA53220,394,419,792,622,437,207,20,10,0,2893,1829,1635,3070,2475,1851,889,152,35,3,11950,16,17,29,35,21,19,0,0,0,128,106,42,183,215,235,125,30,4,0,949,0,0,0,0,0,0,0,0,0,0,64,30,55,50,36,27,9,0,0,269,0,0,0,0,0,0,0,0,0,0,265,161,522,404,280,184,43,3,3,1863,5,3,3,6,5,0,0,0,0,29,4,5,10,14,5,6,0,0,0,48,0,0,3,0,7,0,6,0,0,18,5,3,7,0,7,3,0,0,0,29,24,17,21,17,14,9,3,3,0,113,0,0,0,0,0,0,0,0,0,0,0,3,5,6,10,9,3,0,0,30,22,9,15,20,17,8,0,0,0,100,0,6,20,19,31,27,8,0,0,117,0,0,0,0,5,0,0,0,0,8,90,43,46,43,31,10,3,3,0,256,30,9,37,37,45,32,6,0,0,193
LGA53290,379,237,203,204,224,139,120,73,29,1609,2989,1676,1453,1914,2014,1541,1111,593,191,13477,15,9,7,22,16,10,4,0,0,84,324,230,154,251,424,410,382,206,71,2441,0,0,0,0,0,0,0,0,0,0,45,30,18,22,35,29,21,13,9,215,0,0,0,0,0,0,0,0,0,0,467,254,253,297,384,239,216,123,48,2271,5,8,9,5,4,8,10,4,4,50,0,3,3,0,3,0,0,0,0,11,20,4,17,8,19,20,15,16,3,107,3,7,0,0,0,7,0,0,0,18,48,18,19,19,20,30,21,10,3,189,0,0,0,0,0,0,0,0,0,0,15,4,5,9,19,18,16,9,0,95,40,16,20,22,25,23,15,0,0,155,16,10,14,19,32,60,55,29,8,244,0,0,4,0,7,5,7,3,3,29,30,5,8,15,6,19,9,11,7,105,46,49,38,50,93,124,112,66,30,614
LGA53360,53,27,59,55,39,30,17,3,0,286,470,196,395,431,352,314,166,62,11,2393,0,5,0,3,0,0,0,0,0,16,61,10,28,60,68,85,79,22,5,419,0,0,0,0,0,0,0,0,0,0,3,0,5,0,8,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,75,38,58,78,76,63,40,10,3,440,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,15,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,4,0,0,20,3,3,3,6,0,0,0,0,0,19,5,6,6,6,12,7,4,9,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,7,11,6,3,3,0,44
LGA53430,374,350,480,387,389,342,163,146,65,2689,3950,2877,3947,3899,3907,3634,2221,1540,601,26583,30,37,67,92,97,83,51,11,0,461,248,152,201,327,492,591,581,330,124,3042,0,0,0,0,0,0,0,0,0,0,27,14,46,26,34,26,20,20,8,212,0,0,0,0,0,3,0,0,0,3,961,639,737,799,943,914,725,658,307,6680,4,7,0,0,4,12,3,10,3,37,21,27,26,23,41,36,26,19,6,229,10,4,7,3,12,13,9,4,3,69,3,0,0,3,6,0,0,0,0,16,9,4,9,15,16,3,7,12,7,80,0,0,0,0,0,0,0,0,0,7,4,8,8,16,22,15,12,3,6,90,12,16,19,12,22,18,16,7,0,114,25,12,30,32,40,72,72,59,12,356,0,3,3,0,5,3,3,3,0,20,3,0,5,3,0,0,4,0,0,18,35,27,32,44,66,68,94,52,9,428
LGA53570,149,54,57,101,73,95,60,21,5,620,917,384,385,654,635,818,608,220,54,4687,10,13,13,11,12,10,0,3,0,72,117,74,41,98,167,216,258,114,25,1101,0,0,0,0,0,0,0,0,0,0,9,0,3,5,6,6,17,3,0,53,0,0,0,0,0,0,0,0,0,0,165,69,91,111,132,158,141,43,8,923,3,0,3,0,0,3,0,0,0,8,0,0,3,0,0,5,4,0,0,17,6,3,0,0,7,3,3,3,0,28,4,3,0,0,3,0,0,0,0,10,0,0,0,0,0,7,8,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,3,0,25,25,3,5,12,11,5,3,0,0,62,11,5,4,4,11,30,32,19,3,117,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,3,0,8,28,20,16,19,25,42,54,17,9,235
LGA53640,52,16,15,16,18,13,4,0,0,135,326,119,156,161,193,180,78,38,10,1271,0,0,0,0,4,0,0,0,0,3,32,17,11,34,40,46,27,10,4,227,0,0,0,0,0,0,0,0,0,0,22,12,17,10,16,11,6,4,0,97,30,14,19,15,10,12,3,0,3,102,32,9,23,25,17,21,15,3,0,149,3,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,10,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,4,3,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,8,10,13,5,3,0,47
LGA53710,29,5,7,19,11,10,5,11,3,91,233,70,100,138,140,143,101,53,16,986,0,0,0,0,0,0,0,0,0,0,27,6,22,28,39,39,43,19,12,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,71,20,30,29,38,41,23,23,5,276,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,10,16,9,14,3,4,58
LGA53780,2339,1890,2007,1680,1215,974,526,317,170,11106,22594,15654,16782,15735,13508,11440,6559,3260,1054,106584,709,537,929,894,632,463,259,79,17,4519,1477,1134,942,1517,2173,2345,2143,1197,466,13396,0,3,0,0,0,0,0,0,0,0,623,406,394,350,379,264,210,123,40,2788,13,12,11,5,3,3,3,3,0,48,4624,2982,2996,3415,3105,2686,1880,1013,282,22978,63,26,35,37,34,34,33,15,8,294,80,47,72,80,62,62,40,14,10,469,64,46,49,66,58,77,71,27,10,469,91,58,58,62,42,40,26,13,3,396,47,30,19,38,47,40,36,23,9,295,76,65,36,43,54,33,7,11,3,316,152,115,125,129,147,132,79,52,15,955,399,290,233,238,285,207,118,59,14,1826,359,187,210,258,335,376,352,181,59,2319,11,19,18,20,38,47,50,32,21,256,109,67,82,64,54,41,42,25,10,496,267,187,200,237,257,304,313,171,46,1986
LGA53800,861,616,586,522,443,321,198,153,70,3766,8297,5072,4379,5316,5295,4246,2551,1514,488,37157,56,39,58,71,70,39,9,7,3,357,629,491,428,716,1152,1217,943,591,220,6380,0,0,0,0,0,0,0,0,0,0,99,44,33,53,82,53,28,11,4,402,0,0,0,0,0,0,0,0,0,0,2462,1399,1099,1243,1518,1113,838,509,157,10340,3,0,3,7,10,21,15,9,9,74,3,3,3,12,11,12,12,4,4,60,20,16,15,27,38,37,39,13,10,219,0,5,0,4,4,4,10,6,3,40,25,7,15,20,31,26,19,18,4,168,3,0,3,0,0,0,0,0,0,3,27,15,16,24,44,32,23,4,13,199,116,45,43,65,71,61,27,13,3,448,22,15,19,30,107,141,102,63,27,515,10,3,11,6,12,25,10,9,3,97,57,25,33,28,32,22,19,8,9,226,120,60,53,128,140,211,184,98,34,1024
LGA53920,72,36,64,26,45,27,18,9,6,289,1071,600,620,417,373,298,120,36,14,3562,0,0,5,4,0,3,0,0,0,15,8,4,10,8,13,19,11,0,0,81,0,0,0,0,0,0,0,0,0,0,14,16,6,15,7,3,0,0,0,65,0,0,0,0,0,0,0,0,0,0,250,167,155,125,82,71,30,8,0,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,110,60,61,40,35,39,19,5,0,365,85,51,41,30,22,15,11,0,0,265,0,3,0,0,0,3,8,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,17,15,22,17,10,4,0,3,122
LGA53990,563,320,344,354,332,250,139,73,17,2392,5346,2851,2768,3427,3452,2796,1663,738,202,23238,30,16,38,23,30,21,8,3,0,165,655,430,329,584,825,839,711,350,102,4828,0,0,0,0,0,0,0,0,0,0,86,47,39,61,71,55,47,21,3,438,0,0,0,0,0,0,0,0,0,0,1409,694,682,846,877,725,509,239,64,6045,14,0,5,9,4,23,20,12,0,92,13,5,12,13,9,3,3,3,0,55,28,17,31,22,26,25,24,8,7,201,43,29,13,17,18,9,7,7,0,144,5,0,0,10,6,15,8,4,3,62,0,0,0,0,0,0,0,0,0,0,13,3,9,10,29,25,11,5,4,110,40,16,24,6,24,14,13,4,3,149,83,18,33,52,69,101,91,41,12,502,0,0,5,3,3,11,4,6,3,32,21,10,8,15,11,9,10,4,7,101,83,43,44,68,102,136,176,71,13,733
LGA54060,77,32,36,40,50,34,30,13,4,311,751,313,289,465,528,546,420,204,47,3568,0,3,10,5,5,6,4,0,0,32,96,64,41,80,135,167,195,108,36,916,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,5,3,0,22,0,0,0,0,0,0,0,0,0,0,124,53,52,90,100,116,113,34,12,688,0,0,0,0,3,3,0,0,0,8,5,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,17,0,0,0,0,6,0,4,3,0,11,0,0,0,4,7,16,22,18,0,72,0,0,3,0,3,0,3,0,0,14,9,0,0,3,0,0,3,4,0,22,18,4,7,11,15,37,38,27,11,170
LGA54130,28,9,16,19,19,10,0,4,0,107,239,69,137,151,192,153,71,28,6,1053,0,0,0,3,3,0,0,0,0,3,15,4,8,19,37,42,17,14,4,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,19,14,29,17,34,23,19,6,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,9,4,3,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,0,4,6,13,11,5,3,0,55
LGA54170,2081,1786,1439,1551,1634,1270,571,385,222,10946,29453,23094,16404,21994,24564,20412,9490,5029,1975,152405,209,232,268,359,293,251,133,30,12,1788,3818,2876,1631,3138,5088,5157,4110,1738,808,28362,0,0,0,0,0,0,0,0,0,0,598,376,239,404,409,357,263,117,60,2808,0,0,0,0,3,0,5,0,0,7,7426,4837,3586,4570,5477,4898,3300,1385,513,35995,79,63,35,51,87,96,109,52,20,598,221,198,138,222,305,229,115,82,25,1530,47,38,31,41,67,75,56,25,11,393,96,57,41,46,48,47,38,15,4,404,73,40,28,61,92,74,90,30,24,508,43,56,45,25,26,49,11,13,0,275,114,85,69,121,193,191,113,62,24,975,391,308,223,228,278,221,145,47,12,1851,312,255,173,337,605,726,555,283,111,3360,17,24,15,18,24,35,33,23,12,191,30,18,8,17,26,18,27,15,3,167,632,445,237,494,605,794,706,291,125,4322
LGA54200,1071,697,655,721,618,496,290,173,96,4820,10586,7383,6248,7463,7491,6933,4371,2316,767,53568,123,70,133,146,106,88,33,14,0,718,1002,824,521,938,1500,1589,1548,928,274,9119,0,0,0,0,0,0,0,0,0,0,191,135,85,144,148,123,133,84,24,1067,52,44,49,27,22,9,5,0,0,216,2634,1655,1374,1688,1836,1470,1174,617,200,12645,17,22,11,13,40,33,51,33,10,234,51,11,26,49,37,33,19,5,0,245,14,12,23,43,31,24,37,17,9,213,26,29,13,15,28,16,8,3,0,144,17,15,10,23,34,34,31,22,14,195,14,3,6,7,0,3,0,0,0,37,41,32,39,45,51,63,46,18,8,336,128,65,57,67,68,57,48,20,3,501,138,75,48,106,212,219,221,135,28,1178,10,7,3,15,14,14,18,5,0,95,106,82,57,60,76,66,51,34,7,542,168,107,86,138,188,233,283,146,42,1397
LGA54280,1208,789,997,808,654,391,163,65,24,5098,7288,4599,5485,5017,4400,2652,1045,452,158,31109,41,35,72,70,41,25,3,0,0,286,460,299,396,466,649,590,302,109,27,3291,0,0,0,0,0,0,0,0,0,0,160,107,73,96,98,57,20,7,5,633,0,0,0,0,0,0,0,0,0,0,1574,882,1001,1015,950,695,317,151,34,6621,84,50,45,39,43,32,23,6,3,320,15,7,5,11,11,4,3,3,0,66,30,12,12,25,27,15,17,8,3,156,83,37,32,29,29,16,5,0,0,236,30,11,16,17,24,22,8,4,3,140,3,0,3,3,0,3,0,0,0,13,41,20,20,31,49,25,16,9,0,216,97,29,67,41,44,24,6,3,0,312,81,39,70,65,116,126,69,21,12,600,9,3,0,15,15,17,15,5,0,76,48,16,27,20,28,10,14,7,0,170,110,53,98,106,133,143,63,27,10,727
LGA54310,983,730,1244,1169,902,439,88,16,4,5577,4703,2857,4889,4602,3606,1808,349,69,16,22899,51,37,96,66,62,30,5,0,0,349,528,202,362,500,480,315,97,19,5,2514,0,0,0,0,0,0,0,0,0,0,107,24,75,58,55,20,4,0,0,354,0,0,0,3,0,0,0,0,0,5,1220,459,904,852,650,328,89,15,3,4527,12,10,5,11,9,3,4,0,0,57,11,15,14,15,12,7,0,0,0,66,24,8,16,20,8,10,11,0,0,100,33,13,22,11,14,6,3,0,0,104,13,6,13,12,12,6,4,0,0,64,0,0,0,0,0,0,0,0,0,0,12,7,9,20,23,17,3,0,0,83,85,50,27,47,29,32,11,0,0,286,33,17,31,39,76,63,7,4,0,273,8,3,12,6,11,0,0,0,0,44,19,8,8,13,12,3,0,0,0,68,76,32,51,85,69,57,7,3,3,386
LGA54340,94,31,45,44,37,44,18,11,7,332,1024,484,483,560,583,482,329,181,63,4184,12,3,7,18,14,7,3,0,0,70,48,36,39,45,87,101,79,59,17,511,0,0,0,0,0,0,0,0,0,0,99,61,45,48,50,42,21,25,12,399,0,0,0,0,0,0,0,0,0,0,95,59,53,71,78,84,42,35,12,530,0,5,0,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,8,0,4,5,5,4,4,0,0,34,0,0,0,3,4,0,0,0,0,6,14,8,8,9,10,10,10,7,5,68,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,10,6,6,0,35,5,3,0,6,8,3,3,0,0,26,0,0,4,3,4,7,9,9,4,38,0,0,0,3,4,7,9,0,0,21,8,0,0,3,0,0,0,0,0,15,5,9,0,3,25,24,16,9,4,107
LGA54410,32,16,9,5,10,16,8,3,4,103,258,105,110,127,171,154,131,84,32,1180,0,0,0,0,0,0,0,0,0,4,36,12,16,27,42,42,41,37,13,265,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,31,16,19,20,40,31,29,13,6,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,4,4,8,0,29,0,0,0,0,3,7,0,0,0,8,3,3,3,0,4,3,3,4,0,20,7,3,3,7,22,12,11,16,3,92
LGA54480,3,0,3,0,3,3,0,0,0,19,119,30,85,85,80,78,30,9,0,510,0,0,0,0,0,0,0,0,0,0,15,0,11,20,19,12,11,3,0,94,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,26,3,13,15,11,8,0,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,9,11,10,0,0,41
LGA54550,42,17,16,16,23,23,6,14,3,155,423,185,217,250,314,258,174,124,38,1982,0,0,3,0,0,0,0,0,0,3,89,15,34,61,82,86,73,48,17,511,0,0,0,0,0,0,0,0,0,0,17,0,14,10,4,14,8,0,0,62,0,0,0,0,0,0,0,0,0,0,70,18,36,32,58,39,40,20,10,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,3,7,3,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,3,0,3,0,6,3,3,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,5,12,23,27,19,13,6,121
LGA54620,21,13,31,23,20,13,7,3,4,128,192,93,171,162,168,132,81,28,13,1046,0,0,0,0,0,0,0,0,0,0,18,13,20,25,29,44,31,15,3,193,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,23,7,16,19,27,21,8,11,4,145,0,0,0,0,5,7,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,9,3,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,11,0,8,7,9,12,16,6,0,69
LGA54690,4,5,3,3,4,5,3,0,0,24,102,26,58,47,60,60,46,27,7,434,0,0,0,0,0,0,0,0,0,0,6,0,4,8,19,32,18,10,4,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,14,10,11,12,11,9,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,17
LGA54760,21,3,4,11,10,8,0,3,0,60,201,31,101,137,116,131,61,31,10,826,0,0,0,0,0,0,0,0,0,4,46,3,18,35,29,40,31,21,6,226,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,4,19,19,34,19,14,7,3,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,4,0,3,4,17,11,10,3,5,58
LGA54830,973,655,823,694,437,323,178,94,38,4219,6698,4115,5166,4416,3455,2626,1651,844,258,29227,71,64,114,119,75,52,17,0,0,523,687,466,469,621,785,724,575,405,123,4843,0,0,0,0,0,0,0,0,0,0,126,66,131,90,65,56,37,19,5,586,0,0,0,0,3,0,0,0,0,3,1753,934,1255,1261,939,622,432,206,55,7450,16,11,6,18,12,7,3,0,3,82,57,30,54,57,27,29,20,5,3,271,64,42,47,57,43,33,44,31,9,359,31,14,28,22,26,16,11,4,0,155,10,6,12,8,15,16,14,6,3,92,5,5,12,4,4,0,0,0,0,27,65,57,51,61,62,30,17,7,9,352,179,91,107,90,64,40,20,10,3,602,74,44,66,70,80,102,82,50,12,588,18,6,15,15,22,14,12,15,3,128,47,16,26,20,11,8,12,3,0,144,88,65,71,89,81,82,60,22,8,566
