LGA_CODE_2016,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950_over_REA,C11_950_over_ST_HA,C11_950over_Pe_no_sa_ho,C11_950ov_H_co_op_c_ch_gr,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T,C16_0_74_REA,C16_0_74_ST_HA,C16_0_74_Per_no_sa_ho,C16_0_74_Ho_co_op_c_c_g,C16_0_74_Oth_land_typ,C16_0_74_LLT_NS,C16_0_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Pe_no_sa_ho,C16_75_99_H_c_op_c_c_gr,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Pe_no_sa_ho,C16_100_149_H_c_o_c_c_g,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Pe_no_sa_ho,C16_150_199_H_c_o_c_c_g,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Pe_no_sa_ho,C16_200_224_H_c_o_c_c_g,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Pe_no_sa_ho,C16_225_274_H_c_o_c_c_g,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Pe_no_sa_ho,C16_275_349_H_c_o_c_c_g,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Pe_no_sa_ho,C16_350_449_H_c_o_c_c_g,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Pe_no_sa_ho,C16_450_549_H_c_o_c_c_g,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Pe_no_sa_ho,C16_550_649_H_c_o_c_c_g,C16_550_649_Ot_lan_ty,C16_550_649_Lan_ty_ns,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Pe_no_sa_ho,C16_650_749_H_co_op_c_ch_gr,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Pe_no_sa_ho,C16_750_849_H_co_op_c_ch_gr,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Pe_no_sa_ho,C16_850_949_H_co_op_c_ch_gr,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950_over_REA,C16_950_over_ST_HA,C16_950over_Pe_no_sa_ho,C16_950ov_H_co_op_c_ch_gr,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950_over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Pe_no_sa_ho,C16_R_NS_H_co_op_c_ch_gr,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_T_Pe_no_sa_ho,C16_Tot_Ho_co_op_co_ch_gr,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_T_T
LGA41960,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,25,11,52,5,19,12,114,0,0,8,3,3,3,17,0,0,0,0,0,0,3,0,3,7,4,5,0,17,3,0,10,0,3,0,19,4,0,15,0,3,0,20,5,0,20,0,3,0,31,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,0,7,0,12,18,8,72,9,23,6,138
LGA42030,0,0,0,6,0,0,0,0,0,8,9,34,27,3,12,3,89,960,448,595,78,124,44,2250,3,22,24,8,0,15,76,0,90,3,10,8,0,115,9,142,27,4,20,0,205,40,64,57,21,6,0,196,67,43,71,7,5,0,193,430,27,153,6,59,4,685,653,4,191,3,17,3,880,147,0,39,10,7,4,208,22,0,9,0,5,0,35,4,0,0,0,0,0,3,6,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,25,24,17,6,5,6,85,1396,422,590,81,147,47,2688
LGA42110,0,0,4,0,0,3,0,0,0,4,3,0,10,0,8,0,16,59,21,168,22,37,39,351,0,4,24,0,21,25,68,0,3,15,3,0,0,27,10,3,35,3,16,0,69,16,0,37,0,3,0,65,20,0,31,0,0,0,53,16,0,18,0,3,0,44,6,0,3,0,3,0,9,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,6,0,20,76,11,174,16,51,25,360
LGA42250,0,0,0,0,0,0,0,0,0,7,4,0,18,0,7,0,31,111,0,166,0,69,42,390,0,0,32,0,22,34,90,0,0,7,0,3,0,8,17,0,30,0,20,0,67,31,0,44,0,12,0,88,16,0,26,0,3,0,43,26,0,14,0,0,0,43,19,0,3,0,0,0,31,14,0,5,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,17,124,0,177,0,67,38,409
LGA42600,0,0,16,21,0,10,0,0,0,36,37,20,28,19,8,12,118,2490,298,1450,231,95,106,4672,3,13,79,12,0,46,151,3,42,7,31,3,4,84,19,93,44,45,10,0,211,42,40,84,45,8,3,226,82,8,103,5,3,4,200,515,6,189,9,10,3,745,862,8,353,4,13,4,1248,658,8,261,0,14,0,934,292,0,87,0,3,0,389,125,0,32,0,0,0,155,53,0,13,0,0,0,75,29,0,12,0,3,0,41,17,0,8,0,0,0,22,16,0,7,0,0,0,24,44,18,56,13,7,7,147,2763,240,1342,169,74,77,4662
LGA42750,0,0,0,0,0,0,0,0,0,9,9,3,10,0,6,0,34,149,37,208,14,59,31,497,4,8,25,3,13,31,81,0,5,3,0,0,0,16,12,9,33,0,5,0,72,47,14,52,6,12,0,127,21,7,27,0,0,0,51,47,0,27,0,0,3,78,19,0,11,0,0,0,29,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,14,6,0,15,0,3,0,24,161,44,206,15,41,32,498
LGA43080,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,3,40,3,20,20,87,0,3,5,0,8,6,28,0,0,0,0,0,0,0,0,3,9,0,4,0,25,0,0,8,0,0,0,12,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,17,5,9,51,0,20,6,94
LGA43220,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,13,48,3,16,12,92,0,4,12,0,8,12,36,0,0,8,0,0,0,12,0,3,19,0,3,0,24,3,0,12,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,9,59,0,13,12,99
LGA43360,0,0,0,0,0,0,0,0,0,0,3,0,11,0,3,0,18,73,20,91,12,60,16,258,0,0,12,0,24,22,55,0,0,4,0,0,0,3,13,6,14,3,9,0,37,18,10,24,3,7,0,64,25,0,16,0,0,0,40,21,0,6,0,0,0,25,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,12,79,22,83,8,47,24,256
LGA43650,0,0,0,0,0,0,0,0,0,3,5,0,12,0,13,0,24,255,43,279,15,92,33,716,0,0,30,0,9,19,65,0,10,3,3,0,0,13,6,15,20,4,17,0,58,24,8,40,0,8,0,82,19,0,45,0,4,0,73,63,0,60,0,24,0,147,71,0,47,0,26,0,144,83,0,14,0,3,0,104,20,0,3,0,0,0,29,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,19,0,6,0,34,296,39,284,8,98,19,741
LGA43710,0,0,0,0,0,3,0,0,0,3,0,0,3,3,3,0,7,51,9,181,4,52,36,336,0,0,28,0,12,22,63,0,0,7,0,3,0,12,0,9,20,3,5,3,39,4,3,44,4,14,3,72,7,0,27,0,3,0,38,13,0,25,0,0,0,42,29,0,25,0,5,0,58,9,0,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,6,0,22,63,10,202,14,50,26,364
LGA43790,0,0,0,0,0,0,0,3,0,3,8,10,15,3,18,3,50,289,184,429,60,155,68,1184,4,9,39,3,36,40,129,0,35,4,4,11,0,61,30,45,82,10,35,3,204,91,36,115,18,37,3,307,58,9,64,3,11,0,151,91,3,47,0,10,0,151,43,0,23,0,3,0,77,12,3,4,0,3,0,21,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,7,18,8,7,0,44,340,156,414,50,154,47,1154
LGA43920,0,0,0,0,0,0,0,0,0,6,4,0,6,0,8,0,17,85,7,209,11,35,24,371,0,0,25,0,12,23,55,0,6,0,3,0,0,8,4,0,18,3,0,0,27,9,0,17,0,3,0,33,14,0,39,0,0,0,55,16,0,49,0,0,0,65,28,0,47,0,0,0,78,19,0,15,0,0,0,37,8,0,4,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,21,90,6,229,8,32,25,386
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,13,3,5,26,0,11,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,15
LGA44060,0,0,6,8,0,12,0,3,0,28,45,191,89,33,21,23,409,3356,3212,2605,428,227,168,9996,7,168,117,19,7,79,393,3,493,7,33,4,8,549,33,861,107,125,13,12,1148,74,503,165,168,16,11,935,90,192,157,48,15,4,496,415,169,351,44,23,7,1006,1511,149,764,37,46,8,2516,1942,57,692,9,54,9,2760,379,9,112,7,9,0,516,56,7,28,0,6,0,91,21,3,9,0,0,0,33,3,3,3,0,3,0,12,4,0,0,0,0,0,11,10,7,4,0,4,0,22,54,164,84,32,27,12,366,4590,2773,2611,521,219,150,10861
LGA44210,0,0,0,0,0,3,0,0,0,0,0,0,17,0,9,0,32,173,90,252,5,63,42,631,0,0,33,0,20,27,88,0,15,9,0,0,0,20,9,30,45,7,12,0,105,66,8,80,3,15,0,175,44,9,41,0,8,0,108,64,0,44,0,0,0,112,20,0,16,0,0,0,39,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,17,0,7,3,37,209,70,302,11,70,34,699
LGA44340,0,0,5,13,0,11,0,0,0,19,33,17,62,30,5,8,154,1909,265,1765,204,130,114,4390,3,18,92,12,10,65,201,7,50,12,30,3,0,102,22,57,86,44,13,3,221,32,41,120,58,5,0,258,65,8,104,13,10,3,197,417,9,252,21,19,5,720,629,13,366,3,26,9,1048,631,3,321,3,19,3,974,222,0,88,4,0,0,319,89,0,42,0,7,0,135,42,0,10,3,0,0,58,13,0,10,0,0,0,25,9,0,7,3,0,0,13,13,0,9,0,0,0,20,35,16,47,25,8,11,139,2224,203,1553,219,126,103,4425
LGA44550,0,0,0,7,0,3,0,0,0,13,16,20,29,12,15,3,92,1123,347,763,101,128,54,2527,5,15,63,4,14,26,128,0,52,3,4,3,0,64,8,110,24,19,4,6,163,15,56,48,31,8,0,158,7,16,64,13,3,4,106,116,42,118,11,43,3,336,591,38,245,8,22,3,901,600,3,138,11,12,5,762,80,0,16,3,0,0,99,16,3,11,0,0,0,26,5,0,0,0,3,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,12,29,13,8,3,85,1455,346,759,112,127,56,2846
LGA44620,0,0,7,8,0,3,0,4,0,12,25,66,19,4,15,7,133,1594,1066,548,97,160,46,3519,8,41,34,3,4,25,110,10,162,13,13,0,3,191,267,285,55,35,16,7,665,382,250,126,22,38,4,823,288,68,119,9,23,3,514,535,31,118,20,17,0,712,264,5,45,0,7,0,323,84,3,6,0,3,0,94,9,0,0,0,0,0,8,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,25,43,19,8,12,5,115,1856,880,542,107,125,59,3575
LGA44830,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,30,9,107,4,24,30,203,0,0,23,0,9,14,45,0,0,0,0,0,0,3,3,0,17,0,4,0,34,8,5,33,4,4,0,54,7,0,12,3,0,0,28,3,0,7,0,0,0,13,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,12,25,13,102,9,27,14,187
LGA45040,0,0,0,0,0,5,0,0,0,9,11,36,22,12,20,10,117,1144,651,491,70,130,60,2548,7,29,40,3,20,18,115,7,108,21,3,6,5,148,28,178,58,28,19,8,318,179,119,87,12,16,3,419,213,59,89,3,10,7,369,698,23,136,4,24,8,894,210,5,54,0,3,0,277,16,3,9,0,0,0,36,6,0,7,0,0,0,16,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,21,43,20,5,15,8,116,1386,565,518,65,119,57,2711
LGA45090,0,0,0,0,0,0,0,0,0,0,8,3,19,4,22,0,53,276,110,254,18,118,33,813,4,7,28,5,34,24,105,0,16,16,0,3,0,34,27,37,52,4,19,7,141,85,12,47,7,18,0,172,55,4,39,0,11,0,105,115,0,37,3,6,4,170,54,0,19,0,0,0,75,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,10,4,16,3,18,3,53,349,94,261,19,119,37,881
LGA45120,0,0,0,0,0,0,0,0,0,0,3,3,12,0,6,0,24,42,42,200,7,51,16,366,0,3,27,9,8,27,70,0,20,9,0,4,0,29,3,12,35,0,9,0,60,22,0,44,10,13,3,90,18,0,31,0,3,0,56,21,0,22,0,3,0,43,6,0,6,0,3,0,17,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,17,75,43,183,15,48,31,397
LGA45290,0,0,3,19,0,8,0,3,0,30,24,58,47,35,7,15,187,2590,813,1775,249,128,91,5645,6,54,81,26,15,46,228,0,145,19,50,5,8,223,31,254,61,44,10,0,404,46,78,120,34,11,0,284,78,36,77,8,13,0,204,471,29,273,0,24,0,789,886,21,387,7,27,3,1341,713,4,343,3,12,0,1078,338,0,112,0,5,0,455,136,3,38,0,6,0,188,66,0,22,0,0,0,85,24,0,9,0,0,0,31,12,0,3,0,0,0,15,15,4,10,0,5,0,36,26,32,49,32,9,3,162,2842,664,1601,203,141,73,5521
LGA45340,0,0,4,25,4,18,0,5,0,55,75,190,116,67,33,24,506,5724,3145,3922,571,428,232,14022,14,161,161,16,18,101,465,3,548,11,38,11,4,611,29,791,118,73,29,14,1047,112,490,232,151,60,11,1055,128,161,295,61,31,3,682,1005,294,846,82,52,13,2292,3996,111,1644,48,77,14,5894,1805,20,553,11,26,10,2425,144,0,62,4,0,3,212,46,6,16,0,4,3,71,12,0,9,0,0,3,24,3,3,0,0,0,0,8,0,4,0,0,0,0,5,6,7,5,0,3,0,24,98,167,111,37,28,15,452,7396,2759,4055,525,334,196,15270
LGA45400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,10,3,53,0,0,12,0,3,3,19,0,4,0,0,0,0,3,3,7,8,0,0,0,14,0,0,4,0,0,0,12,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,3,5,35,3,6,3,57
LGA45540,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,12,32,30,61,0,23,3,152,0,3,14,0,5,9,28,0,8,0,0,0,0,8,12,14,21,0,4,0,52,34,4,18,0,8,0,53,7,3,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,7,57,28,61,0,21,8,177
LGA45680,0,0,4,14,0,12,0,3,3,30,66,193,79,17,34,16,408,4274,3504,1820,296,469,150,10521,21,212,86,14,7,49,393,6,499,8,36,7,7,554,68,877,72,104,35,10,1170,328,579,211,169,39,10,1335,645,288,263,61,36,7,1300,2160,265,645,46,296,13,3421,2308,57,570,6,77,16,3041,334,12,111,3,7,0,461,37,4,17,0,4,0,65,13,0,5,0,3,3,28,3,0,0,0,0,0,9,4,4,0,0,0,0,5,0,0,3,0,0,0,5,7,8,0,0,3,0,15,107,147,74,21,27,18,396,6035,2945,2076,466,539,136,12198
LGA45890,0,0,10,18,3,11,0,5,3,37,83,374,145,56,31,37,738,5390,5443,3993,763,633,274,16504,22,277,219,20,21,102,668,3,895,20,52,4,16,988,53,1507,171,120,31,22,1901,183,820,292,262,49,8,1613,236,289,323,90,49,7,1001,1068,356,722,109,178,7,2441,2392,397,1162,55,179,23,4211,2321,109,680,13,91,7,3226,275,14,96,3,8,3,403,62,4,29,0,8,0,102,17,3,12,0,0,0,37,14,0,7,0,3,0,23,7,3,0,0,0,0,7,4,13,6,0,0,4,23,113,242,137,75,36,32,638,6774,4933,3876,807,661,235,17280
LGA46090,0,0,0,3,0,0,0,0,0,0,18,52,7,3,24,3,103,643,736,255,41,177,40,1888,3,37,26,3,15,19,104,0,92,4,14,3,3,113,43,200,40,19,30,10,334,180,162,84,7,44,10,486,90,53,60,0,24,0,225,160,47,54,0,7,0,265,139,12,30,3,10,0,191,45,3,7,0,0,0,57,3,0,3,0,0,0,5,0,0,5,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,48,24,4,20,7,121,686,664,327,45,165,41,1924
LGA46300,0,0,0,0,0,0,0,0,3,8,12,52,20,4,4,4,95,730,594,517,36,105,39,2017,3,41,33,3,4,21,99,0,98,4,21,8,3,134,20,154,37,3,11,0,229,109,87,85,6,16,3,306,83,31,70,0,17,0,189,148,38,102,0,14,0,303,269,16,118,0,11,0,415,94,0,32,0,7,0,140,22,0,4,0,3,0,29,4,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,32,18,3,6,5,72,754,503,505,39,95,35,1944
LGA46450,0,0,0,3,0,0,0,0,0,3,13,59,12,5,16,8,113,858,749,343,38,127,53,2173,6,42,38,3,13,28,122,6,144,6,7,0,3,166,74,230,64,5,20,3,390,369,123,109,15,38,6,667,125,29,60,5,11,5,228,227,9,57,0,10,0,302,103,7,28,0,6,0,140,25,0,6,0,0,0,31,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,37,16,5,12,3,92,948,620,383,32,114,50,2150
LGA46510,0,0,0,7,0,0,0,0,0,8,17,24,28,5,8,10,85,1163,259,844,98,80,47,2486,0,12,47,4,0,22,81,0,57,0,12,0,0,69,15,72,38,17,0,0,147,22,31,44,32,10,5,149,44,3,40,3,3,0,96,283,14,134,6,26,0,464,456,6,171,3,14,3,666,376,7,159,4,5,0,547,124,0,47,0,3,0,175,29,0,11,0,0,0,47,7,0,0,0,0,0,9,7,0,3,0,0,0,10,8,0,0,0,0,0,8,0,0,0,0,0,0,3,14,9,24,3,3,3,59,1385,220,716,95,71,30,2521
LGA46670,0,0,0,3,0,3,0,3,0,8,5,5,15,0,9,3,42,379,167,327,63,112,45,1088,3,10,30,0,33,22,94,4,35,3,18,3,5,74,32,44,59,14,29,0,180,135,39,125,4,44,0,354,52,10,57,0,9,0,130,64,0,40,0,16,0,119,44,0,28,0,3,0,78,13,0,7,0,0,0,25,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,8,6,17,5,9,0,47,363,149,361,46,156,28,1109
LGA46860,0,0,0,0,0,6,0,0,0,6,0,0,4,0,4,0,8,55,12,61,0,20,14,167,0,0,8,0,14,4,28,0,3,0,0,0,0,3,0,3,4,0,3,0,16,8,0,13,0,4,3,25,8,3,10,0,0,0,20,22,0,8,0,0,0,34,19,0,3,0,0,0,20,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,61,7,53,0,30,8,161
LGA46970,0,0,0,3,0,0,0,4,0,3,9,0,4,0,35,3,56,320,26,63,0,516,18,942,4,0,3,0,24,8,40,3,0,0,0,4,0,7,26,0,3,0,113,0,142,70,15,6,0,128,0,226,59,10,8,0,54,0,127,91,0,9,0,18,0,120,72,0,10,0,7,0,88,45,0,10,0,3,0,51,7,0,0,0,0,0,8,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,0,0,23,0,28,385,23,44,3,393,9,854
LGA47140,0,0,4,18,0,9,0,3,0,39,83,198,125,42,39,36,517,5024,3333,3402,484,598,181,13029,24,156,166,22,13,83,466,5,539,10,33,3,9,607,36,814,137,58,24,14,1081,232,528,238,134,32,11,1174,277,241,312,84,61,3,978,1040,390,753,94,159,23,2458,3416,184,1290,57,247,22,5215,1205,26,337,10,32,4,1619,166,5,54,3,7,0,234,32,3,22,0,6,0,67,11,0,5,0,5,0,19,0,6,7,0,0,0,15,0,0,0,0,0,0,3,3,3,3,0,0,0,14,131,170,148,21,39,22,529,6586,3067,3475,509,644,200,14475
LGA47290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,20,96,3,48,19,196,0,0,12,0,28,18,56,0,0,0,0,0,0,3,0,9,21,0,18,0,44,0,5,31,3,10,0,48,0,0,9,0,3,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,14,0,18,78,5,63,20,186
LGA47490,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,3,15,28,25,94,0,36,18,202,0,0,20,0,15,14,44,0,10,3,0,0,0,10,0,5,10,0,4,0,22,9,11,14,0,3,0,36,11,7,9,0,0,0,27,16,0,9,0,3,0,31,12,0,3,0,0,0,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,43,32,72,3,30,14,194
LGA47630,0,0,0,0,0,0,0,0,0,0,0,0,10,0,22,4,32,196,48,188,17,128,47,626,0,0,32,0,45,40,119,4,3,8,0,3,0,20,17,15,40,13,23,0,112,79,10,42,0,8,0,140,57,0,26,0,3,0,93,47,0,8,0,3,0,62,11,0,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,19,0,32,216,40,174,18,107,38,601
LGA47700,0,0,4,10,0,0,0,0,0,18,42,75,58,25,20,20,237,2596,1334,1981,207,240,147,6502,5,52,112,9,16,58,254,0,213,8,25,7,0,251,15,359,57,36,3,4,480,37,185,108,42,5,3,379,39,67,141,21,8,0,267,290,83,336,23,36,3,774,1509,117,860,9,80,8,2586,1005,21,367,0,19,9,1409,110,4,32,0,0,0,150,20,0,0,0,0,0,18,3,0,3,0,0,0,5,5,0,3,0,0,0,5,0,0,3,0,0,0,4,3,4,0,0,0,0,10,43,57,66,22,12,5,203,3073,1164,2094,185,189,92,6798
LGA47800,0,0,0,0,0,4,0,0,0,4,4,5,11,0,22,3,37,84,50,181,22,139,45,532,5,10,47,4,49,38,153,0,16,6,3,11,0,28,4,13,55,9,20,0,106,42,10,49,0,6,3,104,38,0,28,0,9,0,74,23,3,11,0,0,0,41,5,0,3,0,0,0,6,0,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,18,0,29,114,54,216,15,104,47,553
