LGA_NAME16	Year	Sex	IndigenousStatus	persons
Kyogle (A)	2016	M	Non-indigenous	4342
Kyogle (A)	2016	M	Torres Strait Islander	0
Lachlan (A)	2006	F	Aboriginal	522
Lachlan (A)	2006	F	Both Aboriginal & Torres Strait Islander	9
Lachlan (A)	2006	F	Non-indigenous	2804
Lachlan (A)	2006	F	Torres Strait Islander	3
Lachlan (A)	2006	M	Aboriginal	443
Lachlan (A)	2006	M	Both Aboriginal & Torres Strait Islander	8
Lachlan (A)	2006	M	Non-indigenous	2879
Lachlan (A)	2006	M	Torres Strait Islander	5
Lachlan (A)	2011	F	Aboriginal	559
Lachlan (A)	2011	F	Both Aboriginal & Torres Strait Islander	3
Lachlan (A)	2011	F	Non-indigenous	2662
Lachlan (A)	2011	F	Torres Strait Islander	4
Lachlan (A)	2011	M	Aboriginal	493
Lachlan (A)	2011	M	Both Aboriginal & Torres Strait Islander	3
Lachlan (A)	2011	M	Non-indigenous	2745
Lachlan (A)	2011	M	Torres Strait Islander	5
Lachlan (A)	2016	F	Aboriginal	588
Lachlan (A)	2016	F	Both Aboriginal & Torres Strait Islander	7
Lachlan (A)	2016	F	Non-indigenous	2501
Lachlan (A)	2016	F	Torres Strait Islander	3
Lachlan (A)	2016	M	Aboriginal	498
Lachlan (A)	2016	M	Both Aboriginal & Torres Strait Islander	3
Lachlan (A)	2016	M	Non-indigenous	2595
Lachlan (A)	2016	M	Torres Strait Islander	4
Lake Macquarie (C)	2006	F	Aboriginal	2071
Lake Macquarie (C)	2006	F	Both Aboriginal & Torres Strait Islander	41
Lake Macquarie (C)	2006	F	Non-indigenous	91327
Lake Macquarie (C)	2006	F	Torres Strait Islander	62
Lake Macquarie (C)	2006	M	Aboriginal	2020
Lake Macquarie (C)	2006	M	Both Aboriginal & Torres Strait Islander	43
Lake Macquarie (C)	2006	M	Non-indigenous	87506
Lake Macquarie (C)	2006	M	Torres Strait Islander	68
Lake Macquarie (C)	2011	F	Aboriginal	2784
Lake Macquarie (C)	2011	F	Both Aboriginal & Torres Strait Islander	35
Lake Macquarie (C)	2011	F	Non-indigenous	93805
Lake Macquarie (C)	2011	F	Torres Strait Islander	72
Lake Macquarie (C)	2011	M	Aboriginal	2601
Lake Macquarie (C)	2011	M	Both Aboriginal & Torres Strait Islander	46
Lake Macquarie (C)	2011	M	Non-indigenous	89606
Lake Macquarie (C)	2011	M	Torres Strait Islander	58
Lake Macquarie (C)	2016	F	Aboriginal	3874
Lake Macquarie (C)	2016	F	Both Aboriginal & Torres Strait Islander	73
Lake Macquarie (C)	2016	F	Non-indigenous	97058
Lake Macquarie (C)	2016	F	Torres Strait Islander	72
Lake Macquarie (C)	2016	M	Aboriginal	3852
Lake Macquarie (C)	2016	M	Both Aboriginal & Torres Strait Islander	79
Lake Macquarie (C)	2016	M	Non-indigenous	92282
Lake Macquarie (C)	2016	M	Torres Strait Islander	81
Lane Cove (A)	2006	F	Aboriginal	36
Lane Cove (A)	2006	F	Both Aboriginal & Torres Strait Islander	0
Lane Cove (A)	2006	F	Non-indigenous	15506
Lane Cove (A)	2006	F	Torres Strait Islander	0
Lane Cove (A)	2006	M	Aboriginal	26
Lane Cove (A)	2006	M	Both Aboriginal & Torres Strait Islander	0
Lane Cove (A)	2006	M	Non-indigenous	14854
Lane Cove (A)	2006	M	Torres Strait Islander	4
Lane Cove (A)	2011	F	Aboriginal	44
Lane Cove (A)	2011	F	Both Aboriginal & Torres Strait Islander	4
Lane Cove (A)	2011	F	Non-indigenous	16204
Lane Cove (A)	2011	F	Torres Strait Islander	0
Lane Cove (A)	2011	M	Aboriginal	29
Lane Cove (A)	2011	M	Both Aboriginal & Torres Strait Islander	3
Lane Cove (A)	2011	M	Non-indigenous	15226
Lane Cove (A)	2011	M	Torres Strait Islander	0
Lane Cove (A)	2016	F	Aboriginal	45
Lane Cove (A)	2016	F	Both Aboriginal & Torres Strait Islander	3
Lane Cove (A)	2016	F	Non-indigenous	18265
Lane Cove (A)	2016	F	Torres Strait Islander	0
Lane Cove (A)	2016	M	Aboriginal	66
Lane Cove (A)	2016	M	Both Aboriginal & Torres Strait Islander	3
Lane Cove (A)	2016	M	Non-indigenous	17664
Lane Cove (A)	2016	M	Torres Strait Islander	0
Leeton (A)	2006	F	Aboriginal	247
Leeton (A)	2006	F	Both Aboriginal & Torres Strait Islander	5
Leeton (A)	2006	F	Non-indigenous	5218
Leeton (A)	2006	F	Torres Strait Islander	6
Leeton (A)	2006	M	Aboriginal	223
Leeton (A)	2006	M	Both Aboriginal & Torres Strait Islander	0
Leeton (A)	2006	M	Non-indigenous	5400
Leeton (A)	2006	M	Torres Strait Islander	8
Leeton (A)	2011	F	Aboriginal	344
Leeton (A)	2011	F	Both Aboriginal & Torres Strait Islander	0
Leeton (A)	2011	F	Non-indigenous	5242
Leeton (A)	2011	F	Torres Strait Islander	12
Leeton (A)	2011	M	Aboriginal	291
Leeton (A)	2011	M	Both Aboriginal & Torres Strait Islander	0
Leeton (A)	2011	M	Non-indigenous	5145
Leeton (A)	2011	M	Torres Strait Islander	0
Leeton (A)	2016	F	Aboriginal	309
Leeton (A)	2016	F	Both Aboriginal & Torres Strait Islander	3
Leeton (A)	2016	F	Non-indigenous	5318
Leeton (A)	2016	F	Torres Strait Islander	3
Leeton (A)	2016	M	Aboriginal	307
Leeton (A)	2016	M	Both Aboriginal & Torres Strait Islander	3
Leeton (A)	2016	M	Non-indigenous	5215
Leeton (A)	2016	M	Torres Strait Islander	5
Lismore (C)	2006	F	Aboriginal	766
Lismore (C)	2006	F	Both Aboriginal & Torres Strait Islander	34
Lismore (C)	2006	F	Non-indigenous	20837
Lismore (C)	2006	F	Torres Strait Islander	30
Lismore (C)	2006	M	Aboriginal	687
Lismore (C)	2006	M	Both Aboriginal & Torres Strait Islander	37
Lismore (C)	2006	M	Non-indigenous	19789
Lismore (C)	2006	M	Torres Strait Islander	30
Lismore (C)	2011	F	Aboriginal	928
Lismore (C)	2011	F	Both Aboriginal & Torres Strait Islander	29
Lismore (C)	2011	F	Non-indigenous	20886
Lismore (C)	2011	F	Torres Strait Islander	21
Lismore (C)	2011	M	Aboriginal	868
Lismore (C)	2011	M	Both Aboriginal & Torres Strait Islander	38
Lismore (C)	2011	M	Non-indigenous	19974
Lismore (C)	2011	M	Torres Strait Islander	26
Lismore (C)	2016	F	Aboriginal	1017
Lismore (C)	2016	F	Both Aboriginal & Torres Strait Islander	33
Lismore (C)	2016	F	Non-indigenous	21082
Lismore (C)	2016	F	Torres Strait Islander	28
Lismore (C)	2016	M	Aboriginal	1040
Lismore (C)	2016	M	Both Aboriginal & Torres Strait Islander	24
Lismore (C)	2016	M	Non-indigenous	19882
Lismore (C)	2016	M	Torres Strait Islander	29
Lithgow (C)	2006	F	Aboriginal	246
Lithgow (C)	2006	F	Both Aboriginal & Torres Strait Islander	9
Lithgow (C)	2006	F	Non-indigenous	9471
Lithgow (C)	2006	F	Torres Strait Islander	13
Lithgow (C)	2006	M	Aboriginal	320
Lithgow (C)	2006	M	Both Aboriginal & Torres Strait Islander	4
Lithgow (C)	2006	M	Non-indigenous	9683
Lithgow (C)	2006	M	Torres Strait Islander	14
Lithgow (C)	2011	F	Aboriginal	389
Lithgow (C)	2011	F	Both Aboriginal & Torres Strait Islander	0
Lithgow (C)	2011	F	Non-indigenous	9459
Lithgow (C)	2011	F	Torres Strait Islander	21
Lithgow (C)	2011	M	Aboriginal	465
Lithgow (C)	2011	M	Both Aboriginal & Torres Strait Islander	0
Lithgow (C)	2011	M	Non-indigenous	9796
Lithgow (C)	2011	M	Torres Strait Islander	28
Lithgow (C)	2016	F	Aboriginal	556
Lithgow (C)	2016	F	Both Aboriginal & Torres Strait Islander	6
Lithgow (C)	2016	F	Non-indigenous	9826
Lithgow (C)	2016	F	Torres Strait Islander	13
Lithgow (C)	2016	M	Aboriginal	610
Lithgow (C)	2016	M	Both Aboriginal & Torres Strait Islander	13
Lithgow (C)	2016	M	Non-indigenous	10048
Lithgow (C)	2016	M	Torres Strait Islander	18
Liverpool (C)	2006	F	Aboriginal	1107
Liverpool (C)	2006	F	Both Aboriginal & Torres Strait Islander	24
Liverpool (C)	2006	F	Non-indigenous	81556
Liverpool (C)	2006	F	Torres Strait Islander	41
Liverpool (C)	2006	M	Aboriginal	955
Liverpool (C)	2006	M	Both Aboriginal & Torres Strait Islander	29
Liverpool (C)	2006	M	Non-indigenous	80846
Liverpool (C)	2006	M	Torres Strait Islander	48
Liverpool (C)	2011	F	Aboriginal	1304
Liverpool (C)	2011	F	Both Aboriginal & Torres Strait Islander	25
Liverpool (C)	2011	F	Non-indigenous	89442
Liverpool (C)	2011	F	Torres Strait Islander	52
Liverpool (C)	2011	M	Aboriginal	1210
Liverpool (C)	2011	M	Both Aboriginal & Torres Strait Islander	27
Liverpool (C)	2011	M	Non-indigenous	88034
Liverpool (C)	2011	M	Torres Strait Islander	55
Liverpool (C)	2016	F	Aboriginal	1483
Liverpool (C)	2016	F	Both Aboriginal & Torres Strait Islander	18
Liverpool (C)	2016	F	Non-indigenous	101440
Liverpool (C)	2016	F	Torres Strait Islander	34
Liverpool (C)	2016	M	Aboriginal	1425
Liverpool (C)	2016	M	Both Aboriginal & Torres Strait Islander	14
Liverpool (C)	2016	M	Non-indigenous	99876
Liverpool (C)	2016	M	Torres Strait Islander	36
Liverpool Plains (A)	2006	F	Aboriginal	342
Liverpool Plains (A)	2006	F	Both Aboriginal & Torres Strait Islander	3
Liverpool Plains (A)	2006	F	Non-indigenous	3427
Liverpool Plains (A)	2006	F	Torres Strait Islander	4
Liverpool Plains (A)	2006	M	Aboriginal	365
Liverpool Plains (A)	2006	M	Both Aboriginal & Torres Strait Islander	8
Liverpool Plains (A)	2006	M	Non-indigenous	3386
Liverpool Plains (A)	2006	M	Torres Strait Islander	0
Liverpool Plains (A)	2011	F	Aboriginal	400
Liverpool Plains (A)	2011	F	Both Aboriginal & Torres Strait Islander	8
Liverpool Plains (A)	2011	F	Non-indigenous	3289
Liverpool Plains (A)	2011	F	Torres Strait Islander	13
Liverpool Plains (A)	2011	M	Aboriginal	381
Liverpool Plains (A)	2011	M	Both Aboriginal & Torres Strait Islander	3
Liverpool Plains (A)	2011	M	Non-indigenous	3374
Liverpool Plains (A)	2011	M	Torres Strait Islander	13
Liverpool Plains (A)	2016	F	Aboriginal	457
Liverpool Plains (A)	2016	F	Both Aboriginal & Torres Strait Islander	9
Liverpool Plains (A)	2016	F	Non-indigenous	3337
Liverpool Plains (A)	2016	F	Torres Strait Islander	12
Liverpool Plains (A)	2016	M	Aboriginal	468
Liverpool Plains (A)	2016	M	Both Aboriginal & Torres Strait Islander	5
Liverpool Plains (A)	2016	M	Non-indigenous	3387
Liverpool Plains (A)	2016	M	Torres Strait Islander	10
Lockhart (A)	2006	F	Aboriginal	22
Lockhart (A)	2006	F	Both Aboriginal & Torres Strait Islander	0
Lockhart (A)	2006	F	Non-indigenous	1537
Lockhart (A)	2006	F	Torres Strait Islander	0
Lockhart (A)	2006	M	Aboriginal	16
Lockhart (A)	2006	M	Both Aboriginal & Torres Strait Islander	0
Lockhart (A)	2006	M	Non-indigenous	1610
Lockhart (A)	2006	M	Torres Strait Islander	0
Lockhart (A)	2011	F	Aboriginal	24
Lockhart (A)	2011	F	Both Aboriginal & Torres Strait Islander	0
Lockhart (A)	2011	F	Non-indigenous	1450
Lockhart (A)	2011	F	Torres Strait Islander	0
Lockhart (A)	2011	M	Aboriginal	51
Lockhart (A)	2011	M	Both Aboriginal & Torres Strait Islander	0
Lockhart (A)	2011	M	Non-indigenous	1476
Lockhart (A)	2011	M	Torres Strait Islander	0
Lockhart (A)	2016	F	Aboriginal	47
Lockhart (A)	2016	F	Both Aboriginal & Torres Strait Islander	4
Lockhart (A)	2016	F	Non-indigenous	1528
Lockhart (A)	2016	F	Torres Strait Islander	0
Lockhart (A)	2016	M	Aboriginal	61
Lockhart (A)	2016	M	Both Aboriginal & Torres Strait Islander	0
Lockhart (A)	2016	M	Non-indigenous	1476
Lockhart (A)	2016	M	Torres Strait Islander	0
Maitland (C)	2006	F	Aboriginal	823
Maitland (C)	2006	F	Both Aboriginal & Torres Strait Islander	19
Maitland (C)	2006	F	Non-indigenous	30765
Maitland (C)	2006	F	Torres Strait Islander	22
Maitland (C)	2006	M	Aboriginal	708
Maitland (C)	2006	M	Both Aboriginal & Torres Strait Islander	12
Maitland (C)	2006	M	Non-indigenous	29498
Maitland (C)	2006	M	Torres Strait Islander	34
Maitland (C)	2011	F	Aboriginal	1172
Maitland (C)	2011	F	Both Aboriginal & Torres Strait Islander	30
Maitland (C)	2011	F	Non-indigenous	33244
Maitland (C)	2011	F	Torres Strait Islander	27
Maitland (C)	2011	M	Aboriginal	1067
Maitland (C)	2011	M	Both Aboriginal & Torres Strait Islander	23
Maitland (C)	2011	M	Non-indigenous	31876
Maitland (C)	2011	M	Torres Strait Islander	38
Maitland (C)	2016	F	Aboriginal	1980
Maitland (C)	2016	F	Both Aboriginal & Torres Strait Islander	49
Maitland (C)	2016	F	Non-indigenous	37491
Maitland (C)	2016	F	Torres Strait Islander	51
Maitland (C)	2016	M	Aboriginal	1886
Maitland (C)	2016	M	Both Aboriginal & Torres Strait Islander	63
Maitland (C)	2016	M	Non-indigenous	35733
Maitland (C)	2016	M	Torres Strait Islander	54
Mid-Coast (A)	2006	F	Aboriginal	1527
Mid-Coast (A)	2006	F	Both Aboriginal & Torres Strait Islander	37
Mid-Coast (A)	2006	F	Non-indigenous	40588
Mid-Coast (A)	2006	F	Torres Strait Islander	42
Mid-Coast (A)	2006	M	Aboriginal	1360
Mid-Coast (A)	2006	M	Both Aboriginal & Torres Strait Islander	64
Mid-Coast (A)	2006	M	Non-indigenous	39032
Mid-Coast (A)	2006	M	Torres Strait Islander	65
Mid-Coast (A)	2011	F	Aboriginal	1968
Mid-Coast (A)	2011	F	Both Aboriginal & Torres Strait Islander	40
Mid-Coast (A)	2011	F	Non-indigenous	41854
Mid-Coast (A)	2011	F	Torres Strait Islander	40
Mid-Coast (A)	2011	M	Aboriginal	1913
Mid-Coast (A)	2011	M	Both Aboriginal & Torres Strait Islander	34
Mid-Coast (A)	2011	M	Non-indigenous	39941
Mid-Coast (A)	2011	M	Torres Strait Islander	57
Mid-Coast (A)	2016	F	Aboriginal	2716
Mid-Coast (A)	2016	F	Both Aboriginal & Torres Strait Islander	44
Mid-Coast (A)	2016	F	Non-indigenous	43411
Mid-Coast (A)	2016	F	Torres Strait Islander	44
Mid-Coast (A)	2016	M	Aboriginal	2651
Mid-Coast (A)	2016	M	Both Aboriginal & Torres Strait Islander	48
Mid-Coast (A)	2016	M	Non-indigenous	41336
Mid-Coast (A)	2016	M	Torres Strait Islander	56
Mid-Western Regional (A)	2006	F	Aboriginal	274
Mid-Western Regional (A)	2006	F	Both Aboriginal & Torres Strait Islander	6
Mid-Western Regional (A)	2006	F	Non-indigenous	10243
Mid-Western Regional (A)	2006	F	Torres Strait Islander	5
Mid-Western Regional (A)	2006	M	Aboriginal	273
Mid-Western Regional (A)	2006	M	Both Aboriginal & Torres Strait Islander	6
Mid-Western Regional (A)	2006	M	Non-indigenous	10274
Mid-Western Regional (A)	2006	M	Torres Strait Islander	4
Mid-Western Regional (A)	2011	F	Aboriginal	411
Mid-Western Regional (A)	2011	F	Both Aboriginal & Torres Strait Islander	3
Mid-Western Regional (A)	2011	F	Non-indigenous	10612
Mid-Western Regional (A)	2011	F	Torres Strait Islander	7
Mid-Western Regional (A)	2011	M	Aboriginal	432
Mid-Western Regional (A)	2011	M	Both Aboriginal & Torres Strait Islander	0
Mid-Western Regional (A)	2011	M	Non-indigenous	10832
Mid-Western Regional (A)	2011	M	Torres Strait Islander	19
Mid-Western Regional (A)	2016	F	Aboriginal	620
Mid-Western Regional (A)	2016	F	Both Aboriginal & Torres Strait Islander	0
Mid-Western Regional (A)	2016	F	Non-indigenous	11348
Mid-Western Regional (A)	2016	F	Torres Strait Islander	7
Mid-Western Regional (A)	2016	M	Aboriginal	661
Mid-Western Regional (A)	2016	M	Both Aboriginal & Torres Strait Islander	10
Mid-Western Regional (A)	2016	M	Non-indigenous	11422
Mid-Western Regional (A)	2016	M	Torres Strait Islander	6
Moree Plains (A)	2006	F	Aboriginal	1390
Moree Plains (A)	2006	F	Both Aboriginal & Torres Strait Islander	9
Moree Plains (A)	2006	F	Non-indigenous	5396
Moree Plains (A)	2006	F	Torres Strait Islander	3
Moree Plains (A)	2006	M	Aboriginal	1280
Moree Plains (A)	2006	M	Both Aboriginal & Torres Strait Islander	16
Moree Plains (A)	2006	M	Non-indigenous	5879
Moree Plains (A)	2006	M	Torres Strait Islander	4
Moree Plains (A)	2011	F	Aboriginal	1443
Moree Plains (A)	2011	F	Both Aboriginal & Torres Strait Islander	13
Moree Plains (A)	2011	F	Non-indigenous	5125
Moree Plains (A)	2011	F	Torres Strait Islander	21
Moree Plains (A)	2011	M	Aboriginal	1293
Moree Plains (A)	2011	M	Both Aboriginal & Torres Strait Islander	13
Moree Plains (A)	2011	M	Non-indigenous	5510
Moree Plains (A)	2011	M	Torres Strait Islander	13
Moree Plains (A)	2016	F	Aboriginal	1480
Moree Plains (A)	2016	F	Both Aboriginal & Torres Strait Islander	23
Moree Plains (A)	2016	F	Non-indigenous	5007
Moree Plains (A)	2016	F	Torres Strait Islander	10
Moree Plains (A)	2016	M	Aboriginal	1295
Moree Plains (A)	2016	M	Both Aboriginal & Torres Strait Islander	28
Moree Plains (A)	2016	M	Non-indigenous	5305
Moree Plains (A)	2016	M	Torres Strait Islander	8
Mosman (A)	2006	F	Aboriginal	6
Mosman (A)	2006	F	Both Aboriginal & Torres Strait Islander	0
Mosman (A)	2006	F	Non-indigenous	14225
Mosman (A)	2006	F	Torres Strait Islander	3
Mosman (A)	2006	M	Aboriginal	15
Mosman (A)	2006	M	Both Aboriginal & Torres Strait Islander	0
Mosman (A)	2006	M	Non-indigenous	11983
Mosman (A)	2006	M	Torres Strait Islander	3
Mosman (A)	2011	F	Aboriginal	16
Mosman (A)	2011	F	Both Aboriginal & Torres Strait Islander	0
Mosman (A)	2011	F	Non-indigenous	14617
Mosman (A)	2011	F	Torres Strait Islander	0
Mosman (A)	2011	M	Aboriginal	12
Mosman (A)	2011	M	Both Aboriginal & Torres Strait Islander	0
Mosman (A)	2011	M	Non-indigenous	12808
Mosman (A)	2011	M	Torres Strait Islander	0
Mosman (A)	2016	F	Aboriginal	30
Mosman (A)	2016	F	Both Aboriginal & Torres Strait Islander	0
Mosman (A)	2016	F	Non-indigenous	15260
Mosman (A)	2016	F	Torres Strait Islander	0
Mosman (A)	2016	M	Aboriginal	26
Mosman (A)	2016	M	Both Aboriginal & Torres Strait Islander	0
Mosman (A)	2016	M	Non-indigenous	13160
Mosman (A)	2016	M	Torres Strait Islander	3
Murray River (A)	2006	F	Aboriginal	144
Murray River (A)	2006	F	Both Aboriginal & Torres Strait Islander	0
Murray River (A)	2006	F	Non-indigenous	5159
Murray River (A)	2006	F	Torres Strait Islander	3
Murray River (A)	2006	M	Aboriginal	125
Murray River (A)	2006	M	Both Aboriginal & Torres Strait Islander	3
Murray River (A)	2006	M	Non-indigenous	5336
Murray River (A)	2006	M	Torres Strait Islander	7
Murray River (A)	2011	F	Aboriginal	168
Murray River (A)	2011	F	Both Aboriginal & Torres Strait Islander	0
Murray River (A)	2011	F	Non-indigenous	5230
Murray River (A)	2011	F	Torres Strait Islander	0
Murray River (A)	2011	M	Aboriginal	154
Murray River (A)	2011	M	Both Aboriginal & Torres Strait Islander	0
Murray River (A)	2011	M	Non-indigenous	5363
Murray River (A)	2011	M	Torres Strait Islander	4
Murray River (A)	2016	F	Aboriginal	211
Murray River (A)	2016	F	Both Aboriginal & Torres Strait Islander	0
Murray River (A)	2016	F	Non-indigenous	5670
Murray River (A)	2016	F	Torres Strait Islander	0
Murray River (A)	2016	M	Aboriginal	153
Murray River (A)	2016	M	Both Aboriginal & Torres Strait Islander	0
Murray River (A)	2016	M	Non-indigenous	5638
Murray River (A)	2016	M	Torres Strait Islander	4
Murrumbidgee (A)	2006	F	Aboriginal	126
Murrumbidgee (A)	2006	F	Both Aboriginal & Torres Strait Islander	3
Murrumbidgee (A)	2006	F	Non-indigenous	1844
Murrumbidgee (A)	2006	F	Torres Strait Islander	3
Murrumbidgee (A)	2006	M	Aboriginal	115
Murrumbidgee (A)	2006	M	Both Aboriginal & Torres Strait Islander	0
Murrumbidgee (A)	2006	M	Non-indigenous	2048
Murrumbidgee (A)	2006	M	Torres Strait Islander	3
Murrumbidgee (A)	2011	F	Aboriginal	122
Murrumbidgee (A)	2011	F	Both Aboriginal & Torres Strait Islander	3
Murrumbidgee (A)	2011	F	Non-indigenous	1636
Murrumbidgee (A)	2011	F	Torres Strait Islander	0
Murrumbidgee (A)	2011	M	Aboriginal	135
Murrumbidgee (A)	2011	M	Both Aboriginal & Torres Strait Islander	3
Murrumbidgee (A)	2011	M	Non-indigenous	1851
Murrumbidgee (A)	2011	M	Torres Strait Islander	7
Murrumbidgee (A)	2016	F	Aboriginal	138
Murrumbidgee (A)	2016	F	Both Aboriginal & Torres Strait Islander	3
Murrumbidgee (A)	2016	F	Non-indigenous	1671
Murrumbidgee (A)	2016	F	Torres Strait Islander	0
Murrumbidgee (A)	2016	M	Aboriginal	137
Murrumbidgee (A)	2016	M	Both Aboriginal & Torres Strait Islander	3
Murrumbidgee (A)	2016	M	Non-indigenous	1883
Murrumbidgee (A)	2016	M	Torres Strait Islander	3
Muswellbrook (A)	2006	F	Aboriginal	349
Muswellbrook (A)	2006	F	Both Aboriginal & Torres Strait Islander	0
Muswellbrook (A)	2006	F	Non-indigenous	7066
Muswellbrook (A)	2006	F	Torres Strait Islander	9
Muswellbrook (A)	2006	M	Aboriginal	340
Muswellbrook (A)	2006	M	Both Aboriginal & Torres Strait Islander	3
Muswellbrook (A)	2006	M	Non-indigenous	7454
Muswellbrook (A)	2006	M	Torres Strait Islander	14
Muswellbrook (A)	2011	F	Aboriginal	402
Muswellbrook (A)	2011	F	Both Aboriginal & Torres Strait Islander	3
Muswellbrook (A)	2011	F	Non-indigenous	7212
Muswellbrook (A)	2011	F	Torres Strait Islander	9
Muswellbrook (A)	2011	M	Aboriginal	417
Muswellbrook (A)	2011	M	Both Aboriginal & Torres Strait Islander	4
Muswellbrook (A)	2011	M	Non-indigenous	7730
Muswellbrook (A)	2011	M	Torres Strait Islander	11
Muswellbrook (A)	2016	F	Aboriginal	646
Muswellbrook (A)	2016	F	Both Aboriginal & Torres Strait Islander	8
Muswellbrook (A)	2016	F	Non-indigenous	7174
Muswellbrook (A)	2016	F	Torres Strait Islander	9
Muswellbrook (A)	2016	M	Aboriginal	658
Muswellbrook (A)	2016	M	Both Aboriginal & Torres Strait Islander	11
Muswellbrook (A)	2016	M	Non-indigenous	7565
Muswellbrook (A)	2016	M	Torres Strait Islander	9
Nambucca (A)	2006	F	Aboriginal	529
Nambucca (A)	2006	F	Both Aboriginal & Torres Strait Islander	0
Nambucca (A)	2006	F	Non-indigenous	8579
Nambucca (A)	2006	F	Torres Strait Islander	8
Nambucca (A)	2006	M	Aboriginal	480
Nambucca (A)	2006	M	Both Aboriginal & Torres Strait Islander	6
Nambucca (A)	2006	M	Non-indigenous	8288
Nambucca (A)	2006	M	Torres Strait Islander	6
Nambucca (A)	2011	F	Aboriginal	676
Nambucca (A)	2011	F	Both Aboriginal & Torres Strait Islander	11
Nambucca (A)	2011	F	Non-indigenous	8848
Nambucca (A)	2011	F	Torres Strait Islander	16
Nambucca (A)	2011	M	Aboriginal	646
Nambucca (A)	2011	M	Both Aboriginal & Torres Strait Islander	4
Nambucca (A)	2011	M	Non-indigenous	8430
Nambucca (A)	2011	M	Torres Strait Islander	13
Nambucca (A)	2016	F	Aboriginal	721
Nambucca (A)	2016	F	Both Aboriginal & Torres Strait Islander	28
Nambucca (A)	2016	F	Non-indigenous	9034
Nambucca (A)	2016	F	Torres Strait Islander	11
Nambucca (A)	2016	M	Aboriginal	675
Nambucca (A)	2016	M	Both Aboriginal & Torres Strait Islander	15
Nambucca (A)	2016	M	Non-indigenous	8718
Nambucca (A)	2016	M	Torres Strait Islander	13
Narrabri (A)	2006	F	Aboriginal	603
Narrabri (A)	2006	F	Both Aboriginal & Torres Strait Islander	13
Narrabri (A)	2006	F	Non-indigenous	5888
Narrabri (A)	2006	F	Torres Strait Islander	20
Narrabri (A)	2006	M	Aboriginal	549
Narrabri (A)	2006	M	Both Aboriginal & Torres Strait Islander	9
Narrabri (A)	2006	M	Non-indigenous	6031
Narrabri (A)	2006	M	Torres Strait Islander	4
Narrabri (A)	2011	F	Aboriginal	689
Narrabri (A)	2011	F	Both Aboriginal & Torres Strait Islander	6
Narrabri (A)	2011	F	Non-indigenous	5737
