LGA_NAME16	Year	LabourForceStatus	adults
Greater Shepparton (C)	2016	Employed (full-time)	16278
Greater Shepparton (C)	2016	Employed (part-time)	8985
Greater Shepparton (C)	2016	Not in the labour force	18031
Greater Shepparton (C)	2016	Unemployed (looking for work)	1857
Hepburn (S)	2006		670
Hepburn (S)	2006	Employed (away from work)	414
Hepburn (S)	2006	Employed (full-time)	3248
Hepburn (S)	2006	Employed (part-time)	2053
Hepburn (S)	2006	Not in the labour force	4409
Hepburn (S)	2006	Unemployed (looking for work)	394
Hepburn (S)	2011		682
Hepburn (S)	2011	Employed (away from work)	425
Hepburn (S)	2011	Employed (full-time)	3324
Hepburn (S)	2011	Employed (part-time)	2445
Hepburn (S)	2011	Not in the labour force	4665
Hepburn (S)	2011	Unemployed (looking for work)	369
Hepburn (S)	2016		1184
Hepburn (S)	2016	Employed (away from work)	492
Hepburn (S)	2016	Employed (full-time)	3250
Hepburn (S)	2016	Employed (part-time)	2603
Hepburn (S)	2016	Not in the labour force	5060
Hepburn (S)	2016	Unemployed (looking for work)	345
Hindmarsh (S)	2006		228
Hindmarsh (S)	2006	Employed (away from work)	163
Hindmarsh (S)	2006	Employed (full-time)	1622
Hindmarsh (S)	2006	Employed (part-time)	754
Hindmarsh (S)	2006	Not in the labour force	1985
Hindmarsh (S)	2006	Unemployed (looking for work)	130
Hindmarsh (S)	2011		184
Hindmarsh (S)	2011	Employed (away from work)	153
Hindmarsh (S)	2011	Employed (full-time)	1532
Hindmarsh (S)	2011	Employed (part-time)	757
Hindmarsh (S)	2011	Not in the labour force	2062
Hindmarsh (S)	2011	Unemployed (looking for work)	78
Hindmarsh (S)	2016		359
Hindmarsh (S)	2016	Employed (away from work)	145
Hindmarsh (S)	2016	Employed (full-time)	1410
Hindmarsh (S)	2016	Employed (part-time)	741
Hindmarsh (S)	2016	Not in the labour force	2080
Hindmarsh (S)	2016	Unemployed (looking for work)	124
Hobsons Bay (C)	2006		4059
Hobsons Bay (C)	2006	Employed (away from work)	2443
Hobsons Bay (C)	2006	Employed (full-time)	24348
Hobsons Bay (C)	2006	Employed (part-time)	9726
Hobsons Bay (C)	2006	Not in the labour force	22805
Hobsons Bay (C)	2006	Unemployed (looking for work)	2277
Hobsons Bay (C)	2011		4059
Hobsons Bay (C)	2011	Employed (away from work)	2422
Hobsons Bay (C)	2011	Employed (full-time)	25604
Hobsons Bay (C)	2011	Employed (part-time)	11419
Hobsons Bay (C)	2011	Not in the labour force	22801
Hobsons Bay (C)	2011	Unemployed (looking for work)	2355
Hobsons Bay (C)	2016		4182
Hobsons Bay (C)	2016	Employed (away from work)	2144
Hobsons Bay (C)	2016	Employed (full-time)	26968
Hobsons Bay (C)	2016	Employed (part-time)	12865
Hobsons Bay (C)	2016	Not in the labour force	23339
Hobsons Bay (C)	2016	Unemployed (looking for work)	2931
Horsham (RC)	2006		654
Horsham (RC)	2006	Employed (away from work)	562
Horsham (RC)	2006	Employed (full-time)	5421
Horsham (RC)	2006	Employed (part-time)	2794
Horsham (RC)	2006	Not in the labour force	4811
Horsham (RC)	2006	Unemployed (looking for work)	471
Horsham (RC)	2011		756
Horsham (RC)	2011	Employed (away from work)	603
Horsham (RC)	2011	Employed (full-time)	5582
Horsham (RC)	2011	Employed (part-time)	2989
Horsham (RC)	2011	Not in the labour force	5242
Horsham (RC)	2011	Unemployed (looking for work)	345
Horsham (RC)	2016		908
Horsham (RC)	2016	Employed (away from work)	579
Horsham (RC)	2016	Employed (full-time)	5285
Horsham (RC)	2016	Employed (part-time)	3252
Horsham (RC)	2016	Not in the labour force	5421
Horsham (RC)	2016	Unemployed (looking for work)	468
Hume (C)	2006		6784
Hume (C)	2006	Employed (away from work)	4398
Hume (C)	2006	Employed (full-time)	40009
Hume (C)	2006	Employed (part-time)	16984
Hume (C)	2006	Not in the labour force	39031
Hume (C)	2006	Unemployed (looking for work)	4627
Hume (C)	2011		7208
Hume (C)	2011	Employed (away from work)	4925
Hume (C)	2011	Employed (full-time)	45341
Hume (C)	2011	Employed (part-time)	20657
Hume (C)	2011	Not in the labour force	46154
Hume (C)	2011	Unemployed (looking for work)	5193
Hume (C)	2016		8969
Hume (C)	2016	Employed (away from work)	4588
Hume (C)	2016	Employed (full-time)	49915
Hume (C)	2016	Employed (part-time)	26526
Hume (C)	2016	Not in the labour force	55708
Hume (C)	2016	Unemployed (looking for work)	7756
Indigo (S)	2006		556
Indigo (S)	2006	Employed (away from work)	507
Indigo (S)	2006	Employed (full-time)	4272
Indigo (S)	2006	Employed (part-time)	2251
Indigo (S)	2006	Not in the labour force	3842
Indigo (S)	2006	Unemployed (looking for work)	263
Indigo (S)	2011		493
Indigo (S)	2011	Employed (away from work)	526
Indigo (S)	2011	Employed (full-time)	4297
Indigo (S)	2011	Employed (part-time)	2535
Indigo (S)	2011	Not in the labour force	4157
Indigo (S)	2011	Unemployed (looking for work)	299
Indigo (S)	2016		813
Indigo (S)	2016	Employed (away from work)	531
Indigo (S)	2016	Employed (full-time)	4284
Indigo (S)	2016	Employed (part-time)	2668
Indigo (S)	2016	Not in the labour force	4475
Indigo (S)	2016	Unemployed (looking for work)	333
Kingston (C) (Vic.)	2006		6637
Kingston (C) (Vic.)	2006	Employed (away from work)	3898
Kingston (C) (Vic.)	2006	Employed (full-time)	42189
Kingston (C) (Vic.)	2006	Employed (part-time)	18789
Kingston (C) (Vic.)	2006	Not in the labour force	36101
Kingston (C) (Vic.)	2006	Unemployed (looking for work)	3085
Kingston (C) (Vic.)	2011		5554
Kingston (C) (Vic.)	2011	Employed (away from work)	4091
Kingston (C) (Vic.)	2011	Employed (full-time)	44803
Kingston (C) (Vic.)	2011	Employed (part-time)	21499
Kingston (C) (Vic.)	2011	Not in the labour force	38022
Kingston (C) (Vic.)	2011	Unemployed (looking for work)	3353
Kingston (C) (Vic.)	2016		6842
Kingston (C) (Vic.)	2016	Employed (away from work)	3542
Kingston (C) (Vic.)	2016	Employed (full-time)	46192
Kingston (C) (Vic.)	2016	Employed (part-time)	24369
Kingston (C) (Vic.)	2016	Not in the labour force	39402
Kingston (C) (Vic.)	2016	Unemployed (looking for work)	4247
Knox (C)	2006		4254
Knox (C)	2006	Employed (away from work)	4502
Knox (C)	2006	Employed (full-time)	48588
Knox (C)	2006	Employed (part-time)	22420
Knox (C)	2006	Not in the labour force	33753
Knox (C)	2006	Unemployed (looking for work)	3319
Knox (C)	2011		3749
Knox (C)	2011	Employed (away from work)	4262
Knox (C)	2011	Employed (full-time)	49450
Knox (C)	2011	Employed (part-time)	23879
Knox (C)	2011	Not in the labour force	36609
Knox (C)	2011	Unemployed (looking for work)	3705
Knox (C)	2016		5169
Knox (C)	2016	Employed (away from work)	3618
Knox (C)	2016	Employed (full-time)	47880
Knox (C)	2016	Employed (part-time)	25844
Knox (C)	2016	Not in the labour force	39952
Knox (C)	2016	Unemployed (looking for work)	4584
Latrobe (C) (Vic.)	2006		3255
Latrobe (C) (Vic.)	2006	Employed (away from work)	1972
Latrobe (C) (Vic.)	2006	Employed (full-time)	17198
Latrobe (C) (Vic.)	2006	Employed (part-time)	9143
Latrobe (C) (Vic.)	2006	Not in the labour force	20759
Latrobe (C) (Vic.)	2006	Unemployed (looking for work)	2594
Latrobe (C) (Vic.)	2011		3225
Latrobe (C) (Vic.)	2011	Employed (away from work)	2206
Latrobe (C) (Vic.)	2011	Employed (full-time)	17965
Latrobe (C) (Vic.)	2011	Employed (part-time)	10082
Latrobe (C) (Vic.)	2011	Not in the labour force	22225
Latrobe (C) (Vic.)	2011	Unemployed (looking for work)	2594
Latrobe (C) (Vic.)	2016		4952
Latrobe (C) (Vic.)	2016	Employed (away from work)	1902
Latrobe (C) (Vic.)	2016	Employed (full-time)	16856
Latrobe (C) (Vic.)	2016	Employed (part-time)	10736
Latrobe (C) (Vic.)	2016	Not in the labour force	22395
Latrobe (C) (Vic.)	2016	Unemployed (looking for work)	3157
Loddon (S)	2006		313
Loddon (S)	2006	Employed (away from work)	214
Loddon (S)	2006	Employed (full-time)	2016
Loddon (S)	2006	Employed (part-time)	950
Loddon (S)	2006	Not in the labour force	2661
Loddon (S)	2006	Unemployed (looking for work)	192
Loddon (S)	2011		343
Loddon (S)	2011	Employed (away from work)	200
Loddon (S)	2011	Employed (full-time)	1804
Loddon (S)	2011	Employed (part-time)	938
Loddon (S)	2011	Not in the labour force	2703
Loddon (S)	2011	Unemployed (looking for work)	177
Loddon (S)	2016		691
Loddon (S)	2016	Employed (away from work)	232
Loddon (S)	2016	Employed (full-time)	1673
Loddon (S)	2016	Employed (part-time)	939
Loddon (S)	2016	Not in the labour force	2629
Loddon (S)	2016	Unemployed (looking for work)	158
Macedon Ranges (S)	2006		1441
Macedon Ranges (S)	2006	Employed (away from work)	1131
Macedon Ranges (S)	2006	Employed (full-time)	11158
Macedon Ranges (S)	2006	Employed (part-time)	5938
Macedon Ranges (S)	2006	Not in the labour force	9063
Macedon Ranges (S)	2006	Unemployed (looking for work)	723
Macedon Ranges (S)	2011		1292
Macedon Ranges (S)	2011	Employed (away from work)	1371
Macedon Ranges (S)	2011	Employed (full-time)	12213
Macedon Ranges (S)	2011	Employed (part-time)	7075
Macedon Ranges (S)	2011	Not in the labour force	10240
Macedon Ranges (S)	2011	Unemployed (looking for work)	775
Macedon Ranges (S)	2016		2507
Macedon Ranges (S)	2016	Employed (away from work)	1245
Macedon Ranges (S)	2016	Employed (full-time)	12691
Macedon Ranges (S)	2016	Employed (part-time)	7806
Macedon Ranges (S)	2016	Not in the labour force	11408
Macedon Ranges (S)	2016	Unemployed (looking for work)	1002
Manningham (C)	2006		3982
Manningham (C)	2006	Employed (away from work)	3256
Manningham (C)	2006	Employed (full-time)	32424
Manningham (C)	2006	Employed (part-time)	17071
Manningham (C)	2006	Not in the labour force	32068
Manningham (C)	2006	Unemployed (looking for work)	2322
Manningham (C)	2011		3311
Manningham (C)	2011	Employed (away from work)	2923
Manningham (C)	2011	Employed (full-time)	32502
Manningham (C)	2011	Employed (part-time)	17766
Manningham (C)	2011	Not in the labour force	33899
Manningham (C)	2011	Unemployed (looking for work)	2632
Manningham (C)	2016		4107
Manningham (C)	2016	Employed (away from work)	2343
Manningham (C)	2016	Employed (full-time)	31346
Manningham (C)	2016	Employed (part-time)	19130
Manningham (C)	2016	Not in the labour force	37151
Manningham (C)	2016	Unemployed (looking for work)	3452
Mansfield (S)	2006		382
Mansfield (S)	2006	Employed (away from work)	210
Mansfield (S)	2006	Employed (full-time)	1937
Mansfield (S)	2006	Employed (part-time)	1149
Mansfield (S)	2006	Not in the labour force	2004
Mansfield (S)	2006	Unemployed (looking for work)	150
Mansfield (S)	2011		262
Mansfield (S)	2011	Employed (away from work)	241
Mansfield (S)	2011	Employed (full-time)	2085
Mansfield (S)	2011	Employed (part-time)	1390
Mansfield (S)	2011	Not in the labour force	2346
Mansfield (S)	2011	Unemployed (looking for work)	104
Mansfield (S)	2016		563
Mansfield (S)	2016	Employed (away from work)	237
Mansfield (S)	2016	Employed (full-time)	2084
Mansfield (S)	2016	Employed (part-time)	1460
Mansfield (S)	2016	Not in the labour force	2573
Mansfield (S)	2016	Unemployed (looking for work)	132
Maribyrnong (C)	2006		4588
Maribyrnong (C)	2006	Employed (away from work)	1852
Maribyrnong (C)	2006	Employed (full-time)	18797
Maribyrnong (C)	2006	Employed (part-time)	7602
Maribyrnong (C)	2006	Not in the labour force	17366
Maribyrnong (C)	2006	Unemployed (looking for work)	2619
Maribyrnong (C)	2011		4860
Maribyrnong (C)	2011	Employed (away from work)	2067
Maribyrnong (C)	2011	Employed (full-time)	22631
Maribyrnong (C)	2011	Employed (part-time)	9971
Maribyrnong (C)	2011	Not in the labour force	17632
Maribyrnong (C)	2011	Unemployed (looking for work)	2609
Maribyrnong (C)	2016		4977
Maribyrnong (C)	2016	Employed (away from work)	1990
Maribyrnong (C)	2016	Employed (full-time)	26372
Maribyrnong (C)	2016	Employed (part-time)	13283
Maribyrnong (C)	2016	Not in the labour force	18711
Maribyrnong (C)	2016	Unemployed (looking for work)	3760
Maroondah (C)	2006		3727
Maroondah (C)	2006	Employed (away from work)	2926
Maroondah (C)	2006	Employed (full-time)	31133
Maroondah (C)	2006	Employed (part-time)	15297
Maroondah (C)	2006	Not in the labour force	24739
Maroondah (C)	2006	Unemployed (looking for work)	1999
Maroondah (C)	2011		2949
Maroondah (C)	2011	Employed (away from work)	3122
Maroondah (C)	2011	Employed (full-time)	32939
Maroondah (C)	2011	Employed (part-time)	16921
Maroondah (C)	2011	Not in the labour force	26038
Maroondah (C)	2011	Unemployed (looking for work)	2377
Maroondah (C)	2016		3976
Maroondah (C)	2016	Employed (away from work)	2620
Maroondah (C)	2016	Employed (full-time)	33660
Maroondah (C)	2016	Employed (part-time)	18650
Maroondah (C)	2016	Not in the labour force	27840
Maroondah (C)	2016	Unemployed (looking for work)	3025
Melbourne (C)	2006		10295
Melbourne (C)	2006	Employed (away from work)	2022
Melbourne (C)	2006	Employed (full-time)	25692
Melbourne (C)	2006	Employed (part-time)	10069
Melbourne (C)	2006	Not in the labour force	19878
Melbourne (C)	2006	Unemployed (looking for work)	3106
Melbourne (C)	2011		9513
Melbourne (C)	2011	Employed (away from work)	2383
Melbourne (C)	2011	Employed (full-time)	33780
Melbourne (C)	2011	Employed (part-time)	12606
Melbourne (C)	2011	Not in the labour force	24369
Melbourne (C)	2011	Unemployed (looking for work)	4329
Melbourne (C)	2016		14238
Melbourne (C)	2016	Employed (away from work)	3134
Melbourne (C)	2016	Employed (full-time)	41864
Melbourne (C)	2016	Employed (part-time)	20153
Melbourne (C)	2016	Not in the labour force	39837
Melbourne (C)	2016	Unemployed (looking for work)	8006
Melton (C)	2006		3220
Melton (C)	2006	Employed (away from work)	2676
Melton (C)	2006	Employed (full-time)	25188
Melton (C)	2006	Employed (part-time)	9225
Melton (C)	2006	Not in the labour force	16855
Melton (C)	2006	Unemployed (looking for work)	2335
Melton (C)	2011		3931
Melton (C)	2011	Employed (away from work)	3352
Melton (C)	2011	Employed (full-time)	34017
Melton (C)	2011	Employed (part-time)	13569
Melton (C)	2011	Not in the labour force	24118
Melton (C)	2011	Unemployed (looking for work)	3271
Melton (C)	2016		5932
Melton (C)	2016	Employed (away from work)	3263
Melton (C)	2016	Employed (full-time)	38566
Melton (C)	2016	Employed (part-time)	18201
Melton (C)	2016	Not in the labour force	31192
Melton (C)	2016	Unemployed (looking for work)	4943
Mildura (RC)	2006		2354
Mildura (RC)	2006	Employed (away from work)	1402
Mildura (RC)	2006	Employed (full-time)	13800
Mildura (RC)	2006	Employed (part-time)	6338
Mildura (RC)	2006	Not in the labour force	13482
Mildura (RC)	2006	Unemployed (looking for work)	1295
Mildura (RC)	2011		2377
Mildura (RC)	2011	Employed (away from work)	1419
Mildura (RC)	2011	Employed (full-time)	13219
Mildura (RC)	2011	Employed (part-time)	6840
Mildura (RC)	2011	Not in the labour force	14921
Mildura (RC)	2011	Unemployed (looking for work)	1507
Mildura (RC)	2016		3877
Mildura (RC)	2016	Employed (away from work)	1374
Mildura (RC)	2016	Employed (full-time)	13573
Mildura (RC)	2016	Employed (part-time)	7554
Mildura (RC)	2016	Not in the labour force	15480
Mildura (RC)	2016	Unemployed (looking for work)	1784
Mitchell (S)	2006		1392
Mitchell (S)	2006	Employed (away from work)	980
Mitchell (S)	2006	Employed (full-time)	8914
Mitchell (S)	2006	Employed (part-time)	3983
Mitchell (S)	2006	Not in the labour force	7508
Mitchell (S)	2006	Unemployed (looking for work)	694
Mitchell (S)	2011		1537
Mitchell (S)	2011	Employed (away from work)	1080
Mitchell (S)	2011	Employed (full-time)	10131
Mitchell (S)	2011	Employed (part-time)	4749
Mitchell (S)	2011	Not in the labour force	8658
Mitchell (S)	2011	Unemployed (looking for work)	862
Mitchell (S)	2016		2658
Mitchell (S)	2016	Employed (away from work)	1158
Mitchell (S)	2016	Employed (full-time)	11436
Mitchell (S)	2016	Employed (part-time)	5813
Mitchell (S)	2016	Not in the labour force	10262
Mitchell (S)	2016	Unemployed (looking for work)	1112
Moira (S)	2006		1141
Moira (S)	2006	Employed (away from work)	906
Moira (S)	2006	Employed (full-time)	7242
Moira (S)	2006	Employed (part-time)	3428
Moira (S)	2006	Not in the labour force	8297
Moira (S)	2006	Unemployed (looking for work)	573
Moira (S)	2011		1326
Moira (S)	2011	Employed (away from work)	853
Moira (S)	2011	Employed (full-time)	7112
Moira (S)	2011	Employed (part-time)	3696
Moira (S)	2011	Not in the labour force	9107
Moira (S)	2011	Unemployed (looking for work)	592
Moira (S)	2016		1990
Moira (S)	2016	Employed (away from work)	908
Moira (S)	2016	Employed (full-time)	6997
Moira (S)	2016	Employed (part-time)	3900
Moira (S)	2016	Not in the labour force	9557
Moira (S)	2016	Unemployed (looking for work)	629
Monash (C)	2006		7547
Monash (C)	2006	Employed (away from work)	4335
Monash (C)	2006	Employed (full-time)	46890
Monash (C)	2006	Employed (part-time)	23319
Monash (C)	2006	Not in the labour force	49476
Monash (C)	2006	Unemployed (looking for work)	4411
Monash (C)	2011		6144
Monash (C)	2011	Employed (away from work)	4335
Monash (C)	2011	Employed (full-time)	48431
Monash (C)	2011	Employed (part-time)	25566
Monash (C)	2011	Not in the labour force	53298
Monash (C)	2011	Unemployed (looking for work)	5164
Monash (C)	2016		7319
Monash (C)	2016	Employed (away from work)	3707
Monash (C)	2016	Employed (full-time)	48525
Monash (C)	2016	Employed (part-time)	28147
Monash (C)	2016	Not in the labour force	59066
Monash (C)	2016	Unemployed (looking for work)	6956
Moonee Valley (C)	2006		5674
Moonee Valley (C)	2006	Employed (away from work)	3026
Moonee Valley (C)	2006	Employed (full-time)	31561
Moonee Valley (C)	2006	Employed (part-time)	13765
Moonee Valley (C)	2006	Not in the labour force	28352
Moonee Valley (C)	2006	Unemployed (looking for work)	2499
Moonee Valley (C)	2011		4942
Moonee Valley (C)	2011	Employed (away from work)	3073
