STE_NAME16	Year	Age5yr	LabourForceStatus	adults
Other Territories	2016	30-34		38
Other Territories	2016	30-34	Employed (away from work)	14
Other Territories	2016	30-34	Employed (full-time)	116
Other Territories	2016	30-34	Employed (hours worked not stated)	4
Other Territories	2016	30-34	Employed (part-time)	54
Other Territories	2016	30-34	Not in the labour force	83
Other Territories	2016	30-34	Unemployed (looking for full-time work)	4
Other Territories	2016	30-34	Unemployed (looking for part-time work)	0
Other Territories	2016	35-39		16
Other Territories	2016	35-39	Employed (away from work)	12
Other Territories	2016	35-39	Employed (full-time)	147
Other Territories	2016	35-39	Employed (hours worked not stated)	6
Other Territories	2016	35-39	Employed (part-time)	50
Other Territories	2016	35-39	Not in the labour force	75
Other Territories	2016	35-39	Unemployed (looking for full-time work)	3
Other Territories	2016	35-39	Unemployed (looking for part-time work)	0
Other Territories	2016	40-44		30
Other Territories	2016	40-44	Employed (away from work)	6
Other Territories	2016	40-44	Employed (full-time)	165
Other Territories	2016	40-44	Employed (hours worked not stated)	5
Other Territories	2016	40-44	Employed (part-time)	44
Other Territories	2016	40-44	Not in the labour force	57
Other Territories	2016	40-44	Unemployed (looking for full-time work)	7
Other Territories	2016	40-44	Unemployed (looking for part-time work)	7
Other Territories	2016	45-49		35
Other Territories	2016	45-49	Employed (away from work)	8
Other Territories	2016	45-49	Employed (full-time)	170
Other Territories	2016	45-49	Employed (hours worked not stated)	9
Other Territories	2016	45-49	Employed (part-time)	54
Other Territories	2016	45-49	Not in the labour force	56
Other Territories	2016	45-49	Unemployed (looking for full-time work)	4
Other Territories	2016	45-49	Unemployed (looking for part-time work)	0
Other Territories	2016	50-54		52
Other Territories	2016	50-54	Employed (away from work)	9
Other Territories	2016	50-54	Employed (full-time)	182
Other Territories	2016	50-54	Employed (hours worked not stated)	13
Other Territories	2016	50-54	Employed (part-time)	68
Other Territories	2016	50-54	Not in the labour force	57
Other Territories	2016	50-54	Unemployed (looking for full-time work)	0
Other Territories	2016	50-54	Unemployed (looking for part-time work)	0
Other Territories	2016	55-59		49
Other Territories	2016	55-59	Employed (away from work)	22
Other Territories	2016	55-59	Employed (full-time)	165
Other Territories	2016	55-59	Employed (hours worked not stated)	4
Other Territories	2016	55-59	Employed (part-time)	57
Other Territories	2016	55-59	Not in the labour force	67
Other Territories	2016	55-59	Unemployed (looking for full-time work)	3
Other Territories	2016	55-59	Unemployed (looking for part-time work)	6
Other Territories	2016	60-64		46
Other Territories	2016	60-64	Employed (away from work)	8
Other Territories	2016	60-64	Employed (full-time)	133
Other Territories	2016	60-64	Employed (hours worked not stated)	3
Other Territories	2016	60-64	Employed (part-time)	49
Other Territories	2016	60-64	Not in the labour force	85
Other Territories	2016	60-64	Unemployed (looking for full-time work)	0
Other Territories	2016	60-64	Unemployed (looking for part-time work)	0
Other Territories	2016	65-69		40
Other Territories	2016	65-69	Employed (away from work)	7
Other Territories	2016	65-69	Employed (full-time)	89
Other Territories	2016	65-69	Employed (hours worked not stated)	3
Other Territories	2016	65-69	Employed (part-time)	51
Other Territories	2016	65-69	Not in the labour force	102
Other Territories	2016	65-69	Unemployed (looking for full-time work)	0
Other Territories	2016	65-69	Unemployed (looking for part-time work)	0
Other Territories	2016	70-74		14
Other Territories	2016	70-74	Employed (away from work)	0
Other Territories	2016	70-74	Employed (full-time)	27
Other Territories	2016	70-74	Employed (hours worked not stated)	0
Other Territories	2016	70-74	Employed (part-time)	23
Other Territories	2016	70-74	Not in the labour force	111
Other Territories	2016	70-74	Unemployed (looking for full-time work)	0
Other Territories	2016	70-74	Unemployed (looking for part-time work)	0
Other Territories	2016	75+		32
Other Territories	2016	75+	Employed (away from work)	0
Other Territories	2016	75+	Employed (full-time)	13
Other Territories	2016	75+	Employed (hours worked not stated)	3
Other Territories	2016	75+	Employed (part-time)	22
Other Territories	2016	75+	Not in the labour force	174
Other Territories	2016	75+	Unemployed (looking for full-time work)	0
Other Territories	2016	75+	Unemployed (looking for part-time work)	0
