STE_NAME16	Year	Age5yr	LabourForceStatus	Sex	adults
South Australia	2006	25-29	Employed (part-time)	F	9777
South Australia	2006	25-29	Employed (part-time)	M	5226
South Australia	2006	25-29	Not in the labour force	F	10300
South Australia	2006	25-29	Not in the labour force	M	4614
South Australia	2006	25-29	Unemployed (looking for full-time work)	F	956
South Australia	2006	25-29	Unemployed (looking for full-time work)	M	2109
South Australia	2006	25-29	Unemployed (looking for part-time work)	F	756
South Australia	2006	25-29	Unemployed (looking for part-time work)	M	428
South Australia	2006	30-34		F	1921
South Australia	2006	30-34		M	2251
South Australia	2006	30-34	Employed (away from work)	F	2000
South Australia	2006	30-34	Employed (away from work)	M	1259
South Australia	2006	30-34	Employed (full-time)	F	14805
South Australia	2006	30-34	Employed (full-time)	M	32170
South Australia	2006	30-34	Employed (hours worked not stated)	F	608
South Australia	2006	30-34	Employed (hours worked not stated)	M	1050
South Australia	2006	30-34	Employed (part-time)	F	14138
South Australia	2006	30-34	Employed (part-time)	M	4699
South Australia	2006	30-34	Not in the labour force	F	13670
South Australia	2006	30-34	Not in the labour force	M	4647
South Australia	2006	30-34	Unemployed (looking for full-time work)	F	770
South Australia	2006	30-34	Unemployed (looking for full-time work)	M	1724
South Australia	2006	30-34	Unemployed (looking for part-time work)	F	847
South Australia	2006	30-34	Unemployed (looking for part-time work)	M	338
South Australia	2006	35-39		F	2091
South Australia	2006	35-39		M	2567
South Australia	2006	35-39	Employed (away from work)	F	1666
South Australia	2006	35-39	Employed (away from work)	M	1462
South Australia	2006	35-39	Employed (full-time)	F	14729
South Australia	2006	35-39	Employed (full-time)	M	35787
South Australia	2006	35-39	Employed (hours worked not stated)	F	692
South Australia	2006	35-39	Employed (hours worked not stated)	M	1208
South Australia	2006	35-39	Employed (part-time)	F	19094
South Australia	2006	35-39	Employed (part-time)	M	4872
South Australia	2006	35-39	Not in the labour force	F	14192
South Australia	2006	35-39	Not in the labour force	M	5483
South Australia	2006	35-39	Unemployed (looking for full-time work)	F	806
South Australia	2006	35-39	Unemployed (looking for full-time work)	M	1664
South Australia	2006	35-39	Unemployed (looking for part-time work)	F	1039
South Australia	2006	35-39	Unemployed (looking for part-time work)	M	306
South Australia	2006	40-44		F	2001
South Australia	2006	40-44		M	2629
South Australia	2006	40-44	Employed (away from work)	F	1414
South Australia	2006	40-44	Employed (away from work)	M	1380
South Australia	2006	40-44	Employed (full-time)	F	17805
South Australia	2006	40-44	Employed (full-time)	M	36826
South Australia	2006	40-44	Employed (hours worked not stated)	F	773
South Australia	2006	40-44	Employed (hours worked not stated)	M	1061
South Australia	2006	40-44	Employed (part-time)	F	20723
South Australia	2006	40-44	Employed (part-time)	M	5170
South Australia	2006	40-44	Not in the labour force	F	11842
South Australia	2006	40-44	Not in the labour force	M	6033
South Australia	2006	40-44	Unemployed (looking for full-time work)	F	853
South Australia	2006	40-44	Unemployed (looking for full-time work)	M	1660
South Australia	2006	40-44	Unemployed (looking for part-time work)	F	916
South Australia	2006	40-44	Unemployed (looking for part-time work)	M	301
South Australia	2006	45-49		F	1985
South Australia	2006	45-49		M	2550
South Australia	2006	45-49	Employed (away from work)	F	1613
South Australia	2006	45-49	Employed (away from work)	M	1521
South Australia	2006	45-49	Employed (full-time)	F	21267
South Australia	2006	45-49	Employed (full-time)	M	37269
South Australia	2006	45-49	Employed (hours worked not stated)	F	815
South Australia	2006	45-49	Employed (hours worked not stated)	M	1092
South Australia	2006	45-49	Employed (part-time)	F	18952
South Australia	2006	45-49	Employed (part-time)	M	5170
South Australia	2006	45-49	Not in the labour force	F	11004
South Australia	2006	45-49	Not in the labour force	M	6435
South Australia	2006	45-49	Unemployed (looking for full-time work)	F	732
South Australia	2006	45-49	Unemployed (looking for full-time work)	M	1306
South Australia	2006	45-49	Unemployed (looking for part-time work)	F	704
South Australia	2006	45-49	Unemployed (looking for part-time work)	M	256
South Australia	2006	50-54		F	1806
South Australia	2006	50-54		M	2304
South Australia	2006	50-54	Employed (away from work)	F	1597
South Australia	2006	50-54	Employed (away from work)	M	1579
South Australia	2006	50-54	Employed (full-time)	F	19402
South Australia	2006	50-54	Employed (full-time)	M	33063
South Australia	2006	50-54	Employed (hours worked not stated)	F	656
South Australia	2006	50-54	Employed (hours worked not stated)	M	861
South Australia	2006	50-54	Employed (part-time)	F	15753
South Australia	2006	50-54	Employed (part-time)	M	4861
South Australia	2006	50-54	Not in the labour force	F	12758
South Australia	2006	50-54	Not in the labour force	M	7090
South Australia	2006	50-54	Unemployed (looking for full-time work)	F	545
South Australia	2006	50-54	Unemployed (looking for full-time work)	M	1159
South Australia	2006	50-54	Unemployed (looking for part-time work)	F	479
South Australia	2006	50-54	Unemployed (looking for part-time work)	M	290
South Australia	2006	55-59		F	1883
South Australia	2006	55-59		M	2094
South Australia	2006	55-59	Employed (away from work)	F	1422
South Australia	2006	55-59	Employed (away from work)	M	1504
South Australia	2006	55-59	Employed (full-time)	F	12874
South Australia	2006	55-59	Employed (full-time)	M	26271
South Australia	2006	55-59	Employed (hours worked not stated)	F	511
South Australia	2006	55-59	Employed (hours worked not stated)	M	673
South Australia	2006	55-59	Employed (part-time)	F	12998
South Australia	2006	55-59	Employed (part-time)	M	5468
South Australia	2006	55-59	Not in the labour force	F	20233
South Australia	2006	55-59	Not in the labour force	M	11911
South Australia	2006	55-59	Unemployed (looking for full-time work)	F	378
South Australia	2006	55-59	Unemployed (looking for full-time work)	M	951
South Australia	2006	55-59	Unemployed (looking for part-time work)	F	407
South Australia	2006	55-59	Unemployed (looking for part-time work)	M	354
South Australia	2006	60-64		F	1778
South Australia	2006	60-64		M	1684
South Australia	2006	60-64	Employed (away from work)	F	695
South Australia	2006	60-64	Employed (away from work)	M	886
South Australia	2006	60-64	Employed (full-time)	F	4787
South Australia	2006	60-64	Employed (full-time)	M	12901
South Australia	2006	60-64	Employed (hours worked not stated)	F	277
South Australia	2006	60-64	Employed (hours worked not stated)	M	382
South Australia	2006	60-64	Employed (part-time)	F	6550
South Australia	2006	60-64	Employed (part-time)	M	4777
South Australia	2006	60-64	Not in the labour force	F	25166
South Australia	2006	60-64	Not in the labour force	M	16771
South Australia	2006	60-64	Unemployed (looking for full-time work)	F	115
South Australia	2006	60-64	Unemployed (looking for full-time work)	M	593
South Australia	2006	60-64	Unemployed (looking for part-time work)	F	220
South Australia	2006	60-64	Unemployed (looking for part-time work)	M	332
South Australia	2006	65-69		F	1804
South Australia	2006	65-69		M	1682
South Australia	2006	65-69	Employed (away from work)	F	233
South Australia	2006	65-69	Employed (away from work)	M	364
South Australia	2006	65-69	Employed (full-time)	F	945
South Australia	2006	65-69	Employed (full-time)	M	3405
South Australia	2006	65-69	Employed (hours worked not stated)	F	102
South Australia	2006	65-69	Employed (hours worked not stated)	M	195
South Australia	2006	65-69	Employed (part-time)	F	2128
South Australia	2006	65-69	Employed (part-time)	M	2704
South Australia	2006	65-69	Not in the labour force	F	27032
South Australia	2006	65-69	Not in the labour force	M	21702
South Australia	2006	65-69	Unemployed (looking for full-time work)	F	10
South Australia	2006	65-69	Unemployed (looking for full-time work)	M	40
South Australia	2006	65-69	Unemployed (looking for part-time work)	F	36
South Australia	2006	65-69	Unemployed (looking for part-time work)	M	57
South Australia	2006	70-74		F	2093
South Australia	2006	70-74		M	1691
South Australia	2006	70-74	Employed (away from work)	F	94
South Australia	2006	70-74	Employed (away from work)	M	124
South Australia	2006	70-74	Employed (full-time)	F	242
South Australia	2006	70-74	Employed (full-time)	M	918
South Australia	2006	70-74	Employed (hours worked not stated)	F	87
South Australia	2006	70-74	Employed (hours worked not stated)	M	110
South Australia	2006	70-74	Employed (part-time)	F	705
South Australia	2006	70-74	Employed (part-time)	M	1154
South Australia	2006	70-74	Not in the labour force	F	24432
South Australia	2006	70-74	Not in the labour force	M	20942
South Australia	2006	70-74	Unemployed (looking for full-time work)	F	14
South Australia	2006	70-74	Unemployed (looking for full-time work)	M	14
South Australia	2006	70-74	Unemployed (looking for part-time work)	F	7
South Australia	2006	70-74	Unemployed (looking for part-time work)	M	20
South Australia	2006	75+		F	8373
South Australia	2006	75+		M	5054
South Australia	2006	75+	Employed (away from work)	F	92
South Australia	2006	75+	Employed (away from work)	M	125
South Australia	2006	75+	Employed (full-time)	F	211
South Australia	2006	75+	Employed (full-time)	M	658
South Australia	2006	75+	Employed (hours worked not stated)	F	142
South Australia	2006	75+	Employed (hours worked not stated)	M	146
South Australia	2006	75+	Employed (part-time)	F	372
South Australia	2006	75+	Employed (part-time)	M	811
South Australia	2006	75+	Not in the labour force	F	61479
South Australia	2006	75+	Not in the labour force	M	40514
South Australia	2006	75+	Unemployed (looking for full-time work)	F	17
South Australia	2006	75+	Unemployed (looking for full-time work)	M	16
South Australia	2006	75+	Unemployed (looking for part-time work)	F	13
South Australia	2006	75+	Unemployed (looking for part-time work)	M	16
South Australia	2011	15-19		F	1619
South Australia	2011	15-19		M	2044
South Australia	2011	15-19	Employed (away from work)	F	965
South Australia	2011	15-19	Employed (away from work)	M	795
South Australia	2011	15-19	Employed (full-time)	F	2966
South Australia	2011	15-19	Employed (full-time)	M	6777
South Australia	2011	15-19	Employed (hours worked not stated)	F	730
South Australia	2011	15-19	Employed (hours worked not stated)	M	755
South Australia	2011	15-19	Employed (part-time)	F	17663
South Australia	2011	15-19	Employed (part-time)	M	12247
South Australia	2011	15-19	Not in the labour force	F	22242
South Australia	2011	15-19	Not in the labour force	M	26167
South Australia	2011	15-19	Unemployed (looking for full-time work)	F	1293
South Australia	2011	15-19	Unemployed (looking for full-time work)	M	1920
South Australia	2011	15-19	Unemployed (looking for part-time work)	F	2690
South Australia	2011	15-19	Unemployed (looking for part-time work)	M	2381
South Australia	2011	20-24		F	1896
South Australia	2011	20-24		M	2651
South Australia	2011	20-24	Employed (away from work)	F	1431
South Australia	2011	20-24	Employed (away from work)	M	1230
South Australia	2011	20-24	Employed (full-time)	F	15310
South Australia	2011	20-24	Employed (full-time)	M	22857
South Australia	2011	20-24	Employed (hours worked not stated)	F	798
South Australia	2011	20-24	Employed (hours worked not stated)	M	1104
South Australia	2011	20-24	Employed (part-time)	F	16258
South Australia	2011	20-24	Employed (part-time)	M	11639
South Australia	2011	20-24	Not in the labour force	F	12381
South Australia	2011	20-24	Not in the labour force	M	9884
South Australia	2011	20-24	Unemployed (looking for full-time work)	F	1840
South Australia	2011	20-24	Unemployed (looking for full-time work)	M	3130
South Australia	2011	20-24	Unemployed (looking for part-time work)	F	1690
South Australia	2011	20-24	Unemployed (looking for part-time work)	M	1491
South Australia	2011	25-29		F	1940
South Australia	2011	25-29		M	2592
South Australia	2011	25-29	Employed (away from work)	F	2253
South Australia	2011	25-29	Employed (away from work)	M	1348
South Australia	2011	25-29	Employed (full-time)	F	21034
South Australia	2011	25-29	Employed (full-time)	M	31828
South Australia	2011	25-29	Employed (hours worked not stated)	F	521
South Australia	2011	25-29	Employed (hours worked not stated)	M	944
South Australia	2011	25-29	Employed (part-time)	F	12141
South Australia	2011	25-29	Employed (part-time)	M	7010
South Australia	2011	25-29	Not in the labour force	F	11923
South Australia	2011	25-29	Not in the labour force	M	5717
South Australia	2011	25-29	Unemployed (looking for full-time work)	F	1266
South Australia	2011	25-29	Unemployed (looking for full-time work)	M	2330
South Australia	2011	25-29	Unemployed (looking for part-time work)	F	1024
South Australia	2011	25-29	Unemployed (looking for part-time work)	M	633
South Australia	2011	30-34		F	1713
South Australia	2011	30-34		M	2232
South Australia	2011	30-34	Employed (away from work)	F	2738
South Australia	2011	30-34	Employed (away from work)	M	1363
South Australia	2011	30-34	Employed (full-time)	F	15234
South Australia	2011	30-34	Employed (full-time)	M	32282
South Australia	2011	30-34	Employed (hours worked not stated)	F	435
South Australia	2011	30-34	Employed (hours worked not stated)	M	831
South Australia	2011	30-34	Employed (part-time)	F	14269
South Australia	2011	30-34	Employed (part-time)	M	5189
South Australia	2011	30-34	Not in the labour force	F	12629
South Australia	2011	30-34	Not in the labour force	M	4744
South Australia	2011	30-34	Unemployed (looking for full-time work)	F	929
South Australia	2011	30-34	Unemployed (looking for full-time work)	M	1862
South Australia	2011	30-34	Unemployed (looking for part-time work)	F	970
South Australia	2011	30-34	Unemployed (looking for part-time work)	M	407
South Australia	2011	35-39		F	1718
South Australia	2011	35-39		M	2245
South Australia	2011	35-39	Employed (away from work)	F	2067
South Australia	2011	35-39	Employed (away from work)	M	1391
South Australia	2011	35-39	Employed (full-time)	F	14822
South Australia	2011	35-39	Employed (full-time)	M	34613
South Australia	2011	35-39	Employed (hours worked not stated)	F	521
South Australia	2011	35-39	Employed (hours worked not stated)	M	795
South Australia	2011	35-39	Employed (part-time)	F	18503
South Australia	2011	35-39	Employed (part-time)	M	5231
South Australia	2011	35-39	Not in the labour force	F	12746
South Australia	2011	35-39	Not in the labour force	M	5263
South Australia	2011	35-39	Unemployed (looking for full-time work)	F	956
South Australia	2011	35-39	Unemployed (looking for full-time work)	M	1726
South Australia	2011	35-39	Unemployed (looking for part-time work)	F	1016
South Australia	2011	35-39	Unemployed (looking for part-time work)	M	338
South Australia	2011	40-44		F	1799
South Australia	2011	40-44		M	2384
South Australia	2011	40-44	Employed (away from work)	F	1557
South Australia	2011	40-44	Employed (away from work)	M	1415
South Australia	2011	40-44	Employed (full-time)	F	18041
South Australia	2011	40-44	Employed (full-time)	M	37473
South Australia	2011	40-44	Employed (hours worked not stated)	F	600
South Australia	2011	40-44	Employed (hours worked not stated)	M	857
South Australia	2011	40-44	Employed (part-time)	F	20979
South Australia	2011	40-44	Employed (part-time)	M	5518
South Australia	2011	40-44	Not in the labour force	F	11820
South Australia	2011	40-44	Not in the labour force	M	6101
South Australia	2011	40-44	Unemployed (looking for full-time work)	F	917
South Australia	2011	40-44	Unemployed (looking for full-time work)	M	1662
South Australia	2011	40-44	Unemployed (looking for part-time work)	F	935
South Australia	2011	40-44	Unemployed (looking for part-time work)	M	361
South Australia	2011	45-49		F	1781
