STE_NAME16	Year	Age	Denomination	Religion	persons
Victoria	2016	75-84	Uniting Church	Christianity	22196
Victoria	2016	85+		(Other)	16312
Victoria	2016	85+		Buddhism	1403
Victoria	2016	85+		Christianity	1804
Victoria	2016	85+		Hinduism	249
Victoria	2016	85+		Islam	453
Victoria	2016	85+		Judaism	1926
Victoria	2016	85+		No religion	15625
Victoria	2016	85+	(Other)	(Other)	130
Victoria	2016	85+	(Other)	Christianity	189
Victoria	2016	85+	Anglican	Christianity	26293
Victoria	2016	85+	Assyrian Apostolic	Christianity	19
Victoria	2016	85+	Australian Aboriginal Traditional	(Other)	0
Victoria	2016	85+	Baptist	Christianity	1888
Victoria	2016	85+	Brethren	Christianity	98
Victoria	2016	85+	Catholic	Christianity	32321
Victoria	2016	85+	Churches Of Christ	Christianity	586
Victoria	2016	85+	Eastern Orthodox	Christianity	5090
Victoria	2016	85+	Jehovah's Witnesses	Christianity	423
Victoria	2016	85+	Latter Day Saints	Christianity	117
Victoria	2016	85+	Lutheran	Christianity	1481
Victoria	2016	85+	Oriental Orthodox	Christianity	147
Victoria	2016	85+	Pentecostal	Christianity	373
Victoria	2016	85+	Presbyterian Reformed	Christianity	7547
Victoria	2016	85+	Protestant (Other)	Christianity	896
Victoria	2016	85+	Salvation Army	Christianity	523
Victoria	2016	85+	Seventh Day Adventist	Christianity	301
Victoria	2016	85+	Sikhism	(Other)	69
Victoria	2016	85+	Uniting Church	Christianity	11723
Queensland	2006	0-14		(Other)	105333
Queensland	2006	0-14		Buddhism	7100
Queensland	2006	0-14		Christianity	18957
Queensland	2006	0-14		Hinduism	2714
Queensland	2006	0-14		Islam	5495
Queensland	2006	0-14		Judaism	548
Queensland	2006	0-14		No religion	194573
Queensland	2006	0-14	(Other)	(Other)	1934
Queensland	2006	0-14	(Other)	Christianity	2142
Queensland	2006	0-14	Anglican	Christianity	130284
Queensland	2006	0-14	Assyrian Apostolic	Christianity	7
Queensland	2006	0-14	Australian Aboriginal Traditional	(Other)	135
Queensland	2006	0-14	Baptist	Christianity	15447
Queensland	2006	0-14	Brethren	Christianity	1375
Queensland	2006	0-14	Catholic	Christianity	204503
Queensland	2006	0-14	Churches Of Christ	Christianity	1972
Queensland	2006	0-14	Eastern Orthodox	Christianity	5781
Queensland	2006	0-14	Jehovah's Witnesses	Christianity	4725
Queensland	2006	0-14	Latter Day Saints	Christianity	4938
Queensland	2006	0-14	Lutheran	Christianity	14603
Queensland	2006	0-14	Oriental Orthodox	Christianity	228
Queensland	2006	0-14	Pentecostal	Christianity	15364
Queensland	2006	0-14	Presbyterian Reformed	Christianity	13294
Queensland	2006	0-14	Protestant (Other)	Christianity	2629
Queensland	2006	0-14	Salvation Army	Christianity	2770
Queensland	2006	0-14	Seventh Day Adventist	Christianity	3212
Queensland	2006	0-14	Sikhism	(Other)	626
Queensland	2006	0-14	Uniting Church	Christianity	45852
Queensland	2006	15-24		(Other)	72186
Queensland	2006	15-24		Buddhism	7856
Queensland	2006	15-24		Christianity	12645
Queensland	2006	15-24		Hinduism	2406
Queensland	2006	15-24		Islam	3918
Queensland	2006	15-24		Judaism	427
Queensland	2006	15-24		No religion	123434
Queensland	2006	15-24	(Other)	(Other)	2342
Queensland	2006	15-24	(Other)	Christianity	1150
Queensland	2006	15-24	Anglican	Christianity	85235
Queensland	2006	15-24	Assyrian Apostolic	Christianity	14
Queensland	2006	15-24	Australian Aboriginal Traditional	(Other)	75
Queensland	2006	15-24	Baptist	Christianity	10743
Queensland	2006	15-24	Brethren	Christianity	882
Queensland	2006	15-24	Catholic	Christianity	134296
Queensland	2006	15-24	Churches Of Christ	Christianity	1232
Queensland	2006	15-24	Eastern Orthodox	Christianity	3997
Queensland	2006	15-24	Jehovah's Witnesses	Christianity	3214
Queensland	2006	15-24	Latter Day Saints	Christianity	2701
Queensland	2006	15-24	Lutheran	Christianity	9889
Queensland	2006	15-24	Oriental Orthodox	Christianity	178
Queensland	2006	15-24	Pentecostal	Christianity	10407
Queensland	2006	15-24	Presbyterian Reformed	Christianity	10384
Queensland	2006	15-24	Protestant (Other)	Christianity	1858
Queensland	2006	15-24	Salvation Army	Christianity	1845
Queensland	2006	15-24	Seventh Day Adventist	Christianity	1993
Queensland	2006	15-24	Sikhism	(Other)	423
Queensland	2006	15-24	Uniting Church	Christianity	33494
Queensland	2006	25-34		(Other)	69355
Queensland	2006	25-34		Buddhism	8704
Queensland	2006	25-34		Christianity	10228
Queensland	2006	25-34		Hinduism	3131
Queensland	2006	25-34		Islam	3944
Queensland	2006	25-34		Judaism	443
Queensland	2006	25-34		No religion	126568
Queensland	2006	25-34	(Other)	(Other)	2956
Queensland	2006	25-34	(Other)	Christianity	1289
Queensland	2006	25-34	Anglican	Christianity	90547
Queensland	2006	25-34	Assyrian Apostolic	Christianity	11
Queensland	2006	25-34	Australian Aboriginal Traditional	(Other)	78
Queensland	2006	25-34	Baptist	Christianity	9380
Queensland	2006	25-34	Brethren	Christianity	657
Queensland	2006	25-34	Catholic	Christianity	119962
Queensland	2006	25-34	Churches Of Christ	Christianity	1050
Queensland	2006	25-34	Eastern Orthodox	Christianity	4075
Queensland	2006	25-34	Jehovah's Witnesses	Christianity	3314
Queensland	2006	25-34	Latter Day Saints	Christianity	2273
Queensland	2006	25-34	Lutheran	Christianity	9066
Queensland	2006	25-34	Oriental Orthodox	Christianity	131
Queensland	2006	25-34	Pentecostal	Christianity	7664
Queensland	2006	25-34	Presbyterian Reformed	Christianity	13097
Queensland	2006	25-34	Protestant (Other)	Christianity	1611
Queensland	2006	25-34	Salvation Army	Christianity	1635
Queensland	2006	25-34	Seventh Day Adventist	Christianity	1868
Queensland	2006	25-34	Sikhism	(Other)	521
Queensland	2006	25-34	Uniting Church	Christianity	30047
Queensland	2006	35-44		(Other)	67652
Queensland	2006	35-44		Buddhism	8627
Queensland	2006	35-44		Christianity	11216
Queensland	2006	35-44		Hinduism	2467
Queensland	2006	35-44		Islam	3179
Queensland	2006	35-44		Judaism	507
Queensland	2006	35-44		No religion	107750
Queensland	2006	35-44	(Other)	(Other)	2591
Queensland	2006	35-44	(Other)	Christianity	1449
Queensland	2006	35-44	Anglican	Christianity	117992
Queensland	2006	35-44	Assyrian Apostolic	Christianity	10
Queensland	2006	35-44	Australian Aboriginal Traditional	(Other)	79
Queensland	2006	35-44	Baptist	Christianity	11059
Queensland	2006	35-44	Brethren	Christianity	694
Queensland	2006	35-44	Catholic	Christianity	140997
Queensland	2006	35-44	Churches Of Christ	Christianity	1472
Queensland	2006	35-44	Eastern Orthodox	Christianity	5316
Queensland	2006	35-44	Jehovah's Witnesses	Christianity	3434
Queensland	2006	35-44	Latter Day Saints	Christianity	1930
Queensland	2006	35-44	Lutheran	Christianity	10843
Queensland	2006	35-44	Oriental Orthodox	Christianity	145
Queensland	2006	35-44	Pentecostal	Christianity	8714
Queensland	2006	35-44	Presbyterian Reformed	Christianity	20856
Queensland	2006	35-44	Protestant (Other)	Christianity	1771
Queensland	2006	35-44	Salvation Army	Christianity	2065
Queensland	2006	35-44	Seventh Day Adventist	Christianity	2030
Queensland	2006	35-44	Sikhism	(Other)	442
Queensland	2006	35-44	Uniting Church	Christianity	40264
Queensland	2006	45-54		(Other)	61411
Queensland	2006	45-54		Buddhism	8254
Queensland	2006	45-54		Christianity	10254
Queensland	2006	45-54		Hinduism	1933
Queensland	2006	45-54		Islam	2077
Queensland	2006	45-54		Judaism	614
Queensland	2006	45-54		No religion	86321
Queensland	2006	45-54	(Other)	(Other)	2152
Queensland	2006	45-54	(Other)	Christianity	1345
Queensland	2006	45-54	Anglican	Christianity	119327
Queensland	2006	45-54	Assyrian Apostolic	Christianity	5
Queensland	2006	45-54	Australian Aboriginal Traditional	(Other)	64
Queensland	2006	45-54	Baptist	Christianity	10610
Queensland	2006	45-54	Brethren	Christianity	668
Queensland	2006	45-54	Catholic	Christianity	126641
Queensland	2006	45-54	Churches Of Christ	Christianity	1551
Queensland	2006	45-54	Eastern Orthodox	Christianity	4516
Queensland	2006	45-54	Jehovah's Witnesses	Christianity	3379
Queensland	2006	45-54	Latter Day Saints	Christianity	1708
Queensland	2006	45-54	Lutheran	Christianity	10663
Queensland	2006	45-54	Oriental Orthodox	Christianity	144
Queensland	2006	45-54	Pentecostal	Christianity	8731
Queensland	2006	45-54	Presbyterian Reformed	Christianity	27329
Queensland	2006	45-54	Protestant (Other)	Christianity	1640
Queensland	2006	45-54	Salvation Army	Christianity	2230
Queensland	2006	45-54	Seventh Day Adventist	Christianity	1915
Queensland	2006	45-54	Sikhism	(Other)	300
Queensland	2006	45-54	Uniting Church	Christianity	43393
Queensland	2006	55-64		(Other)	47865
Queensland	2006	55-64		Buddhism	4455
Queensland	2006	55-64		Christianity	6815
Queensland	2006	55-64		Hinduism	828
Queensland	2006	55-64		Islam	1075
Queensland	2006	55-64		Judaism	547
Queensland	2006	55-64		No religion	55758
Queensland	2006	55-64	(Other)	(Other)	1309
Queensland	2006	55-64	(Other)	Christianity	1276
Queensland	2006	55-64	Anglican	Christianity	113898
Queensland	2006	55-64	Assyrian Apostolic	Christianity	7
Queensland	2006	55-64	Australian Aboriginal Traditional	(Other)	27
Queensland	2006	55-64	Baptist	Christianity	8664
Queensland	2006	55-64	Brethren	Christianity	574
Queensland	2006	55-64	Catholic	Christianity	99408
Queensland	2006	55-64	Churches Of Christ	Christianity	1466
Queensland	2006	55-64	Eastern Orthodox	Christianity	3473
Queensland	2006	55-64	Jehovah's Witnesses	Christianity	2609
Queensland	2006	55-64	Latter Day Saints	Christianity	1172
Queensland	2006	55-64	Lutheran	Christianity	9146
Queensland	2006	55-64	Oriental Orthodox	Christianity	88
Queensland	2006	55-64	Pentecostal	Christianity	5785
Queensland	2006	55-64	Presbyterian Reformed	Christianity	26222
Queensland	2006	55-64	Protestant (Other)	Christianity	1314
Queensland	2006	55-64	Salvation Army	Christianity	2066
Queensland	2006	55-64	Seventh Day Adventist	Christianity	1568
Queensland	2006	55-64	Sikhism	(Other)	179
Queensland	2006	55-64	Uniting Church	Christianity	39966
Queensland	2006	65-74		(Other)	27481
Queensland	2006	65-74		Buddhism	1600
Queensland	2006	65-74		Christianity	3127
Queensland	2006	65-74		Hinduism	412
Queensland	2006	65-74		Islam	432
Queensland	2006	65-74		Judaism	281
Queensland	2006	65-74		No religion	23288
Queensland	2006	65-74	(Other)	(Other)	515
Queensland	2006	65-74	(Other)	Christianity	870
Queensland	2006	65-74	Anglican	Christianity	72270
Queensland	2006	65-74	Assyrian Apostolic	Christianity	0
Queensland	2006	65-74	Australian Aboriginal Traditional	(Other)	8
Queensland	2006	65-74	Baptist	Christianity	4557
Queensland	2006	65-74	Brethren	Christianity	479
Queensland	2006	65-74	Catholic	Christianity	62269
Queensland	2006	65-74	Churches Of Christ	Christianity	990
Queensland	2006	65-74	Eastern Orthodox	Christianity	2829
Queensland	2006	65-74	Jehovah's Witnesses	Christianity	1686
Queensland	2006	65-74	Latter Day Saints	Christianity	627
Queensland	2006	65-74	Lutheran	Christianity	6901
Queensland	2006	65-74	Oriental Orthodox	Christianity	30
Queensland	2006	65-74	Pentecostal	Christianity	2778
Queensland	2006	65-74	Presbyterian Reformed	Christianity	17538
Queensland	2006	65-74	Protestant (Other)	Christianity	792
Queensland	2006	65-74	Salvation Army	Christianity	1463
Queensland	2006	65-74	Seventh Day Adventist	Christianity	1116
Queensland	2006	65-74	Sikhism	(Other)	83
Queensland	2006	65-74	Uniting Church	Christianity	25004
Queensland	2006	75-84		(Other)	19479
Queensland	2006	75-84		Buddhism	688
Queensland	2006	75-84		Christianity	1576
Queensland	2006	75-84		Hinduism	138
Queensland	2006	75-84		Islam	172
Queensland	2006	75-84		Judaism	272
Queensland	2006	75-84		No religion	11757
Queensland	2006	75-84	(Other)	(Other)	203
Queensland	2006	75-84	(Other)	Christianity	536
Queensland	2006	75-84	Anglican	Christianity	49152
Queensland	2006	75-84	Assyrian Apostolic	Christianity	0
Queensland	2006	75-84	Australian Aboriginal Traditional	(Other)	4
Queensland	2006	75-84	Baptist	Christianity	3049
Queensland	2006	75-84	Brethren	Christianity	347
Queensland	2006	75-84	Catholic	Christianity	37789
Queensland	2006	75-84	Churches Of Christ	Christianity	606
Queensland	2006	75-84	Eastern Orthodox	Christianity	1677
Queensland	2006	75-84	Jehovah's Witnesses	Christianity	982
Queensland	2006	75-84	Latter Day Saints	Christianity	315
Queensland	2006	75-84	Lutheran	Christianity	4262
Queensland	2006	75-84	Oriental Orthodox	Christianity	27
Queensland	2006	75-84	Pentecostal	Christianity	1252
Queensland	2006	75-84	Presbyterian Reformed	Christianity	12776
Queensland	2006	75-84	Protestant (Other)	Christianity	448
Queensland	2006	75-84	Salvation Army	Christianity	851
Queensland	2006	75-84	Seventh Day Adventist	Christianity	791
Queensland	2006	75-84	Sikhism	(Other)	34
Queensland	2006	75-84	Uniting Church	Christianity	17621
Queensland	2006	85+		(Other)	8855
Queensland	2006	85+		Buddhism	212
Queensland	2006	85+		Christianity	500
Queensland	2006	85+		Hinduism	31
Queensland	2006	85+		Islam	28
Queensland	2006	85+		Judaism	104
Queensland	2006	85+		No religion	3384
Queensland	2006	85+	(Other)	(Other)	56
Queensland	2006	85+	(Other)	Christianity	180
Queensland	2006	85+	Anglican	Christianity	17124
Queensland	2006	85+	Assyrian Apostolic	Christianity	0
Queensland	2006	85+	Australian Aboriginal Traditional	(Other)	3
Queensland	2006	85+	Baptist	Christianity	1092
Queensland	2006	85+	Brethren	Christianity	132
Queensland	2006	85+	Catholic	Christianity	10760
Queensland	2006	85+	Churches Of Christ	Christianity	249
Queensland	2006	85+	Eastern Orthodox	Christianity	381
Queensland	2006	85+	Jehovah's Witnesses	Christianity	326
Queensland	2006	85+	Latter Day Saints	Christianity	86
Queensland	2006	85+	Lutheran	Christianity	1328
Queensland	2006	85+	Oriental Orthodox	Christianity	0
Queensland	2006	85+	Pentecostal	Christianity	286
Queensland	2006	85+	Presbyterian Reformed	Christianity	4245
Queensland	2006	85+	Protestant (Other)	Christianity	176
Queensland	2006	85+	Salvation Army	Christianity	303
Queensland	2006	85+	Seventh Day Adventist	Christianity	314
Queensland	2006	85+	Sikhism	(Other)	19
Queensland	2006	85+	Uniting Church	Christianity	6469
Queensland	2011	0-14		(Other)	86825
Queensland	2011	0-14		Buddhism	9363
Queensland	2011	0-14		Christianity	30186
Queensland	2011	0-14		Hinduism	5341
Queensland	2011	0-14		Islam	9415
Queensland	2011	0-14		Judaism	596
Queensland	2011	0-14		No religion	242172
Queensland	2011	0-14	(Other)	(Other)	2194
Queensland	2011	0-14	(Other)	Christianity	2210
Queensland	2011	0-14	Anglican	Christianity	130642
Queensland	2011	0-14	Assyrian Apostolic	Christianity	23
Queensland	2011	0-14	Australian Aboriginal Traditional	(Other)	214
Queensland	2011	0-14	Baptist	Christianity	18238
Queensland	2011	0-14	Brethren	Christianity	1122
Queensland	2011	0-14	Catholic	Christianity	221141
Queensland	2011	0-14	Churches Of Christ	Christianity	1707
Queensland	2011	0-14	Eastern Orthodox	Christianity	6052
Queensland	2011	0-14	Jehovah's Witnesses	Christianity	4787
Queensland	2011	0-14	Latter Day Saints	Christianity	5892
Queensland	2011	0-14	Lutheran	Christianity	15168
Queensland	2011	0-14	Oriental Orthodox	Christianity	424
Queensland	2011	0-14	Pentecostal	Christianity	15688
Queensland	2011	0-14	Presbyterian Reformed	Christianity	14573
Queensland	2011	0-14	Protestant (Other)	Christianity	2498
Queensland	2011	0-14	Salvation Army	Christianity	2148
Queensland	2011	0-14	Seventh Day Adventist	Christianity	3817
Queensland	2011	0-14	Sikhism	(Other)	1327
Queensland	2011	0-14	Uniting Church	Christianity	42121
Queensland	2011	15-24		(Other)	62434
Queensland	2011	15-24		Buddhism	9545
Queensland	2011	15-24		Christianity	19094
Queensland	2011	15-24		Hinduism	3983
Queensland	2011	15-24		Islam	6002
Queensland	2011	15-24		Judaism	508
Queensland	2011	15-24		No religion	167432
Queensland	2011	15-24	(Other)	(Other)	2409
Queensland	2011	15-24	(Other)	Christianity	1321
Queensland	2011	15-24	Anglican	Christianity	81308
Queensland	2011	15-24	Assyrian Apostolic	Christianity	16
Queensland	2011	15-24	Australian Aboriginal Traditional	(Other)	123
Queensland	2011	15-24	Baptist	Christianity	11605
Queensland	2011	15-24	Brethren	Christianity	677
Queensland	2011	15-24	Catholic	Christianity	142390
Queensland	2011	15-24	Churches Of Christ	Christianity	1034
Queensland	2011	15-24	Eastern Orthodox	Christianity	4266
Queensland	2011	15-24	Jehovah's Witnesses	Christianity	2973
Queensland	2011	15-24	Latter Day Saints	Christianity	3271
Queensland	2011	15-24	Lutheran	Christianity	9457
Queensland	2011	15-24	Oriental Orthodox	Christianity	282
Queensland	2011	15-24	Pentecostal	Christianity	10483
Queensland	2011	15-24	Presbyterian Reformed	Christianity	10370
Queensland	2011	15-24	Protestant (Other)	Christianity	1813
Queensland	2011	15-24	Salvation Army	Christianity	1481
Queensland	2011	15-24	Seventh Day Adventist	Christianity	2315
Queensland	2011	15-24	Sikhism	(Other)	2263
Queensland	2011	15-24	Uniting Church	Christianity	28896
Queensland	2011	25-34		(Other)	63273
Queensland	2011	25-34		Buddhism	12926
Queensland	2011	25-34		Christianity	17347
Queensland	2011	25-34		Hinduism	9341
Queensland	2011	25-34		Islam	7640
Queensland	2011	25-34		Judaism	511
Queensland	2011	25-34		No religion	172146
Queensland	2011	25-34	(Other)	(Other)	3127
Queensland	2011	25-34	(Other)	Christianity	1362
Queensland	2011	25-34	Anglican	Christianity	79799
Queensland	2011	25-34	Assyrian Apostolic	Christianity	8
Queensland	2011	25-34	Australian Aboriginal Traditional	(Other)	109
Queensland	2011	25-34	Baptist	Christianity	11123
Queensland	2011	25-34	Brethren	Christianity	546
Queensland	2011	25-34	Catholic	Christianity	131563
Queensland	2011	25-34	Churches Of Christ	Christianity	841
Queensland	2011	25-34	Eastern Orthodox	Christianity	4150
Queensland	2011	25-34	Jehovah's Witnesses	Christianity	3414
Queensland	2011	25-34	Latter Day Saints	Christianity	2855
Queensland	2011	25-34	Lutheran	Christianity	8840
Queensland	2011	25-34	Oriental Orthodox	Christianity	332
Queensland	2011	25-34	Pentecostal	Christianity	8776
Queensland	2011	25-34	Presbyterian Reformed	Christianity	11246
Queensland	2011	25-34	Protestant (Other)	Christianity	1717
Queensland	2011	25-34	Salvation Army	Christianity	1412
Queensland	2011	25-34	Seventh Day Adventist	Christianity	2206
Queensland	2011	25-34	Sikhism	(Other)	4007
Queensland	2011	25-34	Uniting Church	Christianity	26775
Queensland	2011	35-44		(Other)	59160
Queensland	2011	35-44		Buddhism	12026
Queensland	2011	35-44		Christianity	16579
Queensland	2011	35-44		Hinduism	4609
Queensland	2011	35-44		Islam	5197
Queensland	2011	35-44		Judaism	569
Queensland	2011	35-44		No religion	143326
Queensland	2011	35-44	(Other)	(Other)	3199
Queensland	2011	35-44	(Other)	Christianity	1507
Queensland	2011	35-44	Anglican	Christianity	118206
Queensland	2011	35-44	Assyrian Apostolic	Christianity	7
Queensland	2011	35-44	Australian Aboriginal Traditional	(Other)	139
Queensland	2011	35-44	Baptist	Christianity	12203
Queensland	2011	35-44	Brethren	Christianity	499
Queensland	2011	35-44	Catholic	Christianity	148224
Queensland	2011	35-44	Churches Of Christ	Christianity	1237
Queensland	2011	35-44	Eastern Orthodox	Christianity	5389
Queensland	2011	35-44	Jehovah's Witnesses	Christianity	3638
Queensland	2011	35-44	Latter Day Saints	Christianity	2457
