SA2_NAME16	Year	persons
Pascoe Vale	2011	20660
Pascoe Vale	2016	23447
Glenroy	2006	18893
Glenroy	2011	19680
Glenroy	2016	22107
Gowanbrae	2006	1990
Gowanbrae	2011	2746
Gowanbrae	2016	2904
Hadfield	2006	5153
Hadfield	2011	5343
Hadfield	2016	5604
Sunbury	2006	12203
Sunbury	2011	12637
Sunbury	2016	12715
Sunbury - South	2006	21822
Sunbury - South	2011	24215
Sunbury - South	2016	26655
Broadmeadows	2006	11003
Broadmeadows	2011	11696
Broadmeadows	2016	13305
Campbellfield - Coolaroo	2006	15284
Campbellfield - Coolaroo	2011	16031
Campbellfield - Coolaroo	2016	16122
Gladstone Park - Westmeadows	2006	17448
Gladstone Park - Westmeadows	2011	17109
Gladstone Park - Westmeadows	2016	17608
Greenvale - Bulla	2006	11684
Greenvale - Bulla	2011	12914
Greenvale - Bulla	2016	16292
Meadow Heights	2006	14562
Meadow Heights	2011	14843
Meadow Heights	2016	14842
Melbourne Airport	2006	131
Melbourne Airport	2011	140
Melbourne Airport	2016	181
Roxburgh Park - Somerton	2006	16915
Roxburgh Park - Somerton	2011	19237
Roxburgh Park - Somerton	2016	21817
Tullamarine	2006	6319
Tullamarine	2011	6266
Tullamarine	2016	6458
Craigieburn - Central	2006	8097
Craigieburn - Central	2011	7976
Craigieburn - Central	2016	8390
Craigieburn - North	2006	3239
Craigieburn - North	2011	8757
Craigieburn - North	2016	11524
Craigieburn - South	2006	9451
Craigieburn - South	2011	11795
Craigieburn - South	2016	16288
Craigieburn - West	2006	75
Craigieburn - West	2011	4289
Craigieburn - West	2016	14152
Mickleham - Yuroke	2006	1286
Mickleham - Yuroke	2011	1514
Mickleham - Yuroke	2016	3385
Bayswater	2006	10735
Bayswater	2011	11240
Bayswater	2016	12078
Knoxfield - Scoresby	2006	12411
Knoxfield - Scoresby	2011	13031
Knoxfield - Scoresby	2016	15088
Lysterfield	2006	6017
Lysterfield	2011	6550
Lysterfield	2016	6580
Rowville - Central	2006	15606
Rowville - Central	2011	15237
Rowville - Central	2016	15215
Rowville - North	2006	7963
Rowville - North	2011	8082
Rowville - North	2016	8005
Rowville - South	2006	10468
Rowville - South	2011	10827
Rowville - South	2016	10573
Wantirna	2006	13974
Wantirna	2011	13768
Wantirna	2016	13926
Wantirna South	2006	17947
Wantirna South	2011	17477
Wantirna South	2016	17805
Boronia	2006	20442
Boronia	2011	20827
Boronia	2016	22096
Ferntree Gully (North)	2006	12462
Ferntree Gully (North)	2011	13370
Ferntree Gully (North)	2016	13890
Ferntree Gully (South) - Upper Ferntree Gully	2006	14587
Ferntree Gully (South) - Upper Ferntree Gully	2011	14707
Ferntree Gully (South) - Upper Ferntree Gully	2016	14621
The Basin	2006	4109
The Basin	2011	4229
The Basin	2016	4271
Donvale - Park Orchards	2006	15029
Donvale - Park Orchards	2011	15499
Donvale - Park Orchards	2016	15942
Warrandyte - Wonga Park	2006	10379
Warrandyte - Wonga Park	2011	10006
Warrandyte - Wonga Park	2016	10049
Bayswater North	2006	10954
Bayswater North	2011	11476
Bayswater North	2016	11773
Croydon Hills - Warranwood	2006	17859
Croydon Hills - Warranwood	2011	18015
Croydon Hills - Warranwood	2016	17985
Ringwood	2006	15185
Ringwood	2011	16008
Ringwood	2016	17149
Ringwood East	2006	18034
Ringwood East	2011	19000
Ringwood East	2016	20260
Ringwood North	2006	9314
Ringwood North	2011	9316
Ringwood North	2016	9524
Croydon - East	2006	12275
Croydon - East	2011	13670
Croydon - East	2016	15182
Croydon - West	2006	10928
Croydon - West	2011	11399
Croydon - West	2016	13351
Croydon South	2006	4240
Croydon South	2011	4529
Croydon South	2016	4715
Forest Hill	2006	9316
Forest Hill	2011	10051
Forest Hill	2016	10626
Mitcham (Vic.)	2006	14224
Mitcham (Vic.)	2011	14812
Mitcham (Vic.)	2016	16148
Nunawading	2006	10657
Nunawading	2011	10946
Nunawading	2016	11876
Vermont	2006	9814
Vermont	2011	9903
Vermont	2016	10442
Vermont South	2006	11486
Vermont South	2011	11417
Vermont South	2016	11678
Belgrave - Selby	2006	10697
Belgrave - Selby	2011	10062
Belgrave - Selby	2016	10019
Chirnside Park	2006	9095
Chirnside Park	2011	9123
Chirnside Park	2016	9872
Healesville - Yarra Glen	2006	12399
Healesville - Yarra Glen	2011	12843
Healesville - Yarra Glen	2016	13710
Kilsyth	2006	8538
Kilsyth	2011	8531
Kilsyth	2016	9178
Lilydale - Coldstream	2006	16870
Lilydale - Coldstream	2011	17988
Lilydale - Coldstream	2016	18721
Monbulk - Silvan	2006	6437
Monbulk - Silvan	2011	5542
Monbulk - Silvan	2016	5632
Montrose	2006	6468
Montrose	2011	6732
Montrose	2016	6803
Mooroolbark	2006	19339
Mooroolbark	2011	20691
Mooroolbark	2016	22056
Mount Dandenong - Olinda	2006	9227
Mount Dandenong - Olinda	2011	9657
Mount Dandenong - Olinda	2016	9707
Mount Evelyn	2006	9096
Mount Evelyn	2011	9376
Mount Evelyn	2016	9702
Upwey - Tecoma	2006	9751
Upwey - Tecoma	2011	9778
Upwey - Tecoma	2016	9610
Wandin - Seville	2006	6384
Wandin - Seville	2011	7408
Wandin - Seville	2016	7601
Yarra Valley	2006	15292
Yarra Valley	2011	15985
Yarra Valley	2016	16161
Beaconsfield - Officer	2006	6914
Beaconsfield - Officer	2011	7955
Beaconsfield - Officer	2016	13022
Bunyip - Garfield	2006	7658
Bunyip - Garfield	2011	8203
Bunyip - Garfield	2016	8638
Emerald - Cockatoo	2006	17605
Emerald - Cockatoo	2011	17510
Emerald - Cockatoo	2016	18000
Koo Wee Rup	2006	5758
Koo Wee Rup	2011	6530
Koo Wee Rup	2016	7481
Pakenham - North	2006	7131
Pakenham - North	2011	12790
Pakenham - North	2016	18603
Pakenham - South	2006	12046
Pakenham - South	2011	21348
Pakenham - South	2016	28541
Berwick - North	2006	20969
Berwick - North	2011	22252
Berwick - North	2016	22894
Berwick - South	2006	15896
Berwick - South	2011	22988
Berwick - South	2016	25801
Doveton	2006	9330
Doveton	2011	10256
Doveton	2016	11306
Hallam	2006	9653
Hallam	2011	10161
Hallam	2016	10761
Narre Warren North	2006	6300
Narre Warren North	2011	6983
Narre Warren North	2016	7759
Endeavour Hills - North	2006	11842
Endeavour Hills - North	2011	11917
Endeavour Hills - North	2016	11892
Endeavour Hills - South	2006	14054
Endeavour Hills - South	2011	13583
Endeavour Hills - South	2016	13357
Narre Warren - North East	2006	12998
Narre Warren - North East	2011	13098
Narre Warren - North East	2016	13409
Narre Warren - South West	2006	12663
Narre Warren - South West	2011	12781
Narre Warren - South West	2016	13946
Cranbourne	2006	14751
Cranbourne	2011	18623
Cranbourne	2016	20094
Cranbourne East	2006	4056
Cranbourne East	2011	8210
Cranbourne East	2016	25688
Cranbourne North	2006	9594
Cranbourne North	2011	14573
Cranbourne North	2016	20110
Cranbourne South	2006	5435
Cranbourne South	2011	6717
Cranbourne South	2016	8819
Cranbourne West	2006	7423
Cranbourne West	2011	8744
Cranbourne West	2016	15053
Hampton Park - Lynbrook	2006	22165
Hampton Park - Lynbrook	2011	23768
Hampton Park - Lynbrook	2016	25530
Lynbrook - Lyndhurst	2006	5010
Lynbrook - Lyndhurst	2011	11666
Lynbrook - Lyndhurst	2016	15224
Pearcedale - Tooradin	2006	7200
Pearcedale - Tooradin	2011	7479
Pearcedale - Tooradin	2016	7741
Narre Warren South (East)	2006	11279
Narre Warren South (East)	2011	12698
Narre Warren South (East)	2016	13122
Narre Warren South (West)	2006	14350
Narre Warren South (West)	2011	15896
Narre Warren South (West)	2016	16783
Clarinda - Oakleigh South	2006	11974
Clarinda - Oakleigh South	2011	11663
Clarinda - Oakleigh South	2016	11650
Clayton South	2006	10640
Clayton South	2011	11625
Clayton South	2016	12642
Dandenong	2006	22904
Dandenong	2011	25923
Dandenong	2016	30671
Dandenong North	2006	21959
Dandenong North	2011	21911
Dandenong North	2016	22430
Dingley Village	2006	10073
Dingley Village	2011	10169
Dingley Village	2016	10285
Keysborough	2006	16699
Keysborough	2011	20042
Keysborough	2016	25980
Noble Park North	2006	7514
Noble Park North	2011	7391
Noble Park North	2016	7487
Springvale	2006	18431
Springvale	2011	19772
Springvale	2016	21771
Springvale South	2006	11731
Springvale South	2011	12184
Springvale South	2016	12649
Noble Park - East	2006	9959
Noble Park - East	2011	11361
Noble Park - East	2016	12429
Noble Park - West	2006	16327
Noble Park - West	2011	17016
Noble Park - West	2016	18630
Ashwood - Chadstone	2006	15122
Ashwood - Chadstone	2011	16254
Ashwood - Chadstone	2016	18298
Clayton	2006	15931
Clayton	2011	17708
Clayton	2016	22407
Glen Waverley - East	2006	20391
Glen Waverley - East	2011	20722
Glen Waverley - East	2016	21085
Glen Waverley - West	2006	17825
Glen Waverley - West	2011	18485
Glen Waverley - West	2016	19241
Mount Waverley - North	2006	14294
Mount Waverley - North	2011	14916
Mount Waverley - North	2016	15277
Mount Waverley - South	2006	16323
Mount Waverley - South	2011	17160
Mount Waverley - South	2016	18334
Mulgrave	2006	16280
Mulgrave	2011	17649
Mulgrave	2016	19368
Oakleigh - Huntingdale	2006	18715
Oakleigh - Huntingdale	2011	20235
Oakleigh - Huntingdale	2016	21290
Wheelers Hill	2006	19863
Wheelers Hill	2011	19105
Wheelers Hill	2016	19753
Ardeer - Albion	2006	6340
Ardeer - Albion	2011	7159
Ardeer - Albion	2016	7836
Cairnlea	2006	6069
Cairnlea	2011	8840
Cairnlea	2016	9657
Deer Park - Derrimut	2006	13651
Deer Park - Derrimut	2011	22194
Deer Park - Derrimut	2016	26253
Delahey	2006	8724
Delahey	2011	8442
Delahey	2016	8339
Keilor Downs	2006	14147
Keilor Downs	2011	13469
Keilor Downs	2016	13189
Kings Park (Vic.)	2006	14148
Kings Park (Vic.)	2011	13530
Kings Park (Vic.)	2016	13831
St Albans - North	2006	18068
St Albans - North	2011	18885
St Albans - North	2016	20092
St Albans - South	2006	15440
St Albans - South	2011	16209
St Albans - South	2016	17224
Sunshine	2006	8075
Sunshine	2011	8838
Sunshine	2016	9768
Sunshine North	2006	10159
Sunshine North	2011	10636
Sunshine North	2016	11700
Sunshine West	2006	15911
Sunshine West	2011	16746
Sunshine West	2016	18585
Sydenham	2006	10784
Sydenham	2011	11530
Sydenham	2016	12009
Taylors Lakes	2006	17904
Taylors Lakes	2011	17938
Taylors Lakes	2016	17340
Altona	2006	11512
Altona	2011	11778
Altona	2016	12689
Altona Meadows	2006	18841
Altona Meadows	2011	18746
Altona Meadows	2016	19160
Altona North	2006	12465
Altona North	2011	13012
Altona North	2016	14002
Newport	2006	15193
Newport	2011	16157
Newport	2016	17578
Seabrook	2006	5001
Seabrook	2011	4970
Seabrook	2016	5124
Williamstown	2006	14155
Williamstown	2011	14748
Williamstown	2016	15453
Braybrook	2006	12995
Braybrook	2011	15930
Braybrook	2016	18230
Footscray	2006	11398
Footscray	2011	13202
Footscray	2016	16345
Maribyrnong	2006	8237
Maribyrnong	2011	10163
Maribyrnong	2016	12216
Seddon - Kingsville	2006	8002
Seddon - Kingsville	2011	8358
Seddon - Kingsville	2016	9235
West Footscray - Tottenham	2006	9786
West Footscray - Tottenham	2011	10229
West Footscray - Tottenham	2016	11457
Yarraville	2006	12729
Yarraville	2011	13745
Yarraville	2016	14798
Bacchus Marsh	2006	15151
Bacchus Marsh	2011	17156
Bacchus Marsh	2016	20345
Hillside	2006	13276
Hillside	2011	15542
Hillside	2016	20216
Melton	2006	15162
Melton	2011	17703
Melton	2016	18906
Melton South	2006	11966
Melton South	2011	15804
Melton South	2016	23437
Melton West	2006	10379
Melton West	2011	14172
Melton West	2016	17551
Rockbank - Mount Cottrell	2006	2710
Rockbank - Mount Cottrell	2011	2661
Rockbank - Mount Cottrell	2016	3040
Taylors Hill	2006	8041
Taylors Hill	2011	15464
Taylors Hill	2016	19224
Burnside	2006	4569
Burnside	2011	4387
Burnside	2016	4751
Burnside Heights	2006	745
Burnside Heights	2011	4999
Burnside Heights	2016	6072
Caroline Springs	2006	10332
Caroline Springs	2011	16689
Caroline Springs	2016	19900
Hoppers Crossing - North	2006	18969
Hoppers Crossing - North	2011	18978
Hoppers Crossing - North	2016	19224
Hoppers Crossing - South	2006	19143
Hoppers Crossing - South	2011	18619
Hoppers Crossing - South	2016	19477
Laverton	2006	4353
Laverton	2011	5353
Laverton	2016	8907
Tarneit	2006	7531
Tarneit	2011	21974
Tarneit	2016	34784
Truganina	2006	2970
Truganina	2011	11168
Truganina	2016	23412
Werribee - South	2006	10139
Werribee - South	2011	10478
Werribee - South	2016	11333
Wyndham Vale	2006	10487
Wyndham Vale	2011	17306
Wyndham Vale	2016	23273
Point Cook - East	2006	3379
Point Cook - East	2011	6472
Point Cook - East	2016	12197
Point Cook - North	2006	10328
Point Cook - North	2011	19683
Point Cook - North	2016	23180
Point Cook - South	2006	480
Point Cook - South	2011	6253
Point Cook - South	2016	14433
Werribee - East	2006	18394
Werribee - East	2011	18879
Werribee - East	2016	19861
Werribee - West	2006	10807
Werribee - West	2011	10861
Werribee - West	2016	11809
Carrum Downs	2006	17210
Carrum Downs	2011	19121
Carrum Downs	2016	20711
Frankston	2006	21096
Frankston	2011	21582
Frankston	2016	22570
Frankston North	2006	18850
Frankston North	2011	19061
Frankston North	2016	19289
Frankston South	2006	17362
Frankston South	2011	17613
Frankston South	2016	18199
Langwarrin	2006	20826
Langwarrin	2011	22499
Langwarrin	2016	23836
Seaford (Vic.)	2006	15564
Seaford (Vic.)	2011	16033
Seaford (Vic.)	2016	16463
Skye - Sandhurst	2006	6898
Skye - Sandhurst	2011	10550
Skye - Sandhurst	2016	13077
Dromana	2006	8100
Dromana	2011	9015
Dromana	2016	11024
Flinders	2006	5862
Flinders	2011	5332
Flinders	2016	5369
Hastings - Somers	2006	18613
Hastings - Somers	2011	20299
Hastings - Somers	2016	22016
Mornington	2006	21131
Mornington	2011	22420
Mornington	2016	23989
Mount Eliza	2006	16712
Mount Eliza	2011	17248
Mount Eliza	2016	17888
Mount Martha	2006	15167
Mount Martha	2011	17089
Mount Martha	2016	18548
Point Nepean	2006	16311
Point Nepean	2011	16129
Point Nepean	2016	17123
Rosebud - McCrae	2006	17956
Rosebud - McCrae	2011	19622
Rosebud - McCrae	2016	20943
Somerville	2006	16633
Somerville	2011	17450
Somerville	2016	18089
Ararat	2006	8216
Ararat	2011	8078
Ararat	2016	8297
Ararat Region	2006	2735
Ararat Region	2011	2910
Ararat Region	2016	3146
Horsham	2006	15271
Horsham	2011	15894
Horsham	2016	16250
Horsham Region	2006	3217
Horsham Region	2011	3412
Horsham Region	2016	3412
Nhill Region	2006	7417
Nhill Region	2011	7196
Nhill Region	2016	6887
St Arnaud	2006	3608
St Arnaud	2011	3586
St Arnaud	2016	3352
Stawell	2006	8298
Stawell	2011	8273
Stawell	2016	8093
West Wimmera	2006	3101
West Wimmera	2011	2882
West Wimmera	2016	2763
Yarriambiack	2006	7516
Yarriambiack	2011	7027
Yarriambiack	2016	6627
Irymple	2006	7170
Irymple	2011	6478
Irymple	2016	6874
Merbein	2006	4310
Merbein	2011	4641
Merbein	2016	4778
Mildura Region	2006	4741
Mildura Region	2011	3809
Mildura Region	2016	3720
Red Cliffs	2006	4986
Red Cliffs	2011	5406
Red Cliffs	2016	5879
Mildura - North	2006	16501
Mildura - North	2011	17205
Mildura - North	2016	18068
Mildura - South	2006	12101
Mildura - South	2011	13447
Mildura - South	2016	14555
Buloke	2006	6850
Buloke	2011	6388
Buloke	2016	6200
Gannawarra	2006	7336
Gannawarra	2011	6494
Gannawarra	2016	6651
Kerang	2006	3958
Kerang	2011	3872
Kerang	2016	3893
Robinvale	2006	3963
Robinvale	2011	3471
Robinvale	2016	3313
Swan Hill	2006	9879
Swan Hill	2011	10431
Swan Hill	2016	10905
Swan Hill Region	2006	6788
Swan Hill Region	2011	6549
Swan Hill Region	2016	6374
Echuca	2006	13318
Echuca	2011	14192
Echuca	2016	14574
Kyabram	2006	10480
Kyabram	2011	10737
Kyabram	2016	10912
Lockington - Gunbower	2006	4751
Lockington - Gunbower	2011	3725
Lockington - Gunbower	2016	3802
Rochester	2006	3330
Rochester	2011	3797
Rochester	2016	3880
Rushworth	2006	4323
Rushworth	2011	4096
Rushworth	2016	4041
Cobram	2006	5528
Cobram	2011	6242
Cobram	2016	6348
Moira	2006	2442
Moira	2011	2561
Moira	2016	2570
Numurkah	2006	12643
Numurkah	2011	12261
Numurkah	2016	12265
Yarrawonga	2006	6473
Yarrawonga	2011	7056
Yarrawonga	2016	7930
Mooroopna	2006	7204
Mooroopna	2011	7811
Mooroopna	2016	7939
Shepparton - North	2006	15851
Shepparton - North	2011	17229
Shepparton - North	2016	18601
Shepparton - South	2006	19871
Shepparton - South	2011	21456
Shepparton - South	2016	23134
Shepparton Region - East	2006	3846
Shepparton Region - East	2011	3927
Shepparton Region - East	2016	3853
Shepparton Region - West	2006	10319
Shepparton Region - West	2011	9793
Shepparton Region - West	2016	10133
Glenelg (Vic.)	2006	9935
Glenelg (Vic.)	2011	8832
Glenelg (Vic.)	2016	8719
Hamilton (Vic.)	2006	10610
Hamilton (Vic.)	2011	10104
Hamilton (Vic.)	2016	9974
Portland	2006	9823
Portland	2011	10715
Portland	2016	10800
Southern Grampians	2006	6024
Southern Grampians	2011	6348
Southern Grampians	2016	6073
Camperdown	2006	3165
Camperdown	2011	3461
Camperdown	2016	3496
Colac	2006	11072
Colac	2011	11776
Colac	2016	12250
Colac Region	2006	5846
Colac Region	2011	5319
Colac Region	2016	5321
Corangamite - North	2006	6039
Corangamite - North	2011	5396
Corangamite - North	2016	5385
Corangamite - South	2006	7412
Corangamite - South	2011	7472
Corangamite - South	2016	7160
Otway	2006	3371
Otway	2011	3269
Otway	2016	3429
Moyne - East	2006	6216
Moyne - East	2011	6707
Moyne - East	2016	6648
Moyne - West	2006	8778
Moyne - West	2011	8891
Moyne - West	2016	9432
Warrnambool - North	2006	18010
Warrnambool - North	2011	19542
Warrnambool - North	2016	21097
Warrnambool - South	2006	12837
Warrnambool - South	2011	12838
Warrnambool - South	2016	12921
Migratory - Offshore - Shipping (Vic.)	2006	51
Migratory - Offshore - Shipping (Vic.)	2011	36
Migratory - Offshore - Shipping (Vic.)	2016	29
No usual address (Vic.)	2006	6394
No usual address (Vic.)	2011	8307
No usual address (Vic.)	2016	7565
Alexandra Hills	2006	16989
Alexandra Hills	2011	16710
Alexandra Hills	2016	16345
Belmont - Gumdale	2006	6627
Belmont - Gumdale	2011	7439
Belmont - Gumdale	2016	7375
Birkdale	2006	13993
Birkdale	2011	14346
Birkdale	2016	14923
Capalaba	2006	17096
Capalaba	2011	16918
Capalaba	2016	17588
Thorneside	2006	3465
Thorneside	2011	3546
Thorneside	2016	3761
Wellington Point	2006	10176
Wellington Point	2011	10986
Wellington Point	2016	11576
Cleveland	2006	13585
Cleveland	2011	14414
Cleveland	2016	14801
Ormiston	2006	5386
Ormiston	2011	5639
Ormiston	2016	5793
Redland Bay	2006	10886
Redland Bay	2011	13624
Redland Bay	2016	15586
Sheldon - Mount Cotton	2006	4872
Sheldon - Mount Cotton	2011	6496
Sheldon - Mount Cotton	2016	7909
Thornlands	2006	10518
Thornlands	2011	12806
Thornlands	2016	14694
Victoria Point	2006	13753
Victoria Point	2011	14816
Victoria Point	2016	15020
Redland Islands	2006	6910
Redland Islands	2011	8361
Redland Islands	2016	9016
Brisbane Port - Lytton	2006	15
Brisbane Port - Lytton	2011	5
Brisbane Port - Lytton	2016	6
Manly - Lota	2006	6793
Manly - Lota	2011	7134
Manly - Lota	2016	7426
Manly West	2006	10014
Manly West	2011	10715
Manly West	2016	11425
Murarrie	2006	3492
Murarrie	2011	3958
Murarrie	2016	4118
Tingalpa	2006	8173
Tingalpa	2011	8540
Tingalpa	2016	8708
Wakerley	2006	3903
Wakerley	2011	7803
Wakerley	2016	8997
Wynnum	2006	11719
Wynnum	2011	12526
Wynnum	2016	13233
Wynnum West - Hemmant	2006	13436
Wynnum West - Hemmant	2011	14334
Wynnum West - Hemmant	2016	14790
Bald Hills	2006	5852
Bald Hills	2011	6947
Bald Hills	2016	7275
Bridgeman Downs	2006	7365
Bridgeman Downs	2011	7637
Bridgeman Downs	2016	8142
Carseldine	2006	6673
Carseldine	2011	7767
Carseldine	2016	9037
Everton Park	2006	7717
Everton Park	2011	8325
Everton Park	2016	8798
McDowall	2006	6902
McDowall	2011	7087
McDowall	2016	7541
Aspley	2006	11841
Aspley	2011	12448
Aspley	2016	12318
Chermside	2006	6350
Chermside	2011	8171
Chermside	2016	9313
Chermside West	2006	5952
Chermside West	2011	6122
Chermside West	2016	6252
Geebung	2006	4104
Geebung	2011	4299
Geebung	2016	4324
Kedron - Gordon Park	2006	11724
Kedron - Gordon Park	2011	12605
Kedron - Gordon Park	2016	13712
Stafford	2006	5515
Stafford	2011	6041
Stafford	2016	6508
Stafford Heights	2006	6786
Stafford Heights	2011	6779
Stafford Heights	2016	6856
Wavell Heights	2006	8758
Wavell Heights	2011	9436
Wavell Heights	2016	9786
Boondall	2006	8545
Boondall	2011	8748
Boondall	2016	9217
Brisbane Airport	2006	50
Brisbane Airport	2011	163
Brisbane Airport	2016	196
Eagle Farm - Pinkenba	2006	290
Eagle Farm - Pinkenba	2011	260
Eagle Farm - Pinkenba	2016	822
Northgate - Virginia	2006	5684
Northgate - Virginia	2011	6364
Northgate - Virginia	2016	6586
Nudgee - Banyo	2006	7336
Nudgee - Banyo	2011	8646
Nudgee - Banyo	2016	9620
Nundah	2006	8285
Nundah	2011	10387
Nundah	2016	12230
Bracken Ridge	2006	15358
Bracken Ridge	2011	16799
Bracken Ridge	2016	16936
