SA2_NAME16	Year	medianRentWeekly
Chullora	2016	550
Condell Park	2016	450
Greenacre - Mount Lewis	2016	369
Padstow	2016	420
Panania - Milperra - Picnic Point	2016	430
Revesby	2016	410
Yagoona - Birrong	2016	380
Bankstown - North	2016	400
Bankstown - South	2016	397
Belmore - Belfield	2016	360
Canterbury (South) - Campsie	2016	395
Kingsgrove (North) - Earlwood	2016	500
Punchbowl	2016	360
Roselands	2016	390
Lakemba	2016	350
Wiley Park	2016	350
Hurstville	2016	480
Mortdale - Penshurst	2016	400
Narwee - Beverly Hills	2016	390
Oatley - Hurstville Grove	2016	460
Peakhurst - Lugarno	2016	450
Riverwood	2016	230
South Hurstville - Blakehurst	2016	475
Arncliffe - Bardwell Valley	2016	550
Bexley	2016	430
Kingsgrove (South) - Bardwell Park	2016	480
Kogarah	2016	450
Kogarah Bay - Carlton - Allawah	2016	450
Monterey - Brighton-le-Sands - Kyeemagh	2016	440
Rockdale - Banksia	2016	470
Sans Souci - Ramsgate	2016	450
Concord - Mortlake - Cabarita	2016	570
Concord West - North Strathfield	2016	590
Drummoyne - Rodd Point	2016	560
Five Dock - Abbotsford	2016	550
Balmain	2016	600
Leichhardt - Annandale	2016	550
Lilyfield - Rozelle	2016	610
Ashfield	2016	440
Burwood - Croydon	2016	500
Canterbury (North) - Ashbury	2016	450
Croydon Park - Enfield	2016	420
Dulwich Hill - Lewisham	2016	450
Haberfield - Summer Hill	2016	450
Homebush	2016	460
Strathfield	2016	500
Strathfield South	2016	490
Chatswood (East) - Artarmon	2016	575
Chatswood (West) - Lane Cove North	2016	510
Lane Cove - Greenwich	2016	550
St Leonards - Naremburn	2016	595
Willoughby - Castle Cove - Northbridge	2016	640
Asquith - Mount Colah	2016	540
Berowra - Brooklyn - Cowan	2016	532
Normanhurst - Thornleigh - Westleigh	2016	510
Hornsby - East	2016	460
Hornsby - West	2016	430
Waitara - Wahroonga (West)	2016	510
Gordon - Killara	2016	650
Lindfield - Roseville	2016	620
Pymble	2016	670
St Ives	2016	700
Turramurra	2016	600
Wahroonga (East) - Warrawee	2016	610
Cremorne - Cammeray	2016	591
Crows Nest - Waverton	2016	570
Mosman	2016	560
Neutral Bay - Kirribilli	2016	540
North Sydney - Lavender Bay	2016	620
Balgowlah - Clontarf - Seaforth	2016	620
Manly - Fairlight	2016	650
Avalon - Palm Beach	2016	650
Bayview - Elanora Heights	2016	600
Newport - Bilgola	2016	560
Warriewood - Mona Vale	2016	620
Beacon Hill - Narraweena	2016	500
Cromer	2016	608
Dee Why - North Curl Curl	2016	500
Forestville - Killarney Heights	2016	660
Frenchs Forest - Belrose	2016	790
Freshwater - Brookvale	2016	550
Manly Vale - Allambie Heights	2016	500
Narrabeen - Collaroy	2016	530
Terrey Hills - Duffys Forest	2016	630
Camden - Ellis Lane	2016	400
Elderslie - Harrington Park	2016	470
Mount Annan - Currans Hill	2016	450
Bradbury - Wedderburn	2016	330
Campbelltown - Woodbine	2016	370
Claymore - Eagle Vale - Raby	2016	345
Holsworthy Military Area	2016	0
Ingleburn - Denham Court	2016	369
Leumeah - Minto Heights	2016	350
Macquarie Fields - Glenfield	2016	340
Minto - St Andrews	2016	350
Rosemeadow - Glen Alpine	2016	350
Bargo	2016	370
Douglas Park - Appin	2016	400
Picton - Tahmoor - Buxton	2016	360
The Oaks - Oakdale	2016	350
Blackheath - Megalong Valley	2016	320
Blaxland - Warrimoo - Lapstone	2016	400
Blue Mountains - North	2016	0
Katoomba - Leura	2016	310
Lawson - Hazelbrook - Linden	2016	350
Springwood - Winmalee	2016	370
Wentworth Falls	2016	370
Blue Mountains - South	2016	0
Cambridge Park	2016	375
Castlereagh - Cranebrook	2016	420
Emu Plains - Leonay	2016	400
Glenmore Park - Regentville	2016	430
Jamisontown - South Penrith	2016	370
Kingswood - Werrington	2016	340
Mulgoa - Luddenham - Orchard Hills	2016	480
Penrith	2016	330
Warragamba - Silverdale	2016	360
Richmond - Clarendon	2016	360
Windsor - Bligh Park	2016	360
Yarramundi - Londonderry	2016	393
Erskine Park	2016	410
St Clair	2016	410
Colyton - Oxley Park	2016	370
St Marys - North St Marys	2016	340
Homebush Bay - Silverwater	2016	520
Rookwood Cemetery	2016	0
Auburn - Central	2016	440
Auburn - North	2016	380
Auburn - South	2016	415
Berala	2016	375
Lidcombe	2016	470
Regents Park	2016	370
Carlingford	2016	515
Ermington - Rydalmere	2016	372
Oatlands - Dundas Valley	2016	375
Chester Hill - Sefton	2016	360
Fairfield - East	2016	280
Granville - Clyde	2016	400
Greystanes - Pemulwuy	2016	450
Guildford - South Granville	2016	350
Guildford West - Merrylands West	2016	380
Merrylands - Holroyd	2016	390
Smithfield Industrial	2016	0
Yennora Industrial	2016	0
North Parramatta	2016	420
North Rocks	2016	550
Northmead	2016	440
Parramatta - Rosehill	2016	410
Toongabbie - Constitution Hill	2016	415
Winston Hills	2016	505
Pendle Hill - Girraween	2016	400
Wentworthville - Westmead	2016	410
Epping - North Epping	2016	530
Pennant Hills - Cheltenham	2016	530
Eastwood - Denistone	2016	460
Gladesville - Huntleys Point	2016	430
Hunters Hill - Woolwich	2016	500
Macquarie Park - Marsfield	2016	470
North Ryde - East Ryde	2016	530
West Ryde - Meadowbank	2016	420
Putney	2016	650
Ryde	2016	470
Ashcroft - Busby - Miller	2016	210
Austral - Greendale	2016	390
Cobbitty - Leppington	2016	530
Badgerys Creek	2016	185
Cecil Hills	2016	500
Green Valley	2016	420
Hinchinbrook	2016	450
Hoxton Park - Carnes Hill - Horningsea Park	2016	480
West Hoxton - Middleton Grange	2016	510
Bonnyrigg Heights - Bonnyrigg	2016	330
Bossley Park - Abbotsbury	2016	440
Cabramatta - Lansvale	2016	310
Cabramatta West - Mount Pritchard	2016	350
Canley Vale - Canley Heights	2016	340
Edensor Park	2016	420
Fairfield	2016	350
Fairfield - West	2016	410
Greenfield Park - Prairiewood	2016	420
Horsley Park - Kemps Creek	2016	370
Smithfield - Wetherill Park	2016	380
St Johns Park - Wakeley	2016	420
Wetherill Park Industrial	2016	0
Casula	2016	420
Chipping Norton - Moorebank	2016	450
Holsworthy - Wattle Grove	2016	450
Liverpool	2016	340
Lurnea - Cartwright	2016	276
Prestons - Edmondson Park	2016	500
Warwick Farm	2016	300
Gymea - Grays Point	2016	480
Miranda - Yowie Bay	2016	440
Sylvania - Taren Point	2016	460
Caringbah	2016	430
Caringbah South	2016	620
Cronulla - Kurnell - Bundeena	2016	450
Lilli Pilli - Port Hacking - Dolans Bay	2016	760
Woolaware - Burraneer	2016	428
Heathcote - Waterfall	2016	430
Illawong - Alfords Point	2016	630
Menai - Lucas Heights - Woronora	2016	520
Oyster Bay - Como - Jannali	2016	450
Royal National Park	2016	378
Sutherland - Kirrawee	2016	420
Engadine	2016	430
Loftus - Yarrawarrah	2016	530
Woronora Heights	2016	555
Migratory - Offshore - Shipping (NSW)	2016	0
No usual address (NSW)	2016	0
Alfredton	2016	310
Ballarat	2016	260
Ballarat - North	2016	250
Ballarat - South	2016	240
Buninyong	2016	300
Delacombe	2016	260
Smythes Creek	2016	236
Wendouree - Miners Rest	2016	220
Bacchus Marsh Region	2016	250
Creswick - Clunes	2016	200
Daylesford	2016	270
Gordon (Vic.)	2016	190
Avoca	2016	150
Beaufort	2016	170
Golden Plains - North	2016	195
Maryborough (Vic.)	2016	200
Maryborough Region	2016	160
Bendigo	2016	240
California Gully - Eaglehawk	2016	245
East Bendigo - Kennington	2016	255
Flora Hill - Spring Gully	2016	260
Kangaroo Flat - Golden Square	2016	250
Maiden Gully	2016	330
Strathfieldsaye	2016	350
White Hills - Ascot	2016	290
Bendigo Region - South	2016	260
Castlemaine	2016	265
Castlemaine Region	2016	230
Heathcote	2016	200
Kyneton	2016	300
Woodend	2016	320
Bendigo Region - North	2016	180
Loddon	2016	125
Bannockburn	2016	315
Golden Plains - South	2016	200
Winchelsea	2016	240
Belmont	2016	290
Corio - Norlane	2016	230
Geelong	2016	290
Geelong West - Hamlyn Heights	2016	280
Grovedale	2016	330
Highton	2016	310
Lara	2016	310
Leopold	2016	330
Newcomb - Moolap	2016	260
Newtown (Vic.)	2016	300
North Geelong - Bell Park	2016	283
Clifton Springs	2016	300
Lorne - Anglesea	2016	315
Ocean Grove - Barwon Heads	2016	350
Portarlington	2016	270
Point Lonsdale - Queenscliff	2016	300
Torquay	2016	400
Alexandra	2016	200
Euroa	2016	175
Kilmore - Broadford	2016	280
Mansfield (Vic.)	2016	240
Nagambie	2016	220
Seymour	2016	200
Seymour Region	2016	250
Upper Yarra Valley	2016	175
Yea	2016	240
Benalla	2016	200
Benalla Region	2016	160
Rutherglen	2016	200
Wangaratta	2016	220
Wangaratta Region	2016	160
Beechworth	2016	250
Bright - Mount Beauty	2016	250
Chiltern - Indigo Valley	2016	200
Myrtleford	2016	195
Towong	2016	150
West Wodonga	2016	250
Wodonga	2016	250
Yackandandah	2016	220
Drouin	2016	269
Mount Baw Baw Region	2016	195
Trafalgar (Vic.)	2016	250
Warragul	2016	250
Alps - East	2016	0
Bairnsdale	2016	240
Bruthen - Omeo	2016	162
Lake King	2016	0
Lakes Entrance	2016	225
Orbost	2016	150
Paynesville	2016	250
Foster	2016	185
French Island	2016	150
Korumburra	2016	220
Leongatha	2016	230
Phillip Island	2016	260
Wilsons Promontory	2016	125
Wonthaggi - Inverloch	2016	240
Churchill	2016	200
Moe - Newborough	2016	170
Morwell	2016	180
Traralgon	2016	240
Yallourn North - Glengarry	2016	200
Alps - West	2016	0
Longford - Loch Sport	2016	180
Maffra	2016	200
Rosedale	2016	150
Sale	2016	245
Yarram	2016	180
Brunswick	2016	401
Brunswick East	2016	400
Brunswick West	2016	321
Coburg	2016	370
Pascoe Vale South	2016	377
Alphington - Fairfield	2016	346
Northcote	2016	402
Thornbury	2016	340
Ascot Vale	2016	326
Essendon - Aberfeldie	2016	345
Flemington	2016	300
Moonee Ponds	2016	366
Carlton	2016	380
Docklands	2016	501
East Melbourne	2016	460
Flemington Racecourse	2016	375
Kensington (Vic.)	2016	391
Melbourne	2016	457
North Melbourne	2016	400
Parkville	2016	400
South Yarra - West	2016	420
Southbank	2016	515
West Melbourne	2016	0
Albert Park	2016	500
Elwood	2016	390
Port Melbourne	2016	496
Port Melbourne Industrial	2016	0
South Melbourne	2016	440
St Kilda	2016	375
St Kilda East	2016	360
Armadale	2016	381
Prahran - Windsor	2016	400
South Yarra - East	2016	410
Toorak	2016	431
Abbotsford	2016	426
Carlton North - Princes Hill	2016	490
Collingwood	2016	400
Fitzroy	2016	400
Fitzroy North	2016	440
Richmond (Vic.)	2016	415
Yarra - North	2016	438
Ashburton (Vic.)	2016	400
Balwyn	2016	408
Balwyn North	2016	481
Camberwell	2016	439
Glen Iris - East	2016	471
Hawthorn	2016	371
Hawthorn East	2016	392
Kew	2016	438
Kew East	2016	430
Surrey Hills (West) - Canterbury	2016	420
Bulleen	2016	400
Doncaster	2016	420
Templestowe	2016	451
Templestowe Lower	2016	420
Doncaster East (North)	2016	451
Doncaster East (South)	2016	401
Blackburn	2016	381
Blackburn South	2016	351
Box Hill	2016	356
Box Hill North	2016	391
Burwood	2016	380
Burwood East	2016	400
Surrey Hills (East) - Mont Albert	2016	410
Beaumaris	2016	538
Brighton (Vic.)	2016	520
Brighton East	2016	508
Cheltenham - Highett (West)	2016	364
Hampton	2016	400
Sandringham - Black Rock	2016	430
Bentleigh - McKinnon	2016	430
Carnegie	2016	356
Caulfield - North	2016	400
Caulfield - South	2016	420
Elsternwick	2016	381
Hughesdale	2016	395
Murrumbeena	2016	345
Ormond - Glen Huntly	2016	360
Bentleigh East (North)	2016	430
Bentleigh East (South)	2016	421
Aspendale Gardens - Waterways	2016	454
Braeside	2016	138
Carrum - Patterson Lakes	2016	360
Chelsea - Bonbeach	2016	323
Chelsea Heights	2016	336
Cheltenham - Highett (East)	2016	370
Edithvale - Aspendale	2016	370
Mentone	2016	350
Moorabbin - Heatherton	2016	388
Moorabbin Airport	2016	0
Mordialloc - Parkdale	2016	350
Malvern - Glen Iris	2016	381
Malvern East	2016	390
Bundoora - East	2016	350
Greensborough	2016	350
Heidelberg - Rosanna	2016	361
Heidelberg West	2016	300
Ivanhoe	2016	374
Ivanhoe East - Eaglemont	2016	400
Montmorency - Briar Hill	2016	350
Viewbank - Yallambie	2016	350
Watsonia	2016	340
Kingsbury	2016	340
Reservoir - East	2016	310
Reservoir - West	2016	320
Preston - East	2016	350
Preston - West	2016	350
Eltham	2016	377
Hurstbridge	2016	331
Kinglake	2016	285
Panton Hill - St Andrews	2016	210
Plenty - Yarrambat	2016	398
Research - North Warrandyte	2016	403
Wattle Glen - Diamond Creek	2016	369
Bundoora - North	2016	340
Bundoora - West	2016	340
Lalor	2016	315
Mill Park - North	2016	331
Mill Park - South	2016	331
Thomastown	2016	311
Wallan	2016	317
Whittlesea	2016	300
Doreen	2016	351
Epping - East	2016	321
Epping - South	2016	311
Epping - West	2016	350
Mernda	2016	346
South Morang (North)	2016	361
South Morang (South)	2016	341
Wollert	2016	346
Airport West	2016	351
Essendon Airport	2016	0
Keilor	2016	351
Keilor East	2016	350
Niddrie - Essendon West	2016	371
Strathmore	2016	400
Gisborne	2016	351
Macedon	2016	346
Riddells Creek	2016	330
Romsey	2016	294
Coburg North	2016	346
Fawkner	2016	330
Pascoe Vale	2016	350
Glenroy	2016	326
Gowanbrae	2016	380
Hadfield	2016	315
Sunbury	2016	315
Sunbury - South	2016	315
Broadmeadows	2016	295
Campbellfield - Coolaroo	2016	290
Gladstone Park - Westmeadows	2016	327
Greenvale - Bulla	2016	390
Meadow Heights	2016	300
Melbourne Airport	2016	0
Roxburgh Park - Somerton	2016	346
Tullamarine	2016	317
Craigieburn - Central	2016	320
Craigieburn - North	2016	340
Craigieburn - South	2016	330
Craigieburn - West	2016	345
Mickleham - Yuroke	2016	346
Bayswater	2016	331
Knoxfield - Scoresby	2016	376
Lysterfield	2016	386
Rowville - Central	2016	390
Rowville - North	2016	400
Rowville - South	2016	425
Wantirna	2016	375
Wantirna South	2016	381
Boronia	2016	335
Ferntree Gully (North)	2016	325
Ferntree Gully (South) - Upper Ferntree Gully	2016	351
The Basin	2016	325
Donvale - Park Orchards	2016	396
Warrandyte - Wonga Park	2016	381
Bayswater North	2016	311
Croydon Hills - Warranwood	2016	381
Ringwood	2016	335
Ringwood East	2016	343
Ringwood North	2016	381
Croydon - East	2016	330
Croydon - West	2016	350
Croydon South	2016	351
Forest Hill	2016	360
Mitcham (Vic.)	2016	362
Nunawading	2016	350
Vermont	2016	375
Vermont South	2016	441
Belgrave - Selby	2016	325
Chirnside Park	2016	380
Healesville - Yarra Glen	2016	300
Kilsyth	2016	350
Lilydale - Coldstream	2016	330
Monbulk - Silvan	2016	320
Montrose	2016	335
Mooroolbark	2016	350
Mount Dandenong - Olinda	2016	340
Mount Evelyn	2016	310
Upwey - Tecoma	2016	335
Wandin - Seville	2016	320
Yarra Valley	2016	270
Beaconsfield - Officer	2016	351
Bunyip - Garfield	2016	251
Emerald - Cockatoo	2016	321
Koo Wee Rup	2016	250
Pakenham - North	2016	315
Pakenham - South	2016	321
Berwick - North	2016	341
Berwick - South	2016	380
Doveton	2016	280
Hallam	2016	323
Narre Warren North	2016	352
Endeavour Hills - North	2016	330
Endeavour Hills - South	2016	345
Narre Warren - North East	2016	340
Narre Warren - South West	2016	320
Cranbourne	2016	300
Cranbourne East	2016	380
Cranbourne North	2016	345
Cranbourne South	2016	350
Cranbourne West	2016	336
Hampton Park - Lynbrook	2016	320
Lynbrook - Lyndhurst	2016	381
Pearcedale - Tooradin	2016	300
Narre Warren South (East)	2016	400
Narre Warren South (West)	2016	360
Clarinda - Oakleigh South	2016	351
Clayton South	2016	342
Dandenong	2016	281
Dandenong North	2016	300
Dingley Village	2016	379
Keysborough	2016	360
Noble Park North	2016	321
Springvale	2016	310
Springvale South	2016	317
Noble Park - East	2016	300
Noble Park - West	2016	300
Ashwood - Chadstone	2016	375
Clayton	2016	358
Glen Waverley - East	2016	441
Glen Waverley - West	2016	420
Mount Waverley - North	2016	421
Mount Waverley - South	2016	420
Mulgrave	2016	381
Oakleigh - Huntingdale	2016	371
Wheelers Hill	2016	420
Ardeer - Albion	2016	275
Cairnlea	2016	369
Deer Park - Derrimut	2016	320
Delahey	2016	300
Keilor Downs	2016	320
Kings Park (Vic.)	2016	290
St Albans - North	2016	288
St Albans - South	2016	280
Sunshine	2016	300
Sunshine North	2016	300
Sunshine West	2016	300
Sydenham	2016	330
Taylors Lakes	2016	361
Altona	2016	335
Altona Meadows	2016	310
Altona North	2016	340
Newport	2016	400
Seabrook	2016	325
Williamstown	2016	370
Braybrook	2016	301
Footscray	2016	309
Maribyrnong	2016	380
Seddon - Kingsville	2016	345
West Footscray - Tottenham	2016	301
Yarraville	2016	400
Bacchus Marsh	2016	270
Hillside	2016	346
Melton	2016	260
Melton South	2016	286
Melton West	2016	290
Rockbank - Mount Cottrell	2016	209
Taylors Hill	2016	369
Burnside	2016	350
Burnside Heights	2016	369
Caroline Springs	2016	365
Hoppers Crossing - North	2016	300
Hoppers Crossing - South	2016	295
Laverton	2016	312
Tarneit	2016	330
Truganina	2016	340
Werribee - South	2016	281
Wyndham Vale	2016	300
Point Cook - East	2016	381
Point Cook - North	2016	361
Point Cook - South	2016	380
Werribee - East	2016	277
Werribee - West	2016	280
Carrum Downs	2016	325
Frankston	2016	286
Frankston North	2016	290
Frankston South	2016	355
Langwarrin	2016	320
Seaford (Vic.)	2016	300
Skye - Sandhurst	2016	400
Dromana	2016	330
Flinders	2016	300
Hastings - Somers	2016	280
Mornington	2016	335
Mount Eliza	2016	430
Mount Martha	2016	400
Point Nepean	2016	300
Rosebud - McCrae	2016	285
Somerville	2016	323
Ararat	2016	200
Ararat Region	2016	98
Horsham	2016	202
Horsham Region	2016	120
Nhill Region	2016	131
St Arnaud	2016	141
Stawell	2016	175
West Wimmera	2016	80
Yarriambiack	2016	130
Irymple	2016	200
Merbein	2016	180
Mildura Region	2016	100
Red Cliffs	2016	190
Mildura - North	2016	220
Mildura - South	2016	250
Buloke	2016	120
Gannawarra	2016	140
Kerang	2016	170
Robinvale	2016	180
Swan Hill	2016	200
Swan Hill Region	2016	150
Echuca	2016	250
Kyabram	2016	185
Lockington - Gunbower	2016	147
Rochester	2016	170
Rushworth	2016	155
Cobram	2016	200
Moira	2016	150
Numurkah	2016	175
Yarrawonga	2016	240
Mooroopna	2016	200
Shepparton - North	2016	230
Shepparton - South	2016	235
Shepparton Region - East	2016	180
Shepparton Region - West	2016	200
Glenelg (Vic.)	2016	140
Hamilton (Vic.)	2016	200
Portland	2016	200
Southern Grampians	2016	100
Camperdown	2016	200
Colac	2016	217
Colac Region	2016	175
Corangamite - North	2016	150
Corangamite - South	2016	150
Otway	2016	250
Moyne - East	2016	150
Moyne - West	2016	228
Warrnambool - North	2016	250
Warrnambool - South	2016	250
Migratory - Offshore - Shipping (Vic.)	2016	0
No usual address (Vic.)	2016	0
Alexandra Hills	2016	375
Belmont - Gumdale	2016	430
Birkdale	2016	400
Capalaba	2016	350
Thorneside	2016	355
Wellington Point	2016	420
Cleveland	2016	379
Ormiston	2016	420
Redland Bay	2016	450
Sheldon - Mount Cotton	2016	460
Thornlands	2016	450
Victoria Point	2016	420
Redland Islands	2016	240
Brisbane Port - Lytton	2016	0
Manly - Lota	2016	390
Manly West	2016	400
Murarrie	2016	420
Tingalpa	2016	400
Wakerley	2016	480
Wynnum	2016	360
Wynnum West - Hemmant	2016	400
Bald Hills	2016	375
Bridgeman Downs	2016	410
Carseldine	2016	400
Everton Park	2016	375
McDowall	2016	400
Aspley	2016	386
Chermside	2016	350
Chermside West	2016	415
Geebung	2016	385
Kedron - Gordon Park	2016	350
Stafford	2016	350
Stafford Heights	2016	355
Wavell Heights	2016	400
Boondall	2016	395
Brisbane Airport	2016	300
Eagle Farm - Pinkenba	2016	430
Northgate - Virginia	2016	355
Nudgee - Banyo	2016	390
Nundah	2016	360
Bracken Ridge	2016	380
Brighton (Qld)	2016	360
Deagon	2016	325
Sandgate - Shorncliffe	2016	275
Taigum - Fitzgibbon	2016	370
Zillmere	2016	340
Camp Hill	2016	410
Cannon Hill	2016	430
Carina	2016	420
Carina Heights	2016	390
Carindale	2016	490
Annerley	2016	345
Coorparoo	2016	360
Fairfield - Dutton Park	2016	380
Greenslopes	2016	360
Holland Park	2016	360
Holland Park West	2016	375
Woolloongabba	2016	400
Yeronga	2016	370
Eight Mile Plains	2016	415
Macgregor (Qld)	2016	425
Mansfield (Qld)	2016	395
Mount Gravatt	2016	370
Rochedale - Burbank	2016	470
Upper Mount Gravatt	2016	400
Wishart	2016	420
Coopers Plains	2016	350
Moorooka	2016	350
Robertson	2016	413
Salisbury - Nathan	2016	360
Tarragindi	2016	425
Algester	2016	390
Calamvale - Stretton	2016	400
Pallara - Willawong	2016	425
Parkinson - Drewvale	2016	430
Rocklea - Acacia Ridge	2016	325
Kuraby	2016	390
Runcorn	2016	390
Sunnybank	2016	400
Sunnybank Hills	2016	400
Jindalee - Mount Ommaney	2016	420
Middle Park - Jamboree Heights	2016	400
Riverhills	2016	395
Seventeen Mile Rocks - Sinnamon Park	2016	435
Westlake	2016	500
Bellbowrie - Moggill	2016	410
Brookfield - Kenmore Hills	2016	460
Chapel Hill	2016	495
Fig Tree Pocket	2016	540
Kenmore	2016	460
Pinjarra Hills - Pullenvale	2016	520
Chelmer - Graceville	2016	460
Corinda	2016	360
Indooroopilly	2016	425
Sherwood	2016	385
St Lucia	2016	430
Taringa	2016	390
Enoggera	2016	350
Enoggera Reservoir	2016	330
Keperra	2016	350
Mitchelton	2016	360
Mount Coot-tha	2016	0
The Gap	2016	450
Upper Kedron - Ferny Grove	2016	355
Brisbane City	2016	540
Fortitude Valley	2016	400
Highgate Hill	2016	370
Kangaroo Point	2016	450
New Farm	2016	400
South Brisbane	2016	490
Spring Hill	2016	440
West End	2016	450
Balmoral	2016	420
Bulimba	2016	490
East Brisbane	2016	380
Hawthorne	2016	425
Morningside - Seven Hills	2016	410
Norman Park	2016	430
Albion	2016	390
Alderley	2016	375
Ascot	2016	360
Clayfield	2016	350
Grange	2016	430
Hamilton (Qld)	2016	420
Hendra	2016	500
Kelvin Grove - Herston	2016	420
Newmarket	2016	375
Newstead - Bowen Hills	2016	450
Wilston	2016	400
Windsor	2016	368
Wooloowin - Lutwyche	2016	350
Ashgrove	2016	430
Auchenflower	2016	400
Bardon	2016	455
Paddington - Milton	2016	450
Red Hill (Qld)	2016	400
Toowong	2016	400
Brinsmead	2016	400
Clifton Beach - Kewarra Beach	2016	350
Freshwater - Stratford	2016	303
Redlynch	2016	380
Trinity Beach - Smithfield	2016	360
Yorkeys Knob - Machans Beach	2016	270
Bentley Park	2016	345
Cairns City	2016	300
Earlville - Bayview Heights	2016	300
Edmonton	2016	310
Gordonvale - Trinity	2016	270
Kanimbla - Mooroobool	2016	310
Lamb Range	2016	0
Manoora	2016	244
Manunda	2016	230
Mount Sheridan	2016	350
Westcourt - Bungalow	2016	250
White Rock	2016	310
Whitfield - Edge Hill	2016	285
Woree	2016	240
Babinda	2016	200
Innisfail	2016	220
Johnstone	2016	230
Tully	2016	250
Wooroonooran	2016	0
Yarrabah	2016	130
Daintree	2016	230
Port Douglas	2016	330
Atherton	2016	250
Herberton	2016	200
Kuranda	2016	225
Malanda - Yungaburra	2016	225
Mareeba	2016	244
Balonne	2016	150
Chinchilla	2016	200
Goondiwindi	2016	250
Inglewood - Waggamba	2016	108
Miles - Wandoan	2016	170
Roma	2016	250
Roma Region	2016	100
Tara	2016	120
Crows Nest - Rosalie	2016	200
Jondaryan	2016	250
Millmerran	2016	180
Pittsworth	2016	245
Wambo	2016	230
Clifton - Greenmount	2016	220
Southern Downs - East	2016	200
Southern Downs - West	2016	200
Stanthorpe	2016	230
Stanthorpe Region	2016	198
Warwick	2016	245
Central Highlands - East	2016	120
Central Highlands - West	2016	25
Emerald	2016	230
Berserker	2016	250
Bouldercombe	2016	200
Emu Park	2016	300
Frenchville - Mount Archer	2016	280
Glenlee - Rockyview	2016	310
Gracemere	2016	300
Lakes Creek	2016	250
Mount Morgan	2016	175
Norman Gardens	2016	295
Park Avenue	2016	250
Parkhurst - Kawana	2016	280
Rockhampton - West	2016	250
Rockhampton City	2016	225
Rockhampton Region - East	2016	230
Rockhampton Region - North	2016	200
Rockhampton Region - West	2016	150
Shoalwater Bay	2016	0
The Range - Allenstown	2016	250
Yeppoon	2016	310
Banana	2016	120
Biloela	2016	250
Agnes Water - Miriam Vale	2016	250
Boyne Island - Tannum Sands	2016	280
Callemondah	2016	0
Clinton - New Auckland	2016	250
Gladstone	2016	200
Gladstone Hinterland	2016	240
Kin Kora - Sun Valley	2016	250
South Trees	2016	0
Telina - Toolooa	2016	258
West Gladstone	2016	200
Broadbeach Waters	2016	500
Burleigh Heads	2016	390
Burleigh Waters	2016	410
Mermaid Beach - Broadbeach	2016	365
Mermaid Waters	2016	367
Miami	2016	374
Coolangatta	2016	330
Currumbin - Tugun	2016	370
Currumbin Waters	2016	380
Elanora	2016	420
Palm Beach	2016	340
Arundel	2016	400
Biggera Waters	2016	365
Coombabah	2016	365
Labrador	2016	330
Paradise Point - Hollywell	2016	410
Runaway Bay	2016	380
Guanaba - Springbrook	2016	320
Tamborine - Canungra	2016	370
Currumbin Valley - Tallebudgera	2016	400
Mudgeeraba - Bonogin	2016	425
Reedy Creek - Andrews	2016	385
Carrara	2016	380
Highland Park	2016	370
Nerang - Mount Nathan	2016	360
Pacific Pines - Gaven	2016	420
Worongary - Tallai	2016	450
Coomera	2016	400
Helensvale	2016	420
Hope Island	2016	473
Jacobs Well - Alberton	2016	350
Ormeau - Yatala	2016	420
Oxenford - Maudsland	2016	410
Pimpama	2016	410
Upper Coomera - Willow Vale	2016	420
Clear Island Waters	2016	450
Merrimac	2016	395
Robina	2016	460
Varsity Lakes	2016	430
Ashmore	2016	400
Molendinar	2016	390
Parkwood	2016	450
Southport - North	2016	340
Southport - South	2016	380
Benowa	2016	500
Bundall	2016	400
Main Beach	2016	440
Surfers Paradise	2016	355
Darra - Sumner	2016	345
Durack	2016	340
Forest Lake - Doolandella	2016	365
Inala - Richlands	2016	277
Oxley (Qld)	2016	390
Wacol	2016	280
Boonah	2016	250
Esk	2016	225
Lake Manchester - England Creek	2016	0
Lockyer Valley - East	2016	290
Lowood	2016	290
Rosewood	2016	280
Brassall	2016	300
Bundamba	2016	290
Churchill - Yamanto	2016	300
Ipswich - Central	2016	260
Ipswich - East	2016	275
Ipswich - North	2016	330
Karalee - Barellan Point	2016	400
Karana Downs	2016	360
Leichhardt - One Mile	2016	270
North Ipswich - Tivoli	2016	270
Raceview	2016	300
Ripley	2016	355
Riverview	2016	250
Bellbird Park - Brookwater	2016	370
Camira - Gailes	2016	300
Carole Park	2016	0
Collingwood Park - Redbank	2016	330
Goodna	2016	300
New Chum	2016	0
Redbank Plains	2016	335
Springfield	2016	365
Springfield Lakes	2016	390
Beaudesert	2016	288
Beenleigh	2016	285
Eagleby	2016	310
Edens Landing - Holmview	2016	360
Mount Warren Park	2016	330
Wolffdene - Bahrs Scrub	2016	400
Boronia Heights - Park Ridge	2016	345
Browns Plains	2016	345
Chambers Flat - Logan Reserve	2016	385
Crestmead	2016	340
Greenbank Military Camp	2016	0
Hillcrest	2016	350
Marsden	2016	345
Munruben - Park Ridge South	2016	425
Regents Park - Heritage Park	2016	375
Greenbank	2016	440
Jimboomba	2016	390
Logan Village	2016	410
Bethania - Waterford	2016	360
Cornubia - Carbrook	2016	395
Loganholme - Tanah Merah	2016	365
Loganlea	2016	340
Shailer Park	2016	385
Waterford West	2016	310
Daisy Hill	2016	365
Kingston (Qld.)	2016	300
