SA2_NAME16	Year	medianTotalPersonalIncomeWeekly
Paddington - Moore Park	2016	1393
Rose Bay - Vaucluse - Watsons Bay	2016	1159
Woollahra	2016	1382
Coogee - Clovelly	2016	1197
Malabar - La Perouse - Chifley	2016	735
Kensington (NSW)	2016	511
Kingsford	2016	481
Maroubra - North	2016	872
Maroubra - South	2016	762
Maroubra - West	2016	706
Randwick - North	2016	1153
Randwick - South	2016	1038
Bass Hill - Georges Hall	2016	474
Chullora	2016	779
Condell Park	2016	490
Greenacre - Mount Lewis	2016	436
Padstow	2016	628
Panania - Milperra - Picnic Point	2016	695
Revesby	2016	626
Yagoona - Birrong	2016	468
Bankstown - North	2016	465
Bankstown - South	2016	440
Belmore - Belfield	2016	518
Canterbury (South) - Campsie	2016	501
Kingsgrove (North) - Earlwood	2016	657
Punchbowl	2016	428
Roselands	2016	550
Lakemba	2016	427
Wiley Park	2016	442
Hurstville	2016	483
Mortdale - Penshurst	2016	730
Narwee - Beverly Hills	2016	554
Oatley - Hurstville Grove	2016	778
Peakhurst - Lugarno	2016	682
Riverwood	2016	458
South Hurstville - Blakehurst	2016	624
Arncliffe - Bardwell Valley	2016	691
Bexley	2016	607
Kingsgrove (South) - Bardwell Park	2016	627
Kogarah	2016	691
Kogarah Bay - Carlton - Allawah	2016	667
Monterey - Brighton-le-Sands - Kyeemagh	2016	706
Rockdale - Banksia	2016	648
Sans Souci - Ramsgate	2016	741
Concord - Mortlake - Cabarita	2016	862
Concord West - North Strathfield	2016	773
Drummoyne - Rodd Point	2016	1081
Five Dock - Abbotsford	2016	944
Balmain	2016	1376
Leichhardt - Annandale	2016	1126
Lilyfield - Rozelle	2016	1332
Ashfield	2016	684
Burwood - Croydon	2016	532
Canterbury (North) - Ashbury	2016	747
Croydon Park - Enfield	2016	663
Dulwich Hill - Lewisham	2016	918
Haberfield - Summer Hill	2016	916
Homebush	2016	703
Strathfield	2016	663
Strathfield South	2016	705
Chatswood (East) - Artarmon	2016	804
Chatswood (West) - Lane Cove North	2016	1002
Lane Cove - Greenwich	2016	1159
St Leonards - Naremburn	2016	1345
Willoughby - Castle Cove - Northbridge	2016	1061
Asquith - Mount Colah	2016	812
Berowra - Brooklyn - Cowan	2016	817
Normanhurst - Thornleigh - Westleigh	2016	815
Hornsby - East	2016	751
Hornsby - West	2016	751
Waitara - Wahroonga (West)	2016	815
Gordon - Killara	2016	882
Lindfield - Roseville	2016	998
Pymble	2016	993
St Ives	2016	932
Turramurra	2016	910
Wahroonga (East) - Warrawee	2016	949
Cremorne - Cammeray	2016	1357
Crows Nest - Waverton	2016	1370
Mosman	2016	1295
Neutral Bay - Kirribilli	2016	1366
North Sydney - Lavender Bay	2016	1477
Balgowlah - Clontarf - Seaforth	2016	1090
Manly - Fairlight	2016	1273
Avalon - Palm Beach	2016	885
Bayview - Elanora Heights	2016	854
Newport - Bilgola	2016	909
Warriewood - Mona Vale	2016	860
Beacon Hill - Narraweena	2016	726
Cromer	2016	773
Dee Why - North Curl Curl	2016	874
Forestville - Killarney Heights	2016	788
Frenchs Forest - Belrose	2016	828
Freshwater - Brookvale	2016	1057
Manly Vale - Allambie Heights	2016	875
Narrabeen - Collaroy	2016	914
Terrey Hills - Duffys Forest	2016	825
Camden - Ellis Lane	2016	774
Elderslie - Harrington Park	2016	813
Mount Annan - Currans Hill	2016	845
Bradbury - Wedderburn	2016	597
Campbelltown - Woodbine	2016	615
Claymore - Eagle Vale - Raby	2016	666
Holsworthy Military Area	2016	0
Ingleburn - Denham Court	2016	669
Leumeah - Minto Heights	2016	658
Macquarie Fields - Glenfield	2016	594
Minto - St Andrews	2016	605
Rosemeadow - Glen Alpine	2016	640
Bargo	2016	650
Douglas Park - Appin	2016	832
Picton - Tahmoor - Buxton	2016	696
The Oaks - Oakdale	2016	730
Blackheath - Megalong Valley	2016	593
Blaxland - Warrimoo - Lapstone	2016	812
Blue Mountains - North	2016	725
Katoomba - Leura	2016	568
Lawson - Hazelbrook - Linden	2016	669
Springwood - Winmalee	2016	750
Wentworth Falls	2016	631
Blue Mountains - South	2016	0
Cambridge Park	2016	726
Castlereagh - Cranebrook	2016	813
Emu Plains - Leonay	2016	772
Glenmore Park - Regentville	2016	855
Jamisontown - South Penrith	2016	719
Kingswood - Werrington	2016	677
Mulgoa - Luddenham - Orchard Hills	2016	836
Penrith	2016	620
Warragamba - Silverdale	2016	776
Richmond - Clarendon	2016	658
Windsor - Bligh Park	2016	715
Yarramundi - Londonderry	2016	694
Erskine Park	2016	781
St Clair	2016	748
Colyton - Oxley Park	2016	624
St Marys - North St Marys	2016	600
Homebush Bay - Silverwater	2016	983
Rookwood Cemetery	2016	0
Auburn - Central	2016	422
Auburn - North	2016	455
Auburn - South	2016	432
Berala	2016	471
Lidcombe	2016	520
Regents Park	2016	481
Carlingford	2016	661
Ermington - Rydalmere	2016	636
Oatlands - Dundas Valley	2016	631
Chester Hill - Sefton	2016	459
Fairfield - East	2016	423
Granville - Clyde	2016	472
Greystanes - Pemulwuy	2016	701
Guildford - South Granville	2016	420
Guildford West - Merrylands West	2016	495
Merrylands - Holroyd	2016	523
Smithfield Industrial	2016	575
Yennora Industrial	2016	425
North Parramatta	2016	735
North Rocks	2016	771
Northmead	2016	843
Parramatta - Rosehill	2016	725
Toongabbie - Constitution Hill	2016	668
Winston Hills	2016	804
Pendle Hill - Girraween	2016	638
Wentworthville - Westmead	2016	638
Epping - North Epping	2016	741
Pennant Hills - Cheltenham	2016	883
Eastwood - Denistone	2016	631
Gladesville - Huntleys Point	2016	950
Hunters Hill - Woolwich	2016	967
Macquarie Park - Marsfield	2016	638
North Ryde - East Ryde	2016	733
West Ryde - Meadowbank	2016	793
Putney	2016	868
Ryde	2016	754
Ashcroft - Busby - Miller	2016	410
Austral - Greendale	2016	565
Cobbitty - Leppington	2016	844
Badgerys Creek	2016	604
Cecil Hills	2016	672
Green Valley	2016	506
Hinchinbrook	2016	617
Hoxton Park - Carnes Hill - Horningsea Park	2016	672
West Hoxton - Middleton Grange	2016	751
Bonnyrigg Heights - Bonnyrigg	2016	456
Bossley Park - Abbotsbury	2016	521
Cabramatta - Lansvale	2016	405
Cabramatta West - Mount Pritchard	2016	440
Canley Vale - Canley Heights	2016	412
Edensor Park	2016	488
Fairfield	2016	395
Fairfield - West	2016	419
Greenfield Park - Prairiewood	2016	445
Horsley Park - Kemps Creek	2016	678
Smithfield - Wetherill Park	2016	468
St Johns Park - Wakeley	2016	461
Wetherill Park Industrial	2016	440
Casula	2016	584
Chipping Norton - Moorebank	2016	719
Holsworthy - Wattle Grove	2016	840
Liverpool	2016	466
Lurnea - Cartwright	2016	431
Prestons - Edmondson Park	2016	710
Warwick Farm	2016	477
Gymea - Grays Point	2016	853
Miranda - Yowie Bay	2016	753
Sylvania - Taren Point	2016	734
Caringbah	2016	814
Caringbah South	2016	814
Cronulla - Kurnell - Bundeena	2016	962
Lilli Pilli - Port Hacking - Dolans Bay	2016	974
Woolaware - Burraneer	2016	922
Heathcote - Waterfall	2016	762
Illawong - Alfords Point	2016	846
Menai - Lucas Heights - Woronora	2016	846
Oyster Bay - Como - Jannali	2016	863
Royal National Park	2016	833
Sutherland - Kirrawee	2016	838
Engadine	2016	804
Loftus - Yarrawarrah	2016	812
Woronora Heights	2016	867
Migratory - Offshore - Shipping (NSW)	2016	540
No usual address (NSW)	2016	405
Alfredton	2016	702
Ballarat	2016	670
Ballarat - North	2016	615
Ballarat - South	2016	528
Buninyong	2016	638
Delacombe	2016	595
Smythes Creek	2016	646
Wendouree - Miners Rest	2016	508
Bacchus Marsh Region	2016	624
Creswick - Clunes	2016	511
Daylesford	2016	550
Gordon (Vic.)	2016	604
Avoca	2016	454
Beaufort	2016	489
Golden Plains - North	2016	513
Maryborough (Vic.)	2016	458
Maryborough Region	2016	442
Bendigo	2016	577
California Gully - Eaglehawk	2016	533
East Bendigo - Kennington	2016	607
Flora Hill - Spring Gully	2016	611
Kangaroo Flat - Golden Square	2016	572
Maiden Gully	2016	720
Strathfieldsaye	2016	742
White Hills - Ascot	2016	677
Bendigo Region - South	2016	689
Castlemaine	2016	568
Castlemaine Region	2016	519
Heathcote	2016	467
Kyneton	2016	616
Woodend	2016	731
Bendigo Region - North	2016	558
Loddon	2016	466
Bannockburn	2016	707
Golden Plains - South	2016	627
Winchelsea	2016	617
Belmont	2016	601
Corio - Norlane	2016	449
Geelong	2016	680
Geelong West - Hamlyn Heights	2016	671
Grovedale	2016	623
Highton	2016	656
Lara	2016	666
Leopold	2016	627
Newcomb - Moolap	2016	510
Newtown (Vic.)	2016	794
North Geelong - Bell Park	2016	537
Clifton Springs	2016	564
Lorne - Anglesea	2016	692
Ocean Grove - Barwon Heads	2016	727
Portarlington	2016	492
Point Lonsdale - Queenscliff	2016	666
Torquay	2016	769
Alexandra	2016	522
Euroa	2016	526
Kilmore - Broadford	2016	607
Mansfield (Vic.)	2016	585
Nagambie	2016	578
Seymour	2016	536
Seymour Region	2016	713
Upper Yarra Valley	2016	458
Yea	2016	537
Benalla	2016	537
Benalla Region	2016	540
Rutherglen	2016	613
Wangaratta	2016	584
Wangaratta Region	2016	616
Beechworth	2016	616
Bright - Mount Beauty	2016	590
Chiltern - Indigo Valley	2016	653
Myrtleford	2016	532
Towong	2016	534
West Wodonga	2016	669
Wodonga	2016	677
Yackandandah	2016	689
Drouin	2016	566
Mount Baw Baw Region	2016	579
Trafalgar (Vic.)	2016	599
Warragul	2016	597
Alps - East	2016	0
Bairnsdale	2016	559
Bruthen - Omeo	2016	531
Lake King	2016	0
Lakes Entrance	2016	488
Orbost	2016	458
Paynesville	2016	492
Foster	2016	498
French Island	2016	412
Korumburra	2016	540
Leongatha	2016	565
Phillip Island	2016	529
Wilsons Promontory	2016	1375
Wonthaggi - Inverloch	2016	496
Churchill	2016	556
Moe - Newborough	2016	484
Morwell	2016	470
Traralgon	2016	642
Yallourn North - Glengarry	2016	601
Alps - West	2016	624
Longford - Loch Sport	2016	493
Maffra	2016	569
Rosedale	2016	613
Sale	2016	605
Yarram	2016	484
Brunswick	2016	823
Brunswick East	2016	906
Brunswick West	2016	742
Coburg	2016	674
Pascoe Vale South	2016	723
Alphington - Fairfield	2016	855
Northcote	2016	881
Thornbury	2016	773
Ascot Vale	2016	824
Essendon - Aberfeldie	2016	858
Flemington	2016	643
Moonee Ponds	2016	860
Carlton	2016	338
Docklands	2016	970
East Melbourne	2016	1341
Flemington Racecourse	2016	1062
Kensington (Vic.)	2016	1012
Melbourne	2016	434
North Melbourne	2016	646
Parkville	2016	437
South Yarra - West	2016	1220
Southbank	2016	981
West Melbourne	2016	0
Albert Park	2016	1180
Elwood	2016	1164
Port Melbourne	2016	1223
Port Melbourne Industrial	2016	1625
South Melbourne	2016	1068
St Kilda	2016	1020
St Kilda East	2016	981
Armadale	2016	1064
Prahran - Windsor	2016	1083
South Yarra - East	2016	1104
Toorak	2016	1217
Abbotsford	2016	1068
Carlton North - Princes Hill	2016	968
Collingwood	2016	969
Fitzroy	2016	925
Fitzroy North	2016	1001
Richmond (Vic.)	2016	1102
Yarra - North	2016	1066
Ashburton (Vic.)	2016	818
Balwyn	2016	723
Balwyn North	2016	702
Camberwell	2016	854
Glen Iris - East	2016	965
Hawthorn	2016	953
Hawthorn East	2016	971
Kew	2016	922
Kew East	2016	840
Surrey Hills (West) - Canterbury	2016	910
Bulleen	2016	604
Doncaster	2016	572
Templestowe	2016	682
Templestowe Lower	2016	636
Doncaster East (North)	2016	593
Doncaster East (South)	2016	547
Blackburn	2016	709
Blackburn South	2016	612
Box Hill	2016	522
Box Hill North	2016	633
Burwood	2016	417
Burwood East	2016	514
Surrey Hills (East) - Mont Albert	2016	870
Beaumaris	2016	867
Brighton (Vic.)	2016	1051
Brighton East	2016	856
Cheltenham - Highett (West)	2016	809
Hampton	2016	819
Sandringham - Black Rock	2016	927
Bentleigh - McKinnon	2016	740
Carnegie	2016	729
Caulfield - North	2016	872
Caulfield - South	2016	835
Elsternwick	2016	963
Hughesdale	2016	699
Murrumbeena	2016	778
Ormond - Glen Huntly	2016	753
Bentleigh East (North)	2016	708
Bentleigh East (South)	2016	717
Aspendale Gardens - Waterways	2016	702
Braeside	2016	900
Carrum - Patterson Lakes	2016	754
Chelsea - Bonbeach	2016	756
Chelsea Heights	2016	674
Cheltenham - Highett (East)	2016	708
Edithvale - Aspendale	2016	790
Mentone	2016	784
Moorabbin - Heatherton	2016	701
Moorabbin Airport	2016	0
Mordialloc - Parkdale	2016	807
Malvern - Glen Iris	2016	1041
Malvern East	2016	787
Bundoora - East	2016	545
Greensborough	2016	751
Heidelberg - Rosanna	2016	776
Heidelberg West	2016	555
Ivanhoe	2016	874
Ivanhoe East - Eaglemont	2016	948
Montmorency - Briar Hill	2016	786
Viewbank - Yallambie	2016	737
Watsonia	2016	692
Kingsbury	2016	437
Reservoir - East	2016	537
Reservoir - West	2016	545
Preston - East	2016	625
Preston - West	2016	666
Eltham	2016	807
Hurstbridge	2016	730
Kinglake	2016	657
Panton Hill - St Andrews	2016	733
Plenty - Yarrambat	2016	784
Research - North Warrandyte	2016	842
Wattle Glen - Diamond Creek	2016	765
Bundoora - North	2016	558
Bundoora - West	2016	494
Lalor	2016	447
Mill Park - North	2016	591
Mill Park - South	2016	586
Thomastown	2016	425
Wallan	2016	714
Whittlesea	2016	637
Doreen	2016	794
Epping - East	2016	562
Epping - South	2016	502
Epping - West	2016	676
Mernda	2016	776
South Morang (North)	2016	761
South Morang (South)	2016	653
Wollert	2016	708
Airport West	2016	683
Essendon Airport	2016	0
Keilor	2016	644
Keilor East	2016	572
Niddrie - Essendon West	2016	764
Strathmore	2016	817
Gisborne	2016	749
Macedon	2016	796
Riddells Creek	2016	750
Romsey	2016	668
Coburg North	2016	639
Fawkner	2016	451
Pascoe Vale	2016	738
Glenroy	2016	540
Gowanbrae	2016	802
Hadfield	2016	484
Sunbury	2016	689
Sunbury - South	2016	698
Broadmeadows	2016	404
Campbellfield - Coolaroo	2016	377
Gladstone Park - Westmeadows	2016	588
Greenvale - Bulla	2016	668
Meadow Heights	2016	375
Melbourne Airport	2016	919
Roxburgh Park - Somerton	2016	404
Tullamarine	2016	621
Craigieburn - Central	2016	562
Craigieburn - North	2016	675
Craigieburn - South	2016	579
Craigieburn - West	2016	652
Mickleham - Yuroke	2016	767
Bayswater	2016	640
Knoxfield - Scoresby	2016	642
Lysterfield	2016	762
Rowville - Central	2016	688
Rowville - North	2016	697
Rowville - South	2016	724
Wantirna	2016	636
Wantirna South	2016	612
Boronia	2016	658
Ferntree Gully (North)	2016	657
Ferntree Gully (South) - Upper Ferntree Gully	2016	672
The Basin	2016	718
Donvale - Park Orchards	2016	706
Warrandyte - Wonga Park	2016	778
Bayswater North	2016	711
Croydon Hills - Warranwood	2016	751
Ringwood	2016	654
Ringwood East	2016	709
Ringwood North	2016	732
Croydon - East	2016	689
Croydon - West	2016	646
Croydon South	2016	683
Forest Hill	2016	582
Mitcham (Vic.)	2016	747
Nunawading	2016	663
Vermont	2016	686
Vermont South	2016	590
Belgrave - Selby	2016	723
Chirnside Park	2016	688
Healesville - Yarra Glen	2016	613
Kilsyth	2016	655
Lilydale - Coldstream	2016	665
Monbulk - Silvan	2016	635
Montrose	2016	691
Mooroolbark	2016	687
Mount Dandenong - Olinda	2016	728
Mount Evelyn	2016	678
Upwey - Tecoma	2016	753
Wandin - Seville	2016	686
Yarra Valley	2016	566
Beaconsfield - Officer	2016	792
Bunyip - Garfield	2016	632
Emerald - Cockatoo	2016	700
Koo Wee Rup	2016	621
Pakenham - North	2016	684
Pakenham - South	2016	647
Berwick - North	2016	678
Berwick - South	2016	737
Doveton	2016	449
Hallam	2016	488
Narre Warren North	2016	683
Endeavour Hills - North	2016	583
Endeavour Hills - South	2016	561
Narre Warren - North East	2016	630
Narre Warren - South West	2016	588
Cranbourne	2016	593
Cranbourne East	2016	744
Cranbourne North	2016	668
Cranbourne South	2016	742
Cranbourne West	2016	707
Hampton Park - Lynbrook	2016	540
Lynbrook - Lyndhurst	2016	732
Pearcedale - Tooradin	2016	651
Narre Warren South (East)	2016	668
Narre Warren South (West)	2016	613
Clarinda - Oakleigh South	2016	533
Clayton South	2016	489
Dandenong	2016	460
Dandenong North	2016	486
Dingley Village	2016	694
Keysborough	2016	581
Noble Park North	2016	496
Springvale	2016	409
Springvale South	2016	449
Noble Park - East	2016	534
Noble Park - West	2016	460
Ashwood - Chadstone	2016	648
Clayton	2016	349
Glen Waverley - East	2016	569
Glen Waverley - West	2016	552
Mount Waverley - North	2016	631
Mount Waverley - South	2016	660
Mulgrave	2016	609
Oakleigh - Huntingdale	2016	632
Wheelers Hill	2016	624
Ardeer - Albion	2016	515
Cairnlea	2016	549
Deer Park - Derrimut	2016	576
Delahey	2016	482
Keilor Downs	2016	520
Kings Park (Vic.)	2016	426
St Albans - North	2016	427
St Albans - South	2016	404
Sunshine	2016	494
Sunshine North	2016	441
Sunshine West	2016	445
Sydenham	2016	601
Taylors Lakes	2016	644
Altona	2016	734
Altona Meadows	2016	592
Altona North	2016	539
Newport	2016	961
Seabrook	2016	684
Williamstown	2016	885
Braybrook	2016	495
Footscray	2016	623
Maribyrnong	2016	779
Seddon - Kingsville	2016	904
West Footscray - Tottenham	2016	694
Yarraville	2016	923
Bacchus Marsh	2016	652
Hillside	2016	732
Melton	2016	547
Melton South	2016	615
Melton West	2016	645
Rockbank - Mount Cottrell	2016	512
Taylors Hill	2016	708
Burnside	2016	542
Burnside Heights	2016	698
Caroline Springs	2016	739
Hoppers Crossing - North	2016	620
Hoppers Crossing - South	2016	537
Laverton	2016	640
Tarneit	2016	715
Truganina	2016	753
Werribee - South	2016	630
Wyndham Vale	2016	693
Point Cook - East	2016	839
Point Cook - North	2016	778
Point Cook - South	2016	876
Werribee - East	2016	528
Werribee - West	2016	672
Carrum Downs	2016	671
Frankston	2016	607
Frankston North	2016	531
Frankston South	2016	706
Langwarrin	2016	719
Seaford (Vic.)	2016	664
Skye - Sandhurst	2016	780
Dromana	2016	596
Flinders	2016	773
Hastings - Somers	2016	628
Mornington	2016	625
Mount Eliza	2016	760
Mount Martha	2016	727
Point Nepean	2016	593
Rosebud - McCrae	2016	511
Somerville	2016	667
Ararat	2016	561
Ararat Region	2016	564
Horsham	2016	621
Horsham Region	2016	600
Nhill Region	2016	508
St Arnaud	2016	479
Stawell	2016	538
West Wimmera	2016	549
Yarriambiack	2016	491
Irymple	2016	621
Merbein	2016	529
Mildura Region	2016	570
Red Cliffs	2016	542
Mildura - North	2016	530
Mildura - South	2016	566
Buloke	2016	473
Gannawarra	2016	496
Kerang	2016	502
Robinvale	2016	547
Swan Hill	2016	604
Swan Hill Region	2016	546
Echuca	2016	606
Kyabram	2016	551
Lockington - Gunbower	2016	576
Rochester	2016	527
Rushworth	2016	478
Cobram	2016	503
Moira	2016	547
Numurkah	2016	537
Yarrawonga	2016	515
Mooroopna	2016	553
Shepparton - North	2016	630
Shepparton - South	2016	561
Shepparton Region - East	2016	639
Shepparton Region - West	2016	576
Glenelg (Vic.)	2016	538
Hamilton (Vic.)	2016	574
Portland	2016	534
Southern Grampians	2016	584
Camperdown	2016	519
Colac	2016	577
Colac Region	2016	583
Corangamite - North	2016	516
Corangamite - South	2016	580
Otway	2016	554
Moyne - East	2016	613
Moyne - West	2016	617
Warrnambool - North	2016	625
Warrnambool - South	2016	610
Migratory - Offshore - Shipping (Vic.)	2016	3000
No usual address (Vic.)	2016	398
Alexandra Hills	2016	710
Belmont - Gumdale	2016	811
Birkdale	2016	719
Capalaba	2016	700
Thorneside	2016	725
Wellington Point	2016	753
Cleveland	2016	656
Ormiston	2016	719
Redland Bay	2016	720
Sheldon - Mount Cotton	2016	919
Thornlands	2016	751
Victoria Point	2016	616
Redland Islands	2016	437
Brisbane Port - Lytton	2016	0
Manly - Lota	2016	784
Manly West	2016	756
Murarrie	2016	890
Tingalpa	2016	796
Wakerley	2016	1034
Wynnum	2016	739
Wynnum West - Hemmant	2016	719
Bald Hills	2016	739
Bridgeman Downs	2016	849
Carseldine	2016	770
Everton Park	2016	831
McDowall	2016	872
Aspley	2016	731
Chermside	2016	692
Chermside West	2016	741
Geebung	2016	758
Kedron - Gordon Park	2016	932
Stafford	2016	790
Stafford Heights	2016	746
Wavell Heights	2016	944
Boondall	2016	673
Brisbane Airport	2016	987
Eagle Farm - Pinkenba	2016	1018
Northgate - Virginia	2016	880
Nudgee - Banyo	2016	779
Nundah	2016	894
Bracken Ridge	2016	715
Brighton (Qld)	2016	749
Deagon	2016	654
Sandgate - Shorncliffe	2016	669
Taigum - Fitzgibbon	2016	718
Zillmere	2016	651
Camp Hill	2016	1004
Cannon Hill	2016	886
Carina	2016	841
Carina Heights	2016	805
Carindale	2016	774
Annerley	2016	758
Coorparoo	2016	935
Fairfield - Dutton Park	2016	630
Greenslopes	2016	857
Holland Park	2016	807
Holland Park West	2016	854
Woolloongabba	2016	688
Yeronga	2016	880
Eight Mile Plains	2016	611
Macgregor (Qld)	2016	440
Mansfield (Qld)	2016	655
Mount Gravatt	2016	761
Rochedale - Burbank	2016	795
Upper Mount Gravatt	2016	571
Wishart	2016	677
Coopers Plains	2016	516
Moorooka	2016	778
Robertson	2016	472
Salisbury - Nathan	2016	670
Tarragindi	2016	888
Algester	2016	673
Calamvale - Stretton	2016	646
Pallara - Willawong	2016	790
Parkinson - Drewvale	2016	741
Rocklea - Acacia Ridge	2016	520
Kuraby	2016	618
Runcorn	2016	554
Sunnybank	2016	461
Sunnybank Hills	2016	539
Jindalee - Mount Ommaney	2016	796
Middle Park - Jamboree Heights	2016	753
Riverhills	2016	826
Seventeen Mile Rocks - Sinnamon Park	2016	890
Westlake	2016	800
Bellbowrie - Moggill	2016	806
Brookfield - Kenmore Hills	2016	840
Chapel Hill	2016	877
Fig Tree Pocket	2016	1005
Kenmore	2016	833
Pinjarra Hills - Pullenvale	2016	929
Chelmer - Graceville	2016	954
Corinda	2016	802
Indooroopilly	2016	694
Sherwood	2016	917
St Lucia	2016	323
Taringa	2016	775
Enoggera	2016	932
Enoggera Reservoir	2016	724
Keperra	2016	637
Mitchelton	2016	863
Mount Coot-tha	2016	0
The Gap	2016	843
Upper Kedron - Ferny Grove	2016	866
Brisbane City	2016	730
Fortitude Valley	2016	920
Highgate Hill	2016	722
Kangaroo Point	2016	955
New Farm	2016	1054
South Brisbane	2016	749
Spring Hill	2016	655
West End	2016	893
Balmoral	2016	1096
Bulimba	2016	1148
East Brisbane	2016	855
Hawthorne	2016	1108
Morningside - Seven Hills	2016	986
Norman Park	2016	1117
Albion	2016	954
Alderley	2016	955
Ascot	2016	1033
Clayfield	2016	930
Grange	2016	1037
Hamilton (Qld)	2016	1070
Hendra	2016	998
Kelvin Grove - Herston	2016	589
Newmarket	2016	826
Newstead - Bowen Hills	2016	1237
Wilston	2016	1019
Windsor	2016	930
Wooloowin - Lutwyche	2016	889
Ashgrove	2016	962
Auchenflower	2016	950
Bardon	2016	1018
Paddington - Milton	2016	1065
Red Hill (Qld)	2016	953
Toowong	2016	781
Brinsmead	2016	835
Clifton Beach - Kewarra Beach	2016	726
Freshwater - Stratford	2016	856
Redlynch	2016	837
Trinity Beach - Smithfield	2016	749
Yorkeys Knob - Machans Beach	2016	683
Bentley Park	2016	712
Cairns City	2016	693
Earlville - Bayview Heights	2016	675
Edmonton	2016	666
Gordonvale - Trinity	2016	687
Kanimbla - Mooroobool	2016	700
Lamb Range	2016	0
Manoora	2016	552
Manunda	2016	513
Mount Sheridan	2016	742
Westcourt - Bungalow	2016	550
White Rock	2016	627
Whitfield - Edge Hill	2016	757
Woree	2016	577
Babinda	2016	598
Innisfail	2016	521
Johnstone	2016	588
Tully	2016	582
Wooroonooran	2016	0
Yarrabah	2016	288
Daintree	2016	596
Port Douglas	2016	754
Atherton	2016	549
Herberton	2016	444
Kuranda	2016	530
Malanda - Yungaburra	2016	552
Mareeba	2016	555
Balonne	2016	662
Chinchilla	2016	643
Goondiwindi	2016	730
Inglewood - Waggamba	2016	537
Miles - Wandoan	2016	718
Roma	2016	818
Roma Region	2016	646
Tara	2016	457
Crows Nest - Rosalie	2016	481
Jondaryan	2016	639
Millmerran	2016	581
Pittsworth	2016	611
Wambo	2016	638
Clifton - Greenmount	2016	552
Southern Downs - East	2016	512
Southern Downs - West	2016	481
Stanthorpe	2016	493
Stanthorpe Region	2016	480
Warwick	2016	538
Central Highlands - East	2016	835
Central Highlands - West	2016	708
Emerald	2016	873
Berserker	2016	549
Bouldercombe	2016	627
Emu Park	2016	557
Frenchville - Mount Archer	2016	704
Glenlee - Rockyview	2016	768
Gracemere	2016	673
Lakes Creek	2016	613
Mount Morgan	2016	443
Norman Gardens	2016	712
Park Avenue	2016	583
Parkhurst - Kawana	2016	671
Rockhampton - West	2016	621
Rockhampton City	2016	486
Rockhampton Region - East	2016	573
Rockhampton Region - North	2016	542
Rockhampton Region - West	2016	662
Shoalwater Bay	2016	364
The Range - Allenstown	2016	610
Yeppoon	2016	635
Banana	2016	677
Biloela	2016	763
Agnes Water - Miriam Vale	2016	452
Boyne Island - Tannum Sands	2016	742
Callemondah	2016	430
Clinton - New Auckland	2016	761
Gladstone	2016	668
Gladstone Hinterland	2016	719
Kin Kora - Sun Valley	2016	714
South Trees	2016	0
Telina - Toolooa	2016	766
West Gladstone	2016	613
Broadbeach Waters	2016	744
Burleigh Heads	2016	715
Burleigh Waters	2016	662
Mermaid Beach - Broadbeach	2016	803
Mermaid Waters	2016	667
Miami	2016	761
Coolangatta	2016	622
Currumbin - Tugun	2016	688
Currumbin Waters	2016	615
Elanora	2016	609
Palm Beach	2016	685
Arundel	2016	615
Biggera Waters	2016	630
Coombabah	2016	532
Labrador	2016	559
Paradise Point - Hollywell	2016	729
Runaway Bay	2016	657
Guanaba - Springbrook	2016	698
Tamborine - Canungra	2016	620
Currumbin Valley - Tallebudgera	2016	653
Mudgeeraba - Bonogin	2016	684
Reedy Creek - Andrews	2016	743
Carrara	2016	683
Highland Park	2016	632
Nerang - Mount Nathan	2016	608
Pacific Pines - Gaven	2016	716
Worongary - Tallai	2016	664
Coomera	2016	746
Helensvale	2016	669
Hope Island	2016	766
Jacobs Well - Alberton	2016	686
Ormeau - Yatala	2016	764
Oxenford - Maudsland	2016	714
Pimpama	2016	751
Upper Coomera - Willow Vale	2016	734
Clear Island Waters	2016	634
Merrimac	2016	679
Robina	2016	642
Varsity Lakes	2016	651
Ashmore	2016	634
Molendinar	2016	592
Parkwood	2016	613
Southport - North	2016	513
Southport - South	2016	574
Benowa	2016	672
Bundall	2016	750
Main Beach	2016	869
Surfers Paradise	2016	637
Darra - Sumner	2016	586
Durack	2016	530
Forest Lake - Doolandella	2016	728
Inala - Richlands	2016	416
Oxley (Qld)	2016	786
Wacol	2016	434
Boonah	2016	569
Esk	2016	444
Lake Manchester - England Creek	2016	0
Lockyer Valley - East	2016	508
Lowood	2016	545
Rosewood	2016	622
Brassall	2016	636
Bundamba	2016	586
Churchill - Yamanto	2016	728
Ipswich - Central	2016	554
Ipswich - East	2016	582
Ipswich - North	2016	753
Karalee - Barellan Point	2016	810
Karana Downs	2016	864
Leichhardt - One Mile	2016	532
North Ipswich - Tivoli	2016	573
Raceview	2016	665
Ripley	2016	875
Riverview	2016	430
Bellbird Park - Brookwater	2016	844
Camira - Gailes	2016	635
Carole Park	2016	649
Collingwood Park - Redbank	2016	656
Goodna	2016	554
New Chum	2016	0
Redbank Plains	2016	648
Springfield	2016	801
Springfield Lakes	2016	892
Beaudesert	2016	524
Beenleigh	2016	531
Eagleby	2016	503
Edens Landing - Holmview	2016	694
Mount Warren Park	2016	636
Wolffdene - Bahrs Scrub	2016	747
Boronia Heights - Park Ridge	2016	548
