SA2_NAME16	Year	averageHouseholdSize
Ludmilla - The Narrows	2011	2.7
Parap	2011	2.5
Stuart Park	2011	2.3
Woolner - Bayview - Winnellie	2011	2.5
Alawa	2011	2.9
Anula	2011	2.9
Berrimah	2011	2.8
Brinkin - Nakara	2011	2.9
Buffalo Creek	2011	1
Charles Darwin	2011	0
Coconut Grove	2011	2.2
East Arm	2011	0
Jingili	2011	2.9
Karama	2011	3.1
Leanyer	2011	2.8
Lyons (NT)	2011	3.2
Malak - Marrara	2011	2.7
Millner	2011	2.5
Moil	2011	3
Nightcliff	2011	2.4
Rapid Creek	2011	2.4
Tiwi	2011	2.6
Wagaman	2011	3.1
Wanguri	2011	3
Wulagi	2011	3
Howard Springs	2011	2.8
Humpty Doo	2011	2.9
Koolpinyah	2011	2
Virginia	2011	2.7
Weddell	2011	2.8
Bakewell	2011	2.7
Driver	2011	2.9
Durack - Marlow Lagoon	2011	3.1
Gray	2011	2.5
Moulden	2011	2.9
Palmerston - North	2011	3
Palmerston - South	2011	0
Rosebery - Bellamack	2011	3
Woodroffe	2011	2.9
Charles	2011	2.6
East Side	2011	2.5
Flynn (NT)	2011	2.7
Larapinta	2011	2.8
Mount Johns	2011	2.4
Petermann - Simpson	2011	2.7
Ross	2011	2.6
Sandover - Plenty	2011	4.2
Tanami	2011	4.4
Yuendumu - Anmatjere	2011	4.1
Barkly	2011	4
Tennant Creek	2011	2.9
Alligator	2011	2.4
Daly	2011	3.5
Thamarrurr	2011	5
Tiwi Islands	2011	4
West Arnhem	2011	5.3
Anindilyakwa	2011	3.9
East Arnhem	2011	5.3
Nhulunbuy	2011	2.9
Elsey	2011	4.1
Gulf	2011	4.4
Katherine	2011	2.7
Victoria River	2011	3.9
Migratory - Offshore - Shipping (NT)	2011	0
No usual address (NT)	2011	0
Aranda	2011	2.6
Belconnen	2011	1.9
Bruce	2011	2.4
Charnwood	2011	2.6
Cook	2011	2.3
Dunlop	2011	3
Evatt	2011	2.8
Florey	2011	2.7
Flynn (ACT)	2011	2.9
Fraser	2011	2.9
Giralang	2011	2.7
Gooromon	2011	0
Hawker	2011	2.4
Higgins	2011	2.6
Holt	2011	2.3
Kaleen	2011	2.8
Latham	2011	2.6
Lawson	2011	0
Macgregor (ACT)	2011	2.7
Macquarie	2011	2.4
McKellar	2011	2.9
Melba	2011	2.7
Page	2011	2.3
Scullin	2011	2.4
Spence	2011	2.8
Weetangera	2011	2.9
Molonglo Corridor	2011	0
West Belconnen	2011	1
Hume	2011	0
Kowen	2011	2.6
Canberra East	2011	1.6
Canberra Airport	2011	2.2
Majura	2011	2.4
Amaroo	2011	3.1
Bonner	2011	2.8
Casey	2011	2.7
Crace	2011	2.3
Forde	2011	3
Franklin	2011	2.9
Gungahlin	2011	2.8
Hall	2011	2.8
Harrison	2011	3.2
Mitchell	2011	1
Ngunnawal	2011	2.6
Nicholls	2011	3.1
Palmerston	2011	2.8
Gungahlin - East	2011	0
Gungahlin - West	2011	0
Jacka	2011	0
Kenny	2011	2
Moncrieff	2011	0
Taylor	2011	0
Throsby	2011	0
Acton	2011	1.7
Ainslie	2011	2.4
Braddon	2011	1.8
Civic	2011	1.7
Dickson	2011	2.4
Downer	2011	2.4
Hackett	2011	2.5
Lyneham	2011	2.1
O'Connor (ACT)	2011	2.5
Turner	2011	1.9
Watson	2011	2.3
Black Mountain	2011	0
Campbell	2011	2.4
Duntroon	2011	2.9
Parkes (ACT) - North	2011	0
Reid	2011	2
Russell	2011	0
Deakin	2011	2.4
Forrest	2011	2.4
Griffith (ACT)	2011	2.2
Lake Burley Griffin	2011	0
Narrabundah	2011	2.3
Parkes (ACT) - South	2011	0
Red Hill (ACT)	2011	2.7
Yarralumla	2011	2.4
Barton	2011	1.9
Fyshwick	2011	2.4
Kingston (ACT)	2011	1.9
Banks	2011	2.9
Bonython	2011	2.7
Calwell	2011	2.8
Chisholm	2011	2.9
Conder	2011	3.1
Fadden	2011	2.9
Gilmore	2011	2.9
Gordon (ACT)	2011	2.8
Gowrie (ACT)	2011	2.8
Greenway	2011	2
Isabella Plains	2011	2.8
Kambah	2011	2.6
Macarthur	2011	3.1
Monash	2011	2.6
Mount Taylor	2011	0
Oxley (ACT)	2011	2.8
Richardson	2011	2.8
Theodore	2011	2.9
Tuggeranong	2011	1.8
Wanniassa	2011	2.7
Tuggeranong - West	2011	0
Chapman	2011	2.9
Duffy	2011	2.7
Fisher	2011	2.5
Holder	2011	2.5
Rivett	2011	2.5
Stirling	2011	2.6
Waramanga	2011	2.4
Weston	2011	2.4
Scrivener	2011	0
Chifley	2011	2.4
Curtin	2011	2.5
Farrer	2011	2.6
Garran	2011	2.5
Hughes	2011	2.4
Isaacs	2011	2.6
Lyons (ACT)	2011	2.2
Mawson	2011	2.2
O'Malley	2011	3.2
Pearce	2011	2.4
Phillip	2011	1.8
Torrens	2011	2.6
Arboretum	2011	0
Coombs	2011	0
Denman Prospect	2011	0
Molonglo	2011	0
Molonglo - North	2011	0
Wright	2011	2
ACT - South West	2011	2.8
Namadgi	2011	2.2
Migratory - Offshore - Shipping (ACT)	2011	0
No usual address (ACT)	2011	0
Christmas Island	2011	2.6
Cocos (Keeling) Islands	2011	3.8
Jervis Bay	2011	3.1
Norfolk Island	2011	0
Migratory - Offshore - Shipping (OT)	2011	0
No usual address (OT)	2011	0
Braidwood	2016	2.3
Karabar	2016	2.6
Queanbeyan	2016	2.1
Queanbeyan - East	2016	2.2
Queanbeyan Region	2016	2.9
Queanbeyan West - Jerrabomberra	2016	2.9
Bombala	2016	2.2
Cooma	2016	2.2
Cooma Region	2016	2.4
Jindabyne - Berridale	2016	2.4
Batemans Bay	2016	2.2
Batemans Bay - South	2016	2.2
Bega - Tathra	2016	2.3
Bega-Eden Hinterland	2016	2.4
Broulee - Tomakin	2016	2.2
Deua - Wadbilliga	2016	1.4
Eden	2016	2.2
Eurobodalla Hinterland	2016	2.4
Merimbula - Tura Beach	2016	2.1
Moruya - Tuross Head	2016	2.2
Narooma - Bermagui	2016	2.1
Goulburn	2016	2.4
Goulburn Region	2016	2.5
Yass	2016	2.5
Yass Region	2016	2.8
Young	2016	2.4
Young Region	2016	2.3
Avoca Beach - Copacabana	2016	2.8
Box Head - MacMasters Beach	2016	2.6
Calga - Kulnura	2016	2.6
Erina - Green Point	2016	2.5
Gosford - Springfield	2016	2.2
Kariong	2016	3
Kincumber - Picketts Valley	2016	2.4
Narara	2016	2.8
Niagara Park - Lisarow	2016	2.9
Point Clare - Koolewong	2016	2.5
Saratoga - Davistown	2016	2.6
Terrigal - North Avoca	2016	2.6
Umina - Booker Bay - Patonga	2016	2.3
Wamberal - Forresters Beach	2016	2.8
Woy Woy - Blackwall	2016	2.2
Wyoming	2016	2.5
Bateau Bay - Killarney Vale	2016	2.6
Blue Haven - San Remo	2016	2.9
Budgewoi - Buff Point - Halekulani	2016	2.3
Chittaway Bay - Tumbi Umbi	2016	2.7
Gorokan - Kanwal - Charmhaven	2016	2.5
Jilliby - Yarramalong	2016	3
Lake Munmorah - Mannering Park	2016	2.3
Ourimbah - Fountaindale	2016	2.8
Summerland Point - Gwandalan	2016	2.5
The Entrance	2016	2.1
Toukley - Norah Head	2016	2.2
Tuggerah - Kangy Angy	2016	2.8
Warnervale - Wadalba	2016	3.1
Wyong	2016	2.5
Bathurst	2016	2.4
Bathurst - East	2016	2.8
Bathurst Region	2016	2.6
Oberon	2016	2.4
Condobolin	2016	2.4
Cowra	2016	2.3
Cowra Region	2016	2.3
Forbes	2016	2.4
Grenfell	2016	2.2
Parkes (NSW)	2016	2.5
Parkes Region	2016	2.4
West Wyalong	2016	2.4
Lithgow	2016	2.2
Lithgow Region	2016	2.4
Mudgee	2016	2.5
Mudgee Region - East	2016	2.2
Mudgee Region - West	2016	2.4
Wollangambe - Wollemi	2016	0
Blayney	2016	2.5
Orange	2016	2.2
Orange - North	2016	2.7
Orange Region	2016	2.7
Grafton	2016	2.3
Grafton Region	2016	2.5
Maclean - Yamba - Iluka	2016	2.2
Bellingen	2016	2.5
Coffs Harbour - North	2016	2.4
Coffs Harbour - South	2016	2.2
Coramba - Nana Glen - Bucca	2016	2.8
Dorrigo	2016	2.2
Korora - Emerald Beach	2016	2.7
Sawtell - Boambee	2016	2.5
Urunga	2016	2.2
Woolgoolga - Arrawarra	2016	2.5
Bourke - Brewarrina	2016	2.5
Cobar	2016	2.4
Coonamble	2016	2.4
Nyngan - Warren	2016	2.3
Walgett - Lightning Ridge	2016	2.3
Broken Hill	2016	2.2
Far West	2016	2.5
Coonabarabran	2016	2.3
Dubbo - East	2016	2.6
Dubbo - South	2016	2.4
Dubbo - West	2016	2.6
Dubbo Region	2016	2.8
Gilgandra	2016	2.4
Narromine	2016	2.5
Wellington	2016	2.4
Branxton - Greta - Pokolbin	2016	2.7
Cessnock	2016	2.5
Cessnock Region	2016	2.7
Dungog	2016	2.5
Kurri Kurri - Abermain	2016	2.6
Singleton	2016	2.6
Singleton Region	2016	2.8
Maitland	2016	2.6
Maitland - East	2016	2.5
Maitland - North	2016	2.8
Maitland - West	2016	2.7
Thornton - Millers Forest	2016	2.9
Anna Bay	2016	2.5
Lemon Tree Passage - Tanilba Bay	2016	2.4
Nelson Bay Peninsula	2016	2.3
Raymond Terrace	2016	2.5
Seaham - Woodville	2016	3
Tea Gardens - Hawks Nest	2016	2
Williamtown - Medowie - Karuah	2016	2.8
Muswellbrook	2016	2.5
Muswellbrook Region	2016	2.6
Scone	2016	2.4
Scone Region	2016	2.4
Dapto - Avondale	2016	2.6
Horsley - Kembla Grange	2016	3.1
Port Kembla Industrial	2016	0
Unanderra - Mount Kembla	2016	2.8
Berkeley - Lake Heights - Cringila	2016	2.6
Port Kembla - Warrawong	2016	2.4
Windang - Primbee	2016	2.2
Illawarra Catchment Reserve	2016	0
Albion Park - Macquarie Pass	2016	3
Albion Park Rail	2016	2.6
Kiama	2016	2.3
Kiama Downs - Minnamurra	2016	2.8
Kiama Hinterland - Gerringong	2016	2.6
Shellharbour - Flinders	2016	3
Shellharbour - Oak Flats	2016	2.6
Warilla	2016	2.5
Balgownie - Fairy Meadow	2016	2.5
Corrimal - Tarrawanna - Bellambi	2016	2.4
Figtree - Keiraville	2016	2.7
Helensburgh	2016	3
Thirroul - Austinmer - Coalcliff	2016	2.7
Woonona - Bulli - Russell Vale	2016	2.6
Wollongong - East	2016	1.9
Wollongong - West	2016	2.5
Bulahdelah - Stroud	2016	2.4
Forster	2016	2.1
Forster-Tuncurry Region	2016	2.4
Tuncurry	2016	1.9
Kempsey	2016	2.5
Kempsey Region	2016	2.4
Macksville - Scotts Head	2016	2.3
Nambucca Heads	2016	2
Nambucca Heads Region	2016	2.4
South West Rocks	2016	2.1
Lord Howe Island	2016	2.2
Laurieton - Bonny Hills	2016	2.2
Port Macquarie - East	2016	2.3
Port Macquarie - West	2016	2.2
Port Macquarie Region	2016	2.6
Wauchope	2016	2.6
Gloucester	2016	2.2
Old Bar - Manning Point - Red Head	2016	2.4
Taree	2016	2.3
Taree Region	2016	2.3
Wingham	2016	2.4
Albury - East	2016	2.6
Albury - North	2016	2.4
Albury - South	2016	2.1
Albury Region	2016	2.6
Lavington	2016	2.2
Hay	2016	2.3
Wentworth - Buronga	2016	2.4
Wentworth-Balranald Region	2016	2.5
Corowa	2016	2.2
Corowa Region	2016	2.3
Deniliquin	2016	2.2
Deniliquin Region	2016	2.3
Moama	2016	2.3
Tocumwal - Finley - Jerilderie	2016	2.2
Armidale	2016	2.4
Armidale Region - North	2016	2.5
Armidale Region - South	2016	2.4
Walcha	2016	2.3
Glen Innes	2016	2.2
Inverell	2016	2.4
Inverell Region - East	2016	2.5
Inverell Region - West	2016	2.3
Tenterfield	2016	2.1
Moree	2016	2.4
Moree Region	2016	2.6
Narrabri	2016	2.5
Narrabri Region	2016	2.5
Gunnedah	2016	2.4
Gunnedah Region	2016	2.5
Quirindi	2016	2.3
Tamworth - East	2016	2.4
Tamworth - North	2016	2.3
Tamworth - West	2016	2.7
Tamworth Region	2016	2.5
Belmont - Bennetts Green	2016	2.5
Belmont South - Blacksmiths	2016	2.3
Charlestown - Dudley	2016	2.5
Glendale - Cardiff - Hillsborough	2016	2.6
Mount Hutton - Windale	2016	2.4
Redhead	2016	2.4
Swansea - Caves Beach	2016	2.4
Valentine - Eleebana	2016	2.7
Warners Bay - Boolaroo	2016	2.4
Bolton Point - Teralba	2016	2.5
Bonnells Bay - Silverwater	2016	2.6
Edgeworth - Cameron Park	2016	2.8
Morisset - Cooranbong	2016	2.5
Toronto - Awaba	2016	2.4
Wangi Wangi - Rathmines	2016	2.5
West Wallsend - Barnsley - Killingworth	2016	2.8
Adamstown - Kotara	2016	2.6
Beresfield - Hexham	2016	2.5
Hamilton - Broadmeadow	2016	2.3
Lambton - New Lambton	2016	2.4
Maryland - Fletcher - Minmi	2016	3
Mayfield - Warabrook	2016	2.3
Merewether - The Junction	2016	2.4
Newcastle - Cooks Hill	2016	2
Newcastle Port - Kooragang	2016	1.6
Shortland - Jesmond	2016	2.5
Stockton - Fullerton Cove	2016	2.3
Wallsend - Elermore Vale	2016	2.4
Waratah - North Lambton	2016	2.3
Wickham - Carrington - Tighes Hill	2016	2.1
Ballina	2016	2.1
Ballina Region	2016	2.5
Bangalow	2016	2.5
Brunswick Heads - Ocean Shores	2016	2.3
Byron Bay	2016	2.4
Evans Head	2016	2.2
Lennox Head - Skennars Head	2016	2.6
Mullumbimby	2016	2.4
Casino	2016	2.4
Casino Region	2016	2.5
Goonellabah	2016	2.4
Kyogle	2016	2.2
Lismore	2016	2.3
Lismore Region	2016	2.5
Kingscliff - Fingal Head	2016	2.4
Murwillumbah	2016	2.4
Murwillumbah Region	2016	2.6
Pottsville	2016	2.6
Tweed Heads	2016	2.2
Banora Point	2016	2.4
Terranora - North Tumblegum	2016	3
Tweed Heads South	2016	2.1
Griffith (NSW)	2016	2.6
Griffith Region	2016	2.6
Leeton	2016	2.5
Narrandera	2016	2.3
Tumbarumba	2016	2.3
Tumut	2016	2.3
Tumut Region	2016	2.4
Cootamundra	2016	2.2
Gundagai	2016	2.4
Junee	2016	2.5
Temora	2016	2.4
Wagga Wagga - East	2016	2.6
Wagga Wagga - North	2016	2.8
Wagga Wagga - South	2016	2.6
Wagga Wagga - West	2016	2.2
Wagga Wagga Region	2016	2.6
Berry - Kangaroo Valley	2016	2.2
Callala Bay - Currarong	2016	2.4
Culburra Beach	2016	2.2
Ettrema - Sassafras - Budawang	2016	1.8
Huskisson - Vincentia	2016	2.1
North Nowra - Bomaderry	2016	2.4
Nowra	2016	2.5
St Georges Basin - Erowal Bay	2016	2.3
Sussex Inlet - Berrara	2016	2
Tomerong - Wandandian - Woollamia	2016	2.7
Ulladulla	2016	2.2
Ulladulla Region	2016	2.2
Bowral	2016	2.3
Hill Top - Colo Vale	2016	2.9
Mittagong	2016	2.4
Moss Vale - Berrima	2016	2.4
Robertson - Fitzroy Falls	2016	2.5
Southern Highlands	2016	2.4
Baulkham Hills (East)	2016	2.9
Baulkham Hills (West) - Bella Vista	2016	3.3
Glenhaven	2016	3
West Pennant Hills	2016	3.3
Castle Hill - Central	2016	2.9
Castle Hill - East	2016	2.7
Castle Hill - North	2016	3.1
Castle Hill - South	2016	3
Castle Hill - West	2016	3.4
Cherrybrook	2016	3.2
Kellyville	2016	3.4
Dural - Kenthurst - Wisemans Ferry	2016	3.2
Galston - Laughtondale	2016	3
Bilpin - Colo - St Albans	2016	2.5
Kurrajong Heights - Ebenezer	2016	3
Pitt Town - McGraths Hill	2016	3.1
Rouse Hill - Beaumont Hills	2016	3.5
Blacktown (East) - Kings Park	2016	2.8
Blacktown (North) - Marayong	2016	3
Doonside - Woodcroft	2016	3.3
Lalor Park - Kings Langley	2016	2.8
Seven Hills - Toongabbie	2016	3
Blacktown (South)	2016	3
Blacktown (West)	2016	3.1
Glenwood	2016	3.6
Parklea - Kellyville Ridge	2016	3.4
Riverstone - Marsden Park	2016	3
Acacia Gardens	2016	3.4
Quakers Hill	2016	3.2
Bidwill - Hebersham - Emerton	2016	3.1
Glendenning - Dean Park	2016	3.4
Hassall Grove - Plumpton	2016	3.5
Lethbridge Park - Tregear	2016	3
Mount Druitt - Whalan	2016	3.1
Prospect Reservoir	2016	0
Rooty Hill - Minchinbury	2016	3.4
Banksmeadow	2016	0
Botany	2016	2.8
Mascot - Eastlakes	2016	2.6
Pagewood - Hillsdale - Daceyville	2016	2.6
Port Botany Industrial	2016	0
Sydney Airport	2016	0
Marrickville	2016	2.5
Petersham - Stanmore	2016	2.3
Sydenham - Tempe - St Peters	2016	2.6
Darlinghurst	2016	1.8
Erskineville - Alexandria	2016	2.1
Glebe - Forest Lodge	2016	2
Newtown - Camperdown - Darlington	2016	2.1
Potts Point - Woolloomooloo	2016	1.6
Pyrmont - Ultimo	2016	2.2
Redfern - Chippendale	2016	2
Surry Hills	2016	1.9
Sydney - Haymarket - The Rocks	2016	2.4
Waterloo - Beaconsfield	2016	2.2
Bondi - Tamarama - Bronte	2016	2.4
Bondi Beach - North Bondi	2016	2.3
Bondi Junction - Waverly	2016	2.3
Centennial Park	2016	0
Double Bay - Bellevue Hill	2016	2.2
Dover Heights	2016	2.6
Paddington - Moore Park	2016	2.1
Rose Bay - Vaucluse - Watsons Bay	2016	2.7
Woollahra	2016	2.2
Coogee - Clovelly	2016	2.4
Malabar - La Perouse - Chifley	2016	2.7
Kensington (NSW)	2016	2.4
Kingsford	2016	2.7
Maroubra - North	2016	2.7
Maroubra - South	2016	2.3
Maroubra - West	2016	2.7
Randwick - North	2016	2.3
Randwick - South	2016	2.4
Bass Hill - Georges Hall	2016	3.1
Chullora	2016	3.3
Condell Park	2016	3.4
Greenacre - Mount Lewis	2016	3.4
Padstow	2016	2.8
Panania - Milperra - Picnic Point	2016	2.9
Revesby	2016	2.9
Yagoona - Birrong	2016	3.2
Bankstown - North	2016	3
Bankstown - South	2016	3.2
Belmore - Belfield	2016	2.9
Canterbury (South) - Campsie	2016	2.9
Kingsgrove (North) - Earlwood	2016	2.9
Punchbowl	2016	3.3
Roselands	2016	3
Lakemba	2016	3.2
Wiley Park	2016	3.1
Hurstville	2016	3
Mortdale - Penshurst	2016	2.7
Narwee - Beverly Hills	2016	2.8
Oatley - Hurstville Grove	2016	2.9
Peakhurst - Lugarno	2016	2.9
Riverwood	2016	2.6
South Hurstville - Blakehurst	2016	3
Arncliffe - Bardwell Valley	2016	2.7
Bexley	2016	2.9
Kingsgrove (South) - Bardwell Park	2016	2.9
Kogarah	2016	2.7
Kogarah Bay - Carlton - Allawah	2016	2.8
Monterey - Brighton-le-Sands - Kyeemagh	2016	2.4
Rockdale - Banksia	2016	2.8
Sans Souci - Ramsgate	2016	2.4
Concord - Mortlake - Cabarita	2016	2.7
Concord West - North Strathfield	2016	2.6
Drummoyne - Rodd Point	2016	2.5
Five Dock - Abbotsford	2016	2.5
Balmain	2016	2.3
Leichhardt - Annandale	2016	2.4
Lilyfield - Rozelle	2016	2.4
Ashfield	2016	2.5
Burwood - Croydon	2016	2.8
Canterbury (North) - Ashbury	2016	2.7
Croydon Park - Enfield	2016	2.8
Dulwich Hill - Lewisham	2016	2.3
Haberfield - Summer Hill	2016	2.5
Homebush	2016	2.8
Strathfield	2016	3
Strathfield South	2016	2.9
Chatswood (East) - Artarmon	2016	2.6
Chatswood (West) - Lane Cove North	2016	2.5
Lane Cove - Greenwich	2016	2.6
St Leonards - Naremburn	2016	2.2
Willoughby - Castle Cove - Northbridge	2016	2.9
Asquith - Mount Colah	2016	3
Berowra - Brooklyn - Cowan	2016	3
Normanhurst - Thornleigh - Westleigh	2016	3
Hornsby - East	2016	2.5
Hornsby - West	2016	2.8
Waitara - Wahroonga (West)	2016	2.6
Gordon - Killara	2016	2.9
Lindfield - Roseville	2016	3
Pymble	2016	3.1
St Ives	2016	3
Turramurra	2016	2.8
Wahroonga (East) - Warrawee	2016	3
Cremorne - Cammeray	2016	2.2
Crows Nest - Waverton	2016	2.1
Mosman	2016	2.4
Neutral Bay - Kirribilli	2016	1.9
North Sydney - Lavender Bay	2016	2
Balgowlah - Clontarf - Seaforth	2016	2.9
Manly - Fairlight	2016	2.3
Avalon - Palm Beach	2016	2.7
Bayview - Elanora Heights	2016	2.8
Newport - Bilgola	2016	2.8
Warriewood - Mona Vale	2016	2.8
Beacon Hill - Narraweena	2016	3
Cromer	2016	2.9
Dee Why - North Curl Curl	2016	2.4
Forestville - Killarney Heights	2016	3
Frenchs Forest - Belrose	2016	3.1
Freshwater - Brookvale	2016	2.6
Manly Vale - Allambie Heights	2016	2.8
Narrabeen - Collaroy	2016	2.5
Terrey Hills - Duffys Forest	2016	3.2
Camden - Ellis Lane	2016	2.8
Elderslie - Harrington Park	2016	3.2
Mount Annan - Currans Hill	2016	3.2
Bradbury - Wedderburn	2016	2.9
Campbelltown - Woodbine	2016	2.7
Claymore - Eagle Vale - Raby	2016	3.1
Holsworthy Military Area	2016	0
Ingleburn - Denham Court	2016	2.9
Leumeah - Minto Heights	2016	2.8
Macquarie Fields - Glenfield	2016	3
Minto - St Andrews	2016	3.1
Rosemeadow - Glen Alpine	2016	3.1
Bargo	2016	2.9
Douglas Park - Appin	2016	3.1
Picton - Tahmoor - Buxton	2016	2.9
The Oaks - Oakdale	2016	3.2
Blackheath - Megalong Valley	2016	2.1
Blaxland - Warrimoo - Lapstone	2016	2.8
Blue Mountains - North	2016	2
Katoomba - Leura	2016	2.1
Lawson - Hazelbrook - Linden	2016	2.6
Springwood - Winmalee	2016	2.7
Wentworth Falls	2016	2.3
Blue Mountains - South	2016	1
Cambridge Park	2016	2.9
Castlereagh - Cranebrook	2016	3.1
Emu Plains - Leonay	2016	2.8
Glenmore Park - Regentville	2016	3.2
Jamisontown - South Penrith	2016	2.6
Kingswood - Werrington	2016	2.7
Mulgoa - Luddenham - Orchard Hills	2016	3.2
Penrith	2016	2.2
Warragamba - Silverdale	2016	3.1
Richmond - Clarendon	2016	2.5
Windsor - Bligh Park	2016	2.7
Yarramundi - Londonderry	2016	3.4
Erskine Park	2016	3.3
St Clair	2016	3.1
Colyton - Oxley Park	2016	2.9
St Marys - North St Marys	2016	2.6
Homebush Bay - Silverwater	2016	2.4
Rookwood Cemetery	2016	0
Auburn - Central	2016	3.7
Auburn - North	2016	3.3
Auburn - South	2016	3.6
Berala	2016	3.2
Lidcombe	2016	3.2
Regents Park	2016	3.1
Carlingford	2016	3
Ermington - Rydalmere	2016	2.9
Oatlands - Dundas Valley	2016	2.8
Chester Hill - Sefton	2016	3.2
Fairfield - East	2016	3.2
Granville - Clyde	2016	3.2
Greystanes - Pemulwuy	2016	3
Guildford - South Granville	2016	3.3
Guildford West - Merrylands West	2016	3
Merrylands - Holroyd	2016	3
Smithfield Industrial	2016	1
Yennora Industrial	2016	0
North Parramatta	2016	2.5
North Rocks	2016	3.1
Northmead	2016	2.6
Parramatta - Rosehill	2016	2.7
Toongabbie - Constitution Hill	2016	2.8
Winston Hills	2016	3
Pendle Hill - Girraween	2016	3
Wentworthville - Westmead	2016	2.9
Epping - North Epping	2016	3
Pennant Hills - Cheltenham	2016	3
Eastwood - Denistone	2016	3
Gladesville - Huntleys Point	2016	2.5
Hunters Hill - Woolwich	2016	2.8
Macquarie Park - Marsfield	2016	2.4
North Ryde - East Ryde	2016	3
West Ryde - Meadowbank	2016	2.5
Putney	2016	3.1
Ryde	2016	2.6
Ashcroft - Busby - Miller	2016	3.1
Austral - Greendale	2016	3.3
Cobbitty - Leppington	2016	3.1
Badgerys Creek	2016	2.2
Cecil Hills	2016	3.7
Green Valley	2016	3.6
Hinchinbrook	2016	3.7
Hoxton Park - Carnes Hill - Horningsea Park	2016	3.6
West Hoxton - Middleton Grange	2016	3.7
Bonnyrigg Heights - Bonnyrigg	2016	3.5
Bossley Park - Abbotsbury	2016	3.4
Cabramatta - Lansvale	2016	3.1
Cabramatta West - Mount Pritchard	2016	3.3
Canley Vale - Canley Heights	2016	3.3
Edensor Park	2016	3.5
Fairfield	2016	3
Fairfield - West	2016	3.4
Greenfield Park - Prairiewood	2016	3.5
Horsley Park - Kemps Creek	2016	3.4
Smithfield - Wetherill Park	2016	3.1
St Johns Park - Wakeley	2016	3.4
Wetherill Park Industrial	2016	1.4
Casula	2016	3.2
Chipping Norton - Moorebank	2016	3.1
Holsworthy - Wattle Grove	2016	3.2
Liverpool	2016	2.8
Lurnea - Cartwright	2016	3
Prestons - Edmondson Park	2016	3.7
Warwick Farm	2016	2.4
Gymea - Grays Point	2016	2.8
Miranda - Yowie Bay	2016	2.6
Sylvania - Taren Point	2016	2.7
Caringbah	2016	2.3
Caringbah South	2016	2.9
Cronulla - Kurnell - Bundeena	2016	2.3
Lilli Pilli - Port Hacking - Dolans Bay	2016	3.2
Woolaware - Burraneer	2016	2.9
Heathcote - Waterfall	2016	2.8
Illawong - Alfords Point	2016	3.2
Menai - Lucas Heights - Woronora	2016	3.1
Oyster Bay - Como - Jannali	2016	2.9
Royal National Park	2016	0
Sutherland - Kirrawee	2016	2.4
Engadine	2016	2.9
Loftus - Yarrawarrah	2016	3
Woronora Heights	2016	3.3
Migratory - Offshore - Shipping (NSW)	2016	0
No usual address (NSW)	2016	0
Alfredton	2016	2.8
Ballarat	2016	2.3
Ballarat - North	2016	2.3
Ballarat - South	2016	2.2
Buninyong	2016	2.8
Delacombe	2016	2.6
Smythes Creek	2016	3
Wendouree - Miners Rest	2016	2.3
Bacchus Marsh Region	2016	2.6
Creswick - Clunes	2016	2.3
Daylesford	2016	2.2
Gordon (Vic.)	2016	2.6
Avoca	2016	2.2
Beaufort	2016	2.3
Golden Plains - North	2016	2.5
Maryborough (Vic.)	2016	2.1
Maryborough Region	2016	2.2
Bendigo	2016	2.2
California Gully - Eaglehawk	2016	2.4
East Bendigo - Kennington	2016	2.3
Flora Hill - Spring Gully	2016	2.3
Kangaroo Flat - Golden Square	2016	2.3
Maiden Gully	2016	3.1
Strathfieldsaye	2016	3
White Hills - Ascot	2016	2.7
Bendigo Region - South	2016	2.8
Castlemaine	2016	2.2
Castlemaine Region	2016	2.3
Heathcote	2016	2.2
Kyneton	2016	2.4
Woodend	2016	2.6
Bendigo Region - North	2016	2.5
Loddon	2016	2.2
Bannockburn	2016	3.1
Golden Plains - South	2016	2.8
Winchelsea	2016	2.7
Belmont	2016	2.3
Corio - Norlane	2016	2.4
Geelong	2016	2.1
Geelong West - Hamlyn Heights	2016	2.3
Grovedale	2016	2.6
Highton	2016	2.7
Lara	2016	2.8
Leopold	2016	2.6
Newcomb - Moolap	2016	2.3
Newtown (Vic.)	2016	2.5
North Geelong - Bell Park	2016	2.4
Clifton Springs	2016	2.5
Lorne - Anglesea	2016	2.2
Ocean Grove - Barwon Heads	2016	2.6
Portarlington	2016	2.1
Point Lonsdale - Queenscliff	2016	2.2
Torquay	2016	2.7
Alexandra	2016	2.1
Euroa	2016	2.1
Kilmore - Broadford	2016	2.6
Mansfield (Vic.)	2016	2.3
Nagambie	2016	2.2
Seymour	2016	2.3
Seymour Region	2016	2.7
Upper Yarra Valley	2016	1.9
Yea	2016	2.2
Benalla	2016	2.1
Benalla Region	2016	2.4
Rutherglen	2016	2.3
Wangaratta	2016	2.3
Wangaratta Region	2016	2.5
Beechworth	2016	2.3
Bright - Mount Beauty	2016	2.2
Chiltern - Indigo Valley	2016	2.5
Myrtleford	2016	2.3
Towong	2016	2.3
West Wodonga	2016	2.5
Wodonga	2016	2.4
Yackandandah	2016	2.7
Drouin	2016	2.5
Mount Baw Baw Region	2016	2.5
Trafalgar (Vic.)	2016	2.5
Warragul	2016	2.5
Alps - East	2016	0
Bairnsdale	2016	2.3
Bruthen - Omeo	2016	2.4
Lake King	2016	0
