SA2_NAME16	Year	overseas_visitors
Mitcham (SA)	2011	94
Mitcham (SA)	2016	152
Panorama	2006	62
Panorama	2011	64
Panorama	2016	85
Aberfoyle Park	2006	74
Aberfoyle Park	2011	47
Aberfoyle Park	2016	51
Aldinga	2006	30
Aldinga	2011	38
Aldinga	2016	37
Christie Downs	2006	21
Christie Downs	2011	25
Christie Downs	2016	20
Christies Beach	2006	20
Christies Beach	2011	34
Christies Beach	2016	45
Clarendon	2006	11
Clarendon	2011	5
Clarendon	2016	0
Coromandel Valley	2006	32
Coromandel Valley	2011	21
Coromandel Valley	2016	21
Flagstaff Hill	2006	64
Flagstaff Hill	2011	48
Flagstaff Hill	2016	93
Hackham - Onkaparinga Hills	2006	7
Hackham - Onkaparinga Hills	2011	24
Hackham - Onkaparinga Hills	2016	19
Hackham West - Huntfield Heights	2006	12
Hackham West - Huntfield Heights	2011	13
Hackham West - Huntfield Heights	2016	17
Happy Valley	2006	61
Happy Valley	2011	42
Happy Valley	2016	63
Happy Valley Reservoir	2006	0
Happy Valley Reservoir	2011	0
Happy Valley Reservoir	2016	0
Lonsdale	2006	0
Lonsdale	2011	0
Lonsdale	2016	0
McLaren Vale	2006	21
McLaren Vale	2011	31
McLaren Vale	2016	24
Morphett Vale - East	2006	39
Morphett Vale - East	2011	38
Morphett Vale - East	2016	54
Morphett Vale - West	2006	22
Morphett Vale - West	2011	19
Morphett Vale - West	2016	31
Reynella	2006	23
Reynella	2011	34
Reynella	2016	61
Seaford (SA)	2006	47
Seaford (SA)	2011	55
Seaford (SA)	2016	84
Willunga	2006	13
Willunga	2011	13
Willunga	2016	15
Woodcroft	2006	40
Woodcroft	2011	35
Woodcroft	2016	50
Beverley	2006	16
Beverley	2011	29
Beverley	2016	54
Flinders Park	2006	38
Flinders Park	2011	52
Flinders Park	2016	86
Henley Beach	2006	56
Henley Beach	2011	62
Henley Beach	2016	88
Hindmarsh - Brompton	2006	76
Hindmarsh - Brompton	2011	95
Hindmarsh - Brompton	2016	169
Royal Park - Hendon - Albert Park	2006	5
Royal Park - Hendon - Albert Park	2011	13
Royal Park - Hendon - Albert Park	2016	36
Seaton - Grange	2006	51
Seaton - Grange	2011	38
Seaton - Grange	2016	76
West Lakes	2006	75
West Lakes	2011	89
West Lakes	2016	70
Woodville - Cheltenham	2006	39
Woodville - Cheltenham	2011	73
Woodville - Cheltenham	2016	125
Dry Creek - South	2006	0
Dry Creek - South	2011	0
Dry Creek - South	2016	0
Largs Bay - Semaphore	2006	44
Largs Bay - Semaphore	2011	53
Largs Bay - Semaphore	2016	59
North Haven	2006	59
North Haven	2011	38
North Haven	2016	58
Port Adelaide	2006	27
Port Adelaide	2011	32
Port Adelaide	2016	77
The Parks	2006	78
The Parks	2011	133
The Parks	2016	275
Torrens Island	2006	0
Torrens Island	2011	0
Torrens Island	2016	0
Adelaide Airport	2006	0
Adelaide Airport	2011	0
Adelaide Airport	2016	0
Fulham	2006	9
Fulham	2011	12
Fulham	2016	18
Lockleys	2006	73
Lockleys	2011	67
Lockleys	2016	129
Plympton	2006	181
Plympton	2011	216
Plympton	2016	244
Richmond (SA)	2006	79
Richmond (SA)	2011	131
Richmond (SA)	2016	196
West Beach	2006	40
West Beach	2011	52
West Beach	2016	48
Barossa - Angaston	2006	23
Barossa - Angaston	2011	34
Barossa - Angaston	2016	23
Light	2006	54
Light	2011	22
Light	2016	47
Lyndoch	2006	13
Lyndoch	2011	11
Lyndoch	2016	16
Mallala	2006	0
Mallala	2011	3
Mallala	2016	3
Nuriootpa	2006	16
Nuriootpa	2011	22
Nuriootpa	2016	16
Tanunda	2006	36
Tanunda	2011	38
Tanunda	2016	61
Clare	2006	11
Clare	2011	27
Clare	2016	20
Gilbert Valley	2006	14
Gilbert Valley	2011	10
Gilbert Valley	2016	11
Goyder	2006	14
Goyder	2011	12
Goyder	2016	13
Wakefield - Barunga West	2006	35
Wakefield - Barunga West	2011	58
Wakefield - Barunga West	2016	32
Jamestown	2006	3
Jamestown	2011	8
Jamestown	2016	16
Peterborough - Mount Remarkable	2006	18
Peterborough - Mount Remarkable	2011	17
Peterborough - Mount Remarkable	2016	25
Port Pirie	2006	19
Port Pirie	2011	19
Port Pirie	2016	44
Port Pirie Region	2006	0
Port Pirie Region	2011	3
Port Pirie Region	2016	3
Kadina	2006	13
Kadina	2011	7
Kadina	2016	12
Moonta	2006	4
Moonta	2011	5
Moonta	2016	3
Wallaroo	2006	0
Wallaroo	2011	9
Wallaroo	2016	15
Yorke Peninsula - North	2006	7
Yorke Peninsula - North	2011	13
Yorke Peninsula - North	2016	8
Yorke Peninsula - South	2006	5
Yorke Peninsula - South	2011	11
Yorke Peninsula - South	2016	7
Ceduna	2006	13
Ceduna	2011	6
Ceduna	2016	12
Eyre Peninsula	2006	12
Eyre Peninsula	2011	8
Eyre Peninsula	2016	19
Kimba - Cleve - Franklin Harbour	2006	5
Kimba - Cleve - Franklin Harbour	2011	15
Kimba - Cleve - Franklin Harbour	2016	10
Le Hunte - Elliston	2006	5
Le Hunte - Elliston	2011	10
Le Hunte - Elliston	2016	9
Port Lincoln	2006	26
Port Lincoln	2011	22
Port Lincoln	2016	55
West Coast (SA)	2006	9
West Coast (SA)	2011	19
West Coast (SA)	2016	51
Western	2006	0
Western	2011	0
Western	2016	10
Whyalla	2006	64
Whyalla	2011	37
Whyalla	2016	50
Whyalla - North	2006	0
Whyalla - North	2011	0
Whyalla - North	2016	0
APY Lands	2006	7
APY Lands	2011	0
APY Lands	2016	6
Coober Pedy	2006	92
Coober Pedy	2011	20
Coober Pedy	2016	55
Quorn - Lake Gilles	2006	7
Quorn - Lake Gilles	2011	35
Quorn - Lake Gilles	2016	8
Outback	2006	142
Outback	2011	103
Outback	2016	109
Port Augusta	2006	27
Port Augusta	2011	41
Port Augusta	2016	104
Roxby Downs	2006	18
Roxby Downs	2011	29
Roxby Downs	2016	10
Goolwa - Port Elliot	2006	42
Goolwa - Port Elliot	2011	22
Goolwa - Port Elliot	2016	28
Kangaroo Island	2006	187
Kangaroo Island	2011	241
Kangaroo Island	2016	262
Strathalbyn	2006	25
Strathalbyn	2011	22
Strathalbyn	2016	20
Strathalbyn Region	2006	14
Strathalbyn Region	2011	22
Strathalbyn Region	2016	25
Victor Harbor	2006	47
Victor Harbor	2011	79
Victor Harbor	2016	59
Yankalilla	2006	29
Yankalilla	2011	24
Yankalilla	2016	36
Grant	2006	15
Grant	2011	5
Grant	2016	19
Kingston - Robe	2006	20
Kingston - Robe	2011	25
Kingston - Robe	2016	59
Millicent	2006	5
Millicent	2011	5
Millicent	2016	21
Naracoorte	2006	29
Naracoorte	2011	36
Naracoorte	2016	68
Naracoorte Region	2006	4
Naracoorte Region	2011	6
Naracoorte Region	2016	0
Penola	2006	19
Penola	2011	18
Penola	2016	46
Tatiara	2006	47
Tatiara	2011	70
Tatiara	2016	34
Wattle Range	2006	3
Wattle Range	2011	3
Wattle Range	2016	0
Mount Gambier - East	2006	50
Mount Gambier - East	2011	41
Mount Gambier - East	2016	63
Mount Gambier - West	2006	52
Mount Gambier - West	2011	35
Mount Gambier - West	2016	40
Barmera	2006	23
Barmera	2011	19
Barmera	2016	51
Berri	2006	42
Berri	2011	27
Berri	2016	62
Karoonda - Lameroo	2006	16
Karoonda - Lameroo	2011	21
Karoonda - Lameroo	2016	65
Loxton	2006	28
Loxton	2011	52
Loxton	2016	39
Loxton Region	2006	27
Loxton Region	2011	14
Loxton Region	2016	8
Mannum	2006	35
Mannum	2011	28
Mannum	2016	20
Murray Bridge	2006	25
Murray Bridge	2011	60
Murray Bridge	2016	166
Murray Bridge Region	2006	9
Murray Bridge Region	2011	5
Murray Bridge Region	2016	8
Renmark	2006	31
Renmark	2011	70
Renmark	2016	67
Renmark Region	2006	14
Renmark Region	2011	29
Renmark Region	2016	218
The Coorong	2006	22
The Coorong	2011	31
The Coorong	2016	32
Waikerie	2006	37
Waikerie	2011	23
Waikerie	2016	43
Migratory - Offshore - Shipping (SA)	2006	35
Migratory - Offshore - Shipping (SA)	2011	35
Migratory - Offshore - Shipping (SA)	2016	18
No usual address (SA)	2006	0
No usual address (SA)	2011	0
No usual address (SA)	2016	0
Augusta	2006	52
Augusta	2011	58
Augusta	2016	96
Busselton	2006	163
Busselton	2011	139
Busselton	2016	299
Busselton Region	2006	138
Busselton Region	2011	134
Busselton Region	2016	172
Margaret River	2006	232
Margaret River	2011	203
Margaret River	2016	424
Australind - Leschenault	2006	24
Australind - Leschenault	2011	58
Australind - Leschenault	2016	69
Capel	2006	15
Capel	2011	21
Capel	2016	15
College Grove - Carey Park	2006	17
College Grove - Carey Park	2011	31
College Grove - Carey Park	2016	18
Collie	2006	8
Collie	2011	22
Collie	2016	20
Dardanup	2006	28
Dardanup	2011	8
Dardanup	2016	9
Davenport	2006	0
Davenport	2011	0
Davenport	2016	0
Eaton - Pelican Point	2006	15
Eaton - Pelican Point	2011	18
Eaton - Pelican Point	2016	60
Harvey	2006	32
Harvey	2011	58
Harvey	2016	74
East Bunbury - Glen Iris	2006	7
East Bunbury - Glen Iris	2011	15
East Bunbury - Glen Iris	2016	38
Waroona	2006	10
Waroona	2011	13
Waroona	2016	7
Dalyellup	2006	4
Dalyellup	2011	26
Dalyellup	2016	42
Gelorup - Stratham	2006	11
Gelorup - Stratham	2011	12
Gelorup - Stratham	2016	11
South Bunbury - Bunbury	2006	56
South Bunbury - Bunbury	2011	119
South Bunbury - Bunbury	2016	127
Withers - Usher	2006	13
Withers - Usher	2011	6
Withers - Usher	2016	26
Bridgetown - Boyup Brook	2006	36
Bridgetown - Boyup Brook	2011	13
Bridgetown - Boyup Brook	2016	36
Donnybrook - Balingup	2006	34
Donnybrook - Balingup	2011	103
Donnybrook - Balingup	2016	65
Manjimup	2006	45
Manjimup	2011	23
Manjimup	2016	39
Pemberton	2006	133
Pemberton	2011	105
Pemberton	2016	145
Dawesville - Bouvard	2006	21
Dawesville - Bouvard	2011	26
Dawesville - Bouvard	2016	35
Falcon - Wannanup	2006	24
Falcon - Wannanup	2011	53
Falcon - Wannanup	2016	31
Greenfields	2006	25
Greenfields	2011	22
Greenfields	2016	34
Halls Head - Erskine	2006	57
Halls Head - Erskine	2011	73
Halls Head - Erskine	2016	94
Mandurah	2006	58
Mandurah	2011	84
Mandurah	2016	107
Mandurah - East	2006	20
Mandurah - East	2011	24
Mandurah - East	2016	20
Mandurah - North	2006	16
Mandurah - North	2011	57
Mandurah - North	2016	87
Mandurah - South	2006	36
Mandurah - South	2011	28
Mandurah - South	2016	29
Pinjarra	2006	15
Pinjarra	2011	31
Pinjarra	2016	27
City Beach	2006	68
City Beach	2011	83
City Beach	2016	77
Claremont (WA)	2006	133
Claremont (WA)	2011	111
Claremont (WA)	2016	107
Cottesloe	2006	174
Cottesloe	2011	175
Cottesloe	2016	107
Floreat	2006	54
Floreat	2011	57
Floreat	2016	84
Mosman Park - Peppermint Grove	2006	168
Mosman Park - Peppermint Grove	2011	170
Mosman Park - Peppermint Grove	2016	138
Nedlands - Dalkeith - Crawley	2006	570
Nedlands - Dalkeith - Crawley	2011	629
Nedlands - Dalkeith - Crawley	2016	789
Swanbourne - Mount Claremont	2006	92
Swanbourne - Mount Claremont	2011	106
Swanbourne - Mount Claremont	2016	75
Kings Park (WA)	2006	0
Kings Park (WA)	2011	11
Kings Park (WA)	2016	0
Mount Hawthorn - Leederville	2006	81
Mount Hawthorn - Leederville	2011	104
Mount Hawthorn - Leederville	2016	92
Mount Lawley - Inglewood	2006	123
Mount Lawley - Inglewood	2011	239
Mount Lawley - Inglewood	2016	184
North Perth	2006	114
North Perth	2011	99
North Perth	2016	105
Perth City	2006	3442
Perth City	2011	3376
Perth City	2016	3599
Subiaco - Shenton Park	2006	298
Subiaco - Shenton Park	2011	265
Subiaco - Shenton Park	2016	288
Wembley - West Leederville - Glendalough	2006	161
Wembley - West Leederville - Glendalough	2011	263
Wembley - West Leederville - Glendalough	2016	280
Bassendean - Eden Hill - Ashfield	2006	90
Bassendean - Eden Hill - Ashfield	2011	91
Bassendean - Eden Hill - Ashfield	2016	106
Bayswater - Embleton - Bedford	2006	105
Bayswater - Embleton - Bedford	2011	183
Bayswater - Embleton - Bedford	2016	204
Maylands	2006	101
Maylands	2011	168
Maylands	2016	170
Morley	2006	90
Morley	2011	136
Morley	2016	318
Noranda	2006	52
Noranda	2011	64
Noranda	2016	58
Chidlow	2006	3
Chidlow	2011	3
Chidlow	2016	15
Glen Forrest - Darlington	2006	42
Glen Forrest - Darlington	2011	48
Glen Forrest - Darlington	2016	32
Helena Valley - Koongamia	2006	17
Helena Valley - Koongamia	2011	14
Helena Valley - Koongamia	2016	17
Malmalling - Reservoir	2006	0
Malmalling - Reservoir	2011	0
Malmalling - Reservoir	2016	0
Mundaring	2006	45
Mundaring	2011	31
Mundaring	2016	55
Swan View - Greenmount - Midvale	2006	31
Swan View - Greenmount - Midvale	2011	43
Swan View - Greenmount - Midvale	2016	54
Avon Valley National Park	2006	0
Avon Valley National Park	2011	0
Avon Valley National Park	2016	0
Ballajura	2006	87
Ballajura	2011	81
Ballajura	2016	113
Beechboro	2006	64
Beechboro	2011	66
Beechboro	2016	172
Bullsbrook	2006	47
Bullsbrook	2011	16
Bullsbrook	2016	65
Ellenbrook	2006	72
Ellenbrook	2011	100
Ellenbrook	2016	311
Gidgegannup	2006	11
Gidgegannup	2011	13
Gidgegannup	2016	23
Hazelmere - Guildford	2006	19
Hazelmere - Guildford	2011	24
Hazelmere - Guildford	2016	33
Lockridge - Kiara	2006	38
Lockridge - Kiara	2011	31
Lockridge - Kiara	2016	82
Malaga	2006	0
Malaga	2011	0
Malaga	2016	0
Melaleuca - Lexia	2006	0
Melaleuca - Lexia	2011	0
Melaleuca - Lexia	2016	0
Middle Swan - Herne Hill	2006	8
Middle Swan - Herne Hill	2011	44
Middle Swan - Herne Hill	2016	45
Midland - Guildford	2006	43
Midland - Guildford	2011	53
Midland - Guildford	2016	109
Stratton - Jane Brook	2006	24
Stratton - Jane Brook	2011	28
Stratton - Jane Brook	2016	29
The Vines	2006	34
The Vines	2011	75
The Vines	2016	79
Walyunga National Park	2006	0
Walyunga National Park	2011	0
Walyunga National Park	2016	0
Craigie - Beldon	2006	51
Craigie - Beldon	2011	60
Craigie - Beldon	2016	46
Currambine - Kinross	2006	105
Currambine - Kinross	2011	77
Currambine - Kinross	2016	121
Duncraig	2006	121
Duncraig	2011	103
Duncraig	2016	105
Greenwood - Warwick	2006	101
Greenwood - Warwick	2011	81
Greenwood - Warwick	2016	90
Heathridge - Connolly	2006	67
Heathridge - Connolly	2011	80
Heathridge - Connolly	2016	89
Hillarys	2006	122
Hillarys	2011	85
Hillarys	2016	71
Iluka - Burns Beach	2006	46
Iluka - Burns Beach	2011	45
Iluka - Burns Beach	2016	68
Joondalup - Edgewater	2006	190
Joondalup - Edgewater	2011	197
Joondalup - Edgewater	2016	157
Kingsley	2006	60
Kingsley	2011	96
Kingsley	2016	61
Mullaloo - Kallaroo	2006	111
Mullaloo - Kallaroo	2011	102
Mullaloo - Kallaroo	2016	83
Ocean Reef	2006	75
Ocean Reef	2011	64
Ocean Reef	2016	62
Padbury	2006	64
Padbury	2011	42
Padbury	2016	52
Sorrento - Marmion	2006	107
Sorrento - Marmion	2011	76
Sorrento - Marmion	2016	106
Woodvale	2006	38
Woodvale	2011	53
Woodvale	2016	62
Balcatta - Hamersley	2006	68
Balcatta - Hamersley	2011	70
Balcatta - Hamersley	2016	112
Balga - Mirrabooka	2006	57
Balga - Mirrabooka	2011	104
Balga - Mirrabooka	2016	196
Dianella	2006	158
Dianella	2011	192
Dianella	2016	280
Herdsman	2006	0
Herdsman	2011	0
Herdsman	2016	0
Innaloo - Doubleview	2006	77
Innaloo - Doubleview	2011	115
Innaloo - Doubleview	2016	157
Karrinyup - Gwelup - Carine	2006	108
Karrinyup - Gwelup - Carine	2011	144
Karrinyup - Gwelup - Carine	2016	145
Nollamara - Westminster	2006	70
Nollamara - Westminster	2011	120
Nollamara - Westminster	2016	223
Osborne Park Industrial	2006	0
Osborne Park Industrial	2011	0
Osborne Park Industrial	2016	0
Scarborough	2006	259
Scarborough	2011	291
Scarborough	2016	319
Stirling - Osborne Park	2006	98
Stirling - Osborne Park	2011	106
Stirling - Osborne Park	2016	185
Trigg - North Beach - Watermans Bay	2006	37
Trigg - North Beach - Watermans Bay	2011	44
Trigg - North Beach - Watermans Bay	2016	64
Tuart Hill - Joondanna	2006	82
Tuart Hill - Joondanna	2011	116
Tuart Hill - Joondanna	2016	159
Wembley Downs - Churchlands - Woodlands	2006	128
Wembley Downs - Churchlands - Woodlands	2011	141
Wembley Downs - Churchlands - Woodlands	2016	198
Yokine - Coolbinia - Menora	2006	160
Yokine - Coolbinia - Menora	2011	155
Yokine - Coolbinia - Menora	2016	159
Alexander Heights - Koondoola	2006	59
Alexander Heights - Koondoola	2011	37
Alexander Heights - Koondoola	2016	68
Butler - Merriwa - Ridgewood	2006	65
Butler - Merriwa - Ridgewood	2011	120
Butler - Merriwa - Ridgewood	2016	142
Carramar	2006	36
Carramar	2011	81
Carramar	2016	135
Clarkson	2006	37
Clarkson	2011	103
Clarkson	2016	126
Girrawheen	2006	28
Girrawheen	2011	34
Girrawheen	2016	54
Madeley - Darch - Landsdale	2006	60
Madeley - Darch - Landsdale	2011	96
Madeley - Darch - Landsdale	2016	225
Marangaroo	2006	53
Marangaroo	2011	52
Marangaroo	2016	58
Mindarie - Quinns Rocks - Jindalee	2006	114
Mindarie - Quinns Rocks - Jindalee	2011	124
Mindarie - Quinns Rocks - Jindalee	2016	153
Neerabup National Park	2006	0
Neerabup National Park	2011	0
Neerabup National Park	2016	0
Tapping - Ashby - Sinagra	2006	42
Tapping - Ashby - Sinagra	2011	93
Tapping - Ashby - Sinagra	2016	93
Wanneroo	2006	85
Wanneroo	2011	113
Wanneroo	2016	239
Alkimos - Eglinton	2006	0
Alkimos - Eglinton	2011	0
Alkimos - Eglinton	2016	66
Carabooda - Pinjar	2006	0
Carabooda - Pinjar	2011	5
Carabooda - Pinjar	2016	0
Two Rocks	2006	3
Two Rocks	2011	15
Two Rocks	2016	16
Yanchep	2006	14
Yanchep	2011	10
Yanchep	2016	61
Armadale - Wungong - Brookdale	2006	47
Armadale - Wungong - Brookdale	2011	47
Armadale - Wungong - Brookdale	2016	132
Ashendon - Lesley	2006	0
Ashendon - Lesley	2011	0
Ashendon - Lesley	2016	0
Camillo - Champion Lakes	2006	14
Camillo - Champion Lakes	2011	14
Camillo - Champion Lakes	2016	25
Forrestdale - Harrisdale - Piara Waters	2006	6
Forrestdale - Harrisdale - Piara Waters	2011	88
Forrestdale - Harrisdale - Piara Waters	2016	398
Kelmscott	2006	53
Kelmscott	2011	30
Kelmscott	2016	71
Mount Nasura - Mount Richon - Bedfordale	2006	57
Mount Nasura - Mount Richon - Bedfordale	2011	40
Mount Nasura - Mount Richon - Bedfordale	2016	55
Roleystone	2006	39
Roleystone	2011	30
Roleystone	2016	35
Seville Grove	2006	19
Seville Grove	2011	36
Seville Grove	2016	78
Belmont - Ascot - Redcliffe	2006	129
Belmont - Ascot - Redcliffe	2011	198
Belmont - Ascot - Redcliffe	2016	276
East Victoria Park - Carlisle	2006	158
East Victoria Park - Carlisle	2011	214
East Victoria Park - Carlisle	2016	271
Kewdale Commercial	2006	0
Kewdale Commercial	2011	0
Kewdale Commercial	2016	0
Perth Airport	2006	0
Perth Airport	2011	0
Perth Airport	2016	0
Rivervale - Kewdale - Cloverdale	2006	140
Rivervale - Kewdale - Cloverdale	2011	236
Rivervale - Kewdale - Cloverdale	2016	339
Victoria Park - Lathlain - Burswood	2006	250
Victoria Park - Lathlain - Burswood	2011	328
Victoria Park - Lathlain - Burswood	2016	337
Bentley - Wilson - St James	2006	377
Bentley - Wilson - St James	2011	454
Bentley - Wilson - St James	2016	546
Canning Vale - West	2006	86
Canning Vale - West	2011	85
Canning Vale - West	2016	150
Canning Vale Commercial	2006	0
Canning Vale Commercial	2011	0
Canning Vale Commercial	2016	0
Cannington - Queens Park	2006	138
Cannington - Queens Park	2011	218
Cannington - Queens Park	2016	456
Parkwood - Ferndale - Lynwood	2006	73
Parkwood - Ferndale - Lynwood	2011	106
Parkwood - Ferndale - Lynwood	2016	194
Riverton - Shelley - Rossmoyne	2006	107
Riverton - Shelley - Rossmoyne	2011	155
Riverton - Shelley - Rossmoyne	2016	210
Welshpool	2006	0
Welshpool	2011	0
Welshpool	2016	0
Willetton	2006	164
Willetton	2011	202
Willetton	2016	302
Beckenham - Kenwick - Langford	2006	108
Beckenham - Kenwick - Langford	2011	141
Beckenham - Kenwick - Langford	2016	244
Canning Vale - East	2006	89
Canning Vale - East	2011	235
Canning Vale - East	2016	417
Gosnells	2006	61
Gosnells	2011	81
Gosnells	2016	140
Huntingdale - Southern River	2006	38
Huntingdale - Southern River	2011	101
Huntingdale - Southern River	2016	230
Maddington - Orange Grove - Martin	2006	40
Maddington - Orange Grove - Martin	2011	67
Maddington - Orange Grove - Martin	2016	115
Thornlie	2006	94
Thornlie	2011	127
Thornlie	2016	266
Forrestfield - Wattle Grove	2006	82
Forrestfield - Wattle Grove	2011	105
Forrestfield - Wattle Grove	2016	164
High Wycombe	2006	36
High Wycombe	2011	39
High Wycombe	2016	47
Kalamunda - Maida Vale - Gooseberry Hill	2006	107
Kalamunda - Maida Vale - Gooseberry Hill	2011	71
Kalamunda - Maida Vale - Gooseberry Hill	2016	75
Lesmurdie - Bickley - Carmel	2006	67
Lesmurdie - Bickley - Carmel	2011	82
Lesmurdie - Bickley - Carmel	2016	76
Byford	2006	23
Byford	2011	32
Byford	2016	101
Mundijong	2006	22
Mundijong	2011	17
Mundijong	2016	25
Serpentine - Jarrahdale	2006	8
Serpentine - Jarrahdale	2011	38
Serpentine - Jarrahdale	2016	28
Como	2006	131
Como	2011	218
Como	2016	185
Manning - Waterford	2006	297
Manning - Waterford	2011	245
Manning - Waterford	2016	260
South Perth - Kensington	2006	359
South Perth - Kensington	2011	387
South Perth - Kensington	2016	326
Banjup	2006	48
Banjup	2011	97
Banjup	2016	233
Bibra Industrial	2006	0
Bibra Industrial	2011	0
Bibra Industrial	2016	0
Bibra Lake	2006	0
Bibra Lake	2011	0
Bibra Lake	2016	0
Coogee	2006	35
Coogee	2011	50
Coogee	2016	39
Coolbellup	2006	50
Coolbellup	2011	43
Coolbellup	2016	50
Hamilton Hill	2006	46
Hamilton Hill	2011	53
Hamilton Hill	2016	81
Henderson	2006	0
Henderson	2011	0
Henderson	2016	0
North Coogee	2006	0
North Coogee	2011	18
North Coogee	2016	20
South Lake - Cockburn Central	2006	50
South Lake - Cockburn Central	2011	78
South Lake - Cockburn Central	2016	111
Spearwood	2006	23
Spearwood	2011	57
Spearwood	2016	66
Success - Hammond Park	2006	28
Success - Hammond Park	2011	69
Success - Hammond Park	2016	222
Yangebup	2006	29
Yangebup	2011	26
Yangebup	2016	39
Beeliar - Wattleup	2006	23
Beeliar - Wattleup	2011	37
Beeliar - Wattleup	2016	72
Jandakot	2006	128
Jandakot	2011	20
Jandakot	2016	104
East Fremantle	2006	58
East Fremantle	2011	74
East Fremantle	2016	71
Fremantle	2006	459
Fremantle	2011	493
Fremantle	2016	422
Fremantle - South	2006	88
Fremantle - South	2011	118
Fremantle - South	2016	126
O'Connor (WA)	2006	0
O'Connor (WA)	2011	0
O'Connor (WA)	2016	0
Bertram - Wellard (West)	2006	14
Bertram - Wellard (West)	2011	42
Bertram - Wellard (West)	2016	188
Calista	2006	16
Calista	2011	22
Calista	2016	36
Hope Valley - Postans	2006	0
Hope Valley - Postans	2011	0
Hope Valley - Postans	2016	0
Kwinana Industrial	2006	0
Kwinana Industrial	2011	0
Kwinana Industrial	2016	0
Parmelia - Orelia	2006	20
Parmelia - Orelia	2011	39
Parmelia - Orelia	2016	47
Casuarina - Wandi	2006	6
Casuarina - Wandi	2011	20
Casuarina - Wandi	2016	48
Applecross - Ardross	2006	123
Applecross - Ardross	2011	154
Applecross - Ardross	2016	173
Bateman	2006	44
Bateman	2011	39
Bateman	2016	61
Bicton - Palmyra	2006	59
Bicton - Palmyra	2011	96
Bicton - Palmyra	2016	97
Booragoon	2006	138
Booragoon	2011	181
Booragoon	2016	236
Bull Creek	2006	82
Bull Creek	2011	98
Bull Creek	2016	131
Leeming	2006	76
Leeming	2011	87
Leeming	2016	89
Melville	2006	86
Melville	2011	96
Melville	2016	111
Murdoch - Kardinya	2006	311
Murdoch - Kardinya	2011	271
Murdoch - Kardinya	2016	293
Willagee	2006	26
Willagee	2011	45
Willagee	2016	35
Winthrop	2006	116
Winthrop	2011	67
Winthrop	2016	100
Baldivis	2006	45
Baldivis	2011	78
Baldivis	2016	224
Cooloongup	2006	14
Cooloongup	2011	21
Cooloongup	2016	29
Port Kennedy	2006	55
Port Kennedy	2011	61
Port Kennedy	2016	64
Rockingham	2006	71
Rockingham	2011	146
Rockingham	2016	128
Rockingham Lakes	2006	0
Rockingham Lakes	2011	0
Rockingham Lakes	2016	0
Safety Bay - Shoalwater	2006	51
Safety Bay - Shoalwater	2011	60
Safety Bay - Shoalwater	2016	44
Singleton - Golden Bay - Secret Harbour	2006	30
Singleton - Golden Bay - Secret Harbour	2011	73
Singleton - Golden Bay - Secret Harbour	2016	103
Waikiki	2006	40
Waikiki	2011	43
Waikiki	2016	48
Warnbro	2006	38
Warnbro	2011	37
Warnbro	2016	45
Albany	2006	131
Albany	2011	114
Albany	2016	232
Albany Region	2006	8
Albany Region	2011	15
Albany Region	2016	20
Bayonet Head - Lower King	2006	14
Bayonet Head - Lower King	2011	18
Bayonet Head - Lower King	2016	15
Denmark	2006	27
Denmark	2011	39
Denmark	2016	28
Gnowangerup	2006	17
Gnowangerup	2011	26
Gnowangerup	2016	17
Katanning	2006	11
Katanning	2011	10
Katanning	2016	30
Kojonup	2006	20
Kojonup	2011	51
Kojonup	2016	25
Little Grove - Elleker	2006	7
Little Grove - Elleker	2011	10
Little Grove - Elleker	2016	13
McKail - Willyung	2006	49
McKail - Willyung	2011	23
McKail - Willyung	2016	38
Plantagenet	2006	19
Plantagenet	2011	18
Plantagenet	2016	22
Stirling Range National Park	2006	0
Stirling Range National Park	2011	0
Stirling Range National Park	2016	0
Chittering	2006	32
Chittering	2011	22
Chittering	2016	21
Cunderdin	2006	8
Cunderdin	2011	19
Cunderdin	2016	13
Dowerin	2006	16
Dowerin	2011	24
Dowerin	2016	11
Gingin - Dandaragan	2006	143
Gingin - Dandaragan	2011	201
Gingin - Dandaragan	2016	253
Merredin	2006	142
Merredin	2011	39
Merredin	2016	73
Moora	2006	42
Moora	2011	46
Moora	2016	54
Mukinbudin	2006	29
Mukinbudin	2011	30
Mukinbudin	2016	45
Northam	2006	54
Northam	2011	39
Northam	2016	37
Toodyay	2006	10
Toodyay	2011	23
Toodyay	2016	9
York - Beverley	2006	22
York - Beverley	2011	23
York - Beverley	2016	35
Brookton	2006	7
Brookton	2011	13
Brookton	2016	16
Kulin	2006	45
Kulin	2011	54
Kulin	2016	41
Murray	2006	12
Murray	2011	18
Murray	2016	13
Narrogin	2006	19
Narrogin	2011	9
Narrogin	2016	17
Wagin	2006	17
Wagin	2011	44
Wagin	2016	28
Broome	2006	581
Broome	2011	555
Broome	2016	583
Derby - West Kimberley	2006	97
Derby - West Kimberley	2011	203
Derby - West Kimberley	2016	177
Halls Creek	2006	57
Halls Creek	2011	114
Halls Creek	2016	133
Kununurra	2006	362
Kununurra	2011	403
Kununurra	2016	347
Roebuck	2006	38
Roebuck	2011	139
Roebuck	2016	79
East Pilbara	2006	49
East Pilbara	2011	99
East Pilbara	2016	97
Newman	2006	31
Newman	2011	55
Newman	2016	63
Port Hedland	2006	105
