SA2_NAME16	Year	medianTotalFamilyIncomeWeekly
Seaham - Woodville	2016	1996
Tea Gardens - Hawks Nest	2016	1086
Williamtown - Medowie - Karuah	2016	1706
Muswellbrook	2016	1640
Muswellbrook Region	2016	1737
Scone	2016	1751
Scone Region	2016	1488
Dapto - Avondale	2016	1455
Horsley - Kembla Grange	2016	1920
Port Kembla Industrial	2016	0
Unanderra - Mount Kembla	2016	1861
Berkeley - Lake Heights - Cringila	2016	1271
Port Kembla - Warrawong	2016	1122
Windang - Primbee	2016	1384
Illawarra Catchment Reserve	2016	0
Albion Park - Macquarie Pass	2016	1830
Albion Park Rail	2016	1364
Kiama	2016	1648
Kiama Downs - Minnamurra	2016	1957
Kiama Hinterland - Gerringong	2016	1895
Shellharbour - Flinders	2016	1972
Shellharbour - Oak Flats	2016	1488
Warilla	2016	1223
Balgownie - Fairy Meadow	2016	1726
Corrimal - Tarrawanna - Bellambi	2016	1557
Figtree - Keiraville	2016	1899
Helensburgh	2016	2324
Thirroul - Austinmer - Coalcliff	2016	2302
Woonona - Bulli - Russell Vale	2016	2042
Wollongong - East	2016	1693
Wollongong - West	2016	1603
Bulahdelah - Stroud	2016	1183
Forster	2016	1094
Forster-Tuncurry Region	2016	1099
Tuncurry	2016	944
Kempsey	2016	1097
Kempsey Region	2016	1147
Macksville - Scotts Head	2016	1160
Nambucca Heads	2016	963
Nambucca Heads Region	2016	1139
South West Rocks	2016	1071
Lord Howe Island	2016	1774
Laurieton - Bonny Hills	2016	1139
Port Macquarie - East	2016	1417
Port Macquarie - West	2016	1273
Port Macquarie Region	2016	1372
Wauchope	2016	1290
Gloucester	2016	1121
Old Bar - Manning Point - Red Head	2016	1238
Taree	2016	1097
Taree Region	2016	1078
Wingham	2016	1150
Albury - East	2016	1824
Albury - North	2016	1402
Albury - South	2016	1780
Albury Region	2016	1522
Lavington	2016	1242
Hay	2016	1353
Wentworth - Buronga	2016	1309
Wentworth-Balranald Region	2016	1403
Corowa	2016	1296
Corowa Region	2016	1315
Deniliquin	2016	1385
Deniliquin Region	2016	1274
Moama	2016	1427
Tocumwal - Finley - Jerilderie	2016	1270
Armidale	2016	1526
Armidale Region - North	2016	1312
Armidale Region - South	2016	1415
Walcha	2016	1330
Glen Innes	2016	1111
Inverell	2016	1228
Inverell Region - East	2016	1013
Inverell Region - West	2016	1153
Tenterfield	2016	1015
Moree	2016	1459
Moree Region	2016	1528
Narrabri	2016	1609
Narrabri Region	2016	1485
Gunnedah	2016	1616
Gunnedah Region	2016	1451
Quirindi	2016	1287
Tamworth - East	2016	1454
Tamworth - North	2016	1572
Tamworth - West	2016	1170
Tamworth Region	2016	1442
Belmont - Bennetts Green	2016	1652
Belmont South - Blacksmiths	2016	1325
Charlestown - Dudley	2016	1740
Glendale - Cardiff - Hillsborough	2016	1754
Mount Hutton - Windale	2016	1284
Redhead	2016	1877
Swansea - Caves Beach	2016	1473
Valentine - Eleebana	2016	2091
Warners Bay - Boolaroo	2016	1714
Bolton Point - Teralba	2016	1373
Bonnells Bay - Silverwater	2016	1434
Edgeworth - Cameron Park	2016	1781
Morisset - Cooranbong	2016	1383
Toronto - Awaba	2016	1480
Wangi Wangi - Rathmines	2016	1501
West Wallsend - Barnsley - Killingworth	2016	1495
Adamstown - Kotara	2016	1969
Beresfield - Hexham	2016	1240
Hamilton - Broadmeadow	2016	1880
Lambton - New Lambton	2016	1978
Maryland - Fletcher - Minmi	2016	1925
Mayfield - Warabrook	2016	1594
Merewether - The Junction	2016	2444
Newcastle - Cooks Hill	2016	2370
Newcastle Port - Kooragang	2016	1375
Shortland - Jesmond	2016	1226
Stockton - Fullerton Cove	2016	1489
Wallsend - Elermore Vale	2016	1485
Waratah - North Lambton	2016	1536
Wickham - Carrington - Tighes Hill	2016	1813
Ballina	2016	1260
Ballina Region	2016	1480
Bangalow	2016	1575
Brunswick Heads - Ocean Shores	2016	1268
Byron Bay	2016	1593
Evans Head	2016	1211
Lennox Head - Skennars Head	2016	1773
Mullumbimby	2016	1227
Casino	2016	1168
Casino Region	2016	1168
Goonellabah	2016	1363
Kyogle	2016	1096
Lismore	2016	1275
Lismore Region	2016	1423
Kingscliff - Fingal Head	2016	1593
Murwillumbah	2016	1245
Murwillumbah Region	2016	1288
Pottsville	2016	1414
Tweed Heads	2016	1235
Banora Point	2016	1346
Terranora - North Tumblegum	2016	1800
Tweed Heads South	2016	1092
Griffith (NSW)	2016	1533
Griffith Region	2016	1562
Leeton	2016	1467
Narrandera	2016	1333
Tumbarumba	2016	1366
Tumut	2016	1392
Tumut Region	2016	1497
Cootamundra	2016	1232
Gundagai	2016	1394
Junee	2016	1407
Temora	2016	1303
Wagga Wagga - East	2016	1741
Wagga Wagga - North	2016	1950
Wagga Wagga - South	2016	1695
Wagga Wagga - West	2016	1445
Wagga Wagga Region	2016	1577
Berry - Kangaroo Valley	2016	1485
Callala Bay - Currarong	2016	1114
Culburra Beach	2016	1148
Ettrema - Sassafras - Budawang	2016	1499
Huskisson - Vincentia	2016	1463
North Nowra - Bomaderry	2016	1407
Nowra	2016	1251
St Georges Basin - Erowal Bay	2016	1080
Sussex Inlet - Berrara	2016	972
Tomerong - Wandandian - Woollamia	2016	1480
Ulladulla	2016	1130
Ulladulla Region	2016	1149
Bowral	2016	1685
Hill Top - Colo Vale	2016	1703
Mittagong	2016	1606
Moss Vale - Berrima	2016	1599
Robertson - Fitzroy Falls	2016	1734
Southern Highlands	2016	1517
Baulkham Hills (East)	2016	2210
Baulkham Hills (West) - Bella Vista	2016	2526
Glenhaven	2016	2510
West Pennant Hills	2016	2876
Castle Hill - Central	2016	2241
Castle Hill - East	2016	2507
Castle Hill - North	2016	2486
Castle Hill - South	2016	2277
Castle Hill - West	2016	2842
Cherrybrook	2016	2599
Kellyville	2016	2560
Dural - Kenthurst - Wisemans Ferry	2016	2328
Galston - Laughtondale	2016	2216
Bilpin - Colo - St Albans	2016	1696
Kurrajong Heights - Ebenezer	2016	2074
Pitt Town - McGraths Hill	2016	2170
Rouse Hill - Beaumont Hills	2016	2615
Blacktown (East) - Kings Park	2016	1570
Blacktown (North) - Marayong	2016	1606
Doonside - Woodcroft	2016	1800
Lalor Park - Kings Langley	2016	1904
Seven Hills - Toongabbie	2016	1775
Blacktown (South)	2016	1620
Blacktown (West)	2016	1662
Glenwood	2016	2418
Parklea - Kellyville Ridge	2016	2512
Riverstone - Marsden Park	2016	2065
Acacia Gardens	2016	2368
Quakers Hill	2016	2129
Bidwill - Hebersham - Emerton	2016	1157
Glendenning - Dean Park	2016	1806
Hassall Grove - Plumpton	2016	1839
Lethbridge Park - Tregear	2016	1374
Mount Druitt - Whalan	2016	1298
Prospect Reservoir	2016	0
Rooty Hill - Minchinbury	2016	1847
Banksmeadow	2016	0
Botany	2016	2290
Mascot - Eastlakes	2016	1820
Pagewood - Hillsdale - Daceyville	2016	1717
Port Botany Industrial	2016	0
Sydney Airport	2016	0
Marrickville	2016	2094
Petersham - Stanmore	2016	2618
Sydenham - Tempe - St Peters	2016	2357
Darlinghurst	2016	3095
Erskineville - Alexandria	2016	2955
Glebe - Forest Lodge	2016	2572
Newtown - Camperdown - Darlington	2016	2730
Potts Point - Woolloomooloo	2016	2903
Pyrmont - Ultimo	2016	2366
Redfern - Chippendale	2016	2307
Surry Hills	2016	2944
Sydney - Haymarket - The Rocks	2016	1960
Waterloo - Beaconsfield	2016	2272
Bondi - Tamarama - Bronte	2016	2994
Bondi Beach - North Bondi	2016	2967
Bondi Junction - Waverly	2016	2790
Centennial Park	2016	0
Double Bay - Bellevue Hill	2016	3574
Dover Heights	2016	2879
Paddington - Moore Park	2016	3597
Rose Bay - Vaucluse - Watsons Bay	2016	3603
Woollahra	2016	3662
Coogee - Clovelly	2016	3009
Malabar - La Perouse - Chifley	2016	2204
Kensington (NSW)	2016	2197
Kingsford	2016	2000
Maroubra - North	2016	2466
Maroubra - South	2016	2140
Maroubra - West	2016	2057
Randwick - North	2016	2744
Randwick - South	2016	2674
Bass Hill - Georges Hall	2016	1387
Chullora	2016	1944
Condell Park	2016	1433
Greenacre - Mount Lewis	2016	1329
Padstow	2016	1838
Panania - Milperra - Picnic Point	2016	2021
Revesby	2016	1804
Yagoona - Birrong	2016	1353
Bankstown - North	2016	1198
Bankstown - South	2016	1171
Belmore - Belfield	2016	1439
Canterbury (South) - Campsie	2016	1334
Kingsgrove (North) - Earlwood	2016	1971
Punchbowl	2016	1231
Roselands	2016	1572
Lakemba	2016	1052
Wiley Park	2016	1112
Hurstville	2016	1379
Mortdale - Penshurst	2016	1926
Narwee - Beverly Hills	2016	1612
Oatley - Hurstville Grove	2016	2297
Peakhurst - Lugarno	2016	2049
Riverwood	2016	1296
South Hurstville - Blakehurst	2016	1875
Arncliffe - Bardwell Valley	2016	1846
Bexley	2016	1670
Kingsgrove (South) - Bardwell Park	2016	1877
Kogarah	2016	1798
Kogarah Bay - Carlton - Allawah	2016	1753
Monterey - Brighton-le-Sands - Kyeemagh	2016	1764
Rockdale - Banksia	2016	1610
Sans Souci - Ramsgate	2016	1927
Concord - Mortlake - Cabarita	2016	2399
Concord West - North Strathfield	2016	2075
Drummoyne - Rodd Point	2016	2881
Five Dock - Abbotsford	2016	2461
Balmain	2016	3720
Leichhardt - Annandale	2016	3013
Lilyfield - Rozelle	2016	3454
Ashfield	2016	1817
Burwood - Croydon	2016	1698
Canterbury (North) - Ashbury	2016	2031
Croydon Park - Enfield	2016	1911
Dulwich Hill - Lewisham	2016	2283
Haberfield - Summer Hill	2016	2512
Homebush	2016	1739
Strathfield	2016	1989
Strathfield South	2016	2048
Chatswood (East) - Artarmon	2016	2198
Chatswood (West) - Lane Cove North	2016	2516
Lane Cove - Greenwich	2016	3258
St Leonards - Naremburn	2016	3069
Willoughby - Castle Cove - Northbridge	2016	3472
Asquith - Mount Colah	2016	2346
Berowra - Brooklyn - Cowan	2016	2372
Normanhurst - Thornleigh - Westleigh	2016	2585
Hornsby - East	2016	1829
Hornsby - West	2016	2119
Waitara - Wahroonga (West)	2016	2147
Gordon - Killara	2016	2769
Lindfield - Roseville	2016	3250
Pymble	2016	3337
St Ives	2016	2872
Turramurra	2016	2977
Wahroonga (East) - Warrawee	2016	3242
Cremorne - Cammeray	2016	3334
Crows Nest - Waverton	2016	3126
Mosman	2016	3671
Neutral Bay - Kirribilli	2016	3176
North Sydney - Lavender Bay	2016	3311
Balgowlah - Clontarf - Seaforth	2016	3441
Manly - Fairlight	2016	3264
Avalon - Palm Beach	2016	2498
Bayview - Elanora Heights	2016	2484
Newport - Bilgola	2016	2482
Warriewood - Mona Vale	2016	2355
Beacon Hill - Narraweena	2016	2243
Cromer	2016	2290
Dee Why - North Curl Curl	2016	2113
Forestville - Killarney Heights	2016	2642
Frenchs Forest - Belrose	2016	2606
Freshwater - Brookvale	2016	2699
Manly Vale - Allambie Heights	2016	2624
Narrabeen - Collaroy	2016	2398
Terrey Hills - Duffys Forest	2016	2554
Camden - Ellis Lane	2016	2179
Elderslie - Harrington Park	2016	2230
Mount Annan - Currans Hill	2016	2152
Bradbury - Wedderburn	2016	1487
Campbelltown - Woodbine	2016	1565
Claymore - Eagle Vale - Raby	2016	1689
Holsworthy Military Area	2016	0
Ingleburn - Denham Court	2016	1678
Leumeah - Minto Heights	2016	1595
Macquarie Fields - Glenfield	2016	1533
Minto - St Andrews	2016	1590
Rosemeadow - Glen Alpine	2016	1633
Bargo	2016	1747
Douglas Park - Appin	2016	2250
Picton - Tahmoor - Buxton	2016	1849
The Oaks - Oakdale	2016	2036
Blackheath - Megalong Valley	2016	1383
Blaxland - Warrimoo - Lapstone	2016	2224
Blue Mountains - North	2016	1874
Katoomba - Leura	2016	1435
Lawson - Hazelbrook - Linden	2016	1766
Springwood - Winmalee	2016	2055
Wentworth Falls	2016	1570
Blue Mountains - South	2016	0
Cambridge Park	2016	1769
Castlereagh - Cranebrook	2016	2047
Emu Plains - Leonay	2016	2110
Glenmore Park - Regentville	2016	2244
Jamisontown - South Penrith	2016	1769
Kingswood - Werrington	2016	1649
Mulgoa - Luddenham - Orchard Hills	2016	2278
Penrith	2016	1482
Warragamba - Silverdale	2016	2121
Richmond - Clarendon	2016	1638
Windsor - Bligh Park	2016	1799
Yarramundi - Londonderry	2016	1876
Erskine Park	2016	2151
St Clair	2016	1912
Colyton - Oxley Park	2016	1492
St Marys - North St Marys	2016	1379
Homebush Bay - Silverwater	2016	2143
Rookwood Cemetery	2016	0
Auburn - Central	2016	1130
Auburn - North	2016	1108
Auburn - South	2016	1272
Berala	2016	1313
Lidcombe	2016	1488
Regents Park	2016	1342
Carlingford	2016	1978
Ermington - Rydalmere	2016	1855
Oatlands - Dundas Valley	2016	1827
Chester Hill - Sefton	2016	1330
Fairfield - East	2016	1155
Granville - Clyde	2016	1341
Greystanes - Pemulwuy	2016	1922
Guildford - South Granville	2016	1177
Guildford West - Merrylands West	2016	1359
Merrylands - Holroyd	2016	1421
Smithfield Industrial	2016	0
Yennora Industrial	2016	0
North Parramatta	2016	1830
North Rocks	2016	2238
Northmead	2016	2027
Parramatta - Rosehill	2016	1683
Toongabbie - Constitution Hill	2016	1876
Winston Hills	2016	2254
Pendle Hill - Girraween	2016	1794
Wentworthville - Westmead	2016	1830
Epping - North Epping	2016	2241
Pennant Hills - Cheltenham	2016	2796
Eastwood - Denistone	2016	1990
Gladesville - Huntleys Point	2016	2589
Hunters Hill - Woolwich	2016	3561
Macquarie Park - Marsfield	2016	2014
North Ryde - East Ryde	2016	2398
West Ryde - Meadowbank	2016	1967
Putney	2016	2729
Ryde	2016	2044
Ashcroft - Busby - Miller	2016	1046
Austral - Greendale	2016	1607
Cobbitty - Leppington	2016	2152
Badgerys Creek	2016	1208
Cecil Hills	2016	2079
Green Valley	2016	1522
Hinchinbrook	2016	1741
Hoxton Park - Carnes Hill - Horningsea Park	2016	1926
West Hoxton - Middleton Grange	2016	2118
Bonnyrigg Heights - Bonnyrigg	2016	1381
Bossley Park - Abbotsbury	2016	1674
Cabramatta - Lansvale	2016	1020
Cabramatta West - Mount Pritchard	2016	1220
Canley Vale - Canley Heights	2016	1170
Edensor Park	2016	1565
Fairfield	2016	1061
Fairfield - West	2016	1208
Greenfield Park - Prairiewood	2016	1400
Horsley Park - Kemps Creek	2016	1992
Smithfield - Wetherill Park	2016	1392
St Johns Park - Wakeley	2016	1432
Wetherill Park Industrial	2016	0
Casula	2016	1714
Chipping Norton - Moorebank	2016	1953
Holsworthy - Wattle Grove	2016	2220
Liverpool	2016	1188
Lurnea - Cartwright	2016	1142
Prestons - Edmondson Park	2016	1994
Warwick Farm	2016	1205
Gymea - Grays Point	2016	2431
Miranda - Yowie Bay	2016	2064
Sylvania - Taren Point	2016	2039
Caringbah	2016	2084
Caringbah South	2016	2546
Cronulla - Kurnell - Bundeena	2016	2293
Lilli Pilli - Port Hacking - Dolans Bay	2016	3154
Woolaware - Burraneer	2016	2687
Heathcote - Waterfall	2016	2214
Illawong - Alfords Point	2016	2554
Menai - Lucas Heights - Woronora	2016	2466
Oyster Bay - Como - Jannali	2016	2538
Royal National Park	2016	0
Sutherland - Kirrawee	2016	2114
Engadine	2016	2152
Loftus - Yarrawarrah	2016	2316
Woronora Heights	2016	2780
Migratory - Offshore - Shipping (NSW)	2016	0
No usual address (NSW)	2016	0
Alfredton	2016	1833
Ballarat	2016	1867
Ballarat - North	2016	1574
Ballarat - South	2016	1242
Buninyong	2016	1921
Delacombe	2016	1465
Smythes Creek	2016	1745
Wendouree - Miners Rest	2016	1234
Bacchus Marsh Region	2016	1631
Creswick - Clunes	2016	1272
Daylesford	2016	1311
Gordon (Vic.)	2016	1603
Avoca	2016	1056
Beaufort	2016	1207
Golden Plains - North	2016	1329
Maryborough (Vic.)	2016	987
Maryborough Region	2016	1022
Bendigo	2016	1293
California Gully - Eaglehawk	2016	1188
East Bendigo - Kennington	2016	1493
Flora Hill - Spring Gully	2016	1544
Kangaroo Flat - Golden Square	2016	1324
Maiden Gully	2016	1945
Strathfieldsaye	2016	2002
White Hills - Ascot	2016	1551
Bendigo Region - South	2016	1755
Castlemaine	2016	1342
Castlemaine Region	2016	1276
Heathcote	2016	1141
Kyneton	2016	1575
Woodend	2016	2025
Bendigo Region - North	2016	1421
Loddon	2016	1112
Bannockburn	2016	1805
Golden Plains - South	2016	1608
Winchelsea	2016	1564
Belmont	2016	1545
Corio - Norlane	2016	1058
Geelong	2016	1820
Geelong West - Hamlyn Heights	2016	1774
Grovedale	2016	1647
Highton	2016	2043
Lara	2016	1803
Leopold	2016	1588
Newcomb - Moolap	2016	1220
Newtown (Vic.)	2016	2265
North Geelong - Bell Park	2016	1403
Clifton Springs	2016	1405
Lorne - Anglesea	2016	1595
Ocean Grove - Barwon Heads	2016	1877
Portarlington	2016	1173
Point Lonsdale - Queenscliff	2016	1598
Torquay	2016	2036
Alexandra	2016	1291
Euroa	2016	1236
Kilmore - Broadford	2016	1556
Mansfield (Vic.)	2016	1340
Nagambie	2016	1393
Seymour	2016	1253
Seymour Region	2016	1686
Upper Yarra Valley	2016	1291
Yea	2016	1277
Benalla	2016	1205
Benalla Region	2016	1317
Rutherglen	2016	1447
Wangaratta	2016	1355
Wangaratta Region	2016	1449
Beechworth	2016	1461
Bright - Mount Beauty	2016	1336
Chiltern - Indigo Valley	2016	1584
Myrtleford	2016	1310
Towong	2016	1334
West Wodonga	2016	1557
Wodonga	2016	1545
Yackandandah	2016	1708
Drouin	2016	1405
Mount Baw Baw Region	2016	1454
Trafalgar (Vic.)	2016	1483
Warragul	2016	1523
Alps - East	2016	0
Bairnsdale	2016	1262
Bruthen - Omeo	2016	1273
Lake King	2016	0
Lakes Entrance	2016	1133
Orbost	2016	1066
Paynesville	2016	1145
Foster	2016	1205
French Island	2016	843
Korumburra	2016	1334
Leongatha	2016	1401
Phillip Island	2016	1208
Wilsons Promontory	2016	0
Wonthaggi - Inverloch	2016	1181
Churchill	2016	1511
Moe - Newborough	2016	1225
Morwell	2016	1092
Traralgon	2016	1663
Yallourn North - Glengarry	2016	1671
Alps - West	2016	0
Longford - Loch Sport	2016	1312
Maffra	2016	1391
Rosedale	2016	1541
Sale	2016	1543
Yarram	2016	1181
Brunswick	2016	2208
Brunswick East	2016	2205
Brunswick West	2016	1964
Coburg	2016	1990
Pascoe Vale South	2016	2164
Alphington - Fairfield	2016	2447
Northcote	2016	2413
Thornbury	2016	2059
Ascot Vale	2016	2313
Essendon - Aberfeldie	2016	2350
Flemington	2016	1622
Moonee Ponds	2016	2424
Carlton	2016	1359
Docklands	2016	2251
East Melbourne	2016	3120
Flemington Racecourse	2016	2333
Kensington (Vic.)	2016	2480
Melbourne	2016	1427
North Melbourne	2016	2048
Parkville	2016	2195
South Yarra - West	2016	2815
Southbank	2016	2296
West Melbourne	2016	0
Albert Park	2016	2946
Elwood	2016	2635
Port Melbourne	2016	2852
Port Melbourne Industrial	2016	0
South Melbourne	2016	2663
St Kilda	2016	2333
St Kilda East	2016	2283
Armadale	2016	2738
Prahran - Windsor	2016	2530
South Yarra - East	2016	2399
Toorak	2016	3340
Abbotsford	2016	2459
Carlton North - Princes Hill	2016	2594
Collingwood	2016	2200
Fitzroy	2016	2223
Fitzroy North	2016	2603
Richmond (Vic.)	2016	2551
Yarra - North	2016	2842
Ashburton (Vic.)	2016	2754
Balwyn	2016	2217
Balwyn North	2016	2268
Camberwell	2016	2791
Glen Iris - East	2016	3007
Hawthorn	2016	2661
Hawthorn East	2016	2659
Kew	2016	2787
Kew East	2016	2596
Surrey Hills (West) - Canterbury	2016	2961
Bulleen	2016	1811
Doncaster	2016	1580
Templestowe	2016	2090
Templestowe Lower	2016	1868
Doncaster East (North)	2016	1880
Doncaster East (South)	2016	1528
Blackburn	2016	2110
Blackburn South	2016	1964
Box Hill	2016	1655
Box Hill North	2016	1905
Burwood	2016	1629
Burwood East	2016	1605
Surrey Hills (East) - Mont Albert	2016	2685
Beaumaris	2016	2701
Brighton (Vic.)	2016	3351
Brighton East	2016	2724
Cheltenham - Highett (West)	2016	2300
Hampton	2016	2697
Sandringham - Black Rock	2016	2803
Bentleigh - McKinnon	2016	2298
Carnegie	2016	2051
Caulfield - North	2016	2511
Caulfield - South	2016	2456
Elsternwick	2016	2571
Hughesdale	2016	2073
Murrumbeena	2016	2202
Ormond - Glen Huntly	2016	2078
Bentleigh East (North)	2016	2082
Bentleigh East (South)	2016	2036
Aspendale Gardens - Waterways	2016	2180
Braeside	2016	2074
Carrum - Patterson Lakes	2016	1984
Chelsea - Bonbeach	2016	1902
Chelsea Heights	2016	1806
Cheltenham - Highett (East)	2016	1940
Edithvale - Aspendale	2016	2185
Mentone	2016	2111
Moorabbin - Heatherton	2016	1941
Moorabbin Airport	2016	0
Mordialloc - Parkdale	2016	2237
Malvern - Glen Iris	2016	2853
Malvern East	2016	2652
Bundoora - East	2016	1562
Greensborough	2016	2040
Heidelberg - Rosanna	2016	2197
Heidelberg West	2016	1519
Ivanhoe	2016	2443
Ivanhoe East - Eaglemont	2016	2961
Montmorency - Briar Hill	2016	2097
Viewbank - Yallambie	2016	2016
Watsonia	2016	1893
Kingsbury	2016	1651
Reservoir - East	2016	1388
Reservoir - West	2016	1459
Preston - East	2016	1702
Preston - West	2016	1878
Eltham	2016	2386
Hurstbridge	2016	2034
Kinglake	2016	1693
Panton Hill - St Andrews	2016	2071
Plenty - Yarrambat	2016	2344
Research - North Warrandyte	2016	2469
Wattle Glen - Diamond Creek	2016	2231
Bundoora - North	2016	1786
Bundoora - West	2016	1386
Lalor	2016	1222
Mill Park - North	2016	1704
Mill Park - South	2016	1570
Thomastown	2016	1109
Wallan	2016	1788
Whittlesea	2016	1765
Doreen	2016	1926
Epping - East	2016	1487
Epping - South	2016	1317
Epping - West	2016	1655
Mernda	2016	1772
South Morang (North)	2016	1949
South Morang (South)	2016	1753
Wollert	2016	1607
Airport West	2016	1696
Essendon Airport	2016	0
Keilor	2016	1844
Keilor East	2016	1656
Niddrie - Essendon West	2016	2191
Strathmore	2016	2399
Gisborne	2016	2133
Macedon	2016	2245
Riddells Creek	2016	2070
Romsey	2016	1807
Coburg North	2016	1852
Fawkner	2016	1235
Pascoe Vale	2016	1916
Glenroy	2016	1437
Gowanbrae	2016	2100
Hadfield	2016	1362
Sunbury	2016	1903
Sunbury - South	2016	1803
Broadmeadows	2016	1005
Campbellfield - Coolaroo	2016	1004
Gladstone Park - Westmeadows	2016	1602
Greenvale - Bulla	2016	2020
Meadow Heights	2016	1076
Melbourne Airport	2016	3249
Roxburgh Park - Somerton	2016	1318
Tullamarine	2016	1434
Craigieburn - Central	2016	1419
Craigieburn - North	2016	1686
Craigieburn - South	2016	1508
Craigieburn - West	2016	1502
Mickleham - Yuroke	2016	1856
Bayswater	2016	1574
Knoxfield - Scoresby	2016	1763
Lysterfield	2016	2423
Rowville - Central	2016	1944
Rowville - North	2016	2055
Rowville - South	2016	2158
Wantirna	2016	1794
Wantirna South	2016	1854
Boronia	2016	1579
Ferntree Gully (North)	2016	1717
Ferntree Gully (South) - Upper Ferntree Gully	2016	1794
The Basin	2016	1916
Donvale - Park Orchards	2016	2259
Warrandyte - Wonga Park	2016	2541
Bayswater North	2016	1808
Croydon Hills - Warranwood	2016	2228
Ringwood	2016	1727
Ringwood East	2016	1974
Ringwood North	2016	2162
Croydon - East	2016	1668
Croydon - West	2016	1771
Croydon South	2016	1833
Forest Hill	2016	1695
Mitcham (Vic.)	2016	2048
Nunawading	2016	1887
Vermont	2016	1951
Vermont South	2016	1828
Belgrave - Selby	2016	1956
Chirnside Park	2016	1924
Healesville - Yarra Glen	2016	1577
Kilsyth	2016	1662
Lilydale - Coldstream	2016	1758
Monbulk - Silvan	2016	1699
Montrose	2016	1957
Mooroolbark	2016	1791
Mount Dandenong - Olinda	2016	1982
Mount Evelyn	2016	1862
Upwey - Tecoma	2016	2038
Wandin - Seville	2016	1771
Yarra Valley	2016	1399
Beaconsfield - Officer	2016	2018
Bunyip - Garfield	2016	1762
Emerald - Cockatoo	2016	1915
Koo Wee Rup	2016	1545
Pakenham - North	2016	1525
Pakenham - South	2016	1562
Berwick - North	2016	1911
Berwick - South	2016	1971
Doveton	2016	1064
Hallam	2016	1358
Narre Warren North	2016	2178
Endeavour Hills - North	2016	1577
Endeavour Hills - South	2016	1551
Narre Warren - North East	2016	1709
Narre Warren - South West	2016	1468
Cranbourne	2016	1391
Cranbourne East	2016	1763
Cranbourne North	2016	1662
Cranbourne South	2016	1990
Cranbourne West	2016	1600
Hampton Park - Lynbrook	2016	1358
Lynbrook - Lyndhurst	2016	1894
Pearcedale - Tooradin	2016	1731
Narre Warren South (East)	2016	1997
Narre Warren South (West)	2016	1652
Clarinda - Oakleigh South	2016	1595
Clayton South	2016	1342
Dandenong	2016	1112
Dandenong North	2016	1315
Dingley Village	2016	1939
Keysborough	2016	1618
Noble Park North	2016	1352
Springvale	2016	1120
Springvale South	2016	1208
Noble Park - East	2016	1245
Noble Park - West	2016	1189
Ashwood - Chadstone	2016	1942
Clayton	2016	1373
Glen Waverley - East	2016	1799
Glen Waverley - West	2016	1756
Mount Waverley - North	2016	1902
Mount Waverley - South	2016	1968
Mulgrave	2016	1732
Oakleigh - Huntingdale	2016	1845
Wheelers Hill	2016	1886
Ardeer - Albion	2016	1296
Cairnlea	2016	1635
Deer Park - Derrimut	2016	1454
Delahey	2016	1404
Keilor Downs	2016	1490
Kings Park (Vic.)	2016	1116
St Albans - North	2016	1087
St Albans - South	2016	1092
Sunshine	2016	1305
Sunshine North	2016	1166
Sunshine West	2016	1214
Sydenham	2016	1649
Taylors Lakes	2016	1960
Altona	2016	1953
Altona Meadows	2016	1586
Altona North	2016	1511
Newport	2016	2484
Seabrook	2016	1777
Williamstown	2016	2606
Braybrook	2016	1382
Footscray	2016	1660
Maribyrnong	2016	2024
Seddon - Kingsville	2016	2386
West Footscray - Tottenham	2016	1843
Yarraville	2016	2513
Bacchus Marsh	2016	1708
Hillside	2016	1945
Melton	2016	1361
Melton South	2016	1501
Melton West	2016	1543
Rockbank - Mount Cottrell	2016	1320
Taylors Hill	2016	1918
Burnside	2016	1520
Burnside Heights	2016	1789
Caroline Springs	2016	1923
Hoppers Crossing - North	2016	1621
Hoppers Crossing - South	2016	1420
Laverton	2016	1674
Tarneit	2016	1703
Truganina	2016	1713
Werribee - South	2016	1616
Wyndham Vale	2016	1604
Point Cook - East	2016	2156
Point Cook - North	2016	2035
Point Cook - South	2016	2125
Werribee - East	2016	1353
Werribee - West	2016	1723
Carrum Downs	2016	1533
Frankston	2016	1448
Frankston North	2016	1267
Frankston South	2016	2052
Langwarrin	2016	1868
Seaford (Vic.)	2016	1611
Skye - Sandhurst	2016	2031
Dromana	2016	1426
Flinders	2016	1937
Hastings - Somers	2016	1453
Mornington	2016	1584
Mount Eliza	2016	2353
Mount Martha	2016	2036
Point Nepean	2016	1384
Rosebud - McCrae	2016	1242
Somerville	2016	1722
Ararat	2016	1284
Ararat Region	2016	1244
Horsham	2016	1412
Horsham Region	2016	1392
Nhill Region	2016	1242
St Arnaud	2016	1157
Stawell	2016	1301
West Wimmera	2016	1274
Yarriambiack	2016	1176
Irymple	2016	1553
Merbein	2016	1318
Mildura Region	2016	1336
Red Cliffs	2016	1337
Mildura - North	2016	1243
Mildura - South	2016	1370
Buloke	2016	1110
Gannawarra	2016	1184
Kerang	2016	1195
Robinvale	2016	1263
Swan Hill	2016	1407
Swan Hill Region	2016	1325
Echuca	2016	1433
Kyabram	2016	1322
Lockington - Gunbower	2016	1382
Rochester	2016	1299
Rushworth	2016	1165
Cobram	2016	1265
Moira	2016	1334
Numurkah	2016	1311
Yarrawonga	2016	1233
Mooroopna	2016	1296
Shepparton - North	2016	1512
