SA2_NAME16	Year	unemployment
Golden Beach - Pelican Waters	2006	5.7
Golden Beach - Pelican Waters	2011	7.4
Golden Beach - Pelican Waters	2016	6.5
Moffat Beach - Battery Hill	2006	7.4
Moffat Beach - Battery Hill	2011	7.1
Moffat Beach - Battery Hill	2016	7.5
Parrearra - Warana	2006	5.1
Parrearra - Warana	2011	6.5
Parrearra - Warana	2016	6.9
Wurtulla - Birtinya	2006	5.1
Wurtulla - Birtinya	2011	7.1
Wurtulla - Birtinya	2016	6.5
Coolum Beach	2006	6.4
Coolum Beach	2011	7.3
Coolum Beach	2016	6.7
Marcoola - Mudjimba	2006	5.7
Marcoola - Mudjimba	2011	7.6
Marcoola - Mudjimba	2016	7.1
Maroochydore - Kuluin	2006	6.6
Maroochydore - Kuluin	2011	7.9
Maroochydore - Kuluin	2016	7.1
Mooloolaba - Alexandra Headland	2006	6
Mooloolaba - Alexandra Headland	2011	7.7
Mooloolaba - Alexandra Headland	2016	7.4
Noosa Heads	2006	5.1
Noosa Heads	2011	6.7
Noosa Heads	2016	4.9
Noosaville	2006	5.5
Noosaville	2011	6.4
Noosaville	2016	7
Sunshine Beach	2006	5.8
Sunshine Beach	2011	7.7
Sunshine Beach	2016	5.6
Tewantin	2006	6.7
Tewantin	2011	7.5
Tewantin	2016	7.5
Peregian Beach - Marcus Beach	2006	5.7
Peregian Beach - Marcus Beach	2011	7.8
Peregian Beach - Marcus Beach	2016	6.6
Peregian Springs	2006	4.9
Peregian Springs	2011	5.7
Peregian Springs	2016	6.1
Beerwah	2006	5.3
Beerwah	2011	6.7
Beerwah	2016	6.9
Caloundra Hinterland	2006	5.2
Caloundra Hinterland	2011	6.8
Caloundra Hinterland	2016	7.1
Glass House Mountains	2006	5.3
Glass House Mountains	2011	6
Glass House Mountains	2016	7.1
Landsborough	2006	5
Landsborough	2011	7
Landsborough	2016	7.1
Maroochy Hinterland	2006	5.6
Maroochy Hinterland	2011	5.1
Maroochy Hinterland	2016	7.3
Palmwoods	2006	4.8
Palmwoods	2011	6.4
Palmwoods	2016	6.3
Bli Bli	2006	5
Bli Bli	2011	6.5
Bli Bli	2016	6.4
Diddillibah - Rosemount	2006	4.1
Diddillibah - Rosemount	2011	7.4
Diddillibah - Rosemount	2016	6
Eumundi - Yandina	2006	5.5
Eumundi - Yandina	2011	7.5
Eumundi - Yandina	2016	7.1
Nambour	2006	6.3
Nambour	2011	7.6
Nambour	2016	8.7
Noosa Hinterland	2006	6.7
Noosa Hinterland	2011	7.5
Noosa Hinterland	2016	6.9
Cambooya - Wyreema	2006	2.9
Cambooya - Wyreema	2011	3
Cambooya - Wyreema	2016	4.8
Darling Heights	2006	6.5
Darling Heights	2011	6.9
Darling Heights	2016	10.6
Drayton - Harristown	2006	5.9
Drayton - Harristown	2011	5.8
Drayton - Harristown	2016	9
Gatton	2006	5.9
Gatton	2011	7.4
Gatton	2016	9.8
Gowrie (Qld)	2006	3.3
Gowrie (Qld)	2011	4.5
Gowrie (Qld)	2016	5
Highfields	2006	2
Highfields	2011	3.1
Highfields	2016	4.4
Lockyer Valley - West	2006	3.3
Lockyer Valley - West	2011	4.2
Lockyer Valley - West	2016	5.4
Middle Ridge	2006	2.3
Middle Ridge	2011	2.7
Middle Ridge	2016	5.4
Newtown (Qld)	2006	6
Newtown (Qld)	2011	6.5
Newtown (Qld)	2016	9.4
North Toowoomba - Harlaxton	2006	7.1
North Toowoomba - Harlaxton	2011	7.5
North Toowoomba - Harlaxton	2016	9.7
Rangeville	2006	3.2
Rangeville	2011	4
Rangeville	2016	5.8
Toowoomba - Central	2006	5.7
Toowoomba - Central	2011	5.3
Toowoomba - Central	2016	8.5
Toowoomba - East	2006	3.8
Toowoomba - East	2011	4.7
Toowoomba - East	2016	5.1
Toowoomba - West	2006	2.3
Toowoomba - West	2011	3
Toowoomba - West	2016	4.7
Wilsonton	2006	5.2
Wilsonton	2011	6.2
Wilsonton	2016	8.5
Ayr	2006	4.6
Ayr	2011	4.2
Ayr	2016	6.4
Burdekin	2006	3
Burdekin	2011	4
Burdekin	2016	5.1
Charters Towers	2006	5.9
Charters Towers	2011	6.4
Charters Towers	2016	10.7
Dalrymple	2006	4.8
Dalrymple	2011	3.8
Dalrymple	2016	5.7
Ingham	2006	4.7
Ingham	2011	5.1
Ingham	2016	7.3
Ingham Region	2006	2.6
Ingham Region	2011	2.7
Ingham Region	2016	5.3
Palm Island	2006	15.2
Palm Island	2011	26.4
Palm Island	2016	29.4
Aitkenvale	2006	4.3
Aitkenvale	2011	5.1
Aitkenvale	2016	11.6
Annandale	2006	2.3
Annandale	2011	3
Annandale	2016	5.7
Belgian Gardens - Pallarenda	2006	4.4
Belgian Gardens - Pallarenda	2011	4
Belgian Gardens - Pallarenda	2016	8.1
Bohle Plains	2006	2.7
Bohle Plains	2011	3.3
Bohle Plains	2016	5.8
Condon - Rasmussen	2006	5.2
Condon - Rasmussen	2011	6.2
Condon - Rasmussen	2016	11.6
Cranbrook	2006	3.9
Cranbrook	2011	5.4
Cranbrook	2016	10.7
Deeragun	2006	4.3
Deeragun	2011	3.8
Deeragun	2016	8.3
Douglas	2006	4.6
Douglas	2011	7.2
Douglas	2016	10.1
Garbutt - West End	2006	5.8
Garbutt - West End	2011	6.1
Garbutt - West End	2016	11
Gulliver - Currajong - Vincent	2006	4.9
Gulliver - Currajong - Vincent	2011	6.4
Gulliver - Currajong - Vincent	2016	11.2
Heatley	2006	6.1
Heatley	2011	7.2
Heatley	2016	14
Hermit Park - Rosslea	2006	5.5
Hermit Park - Rosslea	2011	5.6
Hermit Park - Rosslea	2016	8.9
Hyde Park - Pimlico	2006	3.9
Hyde Park - Pimlico	2011	6.3
Hyde Park - Pimlico	2016	10.4
Kelso	2006	5.7
Kelso	2011	6.2
Kelso	2016	11.3
Kirwan - East	2006	5.8
Kirwan - East	2011	6.5
Kirwan - East	2016	11.1
Kirwan - West	2006	3.3
Kirwan - West	2011	4.1
Kirwan - West	2016	7.9
Magnetic Island	2006	3.8
Magnetic Island	2011	6.2
Magnetic Island	2016	7.9
Mount Louisa	2006	3.8
Mount Louisa	2011	3.6
Mount Louisa	2016	6.5
Mundingburra	2006	4.9
Mundingburra	2011	5.1
Mundingburra	2016	8.3
Northern Beaches	2006	5.2
Northern Beaches	2011	5.4
Northern Beaches	2016	10
Oonoonba	2006	3
Oonoonba	2011	4.3
Oonoonba	2016	6.4
South Townsville - Railway Estate	2006	5.2
South Townsville - Railway Estate	2011	5.7
South Townsville - Railway Estate	2016	10.4
Townsville - South	2006	3
Townsville - South	2011	3.6
Townsville - South	2016	7.2
Townsville City - North Ward	2006	4.7
Townsville City - North Ward	2011	5
Townsville City - North Ward	2016	6.4
Wulguru - Roseneath	2006	5.1
Wulguru - Roseneath	2011	6.7
Wulguru - Roseneath	2016	9.5
Ashfield - Kepnock	2006	8.7
Ashfield - Kepnock	2011	9.5
Ashfield - Kepnock	2016	9.2
Bargara - Burnett Heads	2006	7.4
Bargara - Burnett Heads	2011	8.6
Bargara - Burnett Heads	2016	9.2
Branyan - Kensington	2006	6.4
Branyan - Kensington	2011	6.8
Branyan - Kensington	2016	8.7
Bundaberg	2006	11.8
Bundaberg	2011	14.2
Bundaberg	2016	15.8
Bundaberg East - Kalkie	2006	6.7
Bundaberg East - Kalkie	2011	7.2
Bundaberg East - Kalkie	2016	9.2
Bundaberg North - Gooburrum	2006	8
Bundaberg North - Gooburrum	2011	8.4
Bundaberg North - Gooburrum	2016	11.9
Bundaberg Region - North	2006	7.6
Bundaberg Region - North	2011	7.5
Bundaberg Region - North	2016	10.9
Bundaberg Region - South	2006	6.6
Bundaberg Region - South	2011	7.9
Bundaberg Region - South	2016	9.1
Millbank - Avoca	2006	5.5
Millbank - Avoca	2011	7.1
Millbank - Avoca	2016	9.3
Svensson Heights - Norville	2006	8
Svensson Heights - Norville	2011	9.6
Svensson Heights - Norville	2016	11.3
Walkervale - Avenell Heights	2006	7.8
Walkervale - Avenell Heights	2011	9.9
Walkervale - Avenell Heights	2016	11.4
Gayndah - Mundubbera	2006	3.7
Gayndah - Mundubbera	2011	4
Gayndah - Mundubbera	2016	4.9
Gin Gin	2006	10.6
Gin Gin	2011	10.2
Gin Gin	2016	13.2
Kingaroy	2006	4.6
Kingaroy	2011	6.1
Kingaroy	2016	6.9
Kingaroy Region - North	2006	5.4
Kingaroy Region - North	2011	8.5
Kingaroy Region - North	2016	10.2
Kingaroy Region - South	2006	3.8
Kingaroy Region - South	2011	3.6
Kingaroy Region - South	2016	3.7
Monto - Eidsvold	2006	4.1
Monto - Eidsvold	2011	6
Monto - Eidsvold	2016	6
Nanango	2006	8.7
Nanango	2011	9.2
Nanango	2016	11.1
North Burnett	2006	0
North Burnett	2011	0
North Burnett	2016	0
Cooloola	2006	10
Cooloola	2011	10.2
Cooloola	2016	12
Gympie - North	2006	8.8
Gympie - North	2011	9.3
Gympie - North	2016	11.4
Gympie - South	2006	6.2
Gympie - South	2011	5.1
Gympie - South	2016	7.5
Gympie Region	2006	7.4
Gympie Region	2011	7.2
Gympie Region	2016	8.9
Kilkivan	2006	5.4
Kilkivan	2011	6.6
Kilkivan	2016	7.8
Booral - River Heads	2006	8.4
Booral - River Heads	2011	11.8
Booral - River Heads	2016	10.9
Craignish - Dundowran Beach	2006	4.9
Craignish - Dundowran Beach	2011	9.2
Craignish - Dundowran Beach	2016	8.2
Pialba - Eli Waters	2006	7.8
Pialba - Eli Waters	2011	11.6
Pialba - Eli Waters	2016	13.1
Point Vernon	2006	10.1
Point Vernon	2011	12
Point Vernon	2016	12.4
Torquay - Scarness - Kawungan	2006	9.1
Torquay - Scarness - Kawungan	2011	11.9
Torquay - Scarness - Kawungan	2016	13.3
Urangan - Wondunna	2006	8.9
Urangan - Wondunna	2011	11
Urangan - Wondunna	2016	10.3
Burrum - Fraser	2006	8.9
Burrum - Fraser	2011	11.2
Burrum - Fraser	2016	13.7
Granville	2006	8.8
Granville	2011	9.5
Granville	2016	12.2
Maryborough (Qld)	2006	9
Maryborough (Qld)	2011	10
Maryborough (Qld)	2016	13.7
Maryborough Region - South	2006	8.5
Maryborough Region - South	2011	9.1
Maryborough Region - South	2016	12.2
Tinana	2006	5
Tinana	2011	5.3
Tinana	2016	8
Migratory - Offshore - Shipping (Qld)	2006	4.9
Migratory - Offshore - Shipping (Qld)	2011	2.4
Migratory - Offshore - Shipping (Qld)	2016	5.9
No usual address (Qld)	2006	17.8
No usual address (Qld)	2011	21.3
No usual address (Qld)	2016	24.2
Adelaide	2006	8.5
Adelaide	2011	11.2
Adelaide	2016	13.8
North Adelaide	2006	6.8
North Adelaide	2011	5.4
North Adelaide	2016	8.3
Adelaide Hills	2006	3
Adelaide Hills	2011	3.8
Adelaide Hills	2016	4.3
Aldgate - Stirling	2006	2.8
Aldgate - Stirling	2011	3.4
Aldgate - Stirling	2016	4.6
Hahndorf - Echunga	2006	3.3
Hahndorf - Echunga	2011	3.4
Hahndorf - Echunga	2016	3.8
Lobethal - Woodside	2006	3
Lobethal - Woodside	2011	3.5
Lobethal - Woodside	2016	4.4
Mount Barker	2006	3.9
Mount Barker	2011	5
Mount Barker	2016	6
Mount Barker Region	2006	4.6
Mount Barker Region	2011	3.9
Mount Barker Region	2016	4.4
Nairne	2006	3.9
Nairne	2011	4.7
Nairne	2016	5
Uraidla - Summertown	2006	3.4
Uraidla - Summertown	2011	4
Uraidla - Summertown	2016	3.7
Burnside - Wattle Park	2006	3.4
Burnside - Wattle Park	2011	4.2
Burnside - Wattle Park	2016	5.6
Glenside - Beaumont	2006	3.6
Glenside - Beaumont	2011	4.3
Glenside - Beaumont	2016	5.7
Toorak Gardens	2006	3.7
Toorak Gardens	2011	4.8
Toorak Gardens	2016	6.4
Athelstone	2006	3.1
Athelstone	2011	4.2
Athelstone	2016	5.6
Paradise - Newton	2006	5.3
Paradise - Newton	2011	5.6
Paradise - Newton	2016	7.5
Rostrevor - Magill	2006	4.7
Rostrevor - Magill	2011	5.4
Rostrevor - Magill	2016	7.1
Norwood (SA)	2006	4.8
Norwood (SA)	2011	5.2
Norwood (SA)	2016	7
Payneham - Felixstow	2006	4.3
Payneham - Felixstow	2011	5.5
Payneham - Felixstow	2016	7.1
St Peters - Marden	2006	4.3
St Peters - Marden	2011	4.8
St Peters - Marden	2016	6.1
Nailsworth - Broadview	2006	3.5
Nailsworth - Broadview	2011	3.8
Nailsworth - Broadview	2016	5.5
Prospect	2006	4.4
Prospect	2011	4.8
Prospect	2016	6.8
Walkerville	2006	4.1
Walkerville	2011	4.5
Walkerville	2016	5.8
Goodwood - Millswood	2006	3.9
Goodwood - Millswood	2011	4.6
Goodwood - Millswood	2016	5.9
Unley - Parkside	2006	3.8
Unley - Parkside	2011	4.7
Unley - Parkside	2016	5.8
Gawler - North	2006	4.1
Gawler - North	2011	4.5
Gawler - North	2016	5.7
Gawler - South	2006	5.6
Gawler - South	2011	5.9
Gawler - South	2016	8.7
Lewiston - Two Wells	2006	4.7
Lewiston - Two Wells	2011	4.9
Lewiston - Two Wells	2016	7.1
Craigmore - Blakeview	2006	4.4
Craigmore - Blakeview	2011	6.1
Craigmore - Blakeview	2016	9
Davoren Park	2006	13.3
Davoren Park	2011	12.5
Davoren Park	2016	16.1
Elizabeth	2006	13.6
Elizabeth	2011	16.8
Elizabeth	2016	21.9
Elizabeth East	2006	8.1
Elizabeth East	2011	9.4
Elizabeth East	2016	12.8
Munno Para West - Angle Vale	2006	3.5
Munno Para West - Angle Vale	2011	4.9
Munno Para West - Angle Vale	2016	8.5
One Tree Hill	2006	3.3
One Tree Hill	2011	4.3
One Tree Hill	2016	3.8
Smithfield - Elizabeth North	2006	13.1
Smithfield - Elizabeth North	2011	14.1
Smithfield - Elizabeth North	2016	20.1
Virginia - Waterloo Corner	2006	6
Virginia - Waterloo Corner	2011	5.3
Virginia - Waterloo Corner	2016	6.6
Enfield - Blair Athol	2006	8.8
Enfield - Blair Athol	2011	8.5
Enfield - Blair Athol	2016	12.2
Northgate - Oakden - Gilles Plains	2006	5.4
Northgate - Oakden - Gilles Plains	2011	5.9
Northgate - Oakden - Gilles Plains	2016	8
Windsor Gardens	2006	6.5
Windsor Gardens	2011	6
Windsor Gardens	2016	8.1
Dry Creek - North	2006	6.6
Dry Creek - North	2011	0
Dry Creek - North	2016	0
Ingle Farm	2006	5
Ingle Farm	2011	6.1
Ingle Farm	2016	9.1
Para Hills	2006	4.4
Para Hills	2011	6
Para Hills	2016	7.9
Parafield	2006	0
Parafield	2011	0
Parafield	2016	0
Parafield Gardens	2006	6.8
Parafield Gardens	2011	8.1
Parafield Gardens	2016	10.5
Paralowie	2006	6.1
Paralowie	2011	7.7
Paralowie	2016	10.3
Salisbury	2006	7.7
Salisbury	2011	10.7
Salisbury	2016	14
Salisbury East	2006	4.9
Salisbury East	2011	5.9
Salisbury East	2016	9
Salisbury North	2006	7.8
Salisbury North	2011	8.9
Salisbury North	2016	11.7
Mawson Lakes - Globe Derby Park	2006	2.8
Mawson Lakes - Globe Derby Park	2011	4.8
Mawson Lakes - Globe Derby Park	2016	8
Pooraka - Cavan	2006	5.9
Pooraka - Cavan	2011	6.6
Pooraka - Cavan	2016	9.9
Golden Grove	2006	3.9
Golden Grove	2011	4
Golden Grove	2016	5.9
Greenwith	2006	3.9
Greenwith	2011	4.4
Greenwith	2016	5.4
Highbury - Dernancourt	2006	2.8
Highbury - Dernancourt	2011	4.1
Highbury - Dernancourt	2016	6.2
Hope Valley - Modbury	2006	5.9
Hope Valley - Modbury	2011	6.5
Hope Valley - Modbury	2016	8.7
Modbury Heights	2006	4
Modbury Heights	2011	4.6
Modbury Heights	2016	6
Redwood Park	2006	3.7
Redwood Park	2011	4.3
Redwood Park	2016	6
St Agnes - Ridgehaven	2006	3.8
St Agnes - Ridgehaven	2011	4.6
St Agnes - Ridgehaven	2016	6.5
Brighton (SA)	2006	3.7
Brighton (SA)	2011	4.2
Brighton (SA)	2016	4.8
Glenelg (SA)	2006	4.5
Glenelg (SA)	2011	4.8
Glenelg (SA)	2016	6
Edwardstown	2006	5.2
Edwardstown	2011	5.8
Edwardstown	2016	8.3
Hallett Cove	2006	4.6
Hallett Cove	2011	4.2
Hallett Cove	2016	6
Marino - Seaview Downs	2006	4.2
Marino - Seaview Downs	2011	4.4
Marino - Seaview Downs	2016	5.6
Mitchell Park	2006	6.1
Mitchell Park	2011	7.2
Mitchell Park	2016	8.9
Morphettville	2006	5.1
Morphettville	2011	5.1
Morphettville	2016	7
Sheidow Park - Trott Park	2006	3.9
Sheidow Park - Trott Park	2011	4.2
Sheidow Park - Trott Park	2016	4.9
Warradale	2006	5.9
Warradale	2011	6.4
Warradale	2016	7.5
Belair	2006	3.6
Belair	2011	3.6
Belair	2016	5.1
Bellevue Heights	2006	6.4
Bellevue Heights	2011	6.7
Bellevue Heights	2016	8.8
Blackwood	2006	3.6
Blackwood	2011	3.7
Blackwood	2016	5.2
Colonel Light Gardens	2006	3.5
Colonel Light Gardens	2011	4.1
Colonel Light Gardens	2016	5.8
Mitcham (SA)	2006	3
Mitcham (SA)	2011	3.7
Mitcham (SA)	2016	5.1
Panorama	2006	4.4
Panorama	2011	6.5
Panorama	2016	7.6
Aberfoyle Park	2006	3.8
Aberfoyle Park	2011	4.1
Aberfoyle Park	2016	6
Aldinga	2006	7.4
Aldinga	2011	7.3
Aldinga	2016	8.8
Christie Downs	2006	10
Christie Downs	2011	9.6
Christie Downs	2016	12.4
Christies Beach	2006	8.9
Christies Beach	2011	8.2
Christies Beach	2016	10.6
Clarendon	2006	2.8
Clarendon	2011	4
Clarendon	2016	4.2
Coromandel Valley	2006	3.4
Coromandel Valley	2011	2.9
Coromandel Valley	2016	4.9
Flagstaff Hill	2006	3.9
Flagstaff Hill	2011	4.5
Flagstaff Hill	2016	6
Hackham - Onkaparinga Hills	2006	5.7
Hackham - Onkaparinga Hills	2011	6
Hackham - Onkaparinga Hills	2016	7.8
Hackham West - Huntfield Heights	2006	11.8
Hackham West - Huntfield Heights	2011	9.5
Hackham West - Huntfield Heights	2016	12.4
Happy Valley	2006	3.4
Happy Valley	2011	4.2
Happy Valley	2016	6.2
Happy Valley Reservoir	2006	0
Happy Valley Reservoir	2011	0
Happy Valley Reservoir	2016	0
Lonsdale	2006	0
Lonsdale	2011	27.3
Lonsdale	2016	0
McLaren Vale	2006	3.9
McLaren Vale	2011	4.1
McLaren Vale	2016	4.8
Morphett Vale - East	2006	6.3
Morphett Vale - East	2011	6.6
Morphett Vale - East	2016	8.2
Morphett Vale - West	2006	7.4
Morphett Vale - West	2011	7
Morphett Vale - West	2016	10.8
Reynella	2006	4.9
Reynella	2011	5.9
Reynella	2016	7.5
Seaford (SA)	2006	6.3
Seaford (SA)	2011	6.4
Seaford (SA)	2016	7.5
Willunga	2006	3
Willunga	2011	4.8
Willunga	2016	3.9
Woodcroft	2006	3.5
Woodcroft	2011	4.4
Woodcroft	2016	5.6
Beverley	2006	6.1
Beverley	2011	6
Beverley	2016	6.7
Flinders Park	2006	5.3
Flinders Park	2011	5.2
Flinders Park	2016	7.1
Henley Beach	2006	4.1
Henley Beach	2011	4.1
Henley Beach	2016	5.7
Hindmarsh - Brompton	2006	5.9
Hindmarsh - Brompton	2011	6.7
Hindmarsh - Brompton	2016	7.8
Royal Park - Hendon - Albert Park	2006	5.1
Royal Park - Hendon - Albert Park	2011	5.8
Royal Park - Hendon - Albert Park	2016	7.9
Seaton - Grange	2006	5.1
Seaton - Grange	2011	5.6
Seaton - Grange	2016	7.1
West Lakes	2006	3.6
West Lakes	2011	4.3
West Lakes	2016	5.4
Woodville - Cheltenham	2006	8.1
Woodville - Cheltenham	2011	7.6
Woodville - Cheltenham	2016	9.1
Dry Creek - South	2006	0
Dry Creek - South	2011	0
Dry Creek - South	2016	0
Largs Bay - Semaphore	2006	5.3
Largs Bay - Semaphore	2011	5
Largs Bay - Semaphore	2016	6.8
North Haven	2006	4.9
North Haven	2011	5.7
North Haven	2016	7.5
Port Adelaide	2006	8
Port Adelaide	2011	7.5
Port Adelaide	2016	10
The Parks	2006	10.2
The Parks	2011	8.9
The Parks	2016	12.8
Torrens Island	2006	0
Torrens Island	2011	0
Torrens Island	2016	0
Adelaide Airport	2006	0
Adelaide Airport	2011	0
Adelaide Airport	2016	0
Fulham	2006	3.1
Fulham	2011	3.9
Fulham	2016	5.6
Lockleys	2006	5.1
Lockleys	2011	5.5
Lockleys	2016	7.2
Plympton	2006	5.5
Plympton	2011	5.9
Plympton	2016	7.8
Richmond (SA)	2006	6.3
Richmond (SA)	2011	6.2
Richmond (SA)	2016	7.8
West Beach	2006	4.3
West Beach	2011	4.6
West Beach	2016	5.7
Barossa - Angaston	2006	3.3
Barossa - Angaston	2011	3.6
Barossa - Angaston	2016	4.4
Light	2006	4.8
Light	2011	4.4
Light	2016	5.6
Lyndoch	2006	4
Lyndoch	2011	4.2
Lyndoch	2016	5.3
Mallala	2006	5.5
Mallala	2011	5.3
Mallala	2016	6.7
Nuriootpa	2006	3.4
Nuriootpa	2011	3.7
Nuriootpa	2016	4.4
Tanunda	2006	2.4
Tanunda	2011	2.9
Tanunda	2016	3.9
Clare	2006	2.2
Clare	2011	2.8
Clare	2016	3
Gilbert Valley	2006	3.8
Gilbert Valley	2011	3.6
Gilbert Valley	2016	3.8
Goyder	2006	4.5
Goyder	2011	4.8
Goyder	2016	6.2
Wakefield - Barunga West	2006	4.5
Wakefield - Barunga West	2011	4.5
Wakefield - Barunga West	2016	6.2
Jamestown	2006	4.7
Jamestown	2011	3.5
Jamestown	2016	4.7
Peterborough - Mount Remarkable	2006	6.2
Peterborough - Mount Remarkable	2011	5.1
Peterborough - Mount Remarkable	2016	7.4
Port Pirie	2006	10.6
Port Pirie	2011	8
Port Pirie	2016	11.6
Port Pirie Region	2006	7.6
Port Pirie Region	2011	5.3
Port Pirie Region	2016	7.4
Kadina	2006	7.2
Kadina	2011	5.8
Kadina	2016	8.4
Moonta	2006	10.1
Moonta	2011	6.4
Moonta	2016	8
Wallaroo	2006	10.1
Wallaroo	2011	8.2
Wallaroo	2016	10.7
Yorke Peninsula - North	2006	5.4
Yorke Peninsula - North	2011	4.4
Yorke Peninsula - North	2016	5.9
Yorke Peninsula - South	2006	5.4
Yorke Peninsula - South	2011	4.6
Yorke Peninsula - South	2016	5.2
Ceduna	2006	3.5
Ceduna	2011	4.9
Ceduna	2016	3.3
Eyre Peninsula	2006	4.2
Eyre Peninsula	2011	3.9
Eyre Peninsula	2016	4.5
Kimba - Cleve - Franklin Harbour	2006	2.1
Kimba - Cleve - Franklin Harbour	2011	2.4
Kimba - Cleve - Franklin Harbour	2016	3.7
Le Hunte - Elliston	2006	3.2
Le Hunte - Elliston	2011	3.6
Le Hunte - Elliston	2016	3.5
Port Lincoln	2006	5.4
Port Lincoln	2011	5.3
Port Lincoln	2016	6.1
West Coast (SA)	2006	3.7
West Coast (SA)	2011	4.8
West Coast (SA)	2016	4.4
Western	2006	0
Western	2011	0
Western	2016	0
Whyalla	2006	8.9
Whyalla	2011	8.1
Whyalla	2016	12.5
Whyalla - North	2006	0
Whyalla - North	2011	0
Whyalla - North	2016	0
APY Lands	2006	5.2
APY Lands	2011	11.8
APY Lands	2016	25.3
Coober Pedy	2006	9.9
Coober Pedy	2011	8.8
Coober Pedy	2016	9.9
Quorn - Lake Gilles	2006	6.1
Quorn - Lake Gilles	2011	4.9
Quorn - Lake Gilles	2016	7
Outback	2006	3.9
Outback	2011	3
Outback	2016	4.4
Port Augusta	2006	7
Port Augusta	2011	5.9
Port Augusta	2016	9.7
Roxby Downs	2006	2.2
Roxby Downs	2011	1.8
Roxby Downs	2016	3.5
Goolwa - Port Elliot	2006	6.9
Goolwa - Port Elliot	2011	7.1
Goolwa - Port Elliot	2016	7.2
Kangaroo Island	2006	4
Kangaroo Island	2011	4.4
Kangaroo Island	2016	5.2
Strathalbyn	2006	4.3
Strathalbyn	2011	5.1
Strathalbyn	2016	5.2
Strathalbyn Region	2006	3.5
Strathalbyn Region	2011	4.6
Strathalbyn Region	2016	5
Victor Harbor	2006	5.8
Victor Harbor	2011	7
Victor Harbor	2016	7.2
Yankalilla	2006	6
Yankalilla	2011	5.5
Yankalilla	2016	6.2
Grant	2006	3.7
Grant	2011	4.7
Grant	2016	4.3
Kingston - Robe	2006	3.7
Kingston - Robe	2011	2.8
Kingston - Robe	2016	4
Millicent	2006	6.5
Millicent	2011	7.7
Millicent	2016	7.4
Naracoorte	2006	4
Naracoorte	2011	4
Naracoorte	2016	4.8
Naracoorte Region	2006	2.2
Naracoorte Region	2011	2.3
Naracoorte Region	2016	1.5
Penola	2006	3.9
Penola	2011	4.6
Penola	2016	5.3
Tatiara	2006	1.8
Tatiara	2011	2.7
Tatiara	2016	2.4
Wattle Range	2006	4.3
Wattle Range	2011	5.5
Wattle Range	2016	5.5
Mount Gambier - East	2006	6.6
Mount Gambier - East	2011	6.2
Mount Gambier - East	2016	6.3
Mount Gambier - West	2006	6.8
Mount Gambier - West	2011	7.1
Mount Gambier - West	2016	6.2
Barmera	2006	5.8
Barmera	2011	6.5
Barmera	2016	6.1
Berri	2006	7.8
Berri	2011	8.9
Berri	2016	8.2
Karoonda - Lameroo	2006	2.3
Karoonda - Lameroo	2011	2.3
Karoonda - Lameroo	2016	4.2
Loxton	2006	3.8
Loxton	2011	5.1
Loxton	2016	4.4
Loxton Region	2006	3.3
Loxton Region	2011	6.3
Loxton Region	2016	4.9
Mannum	2006	6
Mannum	2011	6.3
Mannum	2016	6.4
Murray Bridge	2006	7.1
Murray Bridge	2011	7.7
Murray Bridge	2016	9.6
Murray Bridge Region	2006	5.1
Murray Bridge Region	2011	5.2
Murray Bridge Region	2016	5.2
Renmark	2006	6.5
Renmark	2011	7.9
Renmark	2016	10.1
Renmark Region	2006	3
Renmark Region	2011	4.3
Renmark Region	2016	4.5
The Coorong	2006	4.5
The Coorong	2011	5.2
The Coorong	2016	4.9
Waikerie	2006	4.1
Waikerie	2011	4.8
Waikerie	2016	5.4
Migratory - Offshore - Shipping (SA)	2006	0
Migratory - Offshore - Shipping (SA)	2011	0
Migratory - Offshore - Shipping (SA)	2016	0
No usual address (SA)	2006	19.4
No usual address (SA)	2011	21.6
No usual address (SA)	2016	29
Augusta	2006	3.2
Augusta	2011	3.8
Augusta	2016	4.6
Busselton	2006	3.7
Busselton	2011	5.2
Busselton	2016	6.4
Busselton Region	2006	2.6
Busselton Region	2011	3.9
Busselton Region	2016	4.2
Margaret River	2006	3
Margaret River	2011	4.4
Margaret River	2016	4.8
Australind - Leschenault	2006	3.1
Australind - Leschenault	2011	4.4
Australind - Leschenault	2016	8.1
Capel	2006	3.2
Capel	2011	4.5
Capel	2016	5.5
College Grove - Carey Park	2006	5.3
College Grove - Carey Park	2011	7.3
College Grove - Carey Park	2016	10.3
Collie	2006	5.4
Collie	2011	4.7
Collie	2016	11
Dardanup	2006	2.9
Dardanup	2011	3.9
Dardanup	2016	5.9
Davenport	2006	0
Davenport	2011	0
Davenport	2016	0
Eaton - Pelican Point	2006	3.5
Eaton - Pelican Point	2011	4
Eaton - Pelican Point	2016	7
Harvey	2006	4.2
Harvey	2011	5.2
Harvey	2016	7
East Bunbury - Glen Iris	2006	3.6
East Bunbury - Glen Iris	2011	5.1
East Bunbury - Glen Iris	2016	9.5
Waroona	2006	4.1
Waroona	2011	5.6
Waroona	2016	8.7
Dalyellup	2006	3
Dalyellup	2011	4.5
Dalyellup	2016	7.6
Gelorup - Stratham	2006	2.7
Gelorup - Stratham	2011	2.7
Gelorup - Stratham	2016	6.5
South Bunbury - Bunbury	2006	3.7
South Bunbury - Bunbury	2011	4.2
South Bunbury - Bunbury	2016	7
Withers - Usher	2006	6
