SA2_NAME16	Year	averageNumberOfPersonsPerBedroom
Mareeba	2011	0.8
Balonne	2011	0.8
Chinchilla	2011	0.8
Goondiwindi	2011	0.8
Inglewood - Waggamba	2011	0.8
Miles - Wandoan	2011	0.8
Roma	2011	0.8
Roma Region	2011	0.8
Tara	2011	0.9
Crows Nest - Rosalie	2011	0.8
Jondaryan	2011	0.8
Millmerran	2011	0.8
Pittsworth	2011	0.8
Wambo	2011	0.8
Clifton - Greenmount	2011	0.8
Southern Downs - East	2011	0.8
Southern Downs - West	2011	0.8
Stanthorpe	2011	0.7
Stanthorpe Region	2011	0.8
Warwick	2011	0.7
Central Highlands - East	2011	0.9
Central Highlands - West	2011	0.9
Emerald	2011	0.9
Berserker	2011	0.9
Bouldercombe	2011	0.8
Emu Park	2011	0.8
Frenchville - Mount Archer	2011	0.8
Glenlee - Rockyview	2011	0.8
Gracemere	2011	0.8
Lakes Creek	2011	0.9
Mount Morgan	2011	0.8
Norman Gardens	2011	0.8
Park Avenue	2011	0.8
Parkhurst - Kawana	2011	0.8
Rockhampton - West	2011	0.8
Rockhampton City	2011	0.9
Rockhampton Region - East	2011	0.9
Rockhampton Region - North	2011	0.9
Rockhampton Region - West	2011	0.9
Shoalwater Bay	2011	0.8
The Range - Allenstown	2011	0.8
Yeppoon	2011	0.8
Banana	2011	0.8
Biloela	2011	0.8
Agnes Water - Miriam Vale	2011	0.9
Boyne Island - Tannum Sands	2011	0.8
Callemondah	2011	0.9
Clinton - New Auckland	2011	0.8
Gladstone	2011	0.8
Gladstone Hinterland	2011	0.9
Kin Kora - Sun Valley	2011	0.8
South Trees	2011	0
Telina - Toolooa	2011	0.8
West Gladstone	2011	0.8
Broadbeach Waters	2011	0.7
Burleigh Heads	2011	0.8
Burleigh Waters	2011	0.8
Mermaid Beach - Broadbeach	2011	0.9
Mermaid Waters	2011	0.8
Miami	2011	0.9
Coolangatta	2011	0.9
Currumbin - Tugun	2011	0.8
Currumbin Waters	2011	0.8
Elanora	2011	0.8
Palm Beach	2011	0.8
Arundel	2011	0.8
Biggera Waters	2011	0.9
Coombabah	2011	0.8
Labrador	2011	0.9
Paradise Point - Hollywell	2011	0.7
Runaway Bay	2011	0.8
Guanaba - Springbrook	2011	0.8
Tamborine - Canungra	2011	0.8
Currumbin Valley - Tallebudgera	2011	0.9
Mudgeeraba - Bonogin	2011	0.8
Reedy Creek - Andrews	2011	0.8
Carrara	2011	0.8
Highland Park	2011	0.8
Nerang - Mount Nathan	2011	0.8
Pacific Pines - Gaven	2011	0.8
Worongary - Tallai	2011	0.8
Coomera	2011	0.8
Helensvale	2011	0.8
Hope Island	2011	0.8
Jacobs Well - Alberton	2011	0.8
Ormeau - Yatala	2011	0.8
Oxenford - Maudsland	2011	0.8
Pimpama	2011	0.8
Upper Coomera - Willow Vale	2011	0.8
Clear Island Waters	2011	0.7
Merrimac	2011	0.8
Robina	2011	0.8
Varsity Lakes	2011	0.9
Ashmore	2011	0.8
Molendinar	2011	0.8
Parkwood	2011	0.8
Southport - North	2011	1
Southport - South	2011	0.9
Benowa	2011	0.8
Bundall	2011	0.7
Main Beach	2011	0.9
Surfers Paradise	2011	1
Darra - Sumner	2011	0.9
Durack	2011	0.9
Forest Lake - Doolandella	2011	0.8
Inala - Richlands	2011	0.9
Oxley (Qld)	2011	0.8
Wacol	2011	0.9
Boonah	2011	0.8
Esk	2011	0.8
Lake Manchester - England Creek	2011	0
Lockyer Valley - East	2011	0.8
Lowood	2011	0.8
Rosewood	2011	0.8
Brassall	2011	0.8
Bundamba	2011	0.8
Churchill - Yamanto	2011	0.8
Ipswich - Central	2011	0.8
Ipswich - East	2011	0.8
Ipswich - North	2011	0.8
Karalee - Barellan Point	2011	0.8
Karana Downs	2011	0.8
Leichhardt - One Mile	2011	0.8
North Ipswich - Tivoli	2011	0.8
Raceview	2011	0.8
Ripley	2011	0.8
Riverview	2011	0.9
Bellbird Park - Brookwater	2011	0.8
Camira - Gailes	2011	0.8
Carole Park	2011	0
Collingwood Park - Redbank	2011	0.8
Goodna	2011	0.9
New Chum	2011	0
Redbank Plains	2011	0.9
Springfield	2011	0.9
Springfield Lakes	2011	0.8
Beaudesert	2011	0.8
Beenleigh	2011	0.8
Eagleby	2011	0.8
Edens Landing - Holmview	2011	0.8
Mount Warren Park	2011	0.8
Wolffdene - Bahrs Scrub	2011	0.8
Boronia Heights - Park Ridge	2011	0.8
Browns Plains	2011	0.8
Chambers Flat - Logan Reserve	2011	0.9
Crestmead	2011	0.9
Greenbank Military Camp	2011	0
Hillcrest	2011	0.8
Marsden	2011	0.9
Munruben - Park Ridge South	2011	0.8
Regents Park - Heritage Park	2011	0.8
Greenbank	2011	0.8
Jimboomba	2011	0.9
Logan Village	2011	0.8
Bethania - Waterford	2011	0.8
Cornubia - Carbrook	2011	0.8
Loganholme - Tanah Merah	2011	0.8
Loganlea	2011	0.9
Shailer Park	2011	0.8
Waterford West	2011	0.9
Daisy Hill	2011	0.8
Kingston (Qld.)	2011	0.9
Logan Central	2011	1
Rochedale South - Priestdale	2011	0.8
Slacks Creek	2011	0.9
Springwood	2011	0.8
Underwood	2011	0.8
Woodridge	2011	0.9
Bowen	2011	0.9
Broadsound - Nebo	2011	0.9
Clermont	2011	0.8
Collinsville	2011	0.8
Moranbah	2011	0.9
Andergrove - Beaconsfield	2011	0.9
East Mackay	2011	0.8
Eimeo - Rural View	2011	0.9
Eungella Hinterland	2011	0
Mackay	2011	0.9
Mackay Harbour	2011	0.8
Mount Pleasant - Glenella	2011	0.8
North Mackay	2011	0.9
Ooralea - Bakers Creek	2011	0.8
Pioneer Valley	2011	0.9
Sarina	2011	0.9
Seaforth - Calen	2011	0.9
Shoal Point - Bucasia	2011	0.9
Slade Point	2011	0.9
South Mackay	2011	0.9
Walkerston - Eton	2011	0.9
West Mackay	2011	0.8
Airlie - Whitsundays	2011	0.9
Cape Conway	2011	0
Proserpine	2011	0.9
Beachmere - Sandstone Point	2011	0.8
Bribie Island	2011	0.7
Burpengary - East	2011	0.8
Caboolture	2011	0.8
Caboolture - South	2011	0.8
Elimbah	2011	0.8
Morayfield - East	2011	0.8
Wamuran	2011	0.8
Kilcoy	2011	0.8
Woodford - D'Aguilar	2011	0.8
Burpengary	2011	0.8
Deception Bay	2011	0.8
Morayfield	2011	0.8
Narangba	2011	0.8
Upper Caboolture	2011	0.8
Clontarf	2011	0.8
Margate - Woody Point	2011	0.8
Redcliffe	2011	0.8
Rothwell - Kippa-Ring	2011	0.8
Scarborough - Newport - Moreton Island	2011	0.8
Albany Creek	2011	0.8
Cashmere	2011	0.8
Dayboro	2011	0.8
Eatons Hill	2011	0.8
The Hills District	2011	0.8
Samford Valley	2011	0.8
Dakabin - Kallangur	2011	0.8
Murrumba Downs - Griffin	2011	0.8
North Lakes - Mango Hill	2011	0.8
Bray Park	2011	0.8
Lawnton	2011	0.8
Petrie	2011	0.8
Strathpine - Brendale	2011	0.8
Aurukun	2011	1.6
Cape York	2011	1.1
Croydon - Etheridge	2011	1
Kowanyama - Pormpuraaw	2011	1.3
Northern Peninsula	2011	1.3
Tablelands	2011	0.9
Torres	2011	1.2
Torres Strait Islands	2011	1.1
Weipa	2011	1
Carpentaria	2011	1.3
Mount Isa	2011	1
Mount Isa Region	2011	0.9
Northern Highlands	2011	0.8
Barcaldine - Blackall	2011	0.8
Charleville	2011	0.8
Far Central West	2011	0.8
Far South West	2011	0.8
Longreach	2011	0.8
Buderim - North	2011	0.7
Buderim - South	2011	0.8
Mountain Creek	2011	0.8
Sippy Downs	2011	0.8
Aroona - Currimundi	2011	0.8
Buddina - Minyama	2011	0.7
Caloundra - Kings Beach	2011	0.8
Caloundra - West	2011	0.8
Golden Beach - Pelican Waters	2011	0.7
Moffat Beach - Battery Hill	2011	0.8
Parrearra - Warana	2011	0.8
Wurtulla - Birtinya	2011	0.8
Coolum Beach	2011	0.8
Marcoola - Mudjimba	2011	0.8
Maroochydore - Kuluin	2011	0.8
Mooloolaba - Alexandra Headland	2011	0.8
Noosa Heads	2011	0.7
Noosaville	2011	0.7
Sunshine Beach	2011	0.8
Tewantin	2011	0.7
Peregian Beach - Marcus Beach	2011	0.8
Peregian Springs	2011	0.8
Beerwah	2011	0.8
Caloundra Hinterland	2011	0.8
Glass House Mountains	2011	0.8
Landsborough	2011	0.8
Maroochy Hinterland	2011	0.8
Palmwoods	2011	0.8
Bli Bli	2011	0.8
Diddillibah - Rosemount	2011	0.8
Eumundi - Yandina	2011	0.8
Nambour	2011	0.8
Noosa Hinterland	2011	0.8
Cambooya - Wyreema	2011	0.8
Darling Heights	2011	0.8
Drayton - Harristown	2011	0.8
Gatton	2011	0.8
Gowrie (Qld)	2011	0.8
Highfields	2011	0.8
Lockyer Valley - West	2011	0.8
Middle Ridge	2011	0.7
Newtown (Qld)	2011	0.8
North Toowoomba - Harlaxton	2011	0.8
Rangeville	2011	0.7
Toowoomba - Central	2011	0.8
Toowoomba - East	2011	0.8
Toowoomba - West	2011	0.8
Wilsonton	2011	0.8
Ayr	2011	0.8
Burdekin	2011	0.9
Charters Towers	2011	0.8
Dalrymple	2011	0.9
Ingham	2011	0.8
Ingham Region	2011	0.8
Palm Island	2011	1.6
Aitkenvale	2011	0.8
Annandale	2011	0.8
Belgian Gardens - Pallarenda	2011	0.8
Bohle Plains	2011	0.8
Condon - Rasmussen	2011	0.8
Cranbrook	2011	0.8
Deeragun	2011	0.8
Douglas	2011	0.8
Garbutt - West End	2011	0.9
Gulliver - Currajong - Vincent	2011	0.8
Heatley	2011	0.8
Hermit Park - Rosslea	2011	0.8
Hyde Park - Pimlico	2011	0.9
Kelso	2011	0.9
Kirwan - East	2011	0.8
Kirwan - West	2011	0.8
Magnetic Island	2011	0.8
Mount Louisa	2011	0.8
Mundingburra	2011	0.8
Northern Beaches	2011	0.9
Oonoonba	2011	0.8
South Townsville - Railway Estate	2011	0.8
Townsville - South	2011	0.9
Townsville City - North Ward	2011	0.8
Wulguru - Roseneath	2011	0.8
Ashfield - Kepnock	2011	0.8
Bargara - Burnett Heads	2011	0.8
Branyan - Kensington	2011	0.8
Bundaberg	2011	0.8
Bundaberg East - Kalkie	2011	0.8
Bundaberg North - Gooburrum	2011	0.8
Bundaberg Region - North	2011	0.8
Bundaberg Region - South	2011	0.8
Millbank - Avoca	2011	0.8
Svensson Heights - Norville	2011	0.8
Walkervale - Avenell Heights	2011	0.8
Gayndah - Mundubbera	2011	0.8
Gin Gin	2011	0.9
Kingaroy	2011	0.8
Kingaroy Region - North	2011	0.8
Kingaroy Region - South	2011	0.8
Monto - Eidsvold	2011	0.8
Nanango	2011	0.8
North Burnett	2011	0
Cooloola	2011	0.7
Gympie - North	2011	0.8
Gympie - South	2011	0.8
Gympie Region	2011	0.8
Kilkivan	2011	0.8
Booral - River Heads	2011	0.8
Craignish - Dundowran Beach	2011	0.8
Pialba - Eli Waters	2011	0.7
Point Vernon	2011	0.7
Torquay - Scarness - Kawungan	2011	0.8
Urangan - Wondunna	2011	0.8
Burrum - Fraser	2011	0.8
Granville	2011	0.8
Maryborough (Qld)	2011	0.8
Maryborough Region - South	2011	0.8
Tinana	2011	0.8
Migratory - Offshore - Shipping (Qld)	2011	0
No usual address (Qld)	2011	0
Adelaide	2011	1
North Adelaide	2011	0.9
Adelaide Hills	2011	0.8
Aldgate - Stirling	2011	0.8
Hahndorf - Echunga	2011	0.8
Lobethal - Woodside	2011	0.8
Mount Barker	2011	0.8
Mount Barker Region	2011	0.8
Nairne	2011	0.8
Uraidla - Summertown	2011	0.8
Burnside - Wattle Park	2011	0.8
Glenside - Beaumont	2011	0.8
Toorak Gardens	2011	0.8
Athelstone	2011	0.8
Paradise - Newton	2011	0.8
Rostrevor - Magill	2011	0.8
Norwood (SA)	2011	0.8
Payneham - Felixstow	2011	0.8
St Peters - Marden	2011	0.8
Nailsworth - Broadview	2011	0.9
Prospect	2011	0.9
Walkerville	2011	0.8
Goodwood - Millswood	2011	0.9
Unley - Parkside	2011	0.8
Gawler - North	2011	0.8
Gawler - South	2011	0.8
Lewiston - Two Wells	2011	0.8
Craigmore - Blakeview	2011	0.8
Davoren Park	2011	0.8
Elizabeth	2011	0.8
Elizabeth East	2011	0.8
Munno Para West - Angle Vale	2011	0.8
One Tree Hill	2011	0.8
Smithfield - Elizabeth North	2011	0.8
Virginia - Waterloo Corner	2011	0.9
Enfield - Blair Athol	2011	0.9
Northgate - Oakden - Gilles Plains	2011	0.8
Windsor Gardens	2011	0.8
Dry Creek - North	2011	0
Ingle Farm	2011	0.8
Para Hills	2011	0.8
Parafield	2011	0
Parafield Gardens	2011	0.9
Paralowie	2011	0.9
Salisbury	2011	0.8
Salisbury East	2011	0.8
Salisbury North	2011	0.8
Mawson Lakes - Globe Derby Park	2011	0.8
Pooraka - Cavan	2011	0.8
Golden Grove	2011	0.8
Greenwith	2011	0.8
Highbury - Dernancourt	2011	0.8
Hope Valley - Modbury	2011	0.8
Modbury Heights	2011	0.8
Redwood Park	2011	0.8
St Agnes - Ridgehaven	2011	0.8
Brighton (SA)	2011	0.8
Glenelg (SA)	2011	0.8
Edwardstown	2011	0.8
Hallett Cove	2011	0.8
Marino - Seaview Downs	2011	0.8
Mitchell Park	2011	0.8
Morphettville	2011	0.8
Sheidow Park - Trott Park	2011	0.8
Warradale	2011	0.8
Belair	2011	0.8
Bellevue Heights	2011	0.8
Blackwood	2011	0.8
Colonel Light Gardens	2011	0.9
Mitcham (SA)	2011	0.8
Panorama	2011	0.8
Aberfoyle Park	2011	0.8
Aldinga	2011	0.8
Christie Downs	2011	0.8
Christies Beach	2011	0.8
Clarendon	2011	0.8
Coromandel Valley	2011	0.8
Flagstaff Hill	2011	0.8
Hackham - Onkaparinga Hills	2011	0.8
Hackham West - Huntfield Heights	2011	0.8
Happy Valley	2011	0.8
Happy Valley Reservoir	2011	0
Lonsdale	2011	1.5
McLaren Vale	2011	0.8
Morphett Vale - East	2011	0.8
Morphett Vale - West	2011	0.7
Reynella	2011	0.8
Seaford (SA)	2011	0.8
Willunga	2011	0.8
Woodcroft	2011	0.8
Beverley	2011	0.9
Flinders Park	2011	0.8
Henley Beach	2011	0.8
Hindmarsh - Brompton	2011	0.9
Royal Park - Hendon - Albert Park	2011	0.8
Seaton - Grange	2011	0.8
West Lakes	2011	0.8
Woodville - Cheltenham	2011	0.9
Dry Creek - South	2011	0
Largs Bay - Semaphore	2011	0.8
North Haven	2011	0.8
Port Adelaide	2011	0.8
The Parks	2011	0.9
Torrens Island	2011	1
Adelaide Airport	2011	0
Fulham	2011	0.8
Lockleys	2011	0.8
Plympton	2011	0.9
Richmond (SA)	2011	0.8
West Beach	2011	0.8
Barossa - Angaston	2011	0.8
Light	2011	0.8
Lyndoch	2011	0.8
Mallala	2011	0.8
Nuriootpa	2011	0.7
Tanunda	2011	0.8
Clare	2011	0.8
Gilbert Valley	2011	0.8
Goyder	2011	0.8
Wakefield - Barunga West	2011	0.8
Jamestown	2011	0.7
Peterborough - Mount Remarkable	2011	0.7
Port Pirie	2011	0.7
Port Pirie Region	2011	0.8
Kadina	2011	0.8
Moonta	2011	0.7
Wallaroo	2011	0.7
Yorke Peninsula - North	2011	0.7
Yorke Peninsula - South	2011	0.7
Ceduna	2011	0.8
Eyre Peninsula	2011	0.8
Kimba - Cleve - Franklin Harbour	2011	0.8
Le Hunte - Elliston	2011	0.8
Port Lincoln	2011	0.8
West Coast (SA)	2011	0.9
Western	2011	0.9
Whyalla	2011	0.7
Whyalla - North	2011	0
APY Lands	2011	1.3
Coober Pedy	2011	0.8
Quorn - Lake Gilles	2011	0.7
Outback	2011	0.8
Port Augusta	2011	0.8
Roxby Downs	2011	0.9
Goolwa - Port Elliot	2011	0.7
Kangaroo Island	2011	0.8
Strathalbyn	2011	0.8
Strathalbyn Region	2011	0.8
Victor Harbor	2011	0.7
Yankalilla	2011	0.7
Grant	2011	0.8
Kingston - Robe	2011	0.7
Millicent	2011	0.7
Naracoorte	2011	0.8
Naracoorte Region	2011	0.8
Penola	2011	0.7
Tatiara	2011	0.8
Wattle Range	2011	0.8
Mount Gambier - East	2011	0.8
Mount Gambier - West	2011	0.8
Barmera	2011	0.8
Berri	2011	0.7
Karoonda - Lameroo	2011	0.7
Loxton	2011	0.8
Loxton Region	2011	0.8
Mannum	2011	0.8
Murray Bridge	2011	0.8
Murray Bridge Region	2011	0.8
Renmark	2011	0.8
Renmark Region	2011	0.8
The Coorong	2011	0.8
Waikerie	2011	0.8
Migratory - Offshore - Shipping (SA)	2011	0
No usual address (SA)	2011	0
Augusta	2011	0.8
Busselton	2011	0.7
Busselton Region	2011	0.8
Margaret River	2011	0.8
Australind - Leschenault	2011	0.7
Capel	2011	0.8
College Grove - Carey Park	2011	0.7
Collie	2011	0.8
Dardanup	2011	0.8
Davenport	2011	0.5
Eaton - Pelican Point	2011	0.7
Harvey	2011	0.8
East Bunbury - Glen Iris	2011	0.7
Waroona	2011	0.8
Dalyellup	2011	0.8
Gelorup - Stratham	2011	0.8
South Bunbury - Bunbury	2011	0.7
Withers - Usher	2011	0.8
Bridgetown - Boyup Brook	2011	0.7
Donnybrook - Balingup	2011	0.8
Manjimup	2011	0.8
Pemberton	2011	0.8
Dawesville - Bouvard	2011	0.7
Falcon - Wannanup	2011	0.7
Greenfields	2011	0.7
Halls Head - Erskine	2011	0.7
Mandurah	2011	0.7
Mandurah - East	2011	0.7
Mandurah - North	2011	0.7
Mandurah - South	2011	0.7
Pinjarra	2011	0.8
City Beach	2011	0.8
Claremont (WA)	2011	0.8
Cottesloe	2011	0.8
Floreat	2011	0.8
Mosman Park - Peppermint Grove	2011	0.8
Nedlands - Dalkeith - Crawley	2011	0.8
Swanbourne - Mount Claremont	2011	0.8
Kings Park (WA)	2011	0.7
Mount Hawthorn - Leederville	2011	0.9
Mount Lawley - Inglewood	2011	0.8
North Perth	2011	0.8
Perth City	2011	1
Subiaco - Shenton Park	2011	0.9
Wembley - West Leederville - Glendalough	2011	0.9
Bassendean - Eden Hill - Ashfield	2011	0.8
Bayswater - Embleton - Bedford	2011	0.8
Maylands	2011	0.9
Morley	2011	0.8
Noranda	2011	0.7
Chidlow	2011	0.8
Glen Forrest - Darlington	2011	0.8
Helena Valley - Koongamia	2011	0.8
Malmalling - Reservoir	2011	0.6
Mundaring	2011	0.8
Swan View - Greenmount - Midvale	2011	0.7
Avon Valley National Park	2011	0
Ballajura	2011	0.8
Beechboro	2011	0.8
Bullsbrook	2011	0.8
Ellenbrook	2011	0.8
Gidgegannup	2011	0.8
Hazelmere - Guildford	2011	0.7
Lockridge - Kiara	2011	0.8
Malaga	2011	1
Melaleuca - Lexia	2011	0
Middle Swan - Herne Hill	2011	0.8
Midland - Guildford	2011	0.8
Stratton - Jane Brook	2011	0.8
The Vines	2011	0.7
Walyunga National Park	2011	0
Craigie - Beldon	2011	0.7
Currambine - Kinross	2011	0.8
Duncraig	2011	0.7
Greenwood - Warwick	2011	0.7
Heathridge - Connolly	2011	0.7
Hillarys	2011	0.7
Iluka - Burns Beach	2011	0.8
Joondalup - Edgewater	2011	0.8
Kingsley	2011	0.7
Mullaloo - Kallaroo	2011	0.7
Ocean Reef	2011	0.8
Padbury	2011	0.7
Sorrento - Marmion	2011	0.7
Woodvale	2011	0.8
Balcatta - Hamersley	2011	0.7
Balga - Mirrabooka	2011	0.9
Dianella	2011	0.7
Herdsman	2011	0
Innaloo - Doubleview	2011	0.8
Karrinyup - Gwelup - Carine	2011	0.8
Nollamara - Westminster	2011	0.8
Osborne Park Industrial	2011	0
Scarborough	2011	0.8
Stirling - Osborne Park	2011	0.8
Trigg - North Beach - Watermans Bay	2011	0.8
Tuart Hill - Joondanna	2011	0.8
Wembley Downs - Churchlands - Woodlands	2011	0.8
Yokine - Coolbinia - Menora	2011	0.8
Alexander Heights - Koondoola	2011	0.8
Butler - Merriwa - Ridgewood	2011	0.8
Carramar	2011	0.8
Clarkson	2011	0.8
Girrawheen	2011	0.8
Madeley - Darch - Landsdale	2011	0.8
Marangaroo	2011	0.8
Mindarie - Quinns Rocks - Jindalee	2011	0.8
Neerabup National Park	2011	0
Tapping - Ashby - Sinagra	2011	0.8
Wanneroo	2011	0.7
Alkimos - Eglinton	2011	0.7
Carabooda - Pinjar	2011	0.8
Two Rocks	2011	0.7
Yanchep	2011	0.7
Armadale - Wungong - Brookdale	2011	0.8
Ashendon - Lesley	2011	0
Camillo - Champion Lakes	2011	0.8
Forrestdale - Harrisdale - Piara Waters	2011	0.8
Kelmscott	2011	0.7
Mount Nasura - Mount Richon - Bedfordale	2011	0.7
Roleystone	2011	0.8
Seville Grove	2011	0.8
Belmont - Ascot - Redcliffe	2011	0.8
East Victoria Park - Carlisle	2011	0.8
Kewdale Commercial	2011	0
Perth Airport	2011	0
Rivervale - Kewdale - Cloverdale	2011	0.8
Victoria Park - Lathlain - Burswood	2011	0.9
Bentley - Wilson - St James	2011	0.8
Canning Vale - West	2011	0.8
Canning Vale Commercial	2011	0
Cannington - Queens Park	2011	0.8
Parkwood - Ferndale - Lynwood	2011	0.7
Riverton - Shelley - Rossmoyne	2011	0.8
Welshpool	2011	0
Willetton	2011	0.8
Beckenham - Kenwick - Langford	2011	0.8
Canning Vale - East	2011	0.8
Gosnells	2011	0.8
Huntingdale - Southern River	2011	0.8
Maddington - Orange Grove - Martin	2011	0.8
Thornlie	2011	0.8
Forrestfield - Wattle Grove	2011	0.7
High Wycombe	2011	0.7
Kalamunda - Maida Vale - Gooseberry Hill	2011	0.7
Lesmurdie - Bickley - Carmel	2011	0.8
Byford	2011	0.8
Mundijong	2011	0.8
Serpentine - Jarrahdale	2011	0.8
Como	2011	0.7
Manning - Waterford	2011	0.8
South Perth - Kensington	2011	0.8
Banjup	2011	0.8
Bibra Industrial	2011	0
Bibra Lake	2011	0
Coogee	2011	0.8
Coolbellup	2011	0.7
Hamilton Hill	2011	0.8
Henderson	2011	0
North Coogee	2011	0.8
South Lake - Cockburn Central	2011	0.8
Spearwood	2011	0.8
Success - Hammond Park	2011	0.8
Yangebup	2011	0.8
Beeliar - Wattleup	2011	0.8
Jandakot	2011	0.7
East Fremantle	2011	0.8
Fremantle	2011	0.8
Fremantle - South	2011	0.8
O'Connor (WA)	2011	0
Bertram - Wellard (West)	2011	0.8
Calista	2011	0.8
Hope Valley - Postans	2011	0.7
Kwinana Industrial	2011	0
Parmelia - Orelia	2011	0.8
Casuarina - Wandi	2011	0.8
Applecross - Ardross	2011	0.7
Bateman	2011	0.8
Bicton - Palmyra	2011	0.7
Booragoon	2011	0.7
Bull Creek	2011	0.8
Leeming	2011	0.7
Melville	2011	0.8
Murdoch - Kardinya	2011	0.7
Willagee	2011	0.8
Winthrop	2011	0.8
Baldivis	2011	0.8
Cooloongup	2011	0.7
Port Kennedy	2011	0.8
Rockingham	2011	0.7
Rockingham Lakes	2011	0
Safety Bay - Shoalwater	2011	0.7
Singleton - Golden Bay - Secret Harbour	2011	0.8
Waikiki	2011	0.7
Warnbro	2011	0.7
Albany	2011	0.7
Albany Region	2011	0.8
Bayonet Head - Lower King	2011	0.7
Denmark	2011	0.8
Gnowangerup	2011	0.7
Katanning	2011	0.8
Kojonup	2011	0.8
Little Grove - Elleker	2011	0.8
McKail - Willyung	2011	0.8
Plantagenet	2011	0.8
Stirling Range National Park	2011	0
Chittering	2011	0.8
Cunderdin	2011	0.8
Dowerin	2011	0.7
Gingin - Dandaragan	2011	0.7
Merredin	2011	0.7
Moora	2011	0.8
Mukinbudin	2011	0.7
Northam	2011	0.8
Toodyay	2011	0.8
York - Beverley	2011	0.8
Brookton	2011	0.7
Kulin	2011	0.7
Murray	2011	0.8
Narrogin	2011	0.8
Wagin	2011	0.7
