SA2_NAME16	Year	adults
Gympie - South	2016	5366
Gympie Region	2006	13154
Gympie Region	2011	13396
Gympie Region	2016	15153
Haberfield - Summer Hill	2006	10633
Haberfield - Summer Hill	2011	11061
Haberfield - Summer Hill	2016	11176
Hackett	2006	2409
Hackett	2011	2358
Hackett	2016	2370
Hackham - Onkaparinga Hills	2006	4929
Hackham - Onkaparinga Hills	2011	5152
Hackham - Onkaparinga Hills	2016	5209
Hackham West - Huntfield Heights	2006	5668
Hackham West - Huntfield Heights	2011	6002
Hackham West - Huntfield Heights	2016	6150
Hadfield	2006	4221
Hadfield	2011	4372
Hadfield	2016	4573
Hadspen - Carrick	2006	2311
Hadspen - Carrick	2011	2504
Hadspen - Carrick	2016	2611
Hahndorf - Echunga	2006	3580
Hahndorf - Echunga	2011	3456
Hahndorf - Echunga	2016	3715
Hall	2006	269
Hall	2011	254
Hall	2016	208
Hallam	2006	7660
Hallam	2011	8178
Hallam	2016	8656
Hallett Cove	2006	9926
Hallett Cove	2011	10052
Hallett Cove	2016	10255
Halls Creek	2006	2134
Halls Creek	2011	2483
Halls Creek	2016	2408
Halls Head - Erskine	2006	11304
Halls Head - Erskine	2011	13839
Halls Head - Erskine	2016	15287
Hamilton (Qld)	2006	3665
Hamilton (Qld)	2011	4095
Hamilton (Qld)	2016	5593
Hamilton (Vic.)	2006	8596
Hamilton (Vic.)	2011	8322
Hamilton (Vic.)	2016	8337
Hamilton - Broadmeadow	2006	9436
Hamilton - Broadmeadow	2011	9828
Hamilton - Broadmeadow	2016	10036
Hamilton Hill	2006	7741
Hamilton Hill	2011	8207
Hamilton Hill	2016	8761
Hampton	2006	12592
Hampton	2011	13229
Hampton	2016	14116
Hampton Park - Lynbrook	2006	16456
Hampton Park - Lynbrook	2011	18053
Hampton Park - Lynbrook	2016	19773
Happy Valley	2006	11215
Happy Valley	2011	11140
Happy Valley	2016	11163
Happy Valley Reservoir	2006	0
Happy Valley Reservoir	2011	0
Happy Valley Reservoir	2016	0
Harrison	2006	358
Harrison	2011	3145
Harrison	2016	5713
Harvey	2006	6194
Harvey	2011	6668
Harvey	2016	7251
Hassall Grove - Plumpton	2006	13256
Hassall Grove - Plumpton	2011	14500
Hassall Grove - Plumpton	2016	15897
Hastings - Somers	2006	14706
Hastings - Somers	2011	16335
Hastings - Somers	2016	17987
Hawker	2006	2384
Hawker	2011	2402
Hawker	2016	2411
Hawthorn	2006	17281
Hawthorn	2011	18018
Hawthorn	2016	19964
Hawthorn East	2006	11112
Hawthorn East	2011	11504
Hawthorn East	2016	12783
Hawthorne	2006	3484
Hawthorne	2011	3832
Hawthorne	2016	3934
Hay	2006	2539
Hay	2011	2400
Hay	2016	2457
Hazelmere - Guildford	2006	2586
Hazelmere - Guildford	2011	2911
Hazelmere - Guildford	2016	3365
Healesville - Yarra Glen	2006	9826
Healesville - Yarra Glen	2011	10311
Healesville - Yarra Glen	2016	11162
Heathcote	2006	2970
Heathcote	2011	3461
Heathcote	2016	3849
Heathcote - Waterfall	2006	4980
Heathcote - Waterfall	2011	5174
Heathcote - Waterfall	2016	5236
Heathridge - Connolly	2006	8320
Heathridge - Connolly	2011	8424
Heathridge - Connolly	2016	8425
Heatley	2006	3310
Heatley	2011	3306
Heatley	2016	3233
Heidelberg - Rosanna	2006	10704
Heidelberg - Rosanna	2011	11260
Heidelberg - Rosanna	2016	12022
Heidelberg West	2006	10483
Heidelberg West	2011	11074
Heidelberg West	2016	11665
Helena Valley - Koongamia	2006	3088
Helena Valley - Koongamia	2011	3692
Helena Valley - Koongamia	2016	4351
Helensburgh	2006	5912
Helensburgh	2011	6491
Helensburgh	2016	6867
Helensvale	2006	11681
Helensvale	2011	12845
Helensvale	2016	13731
Henderson	2006	0
Henderson	2011	9
Henderson	2016	15
Hendra	2006	3364
Hendra	2011	3568
Hendra	2016	3753
Henley Beach	2006	11438
Henley Beach	2011	11715
Henley Beach	2016	12470
Herberton	2006	4216
Herberton	2011	4319
Herberton	2016	4630
Herdsman	2006	0
Herdsman	2011	0
Herdsman	2016	0
Hermit Park - Rosslea	2006	4094
Hermit Park - Rosslea	2011	4341
Hermit Park - Rosslea	2016	4251
Higgins	2006	2459
Higgins	2011	2438
Higgins	2016	2463
High Wycombe	2006	8032
High Wycombe	2011	9299
High Wycombe	2016	9842
Highbury - Dernancourt	2006	8262
Highbury - Dernancourt	2011	8463
Highbury - Dernancourt	2016	8603
Highfields	2006	6405
Highfields	2011	8445
Highfields	2016	10064
Highgate Hill	2006	4851
Highgate Hill	2011	5200
Highgate Hill	2016	5517
Highland Park	2006	6231
Highland Park	2011	6666
Highland Park	2016	6743
Highton	2006	14195
Highton	2011	15853
Highton	2016	17937
Hill Top - Colo Vale	2006	3989
Hill Top - Colo Vale	2011	4263
Hill Top - Colo Vale	2016	4670
Hillarys	2006	8000
Hillarys	2011	8519
Hillarys	2016	8737
Hillcrest	2006	5459
Hillcrest	2011	6011
Hillcrest	2016	6367
Hillside	2006	9360
Hillside	2011	11353
Hillside	2016	15348
Hinchinbrook	2006	6779
Hinchinbrook	2011	7282
Hinchinbrook	2016	9512
Hindmarsh - Brompton	2006	13152
Hindmarsh - Brompton	2011	13993
Hindmarsh - Brompton	2016	15066
Hobart	2006	6247
Hobart	2011	6730
Hobart	2016	7150
Holder	2006	2162
Holder	2011	2208
Holder	2016	2072
Holland Park	2006	5865
Holland Park	2011	6112
Holland Park	2016	6469
Holland Park West	2006	4601
Holland Park West	2011	4921
Holland Park West	2016	5229
Holsworthy - Wattle Grove	2006	12958
Holsworthy - Wattle Grove	2011	14711
Holsworthy - Wattle Grove	2016	16011
Holsworthy Military Area	2006	0
Holsworthy Military Area	2011	0
Holsworthy Military Area	2016	0
Holt	2006	3803
Holt	2011	3897
Holt	2016	3753
Homebush	2006	8111
Homebush	2011	10501
Homebush	2016	13713
Homebush Bay - Silverwater	2006	7710
Homebush Bay - Silverwater	2011	9372
Homebush Bay - Silverwater	2016	15778
Hope Island	2006	4523
Hope Island	2011	7227
Hope Island	2016	9605
Hope Valley - Modbury	2006	13418
Hope Valley - Modbury	2011	13378
Hope Valley - Modbury	2016	13923
Hope Valley - Postans	2006	179
Hope Valley - Postans	2011	87
Hope Valley - Postans	2016	53
Hoppers Crossing - North	2006	14003
Hoppers Crossing - North	2011	14754
Hoppers Crossing - North	2016	15453
Hoppers Crossing - South	2006	15031
Hoppers Crossing - South	2011	15088
Hoppers Crossing - South	2016	15679
Hornsby - East	2006	7865
Hornsby - East	2011	8937
Hornsby - East	2016	9689
Hornsby - West	2006	7717
Hornsby - West	2011	8044
Hornsby - West	2016	8599
Horsham	2006	12152
Horsham	2011	12787
Horsham	2016	13184
Horsham Region	2006	2563
Horsham Region	2011	2737
Horsham Region	2016	2748
Horsley - Kembla Grange	2006	5240
Horsley - Kembla Grange	2011	5561
Horsley - Kembla Grange	2016	6589
Horsley Park - Kemps Creek	2006	3291
Horsley Park - Kemps Creek	2011	3546
Horsley Park - Kemps Creek	2016	3666
Howard Springs	2006	2922
Howard Springs	2011	3629
Howard Springs	2016	6332
Howrah - Tranmere	2006	7396
Howrah - Tranmere	2011	7917
Howrah - Tranmere	2016	8602
Hoxton Park - Carnes Hill - Horningsea Park	2006	5818
Hoxton Park - Carnes Hill - Horningsea Park	2011	6612
Hoxton Park - Carnes Hill - Horningsea Park	2016	8596
Hughes	2006	2378
Hughes	2011	2402
Hughes	2016	2416
Hughesdale	2006	5305
Hughesdale	2011	5787
Hughesdale	2016	6249
Hume	2006	6
Hume	2011	308
Hume	2016	428
Humpty Doo	2006	4821
Humpty Doo	2011	5916
Humpty Doo	2016	6723
Hunters Hill - Woolwich	2006	7979
Hunters Hill - Woolwich	2011	7888
Hunters Hill - Woolwich	2016	8333
Huntingdale - Southern River	2006	8291
Huntingdale - Southern River	2011	10944
Huntingdale - Southern River	2016	14327
Huonville - Franklin	2006	5436
Huonville - Franklin	2011	6110
Huonville - Franklin	2016	6704
Hurstbridge	2006	2670
Hurstbridge	2011	2749
Hurstbridge	2016	2734
Hurstville	2006	15102
Hurstville	2011	16840
Hurstville	2016	20146
Huskisson - Vincentia	2006	3005
Huskisson - Vincentia	2011	3271
Huskisson - Vincentia	2016	3636
Hyde Park - Pimlico	2006	3738
Hyde Park - Pimlico	2011	4021
Hyde Park - Pimlico	2016	3828
Illawarra Catchment Reserve	2006	0
Illawarra Catchment Reserve	2011	6
Illawarra Catchment Reserve	2016	7
Illawong - Alfords Point	2006	8754
Illawong - Alfords Point	2011	8873
Illawong - Alfords Point	2016	8648
Iluka - Burns Beach	2006	3028
Iluka - Burns Beach	2011	4751
Iluka - Burns Beach	2016	6780
Inala - Richlands	2006	10380
Inala - Richlands	2011	11713
Inala - Richlands	2016	13759
Indooroopilly	2006	9339
Indooroopilly	2011	10047
Indooroopilly	2016	10391
Ingham	2006	3948
Ingham	2011	3934
Ingham	2016	3728
Ingham Region	2006	5280
Ingham Region	2011	5578
Ingham Region	2016	5455
Ingle Farm	2006	11552
Ingle Farm	2011	12030
Ingle Farm	2016	12204
Ingleburn - Denham Court	2006	12820
Ingleburn - Denham Court	2011	13415
Ingleburn - Denham Court	2016	15877
Inglewood - Waggamba	2006	3187
Inglewood - Waggamba	2011	3257
Inglewood - Waggamba	2016	3398
Innaloo - Doubleview	2006	11493
Innaloo - Doubleview	2011	12821
Innaloo - Doubleview	2016	14070
Innisfail	2006	7447
Innisfail	2011	7353
Innisfail	2016	7551
Inverell	2006	8793
Inverell	2011	8977
Inverell	2016	9279
Inverell Region - East	2006	3648
Inverell Region - East	2011	4082
Inverell Region - East	2016	4250
Inverell Region - West	2006	4835
Inverell Region - West	2011	4569
Inverell Region - West	2016	4859
Invermay	2006	2555
Invermay	2011	2591
Invermay	2016	2622
Ipswich - Central	2006	4983
Ipswich - Central	2011	5374
Ipswich - Central	2016	5404
Ipswich - East	2006	13053
Ipswich - East	2011	13523
Ipswich - East	2016	14317
Ipswich - North	2006	2582
Ipswich - North	2011	3225
Ipswich - North	2016	3607
Irwin	2006	2418
Irwin	2011	2804
Irwin	2016	2966
Irymple	2006	5410
Irymple	2011	5007
Irymple	2016	5458
Isaacs	2006	2042
Isaacs	2011	2014
Isaacs	2016	1996
Isabella Plains	2006	3272
Isabella Plains	2011	3381
Isabella Plains	2016	3463
Ivanhoe	2006	8710
Ivanhoe	2011	9101
Ivanhoe	2016	9552
Ivanhoe East - Eaglemont	2006	6100
Ivanhoe East - Eaglemont	2011	6269
Ivanhoe East - Eaglemont	2016	6335
Jacka	2006	0
Jacka	2011	0
Jacka	2016	463
Jacobs Well - Alberton	2006	2362
Jacobs Well - Alberton	2011	2674
Jacobs Well - Alberton	2016	3002
Jamestown	2006	3680
Jamestown	2011	3701
Jamestown	2016	3755
Jamisontown - South Penrith	2006	13173
Jamisontown - South Penrith	2011	13514
Jamisontown - South Penrith	2016	13697
Jandakot	2006	2215
Jandakot	2011	2284
Jandakot	2016	2196
Jervis Bay	2006	284
Jervis Bay	2011	280
Jervis Bay	2016	306
Jilliby - Yarramalong	2006	2064
Jilliby - Yarramalong	2011	2386
Jilliby - Yarramalong	2016	2709
Jimboomba	2006	11719
Jimboomba	2011	14411
Jimboomba	2016	19262
Jindabyne - Berridale	2006	5135
Jindabyne - Berridale	2011	5307
Jindabyne - Berridale	2016	5703
Jindalee - Mount Ommaney	2006	5841
Jindalee - Mount Ommaney	2011	5914
Jindalee - Mount Ommaney	2016	6137
Jingili	2006	1360
Jingili	2011	1385
Jingili	2016	1367
Johnstone	2006	6103
Johnstone	2011	6085
Johnstone	2016	6435
Jondaryan	2006	5170
Jondaryan	2011	5715
Jondaryan	2016	5902
Joondalup - Edgewater	2006	10649
Joondalup - Edgewater	2011	11526
Joondalup - Edgewater	2016	11550
Junee	2006	4607
Junee	2011	4700
Junee	2016	5147
Kadina	2006	3825
Kadina	2011	4033
Kadina	2016	4305
Kalamunda - Maida Vale - Gooseberry Hill	2006	11739
Kalamunda - Maida Vale - Gooseberry Hill	2011	12006
Kalamunda - Maida Vale - Gooseberry Hill	2016	12377
Kaleen	2006	6223
Kaleen	2011	6063
Kaleen	2016	5966
Kalgoorlie	2006	9499
Kalgoorlie	2011	10813
Kalgoorlie	2016	10820
Kalgoorlie - North	2006	6143
Kalgoorlie - North	2011	6838
Kalgoorlie - North	2016	6625
Kalgoorlie Airport	2006	0
Kalgoorlie Airport	2011	0
Kalgoorlie Airport	2016	6
Kambah	2006	12526
Kambah	2011	12472
Kambah	2016	11936
Kambalda - Coolgardie - Norseman	2006	3715
Kambalda - Coolgardie - Norseman	2011	4155
Kambalda - Coolgardie - Norseman	2016	3606
Kangaroo Flat - Golden Square	2006	13614
Kangaroo Flat - Golden Square	2011	15044
Kangaroo Flat - Golden Square	2016	16247
Kangaroo Island	2006	3433
Kangaroo Island	2011	3634
Kangaroo Island	2016	3923
Kangaroo Point	2006	6463
Kangaroo Point	2011	6570
Kangaroo Point	2016	7763
Kanimbla - Mooroobool	2006	6555
Kanimbla - Mooroobool	2011	6963
Kanimbla - Mooroobool	2016	7778
Karabar	2006	7209
Karabar	2011	6770
Karabar	2016	6621
Karalee - Barellan Point	2006	3277
Karalee - Barellan Point	2011	3649
Karalee - Barellan Point	2016	4242
Karama	2006	3518
Karama	2011	3614
Karama	2016	3793
Karana Downs	2006	4271
Karana Downs	2011	4464
Karana Downs	2016	4650
Kariong	2006	4664
Kariong	2011	4821
Kariong	2016	4962
Karoonda - Lameroo	2006	2614
Karoonda - Lameroo	2011	2474
Karoonda - Lameroo	2016	2496
Karratha	2006	8712
Karratha	2011	12803
Karratha	2016	11679
Karrinyup - Gwelup - Carine	2006	14155
Karrinyup - Gwelup - Carine	2011	14990
Karrinyup - Gwelup - Carine	2016	15892
Katanning	2006	3460
Katanning	2011	3457
Katanning	2016	3634
Katherine	2006	6372
Katherine	2011	6907
Katherine	2016	7569
Katoomba - Leura	2006	10247
Katoomba - Leura	2011	10799
Katoomba - Leura	2016	11335
Kedron - Gordon Park	2006	9577
Kedron - Gordon Park	2011	10301
Kedron - Gordon Park	2016	11131
Keilor	2006	7291
Keilor	2011	6954
Keilor	2016	7065
Keilor Downs	2006	11548
Keilor Downs	2011	11248
Keilor Downs	2016	10987
Keilor East	2006	20452
Keilor East	2011	20482
Keilor East	2016	21857
Kellyville	2006	11219
Kellyville	2011	13835
Kellyville	2016	17711
Kelmscott	2006	7542
Kelmscott	2011	8212
Kelmscott	2016	8575
Kelso	2006	6161
Kelso	2011	7434
Kelso	2016	7975
Kelvin Grove - Herston	2006	5484
Kelvin Grove - Herston	2011	6888
Kelvin Grove - Herston	2016	8830
Kempsey	2006	10689
Kempsey	2011	11183
Kempsey	2016	11869
Kempsey Region	2006	7356
Kempsey Region	2011	7331
Kempsey Region	2016	7626
Kenmore	2006	6625
Kenmore	2011	6791
Kenmore	2016	6924
Kenny	2006	0
Kenny	2011	38
Kenny	2016	0
Kensington (NSW)	2006	9582
Kensington (NSW)	2011	11434
Kensington (NSW)	2016	13414
Kensington (Vic.)	2006	7601
Kensington (Vic.)	2011	8333
Kensington (Vic.)	2016	9257
Keperra	2006	5677
Keperra	2011	5696
Keperra	2016	5709
Kerang	2006	3198
Kerang	2011	3177
Kerang	2016	3280
Kew	2006	18836
Kew	2011	19800
Kew	2016	20748
Kew East	2006	4853
Kew East	2011	4992
Kew East	2016	5188
Kewdale Commercial	2006	0
Kewdale Commercial	2011	0
Kewdale Commercial	2016	7
Keysborough	2006	13368
Keysborough	2011	16168
Keysborough	2016	20843
Kiama	2006	5447
Kiama	2011	6041
Kiama	2016	6568
Kiama Downs - Minnamurra	2006	4551
Kiama Downs - Minnamurra	2011	4660
Kiama Downs - Minnamurra	2016	4741
Kiama Hinterland - Gerringong	2006	5393
Kiama Hinterland - Gerringong	2011	5724
Kiama Hinterland - Gerringong	2016	6452
Kilcoy	2006	3182
Kilcoy	2011	3859
Kilcoy	2016	4348
Kilkivan	2006	2718
Kilkivan	2011	2877
Kilkivan	2016	3026
Kilmore - Broadford	2006	7174
Kilmore - Broadford	2011	9392
Kilmore - Broadford	2016	11069
Kilsyth	2006	6911
Kilsyth	2011	7077
Kilsyth	2016	7548
Kimba - Cleve - Franklin Harbour	2006	3415
Kimba - Cleve - Franklin Harbour	2011	3416
Kimba - Cleve - Franklin Harbour	2016	3402
Kin Kora - Sun Valley	2006	2868
Kin Kora - Sun Valley	2011	3173
Kin Kora - Sun Valley	2016	2809
Kincumber - Picketts Valley	2006	5786
Kincumber - Picketts Valley	2011	5846
Kincumber - Picketts Valley	2016	6067
King Island	2006	1350
King Island	2011	1326
King Island	2016	1333
Kingaroy	2006	6842
Kingaroy	2011	7486
Kingaroy	2016	8048
Kingaroy Region - North	2006	6790
Kingaroy Region - North	2011	7148
Kingaroy Region - North	2016	7585
Kingaroy Region - South	2006	2926
Kingaroy Region - South	2011	2928
Kingaroy Region - South	2016	3155
Kinglake	2006	3106
Kinglake	2011	2793
Kinglake	2016	3069
Kings Meadows - Punchbowl	2006	3176
Kings Meadows - Punchbowl	2011	3229
Kings Meadows - Punchbowl	2016	3459
Kings Park (Vic.)	2006	11206
Kings Park (Vic.)	2011	10797
Kings Park (Vic.)	2016	11221
Kings Park (WA)	2006	3
Kings Park (WA)	2011	25
Kings Park (WA)	2016	11
Kingsbury	2006	7048
Kingsbury	2011	8704
Kingsbury	2016	9802
Kingscliff - Fingal Head	2006	7659
Kingscliff - Fingal Head	2011	8937
Kingscliff - Fingal Head	2016	10730
Kingsford	2006	11399
Kingsford	2011	12286
Kingsford	2016	13839
Kingsgrove (North) - Earlwood	2006	18071
Kingsgrove (North) - Earlwood	2011	18404
Kingsgrove (North) - Earlwood	2016	19326
Kingsgrove (South) - Bardwell Park	2006	9230
Kingsgrove (South) - Bardwell Park	2011	9684
Kingsgrove (South) - Bardwell Park	2016	10356
Kingsley	2006	10763
Kingsley	2011	10822
Kingsley	2016	10598
Kingston (ACT)	2006	2322
Kingston (ACT)	2011	2761
Kingston (ACT)	2016	4096
Kingston (Qld.)	2006	7099
Kingston (Qld.)	2011	7550
Kingston (Qld.)	2016	7906
Kingston - Huntingfield	2006	7372
Kingston - Huntingfield	2011	8478
Kingston - Huntingfield	2016	9008
Kingston - Robe	2006	3238
Kingston - Robe	2011	3099
Kingston - Robe	2016	3159
Kingston Beach - Blackmans Bay	2006	7591
Kingston Beach - Blackmans Bay	2011	7893
Kingston Beach - Blackmans Bay	2016	8389
Kingswood - Werrington	2006	11720
Kingswood - Werrington	2011	13324
Kingswood - Werrington	2016	15296
Kirwan - East	2006	6479
Kirwan - East	2011	6449
Kirwan - East	2016	6253
Kirwan - West	2006	10756
Kirwan - West	2011	11944
Kirwan - West	2016	12053
Knoxfield - Scoresby	2006	9988
Knoxfield - Scoresby	2011	10611
Knoxfield - Scoresby	2016	12278
Kogarah	2006	7507
Kogarah	2011	7955
Kogarah	2016	9449
Kogarah Bay - Carlton - Allawah	2006	11570
Kogarah Bay - Carlton - Allawah	2011	12209
Kogarah Bay - Carlton - Allawah	2016	13265
Kojonup	2006	3318
Kojonup	2011	3229
Kojonup	2016	3315
Koo Wee Rup	2006	4475
Koo Wee Rup	2011	5139
Koo Wee Rup	2016	5972
Koolpinyah	2006	0
Koolpinyah	2011	23
Koolpinyah	2016	22
Korora - Emerald Beach	2006	5718
Korora - Emerald Beach	2011	6115
Korora - Emerald Beach	2016	6946
Korumburra	2006	6175
Korumburra	2011	6992
Korumburra	2016	7394
Kowanyama - Pormpuraaw	2006	1166
Kowanyama - Pormpuraaw	2011	1243
Kowanyama - Pormpuraaw	2016	1242
Kowen	2006	31
Kowen	2011	19
Kowen	2016	22
Kulin	2006	3583
Kulin	2011	3607
Kulin	2016	3434
Kununurra	2006	4907
Kununurra	2011	5889
Kununurra	2016	5518
Kuraby	2006	5141
Kuraby	2011	5967
Kuraby	2016	6410
Kuranda	2006	3006
Kuranda	2011	3449
Kuranda	2016	3651
Kurrajong Heights - Ebenezer	2006	16034
Kurrajong Heights - Ebenezer	2011	16843
Kurrajong Heights - Ebenezer	2016	17474
Kurri Kurri - Abermain	2006	11859
Kurri Kurri - Abermain	2011	12665
Kurri Kurri - Abermain	2016	14039
Kwinana Industrial	2006	119
Kwinana Industrial	2011	9
Kwinana Industrial	2016	25
Kyabram	2006	8222
Kyabram	2011	8555
Kyabram	2016	8887
Kyneton	2006	6580
Kyneton	2011	7220
Kyneton	2016	7953
Kyogle	2006	5977
Kyogle	2011	6064
Kyogle	2016	6097
Labrador	2006	13302
Labrador	2011	14119
Labrador	2016	15789
Lake Burley Griffin	2006	0
Lake Burley Griffin	2011	0
Lake Burley Griffin	2016	0
Lake King	2006	0
Lake King	2011	0
Lake King	2016	0
Lake Manchester - England Creek	2006	0
Lake Manchester - England Creek	2011	0
Lake Manchester - England Creek	2016	3
Lake Munmorah - Mannering Park	2006	7631
Lake Munmorah - Mannering Park	2011	8253
Lake Munmorah - Mannering Park	2016	9043
Lakemba	2006	10973
Lakemba	2011	11654
Lakemba	2016	12733
Lakes Creek	2006	3824
Lakes Creek	2011	3891
Lakes Creek	2016	3760
Lakes Entrance	2006	7371
Lakes Entrance	2011	7943
Lakes Entrance	2016	8486
Lalor	2006	15880
Lalor	2011	16306
Lalor	2016	18623
Lalor Park - Kings Langley	2006	18828
Lalor Park - Kings Langley	2011	18962
Lalor Park - Kings Langley	2016	19926
Lamb Range	2006	0
Lamb Range	2011	0
Lamb Range	2016	0
Lambton - New Lambton	2006	12565
Lambton - New Lambton	2011	13131
Lambton - New Lambton	2016	13254
Landsborough	2006	6715
Landsborough	2011	7350
Landsborough	2016	8122
Lane Cove - Greenwich	2006	19250
Lane Cove - Greenwich	2011	19387
Lane Cove - Greenwich	2016	21562
Langwarrin	2006	15886
Langwarrin	2011	17749
Langwarrin	2016	19194
Lara	2006	11312
Lara	2011	12306
Lara	2016	14505
Larapinta	2006	3158
Larapinta	2011	3779
Larapinta	2016	3640
Largs Bay - Semaphore	2006	11360
Largs Bay - Semaphore	2011	12154
Largs Bay - Semaphore	2016	12336
Larrakeyah	2006	2597
Larrakeyah	2011	2843
Larrakeyah	2016	3206
Latham	2006	2942
Latham	2011	2909
Latham	2016	2847
Latrobe	2006	2851
Latrobe	2011	3375
Latrobe	2016	3666
Launceston	2006	4340
Launceston	2011	4340
Launceston	2016	4389
Laurieton - Bonny Hills	2006	12437
Laurieton - Bonny Hills	2011	13116
Laurieton - Bonny Hills	2016	14368
Laverton	2006	3483
Laverton	2011	4404
Laverton	2016	7132
Lavington	2006	11321
Lavington	2011	11360
Lavington	2016	11901
Lawnton	2006	4420
Lawnton	2011	4598
Lawnton	2016	4879
Lawson	2006	0
Lawson	2011	0
Lawson	2016	111
Lawson - Hazelbrook - Linden	2006	8223
Lawson - Hazelbrook - Linden	2011	8684
Lawson - Hazelbrook - Linden	2016	9013
Le Hunte - Elliston	2006	1900
Le Hunte - Elliston	2011	1777
Le Hunte - Elliston	2016	1786
Leanyer	2006	3576
Leanyer	2011	3720
Leanyer	2016	3696
Leeming	2006	9351
Leeming	2011	9143
Leeming	2016	8941
Leeton	2006	7726
Leeton	2011	7579
Leeton	2016	8032
Legana	2006	2233
Legana	2011	2844
Legana	2016	3282
Leichhardt - Annandale	2006	19189
Leichhardt - Annandale	2011	20280
Leichhardt - Annandale	2016	21438
Leichhardt - One Mile	2006	4842
Leichhardt - One Mile	2011	5010
