SA2_NAME16	Year	medianTotalHouseholdIncomeWeekly
Wentworth - Buronga	2016	1038
Wentworth-Balranald Region	2016	1129
Corowa	2016	998
Corowa Region	2016	1048
Deniliquin	2016	1053
Deniliquin Region	2016	1019
Moama	2016	1168
Tocumwal - Finley - Jerilderie	2016	986
Armidale	2016	1198
Armidale Region - North	2016	1076
Armidale Region - South	2016	1127
Walcha	2016	1047
Glen Innes	2016	841
Inverell	2016	970
Inverell Region - East	2016	854
Inverell Region - West	2016	892
Tenterfield	2016	770
Moree	2016	1188
Moree Region	2016	1279
Narrabri	2016	1300
Narrabri Region	2016	1183
Gunnedah	2016	1255
Gunnedah Region	2016	1243
Quirindi	2016	1033
Tamworth - East	2016	1183
Tamworth - North	2016	1227
Tamworth - West	2016	985
Tamworth Region	2016	1170
Belmont - Bennetts Green	2016	1278
Belmont South - Blacksmiths	2016	1007
Charlestown - Dudley	2016	1397
Glendale - Cardiff - Hillsborough	2016	1443
Mount Hutton - Windale	2016	960
Redhead	2016	1281
Swansea - Caves Beach	2016	1166
Valentine - Eleebana	2016	1817
Warners Bay - Boolaroo	2016	1321
Bolton Point - Teralba	2016	1150
Bonnells Bay - Silverwater	2016	1239
Edgeworth - Cameron Park	2016	1605
Morisset - Cooranbong	2016	1114
Toronto - Awaba	2016	1198
Wangi Wangi - Rathmines	2016	1295
West Wallsend - Barnsley - Killingworth	2016	1382
Adamstown - Kotara	2016	1545
Beresfield - Hexham	2016	1041
Hamilton - Broadmeadow	2016	1298
Lambton - New Lambton	2016	1471
Maryland - Fletcher - Minmi	2016	1796
Mayfield - Warabrook	2016	1233
Merewether - The Junction	2016	1807
Newcastle - Cooks Hill	2016	1654
Newcastle Port - Kooragang	2016	1312
Shortland - Jesmond	2016	993
Stockton - Fullerton Cove	2016	1164
Wallsend - Elermore Vale	2016	1188
Waratah - North Lambton	2016	1194
Wickham - Carrington - Tighes Hill	2016	1407
Ballina	2016	968
Ballina Region	2016	1245
Bangalow	2016	1356
Brunswick Heads - Ocean Shores	2016	1032
Byron Bay	2016	1323
Evans Head	2016	946
Lennox Head - Skennars Head	2016	1515
Mullumbimby	2016	974
Casino	2016	915
Casino Region	2016	990
Goonellabah	2016	1102
Kyogle	2016	840
Lismore	2016	952
Lismore Region	2016	1162
Kingscliff - Fingal Head	2016	1198
Murwillumbah	2016	956
Murwillumbah Region	2016	1107
Pottsville	2016	1184
Tweed Heads	2016	960
Banora Point	2016	1112
Terranora - North Tumblegum	2016	1662
Tweed Heads South	2016	794
Griffith (NSW)	2016	1302
Griffith Region	2016	1309
Leeton	2016	1196
Narrandera	2016	1008
Tumbarumba	2016	1133
Tumut	2016	1080
Tumut Region	2016	1178
Cootamundra	2016	923
Gundagai	2016	1086
Junee	2016	1137
Temora	2016	1002
Wagga Wagga - East	2016	1429
Wagga Wagga - North	2016	1676
Wagga Wagga - South	2016	1353
Wagga Wagga - West	2016	1110
Wagga Wagga Region	2016	1345
Berry - Kangaroo Valley	2016	1150
Callala Bay - Currarong	2016	958
Culburra Beach	2016	930
Ettrema - Sassafras - Budawang	2016	1125
Huskisson - Vincentia	2016	1181
North Nowra - Bomaderry	2016	1133
Nowra	2016	1029
St Georges Basin - Erowal Bay	2016	895
Sussex Inlet - Berrara	2016	779
Tomerong - Wandandian - Woollamia	2016	1397
Ulladulla	2016	913
Ulladulla Region	2016	967
Bowral	2016	1360
Hill Top - Colo Vale	2016	1561
Mittagong	2016	1254
Moss Vale - Berrima	2016	1239
Robertson - Fitzroy Falls	2016	1490
Southern Highlands	2016	1262
Baulkham Hills (East)	2016	2025
Baulkham Hills (West) - Bella Vista	2016	2441
Glenhaven	2016	2234
West Pennant Hills	2016	2812
Castle Hill - Central	2016	2076
Castle Hill - East	2016	1686
Castle Hill - North	2016	2341
Castle Hill - South	2016	2175
Castle Hill - West	2016	2847
Cherrybrook	2016	2441
Kellyville	2016	2522
Dural - Kenthurst - Wisemans Ferry	2016	2181
Galston - Laughtondale	2016	1921
Bilpin - Colo - St Albans	2016	1329
Kurrajong Heights - Ebenezer	2016	1960
Pitt Town - McGraths Hill	2016	2020
Rouse Hill - Beaumont Hills	2016	2607
Blacktown (East) - Kings Park	2016	1478
Blacktown (North) - Marayong	2016	1458
Doonside - Woodcroft	2016	1741
Lalor Park - Kings Langley	2016	1659
Seven Hills - Toongabbie	2016	1645
Blacktown (South)	2016	1478
Blacktown (West)	2016	1553
Glenwood	2016	2476
Parklea - Kellyville Ridge	2016	2488
Riverstone - Marsden Park	2016	1924
Acacia Gardens	2016	2379
Quakers Hill	2016	2059
Bidwill - Hebersham - Emerton	2016	1066
Glendenning - Dean Park	2016	1795
Hassall Grove - Plumpton	2016	1844
Lethbridge Park - Tregear	2016	1257
Mount Druitt - Whalan	2016	1198
Prospect Reservoir	2016	0
Rooty Hill - Minchinbury	2016	1815
Banksmeadow	2016	0
Botany	2016	2027
Mascot - Eastlakes	2016	1595
Pagewood - Hillsdale - Daceyville	2016	1333
Port Botany Industrial	2016	0
Sydney Airport	2016	0
Marrickville	2016	1804
Petersham - Stanmore	2016	2055
Sydenham - Tempe - St Peters	2016	2084
Darlinghurst	2016	2147
Erskineville - Alexandria	2016	2444
Glebe - Forest Lodge	2016	1802
Newtown - Camperdown - Darlington	2016	1885
Potts Point - Woolloomooloo	2016	1852
Pyrmont - Ultimo	2016	1939
Redfern - Chippendale	2016	1551
Surry Hills	2016	2137
Sydney - Haymarket - The Rocks	2016	1916
Waterloo - Beaconsfield	2016	1743
Bondi - Tamarama - Bronte	2016	2377
Bondi Beach - North Bondi	2016	2344
Bondi Junction - Waverly	2016	2143
Centennial Park	2016	0
Double Bay - Bellevue Hill	2016	2660
Dover Heights	2016	2293
Paddington - Moore Park	2016	2386
Rose Bay - Vaucluse - Watsons Bay	2016	2889
Woollahra	2016	2537
Coogee - Clovelly	2016	2334
Malabar - La Perouse - Chifley	2016	1765
Kensington (NSW)	2016	1632
Kingsford	2016	1373
Maroubra - North	2016	2066
Maroubra - South	2016	1525
Maroubra - West	2016	1660
Randwick - North	2016	2180
Randwick - South	2016	2142
Bass Hill - Georges Hall	2016	1196
Chullora	2016	1979
Condell Park	2016	1385
Greenacre - Mount Lewis	2016	1182
Padstow	2016	1535
Panania - Milperra - Picnic Point	2016	1759
Revesby	2016	1568
Yagoona - Birrong	2016	1223
Bankstown - North	2016	1118
Bankstown - South	2016	1124
Belmore - Belfield	2016	1260
Canterbury (South) - Campsie	2016	1284
Kingsgrove (North) - Earlwood	2016	1753
Punchbowl	2016	1150
Roselands	2016	1388
Lakemba	2016	1012
Wiley Park	2016	1072
Hurstville	2016	1375
Mortdale - Penshurst	2016	1676
Narwee - Beverly Hills	2016	1416
Oatley - Hurstville Grove	2016	2089
Peakhurst - Lugarno	2016	1732
Riverwood	2016	1020
South Hurstville - Blakehurst	2016	1732
Arncliffe - Bardwell Valley	2016	1744
Bexley	2016	1543
Kingsgrove (South) - Bardwell Park	2016	1640
Kogarah	2016	1674
Kogarah Bay - Carlton - Allawah	2016	1630
Monterey - Brighton-le-Sands - Kyeemagh	2016	1415
Rockdale - Banksia	2016	1635
Sans Souci - Ramsgate	2016	1503
Concord - Mortlake - Cabarita	2016	2139
Concord West - North Strathfield	2016	1857
Drummoyne - Rodd Point	2016	2296
Five Dock - Abbotsford	2016	2079
Balmain	2016	2648
Leichhardt - Annandale	2016	2294
Lilyfield - Rozelle	2016	2586
Ashfield	2016	1639
Burwood - Croydon	2016	1540
Canterbury (North) - Ashbury	2016	1769
Croydon Park - Enfield	2016	1620
Dulwich Hill - Lewisham	2016	1830
Haberfield - Summer Hill	2016	2013
Homebush	2016	1715
Strathfield	2016	1886
Strathfield South	2016	1803
Chatswood (East) - Artarmon	2016	1944
Chatswood (West) - Lane Cove North	2016	2183
Lane Cove - Greenwich	2016	2517
St Leonards - Naremburn	2016	2393
Willoughby - Castle Cove - Northbridge	2016	2856
Asquith - Mount Colah	2016	2187
Berowra - Brooklyn - Cowan	2016	2148
Normanhurst - Thornleigh - Westleigh	2016	2296
Hornsby - East	2016	1631
Hornsby - West	2016	1823
Waitara - Wahroonga (West)	2016	1837
Gordon - Killara	2016	2426
Lindfield - Roseville	2016	2752
Pymble	2016	3002
St Ives	2016	2537
Turramurra	2016	2452
Wahroonga (East) - Warrawee	2016	2803
Cremorne - Cammeray	2016	2379
Crows Nest - Waverton	2016	2361
Mosman	2016	2507
Neutral Bay - Kirribilli	2016	2262
North Sydney - Lavender Bay	2016	2461
Balgowlah - Clontarf - Seaforth	2016	2798
Manly - Fairlight	2016	2474
Avalon - Palm Beach	2016	2161
Bayview - Elanora Heights	2016	2122
Newport - Bilgola	2016	2162
Warriewood - Mona Vale	2016	2066
Beacon Hill - Narraweena	2016	2024
Cromer	2016	1997
Dee Why - North Curl Curl	2016	1790
Forestville - Killarney Heights	2016	2282
Frenchs Forest - Belrose	2016	2391
Freshwater - Brookvale	2016	2246
Manly Vale - Allambie Heights	2016	2183
Narrabeen - Collaroy	2016	2008
Terrey Hills - Duffys Forest	2016	2467
Camden - Ellis Lane	2016	1809
Elderslie - Harrington Park	2016	2118
Mount Annan - Currans Hill	2016	2075
Bradbury - Wedderburn	2016	1352
Campbelltown - Woodbine	2016	1344
Claymore - Eagle Vale - Raby	2016	1620
Holsworthy Military Area	2016	0
Ingleburn - Denham Court	2016	1515
Leumeah - Minto Heights	2016	1431
Macquarie Fields - Glenfield	2016	1403
Minto - St Andrews	2016	1491
Rosemeadow - Glen Alpine	2016	1530
Bargo	2016	1570
Douglas Park - Appin	2016	2165
Picton - Tahmoor - Buxton	2016	1622
The Oaks - Oakdale	2016	1923
Blackheath - Megalong Valley	2016	1080
Blaxland - Warrimoo - Lapstone	2016	1962
Blue Mountains - North	2016	1874
Katoomba - Leura	2016	1048
Lawson - Hazelbrook - Linden	2016	1457
Springwood - Winmalee	2016	1728
Wentworth Falls	2016	1242
Blue Mountains - South	2016	450
Cambridge Park	2016	1634
Castlereagh - Cranebrook	2016	1977
Emu Plains - Leonay	2016	1858
Glenmore Park - Regentville	2016	2153
Jamisontown - South Penrith	2016	1493
Kingswood - Werrington	2016	1409
Mulgoa - Luddenham - Orchard Hills	2016	2230
Penrith	2016	1137
Warragamba - Silverdale	2016	1954
Richmond - Clarendon	2016	1315
Windsor - Bligh Park	2016	1541
Yarramundi - Londonderry	2016	1908
Erskine Park	2016	2103
St Clair	2016	1858
Colyton - Oxley Park	2016	1387
St Marys - North St Marys	2016	1170
Homebush Bay - Silverwater	2016	1943
Rookwood Cemetery	2016	0
Auburn - Central	2016	1259
Auburn - North	2016	1184
Auburn - South	2016	1283
Berala	2016	1317
Lidcombe	2016	1567
Regents Park	2016	1208
Carlingford	2016	1872
Ermington - Rydalmere	2016	1621
Oatlands - Dundas Valley	2016	1545
Chester Hill - Sefton	2016	1168
Fairfield - East	2016	1024
Granville - Clyde	2016	1304
Greystanes - Pemulwuy	2016	1762
Guildford - South Granville	2016	1070
Guildford West - Merrylands West	2016	1201
Merrylands - Holroyd	2016	1320
Smithfield Industrial	2016	0
Yennora Industrial	2016	0
North Parramatta	2016	1582
North Rocks	2016	2146
Northmead	2016	1823
Parramatta - Rosehill	2016	1652
Toongabbie - Constitution Hill	2016	1628
Winston Hills	2016	2129
Pendle Hill - Girraween	2016	1620
Wentworthville - Westmead	2016	1680
Epping - North Epping	2016	2050
Pennant Hills - Cheltenham	2016	2442
Eastwood - Denistone	2016	1802
Gladesville - Huntleys Point	2016	1991
Hunters Hill - Woolwich	2016	2732
Macquarie Park - Marsfield	2016	1640
North Ryde - East Ryde	2016	2107
West Ryde - Meadowbank	2016	1706
Putney	2016	2455
Ryde	2016	1716
Ashcroft - Busby - Miller	2016	891
Austral - Greendale	2016	1469
Cobbitty - Leppington	2016	2102
Badgerys Creek	2016	1145
Cecil Hills	2016	2134
Green Valley	2016	1572
Hinchinbrook	2016	1833
Hoxton Park - Carnes Hill - Horningsea Park	2016	1964
West Hoxton - Middleton Grange	2016	2146
Bonnyrigg Heights - Bonnyrigg	2016	1408
Bossley Park - Abbotsbury	2016	1666
Cabramatta - Lansvale	2016	998
Cabramatta West - Mount Pritchard	2016	1189
Canley Vale - Canley Heights	2016	1152
Edensor Park	2016	1637
Fairfield	2016	968
Fairfield - West	2016	1202
Greenfield Park - Prairiewood	2016	1431
Horsley Park - Kemps Creek	2016	1974
Smithfield - Wetherill Park	2016	1270
St Johns Park - Wakeley	2016	1451
Wetherill Park Industrial	2016	1187
Casula	2016	1583
Chipping Norton - Moorebank	2016	1836
Holsworthy - Wattle Grove	2016	2122
Liverpool	2016	1087
Lurnea - Cartwright	2016	981
Prestons - Edmondson Park	2016	2029
Warwick Farm	2016	978
Gymea - Grays Point	2016	2124
Miranda - Yowie Bay	2016	1649
Sylvania - Taren Point	2016	1712
Caringbah	2016	1567
Caringbah South	2016	2176
Cronulla - Kurnell - Bundeena	2016	1820
Lilli Pilli - Port Hacking - Dolans Bay	2016	2985
Woolaware - Burraneer	2016	2327
Heathcote - Waterfall	2016	1854
Illawong - Alfords Point	2016	2505
Menai - Lucas Heights - Woronora	2016	2339
Oyster Bay - Como - Jannali	2016	2282
Royal National Park	2016	1812
Sutherland - Kirrawee	2016	1690
Engadine	2016	1958
Loftus - Yarrawarrah	2016	2152
Woronora Heights	2016	2769
Migratory - Offshore - Shipping (NSW)	2016	0
No usual address (NSW)	2016	0
Alfredton	2016	1582
Ballarat	2016	1329
Ballarat - North	2016	1198
Ballarat - South	2016	945
Buninyong	2016	1632
Delacombe	2016	1270
Smythes Creek	2016	1572
Wendouree - Miners Rest	2016	956
Bacchus Marsh Region	2016	1363
Creswick - Clunes	2016	993
Daylesford	2016	1022
Gordon (Vic.)	2016	1325
Avoca	2016	789
Beaufort	2016	958
Golden Plains - North	2016	1118
Maryborough (Vic.)	2016	769
Maryborough Region	2016	782
Bendigo	2016	1034
California Gully - Eaglehawk	2016	950
East Bendigo - Kennington	2016	1153
Flora Hill - Spring Gully	2016	1167
Kangaroo Flat - Golden Square	2016	1058
Maiden Gully	2016	1820
Strathfieldsaye	2016	1850
White Hills - Ascot	2016	1387
Bendigo Region - South	2016	1579
Castlemaine	2016	968
Castlemaine Region	2016	1036
Heathcote	2016	894
Kyneton	2016	1269
Woodend	2016	1681
Bendigo Region - North	2016	1176
Loddon	2016	821
Bannockburn	2016	1709
Golden Plains - South	2016	1393
Winchelsea	2016	1361
Belmont	2016	1141
Corio - Norlane	2016	865
Geelong	2016	1272
Geelong West - Hamlyn Heights	2016	1274
Grovedale	2016	1374
Highton	2016	1675
Lara	2016	1551
Leopold	2016	1353
Newcomb - Moolap	2016	954
Newtown (Vic.)	2016	1671
North Geelong - Bell Park	2016	1096
Clifton Springs	2016	1162
Lorne - Anglesea	2016	1279
Ocean Grove - Barwon Heads	2016	1579
Portarlington	2016	904
Point Lonsdale - Queenscliff	2016	1215
Torquay	2016	1761
Alexandra	2016	940
Euroa	2016	918
Kilmore - Broadford	2016	1321
Mansfield (Vic.)	2016	1101
Nagambie	2016	1058
Seymour	2016	978
Seymour Region	2016	1516
Upper Yarra Valley	2016	747
Yea	2016	1002
Benalla	2016	907
Benalla Region	2016	1114
Rutherglen	2016	1140
Wangaratta	2016	1026
Wangaratta Region	2016	1209
Beechworth	2016	1172
Bright - Mount Beauty	2016	1175
Chiltern - Indigo Valley	2016	1340
Myrtleford	2016	962
Towong	2016	1033
West Wodonga	2016	1313
Wodonga	2016	1241
Yackandandah	2016	1433
Drouin	2016	1168
Mount Baw Baw Region	2016	1204
Trafalgar (Vic.)	2016	1220
Warragul	2016	1210
Alps - East	2016	0
Bairnsdale	2016	986
Bruthen - Omeo	2016	1087
Lake King	2016	0
Lakes Entrance	2016	897
Orbost	2016	774
Paynesville	2016	917
Foster	2016	916
French Island	2016	477
Korumburra	2016	1075
Leongatha	2016	1129
Phillip Island	2016	956
Wilsons Promontory	2016	2124
Wonthaggi - Inverloch	2016	915
Churchill	2016	1259
Moe - Newborough	2016	871
Morwell	2016	809
Traralgon	2016	1303
Yallourn North - Glengarry	2016	1367
Alps - West	2016	850
Longford - Loch Sport	2016	951
Maffra	2016	1126
Rosedale	2016	1312
Sale	2016	1174
Yarram	2016	899
Brunswick	2016	1723
Brunswick East	2016	1719
Brunswick West	2016	1415
Coburg	2016	1634
Pascoe Vale South	2016	1842
Alphington - Fairfield	2016	1813
Northcote	2016	1858
Thornbury	2016	1536
Ascot Vale	2016	1747
Essendon - Aberfeldie	2016	1793
Flemington	2016	1264
Moonee Ponds	2016	1856
Carlton	2016	562
Docklands	2016	1872
East Melbourne	2016	2286
Flemington Racecourse	2016	1791
Kensington (Vic.)	2016	1949
Melbourne	2016	964
North Melbourne	2016	1372
Parkville	2016	1594
South Yarra - West	2016	2019
Southbank	2016	1855
West Melbourne	2016	0
Albert Park	2016	2188
Elwood	2016	1888
Port Melbourne	2016	2186
Port Melbourne Industrial	2016	1875
South Melbourne	2016	1867
St Kilda	2016	1616
St Kilda East	2016	1631
Armadale	2016	2007
Prahran - Windsor	2016	1839
South Yarra - East	2016	1766
Toorak	2016	2309
Abbotsford	2016	1991
Carlton North - Princes Hill	2016	1983
Collingwood	2016	1694
Fitzroy	2016	1708
Fitzroy North	2016	1914
Richmond (Vic.)	2016	2010
Yarra - North	2016	2186
Ashburton (Vic.)	2016	2247
Balwyn	2016	1732
Balwyn North	2016	1992
Camberwell	2016	2208
Glen Iris - East	2016	2436
Hawthorn	2016	1813
Hawthorn East	2016	1946
Kew	2016	2198
Kew East	2016	2151
Surrey Hills (West) - Canterbury	2016	2338
Bulleen	2016	1502
Doncaster	2016	1362
Templestowe	2016	1911
Templestowe Lower	2016	1591
Doncaster East (North)	2016	1740
Doncaster East (South)	2016	1315
Blackburn	2016	1688
Blackburn South	2016	1508
Box Hill	2016	1196
Box Hill North	2016	1543
Burwood	2016	1127
Burwood East	2016	1368
Surrey Hills (East) - Mont Albert	2016	2139
Beaumaris	2016	2210
Brighton (Vic.)	2016	2397
Brighton East	2016	2175
Cheltenham - Highett (West)	2016	1724
Hampton	2016	2028
Sandringham - Black Rock	2016	2102
Bentleigh - McKinnon	2016	1825
Carnegie	2016	1475
Caulfield - North	2016	1916
Caulfield - South	2016	1908
Elsternwick	2016	1870
Hughesdale	2016	1686
Murrumbeena	2016	1650
Ormond - Glen Huntly	2016	1546
Bentleigh East (North)	2016	1760
Bentleigh East (South)	2016	1699
Aspendale Gardens - Waterways	2016	2041
Braeside	2016	949
Carrum - Patterson Lakes	2016	1543
Chelsea - Bonbeach	2016	1372
Chelsea Heights	2016	1514
Cheltenham - Highett (East)	2016	1462
Edithvale - Aspendale	2016	1780
Mentone	2016	1517
Moorabbin - Heatherton	2016	1563
Moorabbin Airport	2016	0
Mordialloc - Parkdale	2016	1697
Malvern - Glen Iris	2016	2066
Malvern East	2016	1932
Bundoora - East	2016	1361
Greensborough	2016	1722
Heidelberg - Rosanna	2016	1723
Heidelberg West	2016	1190
Ivanhoe	2016	1917
Ivanhoe East - Eaglemont	2016	2407
Montmorency - Briar Hill	2016	1729
Viewbank - Yallambie	2016	1682
Watsonia	2016	1542
Kingsbury	2016	1357
Reservoir - East	2016	1135
Reservoir - West	2016	1268
Preston - East	2016	1382
Preston - West	2016	1527
Eltham	2016	2123
Hurstbridge	2016	1801
Kinglake	2016	1429
Panton Hill - St Andrews	2016	1878
Plenty - Yarrambat	2016	2180
Research - North Warrandyte	2016	2289
Wattle Glen - Diamond Creek	2016	2064
Bundoora - North	2016	1424
Bundoora - West	2016	1154
Lalor	2016	1111
Mill Park - North	2016	1527
Mill Park - South	2016	1466
Thomastown	2016	1019
Wallan	2016	1645
Whittlesea	2016	1449
Doreen	2016	1808
Epping - East	2016	1401
Epping - South	2016	1203
Epping - West	2016	1603
Mernda	2016	1656
South Morang (North)	2016	1886
South Morang (South)	2016	1590
Wollert	2016	1613
Airport West	2016	1374
Essendon Airport	2016	0
Keilor	2016	1523
Keilor East	2016	1410
Niddrie - Essendon West	2016	1746
Strathmore	2016	2064
Gisborne	2016	1863
Macedon	2016	1931
Riddells Creek	2016	1826
Romsey	2016	1572
Coburg North	2016	1491
Fawkner	2016	1087
Pascoe Vale	2016	1542
Glenroy	2016	1251
Gowanbrae	2016	1772
Hadfield	2016	1128
Sunbury	2016	1706
Sunbury - South	2016	1506
Broadmeadows	2016	912
Campbellfield - Coolaroo	2016	928
Gladstone Park - Westmeadows	2016	1386
Greenvale - Bulla	2016	2019
Meadow Heights	2016	1043
Melbourne Airport	2016	2250
Roxburgh Park - Somerton	2016	1357
Tullamarine	2016	1190
Craigieburn - Central	2016	1348
Craigieburn - North	2016	1668
Craigieburn - South	2016	1489
Craigieburn - West	2016	1507
Mickleham - Yuroke	2016	1810
Bayswater	2016	1298
Knoxfield - Scoresby	2016	1586
Lysterfield	2016	2332
Rowville - Central	2016	1762
Rowville - North	2016	1919
Rowville - South	2016	2049
Wantirna	2016	1572
Wantirna South	2016	1572
Boronia	2016	1309
Ferntree Gully (North)	2016	1353
Ferntree Gully (South) - Upper Ferntree Gully	2016	1569
The Basin	2016	1716
Donvale - Park Orchards	2016	1941
Warrandyte - Wonga Park	2016	2315
Bayswater North	2016	1518
Croydon Hills - Warranwood	2016	2017
Ringwood	2016	1355
Ringwood East	2016	1588
Ringwood North	2016	1909
Croydon - East	2016	1311
Croydon - West	2016	1385
Croydon South	2016	1584
Forest Hill	2016	1342
Mitcham (Vic.)	2016	1645
Nunawading	2016	1508
Vermont	2016	1660
Vermont South	2016	1664
Belgrave - Selby	2016	1744
Chirnside Park	2016	1725
Healesville - Yarra Glen	2016	1273
Kilsyth	2016	1340
Lilydale - Coldstream	2016	1464
Monbulk - Silvan	2016	1502
Montrose	2016	1707
Mooroolbark	2016	1592
Mount Dandenong - Olinda	2016	1676
Mount Evelyn	2016	1650
Upwey - Tecoma	2016	1757
Wandin - Seville	2016	1612
Yarra Valley	2016	1138
Beaconsfield - Officer	2016	1874
Bunyip - Garfield	2016	1496
Emerald - Cockatoo	2016	1707
Koo Wee Rup	2016	1335
Pakenham - North	2016	1370
Pakenham - South	2016	1389
Berwick - North	2016	1555
Berwick - South	2016	1899
Doveton	2016	973
Hallam	2016	1295
Narre Warren North	2016	2182
Endeavour Hills - North	2016	1483
Endeavour Hills - South	2016	1466
Narre Warren - North East	2016	1618
Narre Warren - South West	2016	1343
Cranbourne	2016	1245
Cranbourne East	2016	1709
Cranbourne North	2016	1589
Cranbourne South	2016	1861
Cranbourne West	2016	1561
Hampton Park - Lynbrook	2016	1306
Lynbrook - Lyndhurst	2016	1947
Pearcedale - Tooradin	2016	1534
Narre Warren South (East)	2016	2003
Narre Warren South (West)	2016	1653
Clarinda - Oakleigh South	2016	1415
Clayton South	2016	1254
Dandenong	2016	993
Dandenong North	2016	1183
Dingley Village	2016	1591
Keysborough	2016	1586
Noble Park North	2016	1212
Springvale	2016	1077
Springvale South	2016	1220
Noble Park - East	2016	1116
Noble Park - West	2016	1101
Ashwood - Chadstone	2016	1550
Clayton	2016	1068
Glen Waverley - East	2016	1561
Glen Waverley - West	2016	1537
Mount Waverley - North	2016	1625
Mount Waverley - South	2016	1649
Mulgrave	2016	1570
Oakleigh - Huntingdale	2016	1515
Wheelers Hill	2016	1669
Ardeer - Albion	2016	1068
Cairnlea	2016	1747
Deer Park - Derrimut	2016	1400
Delahey	2016	1289
Keilor Downs	2016	1379
Kings Park (Vic.)	2016	1072
St Albans - North	2016	988
St Albans - South	2016	1036
Sunshine	2016	1187
Sunshine North	2016	1091
Sunshine West	2016	1148
Sydenham	2016	1525
Taylors Lakes	2016	1843
Altona	2016	1439
Altona Meadows	2016	1369
Altona North	2016	1271
Newport	2016	2070
Seabrook	2016	1672
Williamstown	2016	1997
Braybrook	2016	1231
Footscray	2016	1301
Maribyrnong	2016	1757
Seddon - Kingsville	2016	1852
West Footscray - Tottenham	2016	1445
Yarraville	2016	2035
Bacchus Marsh	2016	1423
Hillside	2016	1870
Melton	2016	1178
Melton South	2016	1336
Melton West	2016	1424
Rockbank - Mount Cottrell	2016	1115
Taylors Hill	2016	1889
Burnside	2016	1415
Burnside Heights	2016	1840
Caroline Springs	2016	1816
Hoppers Crossing - North	2016	1492
Hoppers Crossing - South	2016	1323
Laverton	2016	1585
Tarneit	2016	1715
Truganina	2016	1743
Werribee - South	2016	1303
Wyndham Vale	2016	1509
Point Cook - East	2016	2126
Point Cook - North	2016	1964
Point Cook - South	2016	2104
Werribee - East	2016	1197
Werribee - West	2016	1493
Carrum Downs	2016	1336
Frankston	2016	1095
Frankston North	2016	1042
Frankston South	2016	1611
Langwarrin	2016	1593
Seaford (Vic.)	2016	1206
Skye - Sandhurst	2016	1911
Dromana	2016	1155
Flinders	2016	1712
Hastings - Somers	2016	1176
Mornington	2016	1203
Mount Eliza	2016	2024
Mount Martha	2016	1707
Point Nepean	2016	1107
Rosebud - McCrae	2016	928
Somerville	2016	1475
Ararat	2016	1014
Ararat Region	2016	1001
Horsham	2016	1105
Horsham Region	2016	1147
Nhill Region	2016	929
St Arnaud	2016	845
Stawell	2016	983
West Wimmera	2016	973
Yarriambiack	2016	880
Irymple	2016	1287
Merbein	2016	1052
Mildura Region	2016	1021
Red Cliffs	2016	1078
Mildura - North	2016	976
Mildura - South	2016	1084
Buloke	2016	840
Gannawarra	2016	925
Kerang	2016	885
Robinvale	2016	1088
Swan Hill	2016	1098
Swan Hill Region	2016	1088
Echuca	2016	1143
Kyabram	2016	1067
Lockington - Gunbower	2016	1183
Rochester	2016	1000
Rushworth	2016	916
Cobram	2016	955
Moira	2016	1132
Numurkah	2016	1043
Yarrawonga	2016	960
Mooroopna	2016	993
Shepparton - North	2016	1219
Shepparton - South	2016	1141
Shepparton Region - East	2016	1403
Shepparton Region - West	2016	1165
Glenelg (Vic.)	2016	1031
Hamilton (Vic.)	2016	1036
Portland	2016	1052
Southern Grampians	2016	1063
Camperdown	2016	918
Colac	2016	1052
Colac Region	2016	1149
Corangamite - North	2016	991
Corangamite - South	2016	1149
Otway	2016	951
Moyne - East	2016	1208
Moyne - West	2016	1215
Warrnambool - North	2016	1207
Warrnambool - South	2016	1146
Migratory - Offshore - Shipping (Vic.)	2016	0
No usual address (Vic.)	2016	0
Alexandra Hills	2016	1597
Belmont - Gumdale	2016	2182
Birkdale	2016	1702
Capalaba	2016	1471
Thorneside	2016	1299
Wellington Point	2016	1910
Cleveland	2016	1269
Ormiston	2016	1594
Redland Bay	2016	1750
Sheldon - Mount Cotton	2016	2209
Thornlands	2016	1932
Victoria Point	2016	1384
Redland Islands	2016	749
Brisbane Port - Lytton	2016	0
Manly - Lota	2016	1680
Manly West	2016	1726
Murarrie	2016	2078
Tingalpa	2016	1688
Wakerley	2016	2461
Wynnum	2016	1518
Wynnum West - Hemmant	2016	1455
Bald Hills	2016	1647
Bridgeman Downs	2016	2382
Carseldine	2016	1738
Everton Park	2016	1582
McDowall	2016	2121
Aspley	2016	1518
Chermside	2016	1216
Chermside West	2016	1783
Geebung	2016	1697
Kedron - Gordon Park	2016	1784
Stafford	2016	1495
Stafford Heights	2016	1595
Wavell Heights	2016	2054
Boondall	2016	1587
Brisbane Airport	2016	2166
Eagle Farm - Pinkenba	2016	1706
Northgate - Virginia	2016	1794
Nudgee - Banyo	2016	1808
Nundah	2016	1569
Bracken Ridge	2016	1682
Brighton (Qld)	2016	1603
Deagon	2016	1276
Sandgate - Shorncliffe	2016	1487
Taigum - Fitzgibbon	2016	1407
Zillmere	2016	1220
Camp Hill	2016	2247
Cannon Hill	2016	1846
Carina	2016	1738
Carina Heights	2016	1663
Carindale	2016	2121
Annerley	2016	1583
Coorparoo	2016	1794
Fairfield - Dutton Park	2016	1587
