SA2_NAME16	Year	labourForceParticipation
Summerhill - Prospect	2016	59.8
Trevallyn	2006	66.9
Trevallyn	2011	68.4
Trevallyn	2016	64.4
Waverley - St Leonards	2006	53.4
Waverley - St Leonards	2011	56.6
Waverley - St Leonards	2016	56.4
West Launceston	2006	66
West Launceston	2011	67.6
West Launceston	2016	65.7
Youngtown - Relbia	2006	61.6
Youngtown - Relbia	2011	61.5
Youngtown - Relbia	2016	59
Beauty Point - Beaconsfield	2006	45.7
Beauty Point - Beaconsfield	2011	48
Beauty Point - Beaconsfield	2016	42.8
Deloraine	2006	54.1
Deloraine	2011	53
Deloraine	2016	50.1
Grindelwald - Lanena	2006	57.3
Grindelwald - Lanena	2011	57.4
Grindelwald - Lanena	2016	53.8
Hadspen - Carrick	2006	67.8
Hadspen - Carrick	2011	68.3
Hadspen - Carrick	2016	66.2
Westbury	2006	57.4
Westbury	2011	56.7
Westbury	2016	53.9
Dilston - Lilydale	2006	62.8
Dilston - Lilydale	2011	63
Dilston - Lilydale	2016	59.6
George Town	2006	51.5
George Town	2011	50.9
George Town	2016	45.3
Longford	2006	52.8
Longford	2011	55.8
Longford	2016	52.3
Northern Midlands	2006	55.2
Northern Midlands	2011	54.7
Northern Midlands	2016	52.7
Perth - Evandale	2006	62.9
Perth - Evandale	2011	61.7
Perth - Evandale	2016	59.3
St Helens - Scamander	2006	44.2
St Helens - Scamander	2011	43.8
St Helens - Scamander	2016	41.3
Flinders and Cape Barren Islands	2006	64.8
Flinders and Cape Barren Islands	2011	62.8
Flinders and Cape Barren Islands	2016	59.9
Scottsdale - Bridport	2006	54.9
Scottsdale - Bridport	2011	53.7
Scottsdale - Bridport	2016	50.8
Central Highlands	2006	49.8
Central Highlands	2011	49.9
Central Highlands	2016	49.7
Derwent Valley	2006	57
Derwent Valley	2011	57.7
Derwent Valley	2016	53.4
Southern Midlands	2006	57.5
Southern Midlands	2011	56.3
Southern Midlands	2016	55.8
Wilderness - East	2006	0
Wilderness - East	2011	57.1
Wilderness - East	2016	80
Bruny Island - Kettering	2006	54.3
Bruny Island - Kettering	2011	52.4
Bruny Island - Kettering	2016	47.7
Cygnet	2006	52.1
Cygnet	2011	51
Cygnet	2016	48.1
Geeveston - Dover	2006	51
Geeveston - Dover	2011	50
Geeveston - Dover	2016	46.2
Huonville - Franklin	2006	56.6
Huonville - Franklin	2011	59.1
Huonville - Franklin	2016	55.6
Forestier - Tasman	2006	48.5
Forestier - Tasman	2011	47.3
Forestier - Tasman	2016	41.4
Triabunna - Bicheno	2006	51.6
Triabunna - Bicheno	2011	49
Triabunna - Bicheno	2016	45.1
Acton - Upper Burnie	2006	53.4
Acton - Upper Burnie	2011	52.4
Acton - Upper Burnie	2016	51.1
Burnie - Ulverstone Region	2006	63.3
Burnie - Ulverstone Region	2011	62.8
Burnie - Ulverstone Region	2016	59.7
Burnie - Wivenhoe	2006	55.2
Burnie - Wivenhoe	2011	57.7
Burnie - Wivenhoe	2016	53.8
Parklands - Camdale	2006	53.5
Parklands - Camdale	2011	52.6
Parklands - Camdale	2016	52
Penguin - Sulphur Creek	2006	56.1
Penguin - Sulphur Creek	2011	56.2
Penguin - Sulphur Creek	2016	55.1
Romaine - Havenview	2006	60.4
Romaine - Havenview	2011	61.5
Romaine - Havenview	2016	58.8
Somerset	2006	53.7
Somerset	2011	54.1
Somerset	2016	52.1
Ulverstone	2006	50
Ulverstone	2011	51.2
Ulverstone	2016	50.4
West Ulverstone	2006	50.3
West Ulverstone	2011	50.1
West Ulverstone	2016	48.6
Wynyard	2006	50.3
Wynyard	2011	51.3
Wynyard	2016	48.1
Devonport	2006	52.3
Devonport	2011	52.3
Devonport	2016	50.2
East Devonport	2006	50.5
East Devonport	2011	49
East Devonport	2016	45.6
Latrobe	2006	57.1
Latrobe	2011	55.9
Latrobe	2016	54.2
Miandetta - Don	2006	63.5
Miandetta - Don	2011	64.4
Miandetta - Don	2016	61.1
Port Sorell	2006	58.4
Port Sorell	2011	57.6
Port Sorell	2016	52.5
Quoiba - Spreyton	2006	64.8
Quoiba - Spreyton	2011	63.1
Quoiba - Spreyton	2016	63.4
Sheffield - Railton	2006	56.9
Sheffield - Railton	2011	54.7
Sheffield - Railton	2016	51.4
Turners Beach - Forth	2006	63.5
Turners Beach - Forth	2011	63.1
Turners Beach - Forth	2016	60.7
King Island	2006	69
King Island	2011	66.5
King Island	2016	61.8
North West	2006	67.9
North West	2011	63.7
North West	2016	61.3
Smithton	2006	59.9
Smithton	2011	60.7
Smithton	2016	58.5
Waratah	2006	59.5
Waratah	2011	60.5
Waratah	2016	56.6
West Coast (Tas.)	2006	58
West Coast (Tas.)	2011	58.7
West Coast (Tas.)	2016	52
Wilderness - West	2006	0
Wilderness - West	2011	0
Wilderness - West	2016	0
Migratory - Offshore - Shipping (Tas.)	2006	83.1
Migratory - Offshore - Shipping (Tas.)	2011	74.5
Migratory - Offshore - Shipping (Tas.)	2016	68.5
No usual address (Tas.)	2006	50.1
No usual address (Tas.)	2011	42.4
No usual address (Tas.)	2016	41.3
Darwin Airport	2006	82.4
Darwin Airport	2011	10.5
Darwin Airport	2016	55.6
Darwin City	2006	60.3
Darwin City	2011	68.4
Darwin City	2016	71.1
East Point	2006	0
East Point	2011	31
East Point	2016	72.7
Fannie Bay - The Gardens	2006	64.6
Fannie Bay - The Gardens	2011	66.1
Fannie Bay - The Gardens	2016	67.1
Larrakeyah	2006	74.3
Larrakeyah	2011	73
Larrakeyah	2016	71.3
Ludmilla - The Narrows	2006	66.7
Ludmilla - The Narrows	2011	65
Ludmilla - The Narrows	2016	61.8
Parap	2006	64.3
Parap	2011	71.8
Parap	2016	71.7
Stuart Park	2006	72.5
Stuart Park	2011	74.9
Stuart Park	2016	73.9
Woolner - Bayview - Winnellie	2006	79.4
Woolner - Bayview - Winnellie	2011	80.9
Woolner - Bayview - Winnellie	2016	79.1
Alawa	2006	65.5
Alawa	2011	64.2
Alawa	2016	65.7
Anula	2006	69.2
Anula	2011	71.2
Anula	2016	70.3
Berrimah	2006	47.4
Berrimah	2011	32
Berrimah	2016	54.1
Brinkin - Nakara	2006	70.8
Brinkin - Nakara	2011	71.7
Brinkin - Nakara	2016	66.5
Buffalo Creek	2006	0
Buffalo Creek	2011	0
Buffalo Creek	2016	0
Charles Darwin	2006	0
Charles Darwin	2011	80
Charles Darwin	2016	0
Coconut Grove	2006	62.6
Coconut Grove	2011	64.1
Coconut Grove	2016	63.5
East Arm	2006	0
East Arm	2011	33.3
East Arm	2016	90.9
Jingili	2006	67.8
Jingili	2011	71.3
Jingili	2016	67.8
Karama	2006	67.4
Karama	2011	68.4
Karama	2016	64.1
Leanyer	2006	75.4
Leanyer	2011	70.4
Leanyer	2016	70.8
Lyons (NT)	2006	51.3
Lyons (NT)	2011	76.8
Lyons (NT)	2016	78.7
Malak - Marrara	2006	69.9
Malak - Marrara	2011	66.7
Malak - Marrara	2016	64.3
Millner	2006	67.9
Millner	2011	69
Millner	2016	68.4
Moil	2006	67.2
Moil	2011	68.3
Moil	2016	66
Nightcliff	2006	65.6
Nightcliff	2011	69.1
Nightcliff	2016	70.3
Rapid Creek	2006	72.6
Rapid Creek	2011	66.4
Rapid Creek	2016	68.8
Tiwi	2006	65.6
Tiwi	2011	60.2
Tiwi	2016	59.9
Wagaman	2006	64.2
Wagaman	2011	65.2
Wagaman	2016	64.1
Wanguri	2006	70
Wanguri	2011	69.6
Wanguri	2016	64.9
Wulagi	2006	74.2
Wulagi	2011	67.1
Wulagi	2016	70.4
Howard Springs	2006	74.8
Howard Springs	2011	70.8
Howard Springs	2016	51.1
Humpty Doo	2006	67.5
Humpty Doo	2011	71.1
Humpty Doo	2016	70.5
Koolpinyah	2006	0
Koolpinyah	2011	45
Koolpinyah	2016	80
Virginia	2006	70.5
Virginia	2011	66.9
Virginia	2016	69
Weddell	2006	57.6
Weddell	2011	59.4
Weddell	2016	61.1
Bakewell	2006	80.6
Bakewell	2011	78.7
Bakewell	2016	77.6
Driver	2006	73.3
Driver	2011	70.2
Driver	2016	70.4
Durack - Marlow Lagoon	2006	75.1
Durack - Marlow Lagoon	2011	79.2
Durack - Marlow Lagoon	2016	78.1
Gray	2006	57.4
Gray	2011	65.3
Gray	2016	61.5
Moulden	2006	58.4
Moulden	2011	59.8
Moulden	2016	59.3
Palmerston - North	2006	73.6
Palmerston - North	2011	81.2
Palmerston - North	2016	76.2
Palmerston - South	2006	0
Palmerston - South	2011	42.9
Palmerston - South	2016	81.1
Rosebery - Bellamack	2006	78.8
Rosebery - Bellamack	2011	78.7
Rosebery - Bellamack	2016	76.4
Woodroffe	2006	66.1
Woodroffe	2011	67.7
Woodroffe	2016	68.2
Charles	2006	66.2
Charles	2011	65.9
Charles	2016	62.6
East Side	2006	70.5
East Side	2011	71.3
East Side	2016	67.5
Flynn (NT)	2006	70.9
Flynn (NT)	2011	71.8
Flynn (NT)	2016	67.4
Larapinta	2006	73.2
Larapinta	2011	69.8
Larapinta	2016	71.6
Mount Johns	2006	72.1
Mount Johns	2011	73.5
Mount Johns	2016	71.3
Petermann - Simpson	2006	53.5
Petermann - Simpson	2011	55.9
Petermann - Simpson	2016	56.3
Ross	2006	60.1
Ross	2011	59.7
Ross	2016	54.3
Sandover - Plenty	2006	36.1
Sandover - Plenty	2011	29.2
Sandover - Plenty	2016	37.2
Tanami	2006	38.3
Tanami	2011	48.4
Tanami	2016	37.4
Yuendumu - Anmatjere	2006	35.5
Yuendumu - Anmatjere	2011	40
Yuendumu - Anmatjere	2016	54.8
Barkly	2006	38.4
Barkly	2011	39.6
Barkly	2016	44.1
Tennant Creek	2006	54.1
Tennant Creek	2011	54.3
Tennant Creek	2016	53.1
Alligator	2006	54.3
Alligator	2011	59.8
Alligator	2016	52.9
Daly	2006	60.4
Daly	2011	57
Daly	2016	49.2
Thamarrurr	2006	22.3
Thamarrurr	2011	36.9
Thamarrurr	2016	35.4
Tiwi Islands	2006	54.2
Tiwi Islands	2011	44.4
Tiwi Islands	2016	37.3
West Arnhem	2006	40
West Arnhem	2011	50.2
West Arnhem	2016	33.1
Anindilyakwa	2006	46.2
Anindilyakwa	2011	59.7
Anindilyakwa	2016	46.4
East Arnhem	2006	42.1
East Arnhem	2011	41.1
East Arnhem	2016	31.6
Nhulunbuy	2006	79.5
Nhulunbuy	2011	80.3
Nhulunbuy	2016	72.2
Elsey	2006	47.6
Elsey	2011	46.3
Elsey	2016	37.7
Gulf	2006	44.3
Gulf	2011	51.6
Gulf	2016	36.7
Katherine	2006	62.8
Katherine	2011	66.4
Katherine	2016	56.9
Victoria River	2006	52.3
Victoria River	2011	52.9
Victoria River	2016	40.8
Migratory - Offshore - Shipping (NT)	2006	80.9
Migratory - Offshore - Shipping (NT)	2011	77.6
Migratory - Offshore - Shipping (NT)	2016	34.7
No usual address (NT)	2006	38.7
No usual address (NT)	2011	39.4
No usual address (NT)	2016	28.4
Aranda	2006	64.9
Aranda	2011	61.9
Aranda	2016	62.4
Belconnen	2006	67.6
Belconnen	2011	63.5
Belconnen	2016	63.8
Bruce	2006	67.5
Bruce	2011	62.3
Bruce	2016	64.3
Charnwood	2006	69.5
Charnwood	2011	66.7
Charnwood	2016	64.1
Cook	2006	65.3
Cook	2011	67.1
Cook	2016	63
Dunlop	2006	79.6
Dunlop	2011	77.2
Dunlop	2016	74.4
Evatt	2006	74.7
Evatt	2011	74.1
Evatt	2016	66.7
Florey	2006	70.8
Florey	2011	68.9
Florey	2016	63.5
Flynn (ACT)	2006	73.5
Flynn (ACT)	2011	67.6
Flynn (ACT)	2016	66.1
Fraser	2006	74.4
Fraser	2011	70.9
Fraser	2016	64.5
Giralang	2006	73.5
Giralang	2011	72.5
Giralang	2016	67.1
Gooromon	2006	0
Gooromon	2011	0
Gooromon	2016	75
Hawker	2006	63.8
Hawker	2011	62.9
Hawker	2016	61.2
Higgins	2006	66.2
Higgins	2011	67.9
Higgins	2016	62.8
Holt	2006	66.4
Holt	2011	65.1
Holt	2016	59.9
Kaleen	2006	71.9
Kaleen	2011	70
Kaleen	2016	64
Latham	2006	71.2
Latham	2011	69.6
Latham	2016	66.1
Lawson	2006	0
Lawson	2011	0
Lawson	2016	63.5
Macgregor (ACT)	2006	73
Macgregor (ACT)	2011	76.6
Macgregor (ACT)	2016	74.9
Macquarie	2006	65.3
Macquarie	2011	65.4
Macquarie	2016	62.8
McKellar	2006	69.8
McKellar	2011	69.4
McKellar	2016	63.9
Melba	2006	68.3
Melba	2011	66.6
Melba	2016	61.5
Page	2006	55.4
Page	2011	57.1
Page	2016	53.1
Scullin	2006	65.1
Scullin	2011	65.3
Scullin	2016	62.9
Spence	2006	69.8
Spence	2011	70.6
Spence	2016	64.8
Weetangera	2006	65.3
Weetangera	2011	65.9
Weetangera	2016	62.4
Molonglo Corridor	2006	89.5
Molonglo Corridor	2011	100
Molonglo Corridor	2016	41.7
West Belconnen	2006	0
West Belconnen	2011	133.3
West Belconnen	2016	80
Hume	2006	50
Hume	2011	1
Hume	2016	0.7
Kowen	2006	80.6
Kowen	2011	103.8
Kowen	2016	56.5
Canberra East	2006	58.6
Canberra East	2011	58.9
Canberra East	2016	49.1
Canberra Airport	2006	96.2
Canberra Airport	2011	90.9
Canberra Airport	2016	80.2
Majura	2006	69.6
Majura	2011	70.4
Majura	2016	59.3
Amaroo	2006	80.5
Amaroo	2011	79.7
Amaroo	2016	75.2
Bonner	2006	0
Bonner	2011	86.6
Bonner	2016	79.3
Casey	2006	0
Casey	2011	84.8
Casey	2016	81.5
Crace	2006	0
Crace	2011	86.5
Crace	2016	78.7
Forde	2006	0
Forde	2011	83.4
Forde	2016	79.6
Franklin	2006	0
Franklin	2011	79.2
Franklin	2016	76.4
Gungahlin	2006	78
Gungahlin	2011	76.9
Gungahlin	2016	72
Hall	2006	70.6
Hall	2011	73.4
Hall	2016	61.3
Harrison	2006	83.7
Harrison	2011	79.5
Harrison	2016	77.8
Mitchell	2006	100
Mitchell	2011	100
Mitchell	2016	83.3
Ngunnawal	2006	75
Ngunnawal	2011	76.6
Ngunnawal	2016	73.8
Nicholls	2006	76.2
Nicholls	2011	73.2
Nicholls	2016	68.2
Palmerston	2006	74.5
Palmerston	2011	75.6
Palmerston	2016	69.8
Gungahlin - East	2006	94.1
Gungahlin - East	2011	0
Gungahlin - East	2016	0
Gungahlin - West	2006	0
Gungahlin - West	2011	0
Gungahlin - West	2016	0
Jacka	2006	0
Jacka	2011	0
Jacka	2016	80
Kenny	2006	0
Kenny	2011	25.7
Kenny	2016	66.7
Moncrieff	2006	0
Moncrieff	2011	0
Moncrieff	2016	68.1
Taylor	2006	0
Taylor	2011	0
Taylor	2016	0
Throsby	2006	0
Throsby	2011	0
Throsby	2016	0
Acton	2006	45.7
Acton	2011	44.5
Acton	2016	47.2
Ainslie	2006	65
Ainslie	2011	63.2
Ainslie	2016	59.7
Braddon	2006	62.4
Braddon	2011	66.9
Braddon	2016	69.6
Civic	2006	56.3
Civic	2011	57.6
Civic	2016	53.9
Dickson	2006	64.2
Dickson	2011	66.1
Dickson	2016	66.3
Downer	2006	61.2
Downer	2011	65.7
Downer	2016	63.8
Hackett	2006	63.7
Hackett	2011	66.1
Hackett	2016	64.5
Lyneham	2006	62.2
Lyneham	2011	62.4
Lyneham	2016	62.6
O'Connor (ACT)	2006	66.5
O'Connor (ACT)	2011	68.9
O'Connor (ACT)	2016	66.8
Turner	2006	68.8
Turner	2011	70.8
Turner	2016	65.8
Watson	2006	68.4
Watson	2011	71.5
Watson	2016	71.1
Black Mountain	2006	0
Black Mountain	2011	0
Black Mountain	2016	0
Campbell	2006	64.8
Campbell	2011	64.8
Campbell	2016	61.3
Duntroon	2006	90.3
Duntroon	2011	87.2
Duntroon	2016	87.5
Parkes (ACT) - North	2006	0
Parkes (ACT) - North	2011	0
Parkes (ACT) - North	2016	0
Reid	2006	54.1
Reid	2011	58.9
Reid	2016	58.8
Russell	2006	0
Russell	2011	0
Russell	2016	0
Deakin	2006	58.7
Deakin	2011	60.7
Deakin	2016	59.4
Forrest	2006	71.3
Forrest	2011	70.1
Forrest	2016	65.8
Griffith (ACT)	2006	67
Griffith (ACT)	2011	70
Griffith (ACT)	2016	65.5
Lake Burley Griffin	2006	0
Lake Burley Griffin	2011	0
Lake Burley Griffin	2016	0
Narrabundah	2006	62.8
Narrabundah	2011	65.8
Narrabundah	2016	60.7
Parkes (ACT) - South	2006	133.3
Parkes (ACT) - South	2011	0
Parkes (ACT) - South	2016	0
Red Hill (ACT)	2006	59.4
Red Hill (ACT)	2011	61.5
Red Hill (ACT)	2016	60
Yarralumla	2006	61.6
Yarralumla	2011	62.9
Yarralumla	2016	57.4
Barton	2006	80.9
Barton	2011	73.4
Barton	2016	73.9
Fyshwick	2006	48
Fyshwick	2011	48.6
Fyshwick	2016	42.2
Kingston (ACT)	2006	76.3
Kingston (ACT)	2011	76.2
Kingston (ACT)	2016	76.3
Banks	2006	77.2
Banks	2011	77
Banks	2016	74.8
Bonython	2006	75.2
Bonython	2011	77.4
Bonython	2016	72.6
Calwell	2006	77
Calwell	2011	78.9
Calwell	2016	71.9
Chisholm	2006	75.7
Chisholm	2011	77
Chisholm	2016	70.6
Conder	2006	78.1
Conder	2011	77
Conder	2016	71.6
Fadden	2006	75.3
Fadden	2011	74.7
Fadden	2016	69
Gilmore	2006	73.9
Gilmore	2011	77.2
Gilmore	2016	70
Gordon (ACT)	2006	76.2
Gordon (ACT)	2011	75.7
Gordon (ACT)	2016	72
Gowrie (ACT)	2006	73.9
Gowrie (ACT)	2011	71.9
Gowrie (ACT)	2016	65.9
Greenway	2006	68.4
Greenway	2011	72.3
Greenway	2016	65.5
Isabella Plains	2006	75
Isabella Plains	2011	75.1
Isabella Plains	2016	68.4
Kambah	2006	71.1
Kambah	2011	70.5
Kambah	2016	63.1
Macarthur	2006	78.6
Macarthur	2011	80.2
Macarthur	2016	72.1
Monash	2006	73.8
Monash	2011	70.8
Monash	2016	61.5
Mount Taylor	2006	50
Mount Taylor	2011	0
Mount Taylor	2016	0
Oxley (ACT)	2006	75.1
Oxley (ACT)	2011	74
Oxley (ACT)	2016	67.8
Richardson	2006	75.3
Richardson	2011	73
Richardson	2016	70.3
Theodore	2006	78.2
Theodore	2011	79.2
Theodore	2016	75.1
Tuggeranong	2006	78.4
Tuggeranong	2011	72.4
Tuggeranong	2016	63.6
Wanniassa	2006	71.8
Wanniassa	2011	70.9
Wanniassa	2016	65.6
Tuggeranong - West	2006	0
Tuggeranong - West	2011	0
Tuggeranong - West	2016	30
Chapman	2006	69
Chapman	2011	68.4
Chapman	2016	62
Duffy	2006	71.5
Duffy	2011	69.1
Duffy	2016	64.6
Fisher	2006	63.8
Fisher	2011	64.7
Fisher	2016	62.2
Holder	2006	69.9
Holder	2011	68
Holder	2016	64.7
Rivett	2006	68.6
Rivett	2011	66.3
Rivett	2016	60.8
Stirling	2006	67.9
Stirling	2011	64.3
Stirling	2016	52.7
Waramanga	2006	64.2
Waramanga	2011	64.6
Waramanga	2016	62.3
Weston	2006	63.6
Weston	2011	61
Weston	2016	57.5
Scrivener	2006	100
Scrivener	2011	100
Scrivener	2016	100
Chifley	2006	67.3
Chifley	2011	67.5
Chifley	2016	66.1
Curtin	2006	63.8
Curtin	2011	65.9
Curtin	2016	62.3
Farrer	2006	63.3
Farrer	2011	65.1
Farrer	2016	63.8
Garran	2006	63.7
Garran	2011	63.5
Garran	2016	56.5
Hughes	2006	60.9
Hughes	2011	60.3
Hughes	2016	56.7
Isaacs	2006	61.4
Isaacs	2011	60.9
Isaacs	2016	57.5
Lyons (ACT)	2006	62.3
Lyons (ACT)	2011	63.2
Lyons (ACT)	2016	58.1
Mawson	2006	60
Mawson	2011	66.3
Mawson	2016	63.3
O'Malley	2006	64.4
O'Malley	2011	62.8
O'Malley	2016	57.6
Pearce	2006	60.4
Pearce	2011	64.2
Pearce	2016	61
Phillip	2006	73.7
Phillip	2011	76.3
Phillip	2016	72.8
Torrens	2006	66.7
Torrens	2011	66.3
Torrens	2016	66.5
Arboretum	2006	0
Arboretum	2011	0
Arboretum	2016	42.9
Coombs	2006	0
Coombs	2011	0
Coombs	2016	77.6
Denman Prospect	2006	0
Denman Prospect	2011	0
Denman Prospect	2016	0
Molonglo	2006	0
Molonglo	2011	0
Molonglo	2016	100
Molonglo - North	2006	0
Molonglo - North	2011	100
Molonglo - North	2016	100
Wright	2006	0
Wright	2011	100
Wright	2016	82.1
ACT - South West	2006	80.4
ACT - South West	2011	79.9
ACT - South West	2016	74.6
Namadgi	2006	79.4
Namadgi	2011	69
Namadgi	2016	60.6
Migratory - Offshore - Shipping (ACT)	2006	0
Migratory - Offshore - Shipping (ACT)	2011	0
Migratory - Offshore - Shipping (ACT)	2016	0
No usual address (ACT)	2006	60.8
No usual address (ACT)	2011	57
No usual address (ACT)	2016	49
Christmas Island	2006	69.3
Christmas Island	2011	45.2
Christmas Island	2016	55
Cocos (Keeling) Islands	2006	57
Cocos (Keeling) Islands	2011	57.1
Cocos (Keeling) Islands	2016	54.4
Jervis Bay	2006	57.9
Jervis Bay	2011	55.6
Jervis Bay	2016	46.8
Norfolk Island	2006	0
Norfolk Island	2011	0
Norfolk Island	2016	67.8
Migratory - Offshore - Shipping (OT)	2006	0
Migratory - Offshore - Shipping (OT)	2011	0
Migratory - Offshore - Shipping (OT)	2016	100
No usual address (OT)	2006	64
No usual address (OT)	2011	91.7
No usual address (OT)	2016	39.1
