SA2_NAME16	Year	medianAgeOfPersons
Bass Hill - Georges Hall	2016	36
Chullora	2016	30
Condell Park	2016	33
Greenacre - Mount Lewis	2016	33
Padstow	2016	40
Panania - Milperra - Picnic Point	2016	39
Revesby	2016	38
Yagoona - Birrong	2016	34
Bankstown - North	2016	32
Bankstown - South	2016	33
Belmore - Belfield	2016	37
Canterbury (South) - Campsie	2016	34
Kingsgrove (North) - Earlwood	2016	41
Punchbowl	2016	32
Roselands	2016	36
Lakemba	2016	31
Wiley Park	2016	31
Hurstville	2016	32
Mortdale - Penshurst	2016	37
Narwee - Beverly Hills	2016	39
Oatley - Hurstville Grove	2016	41
Peakhurst - Lugarno	2016	42
Riverwood	2016	39
South Hurstville - Blakehurst	2016	36
Arncliffe - Bardwell Valley	2016	31
Bexley	2016	36
Kingsgrove (South) - Bardwell Park	2016	40
Kogarah	2016	33
Kogarah Bay - Carlton - Allawah	2016	36
Monterey - Brighton-le-Sands - Kyeemagh	2016	41
Rockdale - Banksia	2016	33
Sans Souci - Ramsgate	2016	44
Concord - Mortlake - Cabarita	2016	41
Concord West - North Strathfield	2016	31
Drummoyne - Rodd Point	2016	40
Five Dock - Abbotsford	2016	41
Balmain	2016	41
Leichhardt - Annandale	2016	37
Lilyfield - Rozelle	2016	38
Ashfield	2016	34
Burwood - Croydon	2016	32
Canterbury (North) - Ashbury	2016	39
Croydon Park - Enfield	2016	39
Dulwich Hill - Lewisham	2016	37
Haberfield - Summer Hill	2016	39
Homebush	2016	30
Strathfield	2016	32
Strathfield South	2016	36
Chatswood (East) - Artarmon	2016	34
Chatswood (West) - Lane Cove North	2016	35
Lane Cove - Greenwich	2016	38
St Leonards - Naremburn	2016	35
Willoughby - Castle Cove - Northbridge	2016	41
Asquith - Mount Colah	2016	39
Berowra - Brooklyn - Cowan	2016	40
Normanhurst - Thornleigh - Westleigh	2016	40
Hornsby - East	2016	34
Hornsby - West	2016	39
Waitara - Wahroonga (West)	2016	37
Gordon - Killara	2016	40
Lindfield - Roseville	2016	40
Pymble	2016	40
St Ives	2016	42
Turramurra	2016	44
Wahroonga (East) - Warrawee	2016	42
Cremorne - Cammeray	2016	39
Crows Nest - Waverton	2016	36
Mosman	2016	42
Neutral Bay - Kirribilli	2016	38
North Sydney - Lavender Bay	2016	37
Balgowlah - Clontarf - Seaforth	2016	40
Manly - Fairlight	2016	37
Avalon - Palm Beach	2016	47
Bayview - Elanora Heights	2016	47
Newport - Bilgola	2016	44
Warriewood - Mona Vale	2016	41
Beacon Hill - Narraweena	2016	41
Cromer	2016	42
Dee Why - North Curl Curl	2016	36
Forestville - Killarney Heights	2016	42
Frenchs Forest - Belrose	2016	42
Freshwater - Brookvale	2016	36
Manly Vale - Allambie Heights	2016	39
Narrabeen - Collaroy	2016	41
Terrey Hills - Duffys Forest	2016	44
Camden - Ellis Lane	2016	41
Elderslie - Harrington Park	2016	34
Mount Annan - Currans Hill	2016	32
Bradbury - Wedderburn	2016	33
Campbelltown - Woodbine	2016	35
Claymore - Eagle Vale - Raby	2016	33
Holsworthy Military Area	2016	0
Ingleburn - Denham Court	2016	34
Leumeah - Minto Heights	2016	36
Macquarie Fields - Glenfield	2016	35
Minto - St Andrews	2016	34
Rosemeadow - Glen Alpine	2016	35
Bargo	2016	39
Douglas Park - Appin	2016	35
Picton - Tahmoor - Buxton	2016	38
The Oaks - Oakdale	2016	38
Blackheath - Megalong Valley	2016	50
Blaxland - Warrimoo - Lapstone	2016	41
Blue Mountains - North	2016	55
Katoomba - Leura	2016	48
Lawson - Hazelbrook - Linden	2016	42
Springwood - Winmalee	2016	42
Wentworth Falls	2016	50
Blue Mountains - South	2016	60
Cambridge Park	2016	35
Castlereagh - Cranebrook	2016	31
Emu Plains - Leonay	2016	39
Glenmore Park - Regentville	2016	33
Jamisontown - South Penrith	2016	36
Kingswood - Werrington	2016	33
Mulgoa - Luddenham - Orchard Hills	2016	35
Penrith	2016	37
Warragamba - Silverdale	2016	36
Richmond - Clarendon	2016	39
Windsor - Bligh Park	2016	34
Yarramundi - Londonderry	2016	36
Erskine Park	2016	34
St Clair	2016	34
Colyton - Oxley Park	2016	34
St Marys - North St Marys	2016	34
Homebush Bay - Silverwater	2016	33
Rookwood Cemetery	2016	0
Auburn - Central	2016	30
Auburn - North	2016	29
Auburn - South	2016	31
Berala	2016	33
Lidcombe	2016	33
Regents Park	2016	35
Carlingford	2016	39
Ermington - Rydalmere	2016	37
Oatlands - Dundas Valley	2016	37
Chester Hill - Sefton	2016	34
Fairfield - East	2016	35
Granville - Clyde	2016	31
Greystanes - Pemulwuy	2016	37
Guildford - South Granville	2016	30
Guildford West - Merrylands West	2016	33
Merrylands - Holroyd	2016	33
Smithfield Industrial	2016	38
Yennora Industrial	2016	46
North Parramatta	2016	34
North Rocks	2016	41
Northmead	2016	33
Parramatta - Rosehill	2016	31
Toongabbie - Constitution Hill	2016	37
Winston Hills	2016	39
Pendle Hill - Girraween	2016	35
Wentworthville - Westmead	2016	34
Epping - North Epping	2016	36
Pennant Hills - Cheltenham	2016	41
Eastwood - Denistone	2016	37
Gladesville - Huntleys Point	2016	40
Hunters Hill - Woolwich	2016	42
Macquarie Park - Marsfield	2016	32
North Ryde - East Ryde	2016	41
West Ryde - Meadowbank	2016	34
Putney	2016	42
Ryde	2016	36
Ashcroft - Busby - Miller	2016	33
Austral - Greendale	2016	39
Cobbitty - Leppington	2016	32
Badgerys Creek	2016	40
Cecil Hills	2016	35
Green Valley	2016	33
Hinchinbrook	2016	32
Hoxton Park - Carnes Hill - Horningsea Park	2016	32
West Hoxton - Middleton Grange	2016	31
Bonnyrigg Heights - Bonnyrigg	2016	36
Bossley Park - Abbotsbury	2016	39
Cabramatta - Lansvale	2016	37
Cabramatta West - Mount Pritchard	2016	35
Canley Vale - Canley Heights	2016	35
Edensor Park	2016	36
Fairfield	2016	36
Fairfield - West	2016	35
Greenfield Park - Prairiewood	2016	38
Horsley Park - Kemps Creek	2016	42
Smithfield - Wetherill Park	2016	38
St Johns Park - Wakeley	2016	40
Wetherill Park Industrial	2016	49
Casula	2016	34
Chipping Norton - Moorebank	2016	36
Holsworthy - Wattle Grove	2016	33
Liverpool	2016	34
Lurnea - Cartwright	2016	34
Prestons - Edmondson Park	2016	32
Warwick Farm	2016	33
Gymea - Grays Point	2016	41
Miranda - Yowie Bay	2016	40
Sylvania - Taren Point	2016	44
Caringbah	2016	37
Caringbah South	2016	42
Cronulla - Kurnell - Bundeena	2016	40
Lilli Pilli - Port Hacking - Dolans Bay	2016	42
Woolaware - Burraneer	2016	41
Heathcote - Waterfall	2016	42
Illawong - Alfords Point	2016	42
Menai - Lucas Heights - Woronora	2016	39
Oyster Bay - Como - Jannali	2016	40
Royal National Park	2016	28
Sutherland - Kirrawee	2016	38
Engadine	2016	38
Loftus - Yarrawarrah	2016	40
Woronora Heights	2016	41
Migratory - Offshore - Shipping (NSW)	2016	58
No usual address (NSW)	2016	39
Alfredton	2016	34
Ballarat	2016	42
Ballarat - North	2016	39
Ballarat - South	2016	36
Buninyong	2016	38
Delacombe	2016	36
Smythes Creek	2016	41
Wendouree - Miners Rest	2016	39
Bacchus Marsh Region	2016	43
Creswick - Clunes	2016	48
Daylesford	2016	51
Gordon (Vic.)	2016	44
Avoca	2016	52
Beaufort	2016	49
Golden Plains - North	2016	43
Maryborough (Vic.)	2016	50
Maryborough Region	2016	51
Bendigo	2016	40
California Gully - Eaglehawk	2016	37
East Bendigo - Kennington	2016	44
Flora Hill - Spring Gully	2016	34
Kangaroo Flat - Golden Square	2016	40
Maiden Gully	2016	35
Strathfieldsaye	2016	37
White Hills - Ascot	2016	33
Bendigo Region - South	2016	40
Castlemaine	2016	47
Castlemaine Region	2016	51
Heathcote	2016	53
Kyneton	2016	45
Woodend	2016	43
Bendigo Region - North	2016	45
Loddon	2016	51
Bannockburn	2016	35
Golden Plains - South	2016	41
Winchelsea	2016	44
Belmont	2016	39
Corio - Norlane	2016	36
Geelong	2016	40
Geelong West - Hamlyn Heights	2016	37
Grovedale	2016	37
Highton	2016	38
Lara	2016	37
Leopold	2016	39
Newcomb - Moolap	2016	44
Newtown (Vic.)	2016	40
North Geelong - Bell Park	2016	42
Clifton Springs	2016	45
Lorne - Anglesea	2016	52
Ocean Grove - Barwon Heads	2016	40
Portarlington	2016	58
Point Lonsdale - Queenscliff	2016	59
Torquay	2016	39
Alexandra	2016	53
Euroa	2016	54
Kilmore - Broadford	2016	40
Mansfield (Vic.)	2016	47
Nagambie	2016	50
Seymour	2016	45
Seymour Region	2016	38
Upper Yarra Valley	2016	48
Yea	2016	51
Benalla	2016	49
Benalla Region	2016	50
Rutherglen	2016	46
Wangaratta	2016	44
Wangaratta Region	2016	47
Beechworth	2016	49
Bright - Mount Beauty	2016	48
Chiltern - Indigo Valley	2016	45
Myrtleford	2016	50
Towong	2016	50
West Wodonga	2016	37
Wodonga	2016	36
Yackandandah	2016	45
Drouin	2016	40
Mount Baw Baw Region	2016	47
Trafalgar (Vic.)	2016	43
Warragul	2016	42
Alps - East	2016	0
Bairnsdale	2016	44
Bruthen - Omeo	2016	48
Lake King	2016	0
Lakes Entrance	2016	54
Orbost	2016	53
Paynesville	2016	58
Foster	2016	52
French Island	2016	56
Korumburra	2016	45
Leongatha	2016	44
Phillip Island	2016	50
Wilsons Promontory	2016	39
Wonthaggi - Inverloch	2016	50
Churchill	2016	42
Moe - Newborough	2016	44
Morwell	2016	43
Traralgon	2016	38
Yallourn North - Glengarry	2016	40
Alps - West	2016	54
Longford - Loch Sport	2016	50
Maffra	2016	43
Rosedale	2016	39
Sale	2016	40
Yarram	2016	52
Brunswick	2016	33
Brunswick East	2016	32
Brunswick West	2016	34
Coburg	2016	35
Pascoe Vale South	2016	38
Alphington - Fairfield	2016	36
Northcote	2016	36
Thornbury	2016	36
Ascot Vale	2016	35
Essendon - Aberfeldie	2016	37
Flemington	2016	31
Moonee Ponds	2016	37
Carlton	2016	24
Docklands	2016	30
East Melbourne	2016	38
Flemington Racecourse	2016	32
Kensington (Vic.)	2016	33
Melbourne	2016	26
North Melbourne	2016	28
Parkville	2016	26
South Yarra - West	2016	37
Southbank	2016	30
West Melbourne	2016	0
Albert Park	2016	40
Elwood	2016	35
Port Melbourne	2016	40
Port Melbourne Industrial	2016	33
South Melbourne	2016	37
St Kilda	2016	34
St Kilda East	2016	33
Armadale	2016	37
Prahran - Windsor	2016	33
South Yarra - East	2016	31
Toorak	2016	45
Abbotsford	2016	32
Carlton North - Princes Hill	2016	33
Collingwood	2016	32
Fitzroy	2016	33
Fitzroy North	2016	36
Richmond (Vic.)	2016	33
Yarra - North	2016	36
Ashburton (Vic.)	2016	39
Balwyn	2016	43
Balwyn North	2016	41
Camberwell	2016	41
Glen Iris - East	2016	39
Hawthorn	2016	32
Hawthorn East	2016	34
Kew	2016	39
Kew East	2016	40
Surrey Hills (West) - Canterbury	2016	42
Bulleen	2016	44
Doncaster	2016	42
Templestowe	2016	45
Templestowe Lower	2016	44
Doncaster East (North)	2016	42
Doncaster East (South)	2016	40
Blackburn	2016	39
Blackburn South	2016	42
Box Hill	2016	33
Box Hill North	2016	38
Burwood	2016	29
Burwood East	2016	40
Surrey Hills (East) - Mont Albert	2016	40
Beaumaris	2016	46
Brighton (Vic.)	2016	45
Brighton East	2016	43
Cheltenham - Highett (West)	2016	40
Hampton	2016	42
Sandringham - Black Rock	2016	45
Bentleigh - McKinnon	2016	40
Carnegie	2016	34
Caulfield - North	2016	34
Caulfield - South	2016	41
Elsternwick	2016	37
Hughesdale	2016	35
Murrumbeena	2016	36
Ormond - Glen Huntly	2016	33
Bentleigh East (North)	2016	39
Bentleigh East (South)	2016	40
Aspendale Gardens - Waterways	2016	39
Braeside	2016	29
Carrum - Patterson Lakes	2016	43
Chelsea - Bonbeach	2016	40
Chelsea Heights	2016	40
Cheltenham - Highett (East)	2016	40
Edithvale - Aspendale	2016	40
Mentone	2016	41
Moorabbin - Heatherton	2016	39
Moorabbin Airport	2016	0
Mordialloc - Parkdale	2016	40
Malvern - Glen Iris	2016	37
Malvern East	2016	36
Bundoora - East	2016	39
Greensborough	2016	40
Heidelberg - Rosanna	2016	39
Heidelberg West	2016	35
Ivanhoe	2016	39
Ivanhoe East - Eaglemont	2016	44
Montmorency - Briar Hill	2016	41
Viewbank - Yallambie	2016	40
Watsonia	2016	39
Kingsbury	2016	28
Reservoir - East	2016	36
Reservoir - West	2016	38
Preston - East	2016	35
Preston - West	2016	37
Eltham	2016	41
Hurstbridge	2016	40
Kinglake	2016	41
Panton Hill - St Andrews	2016	44
Plenty - Yarrambat	2016	40
Research - North Warrandyte	2016	41
Wattle Glen - Diamond Creek	2016	38
Bundoora - North	2016	31
Bundoora - West	2016	39
Lalor	2016	37
Mill Park - North	2016	38
Mill Park - South	2016	36
Thomastown	2016	38
Wallan	2016	34
Whittlesea	2016	41
Doreen	2016	31
Epping - East	2016	35
Epping - South	2016	36
Epping - West	2016	31
Mernda	2016	31
South Morang (North)	2016	32
South Morang (South)	2016	36
Wollert	2016	30
Airport West	2016	40
Essendon Airport	2016	0
Keilor	2016	44
Keilor East	2016	43
Niddrie - Essendon West	2016	39
Strathmore	2016	40
Gisborne	2016	39
Macedon	2016	44
Riddells Creek	2016	42
Romsey	2016	42
Coburg North	2016	37
Fawkner	2016	34
Pascoe Vale	2016	35
Glenroy	2016	34
Gowanbrae	2016	37
Hadfield	2016	38
Sunbury	2016	39
Sunbury - South	2016	37
Broadmeadows	2016	31
Campbellfield - Coolaroo	2016	33
Gladstone Park - Westmeadows	2016	41
Greenvale - Bulla	2016	35
Meadow Heights	2016	31
Melbourne Airport	2016	36
Roxburgh Park - Somerton	2016	29
Tullamarine	2016	38
Craigieburn - Central	2016	33
Craigieburn - North	2016	29
Craigieburn - South	2016	31
Craigieburn - West	2016	29
Mickleham - Yuroke	2016	31
Bayswater	2016	38
Knoxfield - Scoresby	2016	38
Lysterfield	2016	39
Rowville - Central	2016	38
Rowville - North	2016	38
Rowville - South	2016	39
Wantirna	2016	42
Wantirna South	2016	43
Boronia	2016	39
Ferntree Gully (North)	2016	40
Ferntree Gully (South) - Upper Ferntree Gully	2016	38
The Basin	2016	38
Donvale - Park Orchards	2016	43
Warrandyte - Wonga Park	2016	43
Bayswater North	2016	37
Croydon Hills - Warranwood	2016	39
Ringwood	2016	37
Ringwood East	2016	39
Ringwood North	2016	41
Croydon - East	2016	37
Croydon - West	2016	40
Croydon South	2016	37
Forest Hill	2016	40
Mitcham (Vic.)	2016	38
Nunawading	2016	38
Vermont	2016	40
Vermont South	2016	45
Belgrave - Selby	2016	39
Chirnside Park	2016	39
Healesville - Yarra Glen	2016	43
Kilsyth	2016	40
Lilydale - Coldstream	2016	39
Monbulk - Silvan	2016	42
Montrose	2016	41
Mooroolbark	2016	36
Mount Dandenong - Olinda	2016	44
Mount Evelyn	2016	37
Upwey - Tecoma	2016	40
Wandin - Seville	2016	38
Yarra Valley	2016	42
Beaconsfield - Officer	2016	33
Bunyip - Garfield	2016	42
Emerald - Cockatoo	2016	40
Koo Wee Rup	2016	39
Pakenham - North	2016	30
Pakenham - South	2016	32
Berwick - North	2016	42
Berwick - South	2016	33
Doveton	2016	34
Hallam	2016	35
Narre Warren North	2016	41
Endeavour Hills - North	2016	37
Endeavour Hills - South	2016	38
Narre Warren - North East	2016	35
Narre Warren - South West	2016	34
Cranbourne	2016	34
Cranbourne East	2016	31
Cranbourne North	2016	31
Cranbourne South	2016	37
Cranbourne West	2016	30
Hampton Park - Lynbrook	2016	33
Lynbrook - Lyndhurst	2016	32
Pearcedale - Tooradin	2016	40
Narre Warren South (East)	2016	34
Narre Warren South (West)	2016	32
Clarinda - Oakleigh South	2016	43
Clayton South	2016	33
Dandenong	2016	33
Dandenong North	2016	37
Dingley Village	2016	43
Keysborough	2016	35
Noble Park North	2016	39
Springvale	2016	34
Springvale South	2016	35
Noble Park - East	2016	34
Noble Park - West	2016	35
Ashwood - Chadstone	2016	35
Clayton	2016	26
Glen Waverley - East	2016	42
Glen Waverley - West	2016	39
Mount Waverley - North	2016	41
Mount Waverley - South	2016	40
Mulgrave	2016	39
Oakleigh - Huntingdale	2016	36
Wheelers Hill	2016	46
Ardeer - Albion	2016	34
Cairnlea	2016	33
Deer Park - Derrimut	2016	33
Delahey	2016	36
Keilor Downs	2016	39
Kings Park (Vic.)	2016	37
St Albans - North	2016	35
St Albans - South	2016	35
Sunshine	2016	34
Sunshine North	2016	35
Sunshine West	2016	36
Sydenham	2016	34
Taylors Lakes	2016	41
Altona	2016	42
Altona Meadows	2016	38
Altona North	2016	37
Newport	2016	37
Seabrook	2016	35
Williamstown	2016	42
Braybrook	2016	32
Footscray	2016	32
Maribyrnong	2016	33
Seddon - Kingsville	2016	35
West Footscray - Tottenham	2016	34
Yarraville	2016	36
Bacchus Marsh	2016	37
Hillside	2016	32
Melton	2016	35
Melton South	2016	33
Melton West	2016	31
Rockbank - Mount Cottrell	2016	36
Taylors Hill	2016	32
Burnside	2016	37
Burnside Heights	2016	31
Caroline Springs	2016	33
Hoppers Crossing - North	2016	35
Hoppers Crossing - South	2016	36
Laverton	2016	31
Tarneit	2016	30
Truganina	2016	30
Werribee - South	2016	40
Wyndham Vale	2016	31
Point Cook - East	2016	32
Point Cook - North	2016	33
Point Cook - South	2016	31
Werribee - East	2016	35
Werribee - West	2016	36
Carrum Downs	2016	36
Frankston	2016	39
Frankston North	2016	39
Frankston South	2016	44
Langwarrin	2016	37
Seaford (Vic.)	2016	40
Skye - Sandhurst	2016	35
Dromana	2016	50
Flinders	2016	52
Hastings - Somers	2016	41
Mornington	2016	47
Mount Eliza	2016	44
Mount Martha	2016	43
Point Nepean	2016	51
Rosebud - McCrae	2016	52
Somerville	2016	40
Ararat	2016	45
Ararat Region	2016	48
Horsham	2016	41
Horsham Region	2016	45
Nhill Region	2016	49
St Arnaud	2016	52
Stawell	2016	47
West Wimmera	2016	49
Yarriambiack	2016	51
Irymple	2016	41
Merbein	2016	43
Mildura Region	2016	47
Red Cliffs	2016	42
Mildura - North	2016	38
Mildura - South	2016	40
Buloke	2016	51
Gannawarra	2016	50
Kerang	2016	49
Robinvale	2016	37
Swan Hill	2016	39
Swan Hill Region	2016	45
Echuca	2016	44
Kyabram	2016	44
Lockington - Gunbower	2016	44
Rochester	2016	49
Rushworth	2016	51
Cobram	2016	46
Moira	2016	48
Numurkah	2016	45
Yarrawonga	2016	50
Mooroopna	2016	42
Shepparton - North	2016	38
Shepparton - South	2016	37
Shepparton Region - East	2016	42
Shepparton Region - West	2016	43
Glenelg (Vic.)	2016	50
Hamilton (Vic.)	2016	45
Portland	2016	45
Southern Grampians	2016	47
Camperdown	2016	49
Colac	2016	42
Colac Region	2016	45
Corangamite - North	2016	48
Corangamite - South	2016	43
Otway	2016	52
Moyne - East	2016	42
Moyne - West	2016	44
Warrnambool - North	2016	39
Warrnambool - South	2016	43
Migratory - Offshore - Shipping (Vic.)	2016	49
No usual address (Vic.)	2016	34
Alexandra Hills	2016	37
Belmont - Gumdale	2016	39
Birkdale	2016	41
Capalaba	2016	38
Thorneside	2016	40
Wellington Point	2016	41
Cleveland	2016	49
Ormiston	2016	45
Redland Bay	2016	38
Sheldon - Mount Cotton	2016	35
Thornlands	2016	39
Victoria Point	2016	45
Redland Islands	2016	56
Brisbane Port - Lytton	2016	29
Manly - Lota	2016	43
Manly West	2016	39
Murarrie	2016	34
Tingalpa	2016	37
Wakerley	2016	34
Wynnum	2016	41
Wynnum West - Hemmant	2016	38
Bald Hills	2016	36
Bridgeman Downs	2016	42
Carseldine	2016	41
Everton Park	2016	35
McDowall	2016	38
Aspley	2016	42
Chermside	2016	35
Chermside West	2016	39
Geebung	2016	37
Kedron - Gordon Park	2016	34
Stafford	2016	33
Stafford Heights	2016	39
Wavell Heights	2016	37
Boondall	2016	37
Brisbane Airport	2016	33
Eagle Farm - Pinkenba	2016	41
Northgate - Virginia	2016	34
Nudgee - Banyo	2016	37
Nundah	2016	33
Bracken Ridge	2016	36
Brighton (Qld)	2016	41
Deagon	2016	42
Sandgate - Shorncliffe	2016	46
Taigum - Fitzgibbon	2016	36
Zillmere	2016	33
Camp Hill	2016	35
Cannon Hill	2016	33
Carina	2016	36
Carina Heights	2016	34
Carindale	2016	42
Annerley	2016	32
Coorparoo	2016	34
Fairfield - Dutton Park	2016	31
Greenslopes	2016	32
Holland Park	2016	35
Holland Park West	2016	36
Woolloongabba	2016	30
Yeronga	2016	36
Eight Mile Plains	2016	33
Macgregor (Qld)	2016	31
Mansfield (Qld)	2016	38
Mount Gravatt	2016	34
Rochedale - Burbank	2016	35
Upper Mount Gravatt	2016	32
Wishart	2016	39
Coopers Plains	2016	32
Moorooka	2016	35
Robertson	2016	32
Salisbury - Nathan	2016	34
Tarragindi	2016	36
Algester	2016	35
Calamvale - Stretton	2016	32
Pallara - Willawong	2016	33
Parkinson - Drewvale	2016	33
Rocklea - Acacia Ridge	2016	34
Kuraby	2016	33
Runcorn	2016	32
Sunnybank	2016	32
Sunnybank Hills	2016	35
Jindalee - Mount Ommaney	2016	41
Middle Park - Jamboree Heights	2016	38
Riverhills	2016	34
Seventeen Mile Rocks - Sinnamon Park	2016	39
Westlake	2016	42
Bellbowrie - Moggill	2016	37
Brookfield - Kenmore Hills	2016	45
Chapel Hill	2016	41
Fig Tree Pocket	2016	40
Kenmore	2016	40
Pinjarra Hills - Pullenvale	2016	43
Chelmer - Graceville	2016	37
Corinda	2016	38
Indooroopilly	2016	30
Sherwood	2016	36
St Lucia	2016	23
Taringa	2016	30
Enoggera	2016	31
Enoggera Reservoir	2016	44
Keperra	2016	39
Mitchelton	2016	36
Mount Coot-tha	2016	0
The Gap	2016	41
Upper Kedron - Ferny Grove	2016	36
Brisbane City	2016	30
Fortitude Valley	2016	31
Highgate Hill	2016	33
Kangaroo Point	2016	34
New Farm	2016	37
South Brisbane	2016	30
Spring Hill	2016	30
West End	2016	33
Balmoral	2016	36
Bulimba	2016	37
East Brisbane	2016	31
Hawthorne	2016	34
Morningside - Seven Hills	2016	32
Norman Park	2016	34
Albion	2016	32
Alderley	2016	33
Ascot	2016	40
Clayfield	2016	35
Grange	2016	36
Hamilton (Qld)	2016	37
Hendra	2016	40
Kelvin Grove - Herston	2016	27
Newmarket	2016	31
Newstead - Bowen Hills	2016	33
Wilston	2016	35
Windsor	2016	32
Wooloowin - Lutwyche	2016	33
Ashgrove	2016	35
Auchenflower	2016	31
Bardon	2016	37
Paddington - Milton	2016	32
Red Hill (Qld)	2016	32
Toowong	2016	29
Brinsmead	2016	38
Clifton Beach - Kewarra Beach	2016	43
Freshwater - Stratford	2016	41
Redlynch	2016	36
Trinity Beach - Smithfield	2016	36
Yorkeys Knob - Machans Beach	2016	44
Bentley Park	2016	30
Cairns City	2016	35
Earlville - Bayview Heights	2016	41
Edmonton	2016	32
Gordonvale - Trinity	2016	38
Kanimbla - Mooroobool	2016	38
Lamb Range	2016	0
Manoora	2016	34
Manunda	2016	37
Mount Sheridan	2016	36
Westcourt - Bungalow	2016	38
White Rock	2016	36
Whitfield - Edge Hill	2016	42
Woree	2016	37
Babinda	2016	47
Innisfail	2016	41
Johnstone	2016	45
Tully	2016	45
Wooroonooran	2016	0
Yarrabah	2016	23
Daintree	2016	44
Port Douglas	2016	42
Atherton	2016	45
Herberton	2016	48
Kuranda	2016	45
Malanda - Yungaburra	2016	49
Mareeba	2016	41
Balonne	2016	40
Chinchilla	2016	35
Goondiwindi	2016	36
Inglewood - Waggamba	2016	44
Miles - Wandoan	2016	38
Roma	2016	33
Roma Region	2016	42
Tara	2016	45
Crows Nest - Rosalie	2016	47
Jondaryan	2016	39
Millmerran	2016	45
Pittsworth	2016	42
Wambo	2016	37
Clifton - Greenmount	2016	45
Southern Downs - East	2016	47
Southern Downs - West	2016	49
Stanthorpe	2016	48
Stanthorpe Region	2016	47
Warwick	2016	41
Central Highlands - East	2016	31
Central Highlands - West	2016	39
Emerald	2016	31
Berserker	2016	35
Bouldercombe	2016	44
Emu Park	2016	45
Frenchville - Mount Archer	2016	36
Glenlee - Rockyview	2016	38
Gracemere	2016	30
Lakes Creek	2016	34
Mount Morgan	2016	50
Norman Gardens	2016	35
Park Avenue	2016	37
Parkhurst - Kawana	2016	34
Rockhampton - West	2016	39
Rockhampton City	2016	43
Rockhampton Region - East	2016	45
Rockhampton Region - North	2016	45
Rockhampton Region - West	2016	42
Shoalwater Bay	2016	68
The Range - Allenstown	2016	37
Yeppoon	2016	42
Banana	2016	40
Biloela	2016	34
Agnes Water - Miriam Vale	2016	49
Boyne Island - Tannum Sands	2016	36
Callemondah	2016	66
Clinton - New Auckland	2016	30
Gladstone	2016	37
Gladstone Hinterland	2016	36
Kin Kora - Sun Valley	2016	35
South Trees	2016	0
Telina - Toolooa	2016	31
West Gladstone	2016	38
Broadbeach Waters	2016	43
Burleigh Heads	2016	43
Burleigh Waters	2016	41
Mermaid Beach - Broadbeach	2016	37
Mermaid Waters	2016	41
Miami	2016	37
Coolangatta	2016	50
Currumbin - Tugun	2016	42
Currumbin Waters	2016	43
Elanora	2016	42
Palm Beach	2016	40
Arundel	2016	40
Biggera Waters	2016	39
Coombabah	2016	47
Labrador	2016	41
Paradise Point - Hollywell	2016	49
Runaway Bay	2016	52
Guanaba - Springbrook	2016	44
Tamborine - Canungra	2016	45
Currumbin Valley - Tallebudgera	2016	43
Mudgeeraba - Bonogin	2016	38
Reedy Creek - Andrews	2016	35
Carrara	2016	42
Highland Park	2016	39
Nerang - Mount Nathan	2016	39
Pacific Pines - Gaven	2016	32
Worongary - Tallai	2016	43
Coomera	2016	28
Helensvale	2016	41
Hope Island	2016	48
Jacobs Well - Alberton	2016	44
Ormeau - Yatala	2016	32
Oxenford - Maudsland	2016	35
Pimpama	2016	27
Upper Coomera - Willow Vale	2016	31
Clear Island Waters	2016	50
Merrimac	2016	37
Robina	2016	39
Varsity Lakes	2016	34
Ashmore	2016	42
Molendinar	2016	36
Parkwood	2016	35
Southport - North	2016	34
Southport - South	2016	39
Benowa	2016	43
Bundall	2016	42
Main Beach	2016	51
Surfers Paradise	2016	37
Darra - Sumner	2016	32
Durack	2016	36
Forest Lake - Doolandella	2016	34
Inala - Richlands	2016	32
Oxley (Qld)	2016	34
Wacol	2016	33
Boonah	2016	45
Esk	2016	52
Lake Manchester - England Creek	2016	0
Lockyer Valley - East	2016	40
Lowood	2016	39
Rosewood	2016	41
Brassall	2016	32
Bundamba	2016	35
Churchill - Yamanto	2016	32
Ipswich - Central	2016	38
Ipswich - East	2016	37
Ipswich - North	2016	37
Karalee - Barellan Point	2016	38
Karana Downs	2016	39
Leichhardt - One Mile	2016	32
North Ipswich - Tivoli	2016	40
Raceview	2016	33
Ripley	2016	30
Riverview	2016	38
Bellbird Park - Brookwater	2016	30
Camira - Gailes	2016	36
Carole Park	2016	24
Collingwood Park - Redbank	2016	31
Goodna	2016	30
New Chum	2016	0
Redbank Plains	2016	27
Springfield	2016	30
Springfield Lakes	2016	29
Beaudesert	2016	42
Beenleigh	2016	37
Eagleby	2016	37
Edens Landing - Holmview	2016	31
Mount Warren Park	2016	38
Wolffdene - Bahrs Scrub	2016	35
Boronia Heights - Park Ridge	2016	38
Browns Plains	2016	32
Chambers Flat - Logan Reserve	2016	35
Crestmead	2016	28
Greenbank Military Camp	2016	0
Hillcrest	2016	34
Marsden	2016	28
Munruben - Park Ridge South	2016	40
Regents Park - Heritage Park	2016	33
Greenbank	2016	37
Jimboomba	2016	33
Logan Village	2016	40
Bethania - Waterford	2016	36
Cornubia - Carbrook	2016	40
Loganholme - Tanah Merah	2016	34
Loganlea	2016	31
Shailer Park	2016	37
Waterford West	2016	35
