SA2_NAME16	Year	employmentToPopulation
Caloundra - Kings Beach	2011	43.2
Caloundra - Kings Beach	2016	40.6
Caloundra - West	2006	53.6
Caloundra - West	2011	54.3
Caloundra - West	2016	55.6
Golden Beach - Pelican Waters	2006	42.9
Golden Beach - Pelican Waters	2011	45.9
Golden Beach - Pelican Waters	2016	43.8
Moffat Beach - Battery Hill	2006	49.8
Moffat Beach - Battery Hill	2011	51.8
Moffat Beach - Battery Hill	2016	52
Parrearra - Warana	2006	53.9
Parrearra - Warana	2011	55.5
Parrearra - Warana	2016	53.4
Wurtulla - Birtinya	2006	53.8
Wurtulla - Birtinya	2011	55.4
Wurtulla - Birtinya	2016	58.2
Coolum Beach	2006	57.4
Coolum Beach	2011	58.2
Coolum Beach	2016	57.3
Marcoola - Mudjimba	2006	58.3
Marcoola - Mudjimba	2011	57.8
Marcoola - Mudjimba	2016	55.9
Maroochydore - Kuluin	2006	50.8
Maroochydore - Kuluin	2011	51.8
Maroochydore - Kuluin	2016	51.2
Mooloolaba - Alexandra Headland	2006	58.7
Mooloolaba - Alexandra Headland	2011	58.1
Mooloolaba - Alexandra Headland	2016	55.2
Noosa Heads	2006	45.5
Noosa Heads	2011	48.9
Noosa Heads	2016	48.5
Noosaville	2006	49.7
Noosaville	2011	48.9
Noosaville	2016	45.8
Sunshine Beach	2006	59.1
Sunshine Beach	2011	59.8
Sunshine Beach	2016	59.4
Tewantin	2006	46.4
Tewantin	2011	46.3
Tewantin	2016	46
Peregian Beach - Marcus Beach	2006	56.1
Peregian Beach - Marcus Beach	2011	56.9
Peregian Beach - Marcus Beach	2016	57.8
Peregian Springs	2006	54.3
Peregian Springs	2011	57
Peregian Springs	2016	55.4
Beerwah	2006	53.6
Beerwah	2011	54.4
Beerwah	2016	53.8
Caloundra Hinterland	2006	49.2
Caloundra Hinterland	2011	48.5
Caloundra Hinterland	2016	44.8
Glass House Mountains	2006	54.6
Glass House Mountains	2011	54.1
Glass House Mountains	2016	54.6
Landsborough	2006	60.5
Landsborough	2011	59.6
Landsborough	2016	57.7
Maroochy Hinterland	2006	53.4
Maroochy Hinterland	2011	51.4
Maroochy Hinterland	2016	47.7
Palmwoods	2006	58.1
Palmwoods	2011	57.3
Palmwoods	2016	56.8
Bli Bli	2006	56.3
Bli Bli	2011	57.7
Bli Bli	2016	56.2
Diddillibah - Rosemount	2006	58.4
Diddillibah - Rosemount	2011	58.2
Diddillibah - Rosemount	2016	53.3
Eumundi - Yandina	2006	60.3
Eumundi - Yandina	2011	57.4
Eumundi - Yandina	2016	55.9
Nambour	2006	52.6
Nambour	2011	53.2
Nambour	2016	51.7
Noosa Hinterland	2006	53.2
Noosa Hinterland	2011	53
Noosa Hinterland	2016	52
Cambooya - Wyreema	2006	65.1
Cambooya - Wyreema	2011	69.4
Cambooya - Wyreema	2016	65.1
Darling Heights	2006	56.4
Darling Heights	2011	54.5
Darling Heights	2016	50.6
Drayton - Harristown	2006	52.7
Drayton - Harristown	2011	49.7
Drayton - Harristown	2016	48.5
Gatton	2006	52
Gatton	2011	53
Gatton	2016	47.7
Gowrie (Qld)	2006	66.1
Gowrie (Qld)	2011	66.5
Gowrie (Qld)	2016	64.7
Highfields	2006	66.9
Highfields	2011	64.9
Highfields	2016	62
Lockyer Valley - West	2006	59.9
Lockyer Valley - West	2011	60.1
Lockyer Valley - West	2016	58.2
Middle Ridge	2006	60.3
Middle Ridge	2011	60.4
Middle Ridge	2016	57.2
Newtown (Qld)	2006	53.6
Newtown (Qld)	2011	56.2
Newtown (Qld)	2016	53
North Toowoomba - Harlaxton	2006	53.1
North Toowoomba - Harlaxton	2011	54.9
North Toowoomba - Harlaxton	2016	53.3
Rangeville	2006	59.6
Rangeville	2011	58.9
Rangeville	2016	55.8
Toowoomba - Central	2006	54.5
Toowoomba - Central	2011	56.5
Toowoomba - Central	2016	53
Toowoomba - East	2006	57
Toowoomba - East	2011	58.7
Toowoomba - East	2016	59.8
Toowoomba - West	2006	69.9
Toowoomba - West	2011	67.6
Toowoomba - West	2016	64.6
Wilsonton	2006	54.9
Wilsonton	2011	52.1
Wilsonton	2016	48
Ayr	2006	55.6
Ayr	2011	56.8
Ayr	2016	53.6
Burdekin	2006	61.1
Burdekin	2011	59.9
Burdekin	2016	58.3
Charters Towers	2006	52.4
Charters Towers	2011	51.6
Charters Towers	2016	46.1
Dalrymple	2006	61.4
Dalrymple	2011	60.9
Dalrymple	2016	55.8
Ingham	2006	50
Ingham	2011	50.2
Ingham	2016	46
Ingham Region	2006	56.4
Ingham Region	2011	58
Ingham Region	2016	52.1
Palm Island	2006	37.6
Palm Island	2011	38.4
Palm Island	2016	29.2
Aitkenvale	2006	59.1
Aitkenvale	2011	58.5
Aitkenvale	2016	52
Annandale	2006	73.1
Annandale	2011	70.5
Annandale	2016	62.7
Belgian Gardens - Pallarenda	2006	55.3
Belgian Gardens - Pallarenda	2011	56
Belgian Gardens - Pallarenda	2016	51.7
Bohle Plains	2006	71.2
Bohle Plains	2011	71.7
Bohle Plains	2016	69
Condon - Rasmussen	2006	59.5
Condon - Rasmussen	2011	58.5
Condon - Rasmussen	2016	50.8
Cranbrook	2006	60.5
Cranbrook	2011	55.8
Cranbrook	2016	50.7
Deeragun	2006	68.7
Deeragun	2011	69.8
Deeragun	2016	66.7
Douglas	2006	65.9
Douglas	2011	63.2
Douglas	2016	59.5
Garbutt - West End	2006	54.8
Garbutt - West End	2011	56.7
Garbutt - West End	2016	51.7
Gulliver - Currajong - Vincent	2006	57.4
Gulliver - Currajong - Vincent	2011	57.7
Gulliver - Currajong - Vincent	2016	53.7
Heatley	2006	55.8
Heatley	2011	55.7
Heatley	2016	46.2
Hermit Park - Rosslea	2006	62.8
Hermit Park - Rosslea	2011	63.6
Hermit Park - Rosslea	2016	58.8
Hyde Park - Pimlico	2006	63.3
Hyde Park - Pimlico	2011	61.9
Hyde Park - Pimlico	2016	56.6
Kelso	2006	64.2
Kelso	2011	64.4
Kelso	2016	55
Kirwan - East	2006	60.9
Kirwan - East	2011	58.7
Kirwan - East	2016	50.9
Kirwan - West	2006	74.4
Kirwan - West	2011	72.3
Kirwan - West	2016	64.3
Magnetic Island	2006	55.4
Magnetic Island	2011	54.2
Magnetic Island	2016	46.2
Mount Louisa	2006	67.2
Mount Louisa	2011	72.8
Mount Louisa	2016	67.6
Mundingburra	2006	56.1
Mundingburra	2011	53
Mundingburra	2016	51
Northern Beaches	2006	59.5
Northern Beaches	2011	57.5
Northern Beaches	2016	51
Oonoonba	2006	68.1
Oonoonba	2011	69.5
Oonoonba	2016	69.4
South Townsville - Railway Estate	2006	57.8
South Townsville - Railway Estate	2011	65.7
South Townsville - Railway Estate	2016	56.5
Townsville - South	2006	64.2
Townsville - South	2011	63.4
Townsville - South	2016	58.5
Townsville City - North Ward	2006	63.8
Townsville City - North Ward	2011	64.1
Townsville City - North Ward	2016	60.1
Wulguru - Roseneath	2006	52.8
Wulguru - Roseneath	2011	51.4
Wulguru - Roseneath	2016	43.5
Ashfield - Kepnock	2006	46.1
Ashfield - Kepnock	2011	47.1
Ashfield - Kepnock	2016	47.9
Bargara - Burnett Heads	2006	48.6
Bargara - Burnett Heads	2011	47.9
Bargara - Burnett Heads	2016	46.8
Branyan - Kensington	2006	53.4
Branyan - Kensington	2011	55.1
Branyan - Kensington	2016	53.9
Bundaberg	2006	43.8
Bundaberg	2011	43.7
Bundaberg	2016	41.4
Bundaberg East - Kalkie	2006	53.8
Bundaberg East - Kalkie	2011	52.8
Bundaberg East - Kalkie	2016	51.1
Bundaberg North - Gooburrum	2006	46
Bundaberg North - Gooburrum	2011	43.5
Bundaberg North - Gooburrum	2016	40.9
Bundaberg Region - North	2006	50.1
Bundaberg Region - North	2011	50.4
Bundaberg Region - North	2016	45
Bundaberg Region - South	2006	46.6
Bundaberg Region - South	2011	46.6
Bundaberg Region - South	2016	41.3
Millbank - Avoca	2006	47.1
Millbank - Avoca	2011	45.7
Millbank - Avoca	2016	42.5
Svensson Heights - Norville	2006	46.9
Svensson Heights - Norville	2011	45.6
Svensson Heights - Norville	2016	43.8
Walkervale - Avenell Heights	2006	48.3
Walkervale - Avenell Heights	2011	46.9
Walkervale - Avenell Heights	2016	44
Gayndah - Mundubbera	2006	58.8
Gayndah - Mundubbera	2011	54.7
Gayndah - Mundubbera	2016	51.4
Gin Gin	2006	42
Gin Gin	2011	40.8
Gin Gin	2016	36.1
Kingaroy	2006	56.7
Kingaroy	2011	56.2
Kingaroy	2016	52.5
Kingaroy Region - North	2006	49.6
Kingaroy Region - North	2011	45.9
Kingaroy Region - North	2016	40.2
Kingaroy Region - South	2006	57.7
Kingaroy Region - South	2011	59.7
Kingaroy Region - South	2016	57.2
Monto - Eidsvold	2006	57.7
Monto - Eidsvold	2011	54.1
Monto - Eidsvold	2016	48.1
Nanango	2006	39
Nanango	2011	38.1
Nanango	2016	33.5
North Burnett	2006	0
North Burnett	2011	0
North Burnett	2016	62.5
Cooloola	2006	34.5
Cooloola	2011	33.3
Cooloola	2016	27.3
Gympie - North	2006	49
Gympie - North	2011	46.7
Gympie - North	2016	42.9
Gympie - South	2006	54.5
Gympie - South	2011	53.9
Gympie - South	2016	47.7
Gympie Region	2006	52.1
Gympie Region	2011	51.6
Gympie Region	2016	47.3
Kilkivan	2006	50.4
Kilkivan	2011	47.7
Kilkivan	2016	45
Booral - River Heads	2006	49.9
Booral - River Heads	2011	47.7
Booral - River Heads	2016	46.1
Craignish - Dundowran Beach	2006	52.9
Craignish - Dundowran Beach	2011	50.6
Craignish - Dundowran Beach	2016	49.3
Pialba - Eli Waters	2006	37.8
Pialba - Eli Waters	2011	36.4
Pialba - Eli Waters	2016	34.3
Point Vernon	2006	40.6
Point Vernon	2011	37.8
Point Vernon	2016	36.2
Torquay - Scarness - Kawungan	2006	42.5
Torquay - Scarness - Kawungan	2011	39.9
Torquay - Scarness - Kawungan	2016	36.9
Urangan - Wondunna	2006	44.3
Urangan - Wondunna	2011	43.4
Urangan - Wondunna	2016	42.3
Burrum - Fraser	2006	37.1
Burrum - Fraser	2011	36.9
Burrum - Fraser	2016	32.9
Granville	2006	46.6
Granville	2011	44.2
Granville	2016	38.1
Maryborough (Qld)	2006	43.4
Maryborough (Qld)	2011	41.3
Maryborough (Qld)	2016	36.9
Maryborough Region - South	2006	44.2
Maryborough Region - South	2011	42.7
Maryborough Region - South	2016	35.1
Tinana	2006	57.3
Tinana	2011	57.5
Tinana	2016	46.8
Migratory - Offshore - Shipping (Qld)	2006	79.8
Migratory - Offshore - Shipping (Qld)	2011	53.4
Migratory - Offshore - Shipping (Qld)	2016	40.3
No usual address (Qld)	2006	35.3
No usual address (Qld)	2011	31.3
No usual address (Qld)	2016	26.3
Adelaide	2006	46.9
Adelaide	2011	46.3
Adelaide	2016	41.5
North Adelaide	2006	53.6
North Adelaide	2011	54.9
North Adelaide	2016	51
Adelaide Hills	2006	65.7
Adelaide Hills	2011	65.5
Adelaide Hills	2016	62.5
Aldgate - Stirling	2006	67.1
Aldgate - Stirling	2011	67
Aldgate - Stirling	2016	62.4
Hahndorf - Echunga	2006	61.6
Hahndorf - Echunga	2011	61.5
Hahndorf - Echunga	2016	57.8
Lobethal - Woodside	2006	62.9
Lobethal - Woodside	2011	62.1
Lobethal - Woodside	2016	59.7
Mount Barker	2006	62.6
Mount Barker	2011	63.4
Mount Barker	2016	60
Mount Barker Region	2006	64.8
Mount Barker Region	2011	69
Mount Barker Region	2016	63.8
Nairne	2006	67.8
Nairne	2011	69.5
Nairne	2016	67.1
Uraidla - Summertown	2006	65.6
Uraidla - Summertown	2011	65.7
Uraidla - Summertown	2016	62.2
Burnside - Wattle Park	2006	58.5
Burnside - Wattle Park	2011	59.2
Burnside - Wattle Park	2016	57
Glenside - Beaumont	2006	57.1
Glenside - Beaumont	2011	56.9
Glenside - Beaumont	2016	55.6
Toorak Gardens	2006	55.5
Toorak Gardens	2011	55.1
Toorak Gardens	2016	53.1
Athelstone	2006	64
Athelstone	2011	63.5
Athelstone	2016	61.9
Paradise - Newton	2006	51.5
Paradise - Newton	2011	52.6
Paradise - Newton	2016	52.1
Rostrevor - Magill	2006	52.4
Rostrevor - Magill	2011	54.4
Rostrevor - Magill	2016	54.2
Norwood (SA)	2006	57.3
Norwood (SA)	2011	59.3
Norwood (SA)	2016	55.8
Payneham - Felixstow	2006	51.4
Payneham - Felixstow	2011	53.3
Payneham - Felixstow	2016	52.7
St Peters - Marden	2006	59
St Peters - Marden	2011	60
St Peters - Marden	2016	59.4
Nailsworth - Broadview	2006	64.6
Nailsworth - Broadview	2011	65.8
Nailsworth - Broadview	2016	65.1
Prospect	2006	61.4
Prospect	2011	62.7
Prospect	2016	60.9
Walkerville	2006	54.5
Walkerville	2011	54.4
Walkerville	2016	52.9
Goodwood - Millswood	2006	62.5
Goodwood - Millswood	2011	63
Goodwood - Millswood	2016	60.2
Unley - Parkside	2006	60
Unley - Parkside	2011	59.6
Unley - Parkside	2016	56.6
Gawler - North	2006	63.3
Gawler - North	2011	66.1
Gawler - North	2016	63.4
Gawler - South	2006	54.1
Gawler - South	2011	54.7
Gawler - South	2016	51.3
Lewiston - Two Wells	2006	61.9
Lewiston - Two Wells	2011	62.3
Lewiston - Two Wells	2016	60.4
Craigmore - Blakeview	2006	64.3
Craigmore - Blakeview	2011	63.6
Craigmore - Blakeview	2016	59.7
Davoren Park	2006	41.8
Davoren Park	2011	46.7
Davoren Park	2016	43.8
Elizabeth	2006	32.6
Elizabeth	2011	32.4
Elizabeth	2016	29.4
Elizabeth East	2006	50.4
Elizabeth East	2011	49.2
Elizabeth East	2016	44.3
Munno Para West - Angle Vale	2006	67.5
Munno Para West - Angle Vale	2011	67.8
Munno Para West - Angle Vale	2016	62.2
One Tree Hill	2006	66.7
One Tree Hill	2011	63.6
One Tree Hill	2016	62.4
Smithfield - Elizabeth North	2006	40.1
Smithfield - Elizabeth North	2011	39.7
Smithfield - Elizabeth North	2016	35.4
Virginia - Waterloo Corner	2006	45.9
Virginia - Waterloo Corner	2011	45.9
Virginia - Waterloo Corner	2016	46.5
Enfield - Blair Athol	2006	44.7
Enfield - Blair Athol	2011	47.8
Enfield - Blair Athol	2016	48.4
Northgate - Oakden - Gilles Plains	2006	53.8
Northgate - Oakden - Gilles Plains	2011	54.1
Northgate - Oakden - Gilles Plains	2016	52.4
Windsor Gardens	2006	51.7
Windsor Gardens	2011	56
Windsor Gardens	2016	56.2
Dry Creek - North	2006	50
Dry Creek - North	2011	0
Dry Creek - North	2016	0
Ingle Farm	2006	56.1
Ingle Farm	2011	54.2
Ingle Farm	2016	49.6
Para Hills	2006	58.8
Para Hills	2011	58.7
Para Hills	2016	56.4
Parafield	2006	0
Parafield	2011	3.9
Parafield	2016	14.3
Parafield Gardens	2006	53.8
Parafield Gardens	2011	52.8
Parafield Gardens	2016	49.7
Paralowie	2006	62.6
Paralowie	2011	59.8
Paralowie	2016	56.3
Salisbury	2006	45.8
Salisbury	2011	45
Salisbury	2016	42.2
Salisbury East	2006	59.3
Salisbury East	2011	56.8
Salisbury East	2016	53.4
Salisbury North	2006	52
Salisbury North	2011	52.4
Salisbury North	2016	49.8
Mawson Lakes - Globe Derby Park	2006	70.5
Mawson Lakes - Globe Derby Park	2011	69.6
Mawson Lakes - Globe Derby Park	2016	64.2
Pooraka - Cavan	2006	52.9
Pooraka - Cavan	2011	52.7
Pooraka - Cavan	2016	49.9
Golden Grove	2006	68.9
Golden Grove	2011	65.8
Golden Grove	2016	61.1
Greenwith	2006	69.1
Greenwith	2011	69.6
Greenwith	2016	67.2
Highbury - Dernancourt	2006	64.1
Highbury - Dernancourt	2011	62.4
Highbury - Dernancourt	2016	59.6
Hope Valley - Modbury	2006	50.5
Hope Valley - Modbury	2011	51.2
Hope Valley - Modbury	2016	49
Modbury Heights	2006	67.6
Modbury Heights	2011	65.7
Modbury Heights	2016	61.6
Redwood Park	2006	66.8
Redwood Park	2011	65.7
Redwood Park	2016	61.8
St Agnes - Ridgehaven	2006	58.9
St Agnes - Ridgehaven	2011	58.5
St Agnes - Ridgehaven	2016	55.6
Brighton (SA)	2006	53.5
Brighton (SA)	2011	54.7
Brighton (SA)	2016	53.9
Glenelg (SA)	2006	55.8
Glenelg (SA)	2011	57.8
Glenelg (SA)	2016	56
Edwardstown	2006	54.9
Edwardstown	2011	57.9
Edwardstown	2016	56.6
Hallett Cove	2006	67.2
Hallett Cove	2011	67.1
Hallett Cove	2016	63.4
Marino - Seaview Downs	2006	60.1
Marino - Seaview Downs	2011	62.3
Marino - Seaview Downs	2016	59.6
Mitchell Park	2006	47.5
Mitchell Park	2011	48.2
Mitchell Park	2016	48.1
Morphettville	2006	49.4
Morphettville	2011	53
Morphettville	2016	53.8
Sheidow Park - Trott Park	2006	73.3
Sheidow Park - Trott Park	2011	72.9
Sheidow Park - Trott Park	2016	69.7
Warradale	2006	50.4
Warradale	2011	52.4
Warradale	2016	51.5
Belair	2006	62.8
Belair	2011	59.8
Belair	2016	57.9
Bellevue Heights	2006	54
Bellevue Heights	2011	53.4
Bellevue Heights	2016	49.5
Blackwood	2006	64.3
Blackwood	2011	64.2
Blackwood	2016	61.2
Colonel Light Gardens	2006	61.9
Colonel Light Gardens	2011	64.1
Colonel Light Gardens	2016	62
Mitcham (SA)	2006	60.2
Mitcham (SA)	2011	60.2
Mitcham (SA)	2016	58.9
Panorama	2006	50.7
Panorama	2011	52.3
Panorama	2016	50.8
Aberfoyle Park	2006	67.8
Aberfoyle Park	2011	68
Aberfoyle Park	2016	62.3
Aldinga	2006	53.5
Aldinga	2011	57.7
Aldinga	2016	53
Christie Downs	2006	44.9
Christie Downs	2011	47.1
Christie Downs	2016	42.5
Christies Beach	2006	45.8
Christies Beach	2011	49.2
Christies Beach	2016	47
Clarendon	2006	69.3
Clarendon	2011	68.1
Clarendon	2016	63.6
Coromandel Valley	2006	72
Coromandel Valley	2011	72
Coromandel Valley	2016	66.1
Flagstaff Hill	2006	68.4
Flagstaff Hill	2011	66.5
Flagstaff Hill	2016	61.8
Hackham - Onkaparinga Hills	2006	61
Hackham - Onkaparinga Hills	2011	59
Hackham - Onkaparinga Hills	2016	54.9
Hackham West - Huntfield Heights	2006	46.1
Hackham West - Huntfield Heights	2011	48.5
Hackham West - Huntfield Heights	2016	44.6
Happy Valley	2006	66.3
Happy Valley	2011	64.7
Happy Valley	2016	59.9
Happy Valley Reservoir	2006	0
Happy Valley Reservoir	2011	0
Happy Valley Reservoir	2016	0
Lonsdale	2006	0
Lonsdale	2011	85.7
Lonsdale	2016	54.2
McLaren Vale	2006	59.1
McLaren Vale	2011	59.8
McLaren Vale	2016	55.5
Morphett Vale - East	2006	57.2
Morphett Vale - East	2011	57.3
Morphett Vale - East	2016	52.5
Morphett Vale - West	2006	52.7
Morphett Vale - West	2011	52.1
Morphett Vale - West	2016	47.9
Reynella	2006	60.2
Reynella	2011	59.3
Reynella	2016	56.3
Seaford (SA)	2006	57.7
Seaford (SA)	2011	57.8
Seaford (SA)	2016	57
Willunga	2006	63.6
Willunga	2011	62.1
Willunga	2016	60.6
Woodcroft	2006	67.1
Woodcroft	2011	65.8
Woodcroft	2016	62.5
Beverley	2006	52.8
Beverley	2011	57.9
Beverley	2016	58.7
Flinders Park	2006	49.3
Flinders Park	2011	52.2
Flinders Park	2016	54.6
Henley Beach	2006	57
Henley Beach	2011	60.1
Henley Beach	2016	58.1
Hindmarsh - Brompton	2006	55.3
Hindmarsh - Brompton	2011	57
Hindmarsh - Brompton	2016	56.4
Royal Park - Hendon - Albert Park	2006	47.6
Royal Park - Hendon - Albert Park	2011	51.9
Royal Park - Hendon - Albert Park	2016	53.5
Seaton - Grange	2006	50.5
Seaton - Grange	2011	52.2
Seaton - Grange	2016	51.7
West Lakes	2006	54.8
West Lakes	2011	54.2
West Lakes	2016	51.3
Woodville - Cheltenham	2006	47.4
Woodville - Cheltenham	2011	51.9
Woodville - Cheltenham	2016	53.8
Dry Creek - South	2006	0
Dry Creek - South	2011	0
Dry Creek - South	2016	0
Largs Bay - Semaphore	2006	56.6
Largs Bay - Semaphore	2011	60
Largs Bay - Semaphore	2016	59.5
North Haven	2006	54.9
North Haven	2011	55.6
North Haven	2016	53.4
Port Adelaide	2006	50.2
Port Adelaide	2011	52.4
Port Adelaide	2016	50.2
The Parks	2006	39.7
The Parks	2011	45.5
The Parks	2016	44.3
Torrens Island	2006	0
Torrens Island	2011	44.4
Torrens Island	2016	0
Adelaide Airport	2006	0
Adelaide Airport	2011	0
Adelaide Airport	2016	0
Fulham	2006	49.8
Fulham	2011	52.5
Fulham	2016	52.7
Lockleys	2006	53.7
Lockleys	2011	57.6
Lockleys	2016	57.1
Plympton	2006	54.5
Plympton	2011	56.9
Plympton	2016	55.8
Richmond (SA)	2006	53.6
Richmond (SA)	2011	56.9
Richmond (SA)	2016	56.4
West Beach	2006	57.4
West Beach	2011	59.7
West Beach	2016	59.3
Barossa - Angaston	2006	64.5
Barossa - Angaston	2011	62.8
Barossa - Angaston	2016	60.2
Light	2006	59.5
Light	2011	60.9
Light	2016	60
Lyndoch	2006	63.4
Lyndoch	2011	65.5
Lyndoch	2016	60.8
Mallala	2006	54.6
Mallala	2011	56.2
Mallala	2016	53.4
Nuriootpa	2006	60.5
Nuriootpa	2011	58.3
Nuriootpa	2016	55.9
Tanunda	2006	62.1
Tanunda	2011	61.2
Tanunda	2016	56.5
Clare	2006	62.5
Clare	2011	61.4
Clare	2016	58.6
Gilbert Valley	2006	59.1
Gilbert Valley	2011	58.3
Gilbert Valley	2016	53.8
Goyder	2006	54.2
Goyder	2011	52.4
Goyder	2016	49.7
Wakefield - Barunga West	2006	50.7
Wakefield - Barunga West	2011	51
Wakefield - Barunga West	2016	48.6
Jamestown	2006	54.2
Jamestown	2011	57.1
Jamestown	2016	53.7
Peterborough - Mount Remarkable	2006	47.8
Peterborough - Mount Remarkable	2011	48.5
Peterborough - Mount Remarkable	2016	46.2
Port Pirie	2006	44.8
Port Pirie	2011	46.7
Port Pirie	2016	44.3
Port Pirie Region	2006	49.7
Port Pirie Region	2011	52.1
Port Pirie Region	2016	51.1
Kadina	2006	50.3
Kadina	2011	51.3
Kadina	2016	47.4
Moonta	2006	38.5
Moonta	2011	42.1
Moonta	2016	38.5
Wallaroo	2006	36.2
Wallaroo	2011	40.3
Wallaroo	2016	37.5
Yorke Peninsula - North	2006	44.4
Yorke Peninsula - North	2011	45.4
Yorke Peninsula - North	2016	43.3
Yorke Peninsula - South	2006	44.8
Yorke Peninsula - South	2011	44.5
Yorke Peninsula - South	2016	41.4
Ceduna	2006	60
Ceduna	2011	61
Ceduna	2016	57.3
Eyre Peninsula	2006	55.4
Eyre Peninsula	2011	58.7
Eyre Peninsula	2016	54.4
Kimba - Cleve - Franklin Harbour	2006	63.2
Kimba - Cleve - Franklin Harbour	2011	62.3
Kimba - Cleve - Franklin Harbour	2016	57.4
Le Hunte - Elliston	2006	66.1
Le Hunte - Elliston	2011	67
Le Hunte - Elliston	2016	63.1
Port Lincoln	2006	57.4
Port Lincoln	2011	57.5
Port Lincoln	2016	54.5
West Coast (SA)	2006	61.3
West Coast (SA)	2011	58.1
West Coast (SA)	2016	55.9
Western	2006	45.8
Western	2011	56
Western	2016	40.6
Whyalla	2006	50.7
Whyalla	2011	51.9
Whyalla	2016	47.1
Whyalla - North	2006	0
Whyalla - North	2011	0
Whyalla - North	2016	0
APY Lands	2006	49.1
APY Lands	2011	39.4
APY Lands	2016	29.9
Coober Pedy	2006	43.8
Coober Pedy	2011	48.5
Coober Pedy	2016	43
Quorn - Lake Gilles	2006	42.9
Quorn - Lake Gilles	2011	52.1
Quorn - Lake Gilles	2016	48.1
Outback	2006	66.9
Outback	2011	69.4
Outback	2016	59.3
Port Augusta	2006	52.4
Port Augusta	2011	51.5
Port Augusta	2016	47.4
Roxby Downs	2006	80.1
Roxby Downs	2011	76.2
Roxby Downs	2016	76.9
Goolwa - Port Elliot	2006	37.5
Goolwa - Port Elliot	2011	39.4
Goolwa - Port Elliot	2016	35.7
Kangaroo Island	2006	61.6
Kangaroo Island	2011	60.7
Kangaroo Island	2016	55.1
Strathalbyn	2006	54.1
Strathalbyn	2011	56.1
Strathalbyn	2016	51.8
Strathalbyn Region	2006	63.1
Strathalbyn Region	2011	63.5
Strathalbyn Region	2016	57.9
Victor Harbor	2006	38.7
Victor Harbor	2011	37.7
Victor Harbor	2016	35.8
Yankalilla	2006	47.3
Yankalilla	2011	50.5
Yankalilla	2016	45.8
Grant	2006	64.6
Grant	2011	60.7
Grant	2016	53.5
Kingston - Robe	2006	54.1
Kingston - Robe	2011	57.8
Kingston - Robe	2016	54.9
Millicent	2006	54.5
Millicent	2011	51.2
Millicent	2016	46.6
Naracoorte	2006	61.2
Naracoorte	2011	61.6
Naracoorte	2016	59.8
Naracoorte Region	2006	74.9
Naracoorte Region	2011	74.6
Naracoorte Region	2016	73.6
Penola	2006	64.1
Penola	2011	63.4
Penola	2016	59.6
Tatiara	2006	68.3
Tatiara	2011	65.9
Tatiara	2016	63.9
Wattle Range	2006	60.9
Wattle Range	2011	60.8
Wattle Range	2016	56.1
Mount Gambier - East	2006	59.7
Mount Gambier - East	2011	59.8
Mount Gambier - East	2016	57.8
Mount Gambier - West	2006	58
Mount Gambier - West	2011	57.2
Mount Gambier - West	2016	54.8
Barmera	2006	56.6
Barmera	2011	52.7
Barmera	2016	52.6
Berri	2006	53.5
Berri	2011	47.5
Berri	2016	45.4
Karoonda - Lameroo	2006	64.1
Karoonda - Lameroo	2011	60.6
Karoonda - Lameroo	2016	56.8
Loxton	2006	59.6
Loxton	2011	56.2
Loxton	2016	53.5
Loxton Region	2006	63.7
Loxton Region	2011	58.4
Loxton Region	2016	56.3
Mannum	2006	50.1
Mannum	2011	48.2
Mannum	2016	44.1
Murray Bridge	2006	49.8
Murray Bridge	2011	48.4
Murray Bridge	2016	47.3
Murray Bridge Region	2006	61.7
Murray Bridge Region	2011	60.4
Murray Bridge Region	2016	58.3
Renmark	2006	48.1
Renmark	2011	46
Renmark	2016	43.2
Renmark Region	2006	64.7
Renmark Region	2011	63.3
Renmark Region	2016	60.4
The Coorong	2006	57.6
The Coorong	2011	54.8
The Coorong	2016	51.9
Waikerie	2006	53.9
Waikerie	2011	51.4
Waikerie	2016	47.7
Migratory - Offshore - Shipping (SA)	2006	66.7
Migratory - Offshore - Shipping (SA)	2011	100
Migratory - Offshore - Shipping (SA)	2016	100
No usual address (SA)	2006	39.2
No usual address (SA)	2011	32.8
No usual address (SA)	2016	27.8
Augusta	2006	57.4
Augusta	2011	57.5
Augusta	2016	56.4
Busselton	2006	56.6
Busselton	2011	55.3
Busselton	2016	52.5
Busselton Region	2006	66.2
Busselton Region	2011	65
Busselton Region	2016	61.6
Margaret River	2006	67.3
Margaret River	2011	64.6
Margaret River	2016	65.1
Australind - Leschenault	2006	65.2
Australind - Leschenault	2011	64.6
Australind - Leschenault	2016	58.7
Capel	2006	61
Capel	2011	59.6
Capel	2016	58.5
College Grove - Carey Park	2006	53.4
College Grove - Carey Park	2011	51.1
College Grove - Carey Park	2016	47.5
Collie	2006	52.8
Collie	2011	56.5
Collie	2016	46.1
Dardanup	2006	66.3
Dardanup	2011	66.8
Dardanup	2016	61.7
Davenport	2006	0
Davenport	2011	50
Davenport	2016	72.7
Eaton - Pelican Point	2006	62.3
Eaton - Pelican Point	2011	63.2
Eaton - Pelican Point	2016	57.5
Harvey	2006	56.6
Harvey	2011	55.3
Harvey	2016	52.6
East Bunbury - Glen Iris	2006	60.8
East Bunbury - Glen Iris	2011	59.4
East Bunbury - Glen Iris	2016	54.3
Waroona	2006	54.7
Waroona	2011	53.3
Waroona	2016	48.3
