SA2_MAINCODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
801051124,30,164,151,967,19,1335,0,0,0,3,0,5,62,4,5,3,5,75,17,3,0,5,0,26,29,9,8,8,0,58,236,128,120,564,13,1060,5,0,6,0,0,11,20,0,0,4,0,29,53,23,20,61,0,161,31,9,3,14,0,54,12,0,0,0,0,16,19,0,4,0,0,24,49,35,26,340,10,459,38,16,12,19,3,84,9,0,0,8,0,13,0,0,0,10,0,12,10,3,0,0,0,9,3,0,0,3,0,10,4,0,0,0,0,4,17,6,3,0,0,31,25,3,3,3,0,36,13,6,0,0,3,20,74,27,22,209,3,334,7,3,0,4,0,15,8,0,0,0,0,11,12,0,4,5,0,21,5,0,0,0,0,10,0,0,0,0,0,0,15,0,0,0,0,15,14,10,0,20,0,44,157,22,23,35,5,241,9,3,5,24,101,137,795,274,244,1656,148,3116,22,163
801051125,4,116,100,597,14,829,0,0,0,0,0,4,19,0,6,3,0,27,0,0,0,0,0,0,8,15,4,21,0,41,98,75,73,355,4,605,10,0,6,0,0,14,4,0,0,3,0,10,10,16,9,74,3,115,0,3,0,6,0,12,3,0,3,3,0,11,9,5,0,0,0,14,21,14,20,175,0,226,4,3,3,26,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,15,4,0,0,0,0,6,18,4,8,0,0,28,3,3,0,7,0,13,3,0,0,5,0,13,29,17,17,135,0,198,0,0,0,0,0,0,8,0,0,0,0,6,3,3,0,3,0,12,3,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,3,8,0,3,0,15,65,20,14,23,0,122,0,0,0,11,44,63,246,182,167,1030,61,1683,11,104
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,4,54,49,399,4,519,0,0,0,0,0,0,46,0,0,4,0,49,5,0,0,0,0,7,14,3,0,0,3,19,121,51,51,256,8,476,12,0,0,0,0,14,0,0,0,0,0,5,20,7,4,36,0,65,18,0,6,6,0,34,8,0,0,0,0,10,13,0,0,0,0,13,32,12,6,140,0,192,15,5,3,11,0,30,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,13,0,0,3,0,16,5,0,0,0,0,8,26,15,15,80,0,139,3,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,3,0,10,109,5,10,27,0,148,11,0,0,19,255,285,429,102,89,713,269,1607,10,53
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,16,113,124,793,20,1065,0,0,0,0,0,0,49,3,3,3,0,60,28,0,0,8,3,32,18,11,0,16,0,48,226,110,89,520,8,956,9,0,0,0,0,12,8,0,4,6,0,16,47,8,6,43,0,101,42,3,0,20,0,61,11,0,0,0,0,17,15,0,0,0,0,16,40,36,31,237,5,349,51,6,0,27,0,90,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,8,10,6,3,7,0,22,20,0,0,10,0,28,5,0,0,0,0,4,60,23,31,190,3,306,12,0,0,4,0,14,7,3,0,0,0,8,8,0,0,3,0,9,12,0,0,0,0,14,0,0,0,0,0,0,9,0,0,0,3,6,12,0,0,11,0,29,118,13,30,30,3,191,8,4,0,31,103,155,695,197,193,1375,148,2606,12,110
801061063,10,65,33,339,17,460,0,0,0,0,0,0,32,0,0,3,0,39,11,3,0,6,0,19,10,4,0,0,0,18,75,37,29,220,10,376,6,0,0,0,0,6,0,0,3,4,0,8,10,5,0,20,0,39,14,4,3,12,0,32,3,0,0,0,0,6,22,0,4,0,0,24,27,8,8,119,7,165,27,4,6,5,0,45,0,0,0,0,0,0,3,0,0,3,0,3,4,0,0,0,0,9,3,0,0,4,0,8,4,0,0,0,0,7,10,0,3,0,0,15,11,3,0,0,0,12,0,0,0,3,0,7,28,14,12,101,3,153,4,0,0,0,0,3,3,0,0,4,0,3,0,0,0,3,0,3,5,0,0,0,0,5,3,0,0,0,0,3,16,0,0,0,0,16,0,0,0,0,0,3,83,11,11,9,5,116,0,0,0,3,38,43,346,101,75,608,64,1190,11,63
801061064,22,168,141,1081,32,1439,0,0,0,11,0,11,90,8,11,6,0,114,23,5,0,8,0,27,37,9,9,6,0,58,252,117,104,724,20,1216,10,0,0,0,0,16,17,4,5,6,0,37,45,17,16,62,0,141,39,13,4,0,0,53,9,3,0,3,0,21,49,0,4,0,0,54,55,42,26,419,7,545,89,21,4,43,6,162,7,0,0,0,0,7,6,0,0,3,0,6,10,0,0,0,0,9,4,0,3,5,0,17,0,3,0,0,0,7,14,4,8,3,0,27,39,12,0,10,0,59,18,3,0,3,0,29,77,39,29,260,3,412,25,3,0,0,0,28,16,0,0,0,0,13,12,0,3,3,0,21,5,0,0,0,0,5,3,0,0,0,0,3,16,0,0,0,0,17,6,10,0,13,0,33,193,33,33,48,3,306,16,7,0,35,285,348,1013,313,247,1990,342,3904,24,161
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,32,260,183,1576,47,2096,0,0,0,18,0,21,82,3,9,8,0,106,38,12,0,6,6,59,51,23,12,28,0,107,362,192,126,963,35,1680,19,0,3,0,0,27,19,6,4,11,0,46,87,26,16,113,13,254,31,5,0,24,3,66,27,5,0,4,0,42,56,0,0,0,0,53,85,62,31,546,20,747,129,27,3,57,9,221,13,0,4,0,0,18,5,3,0,0,0,14,27,0,0,4,0,32,15,0,9,5,0,31,3,0,4,0,0,7,26,10,6,3,0,45,61,3,3,12,0,81,19,0,0,13,0,37,103,46,25,301,9,481,58,3,0,0,3,65,5,0,3,0,0,13,23,0,0,3,5,37,31,0,0,0,0,35,10,0,0,0,0,12,38,0,0,0,0,35,13,3,0,7,0,26,302,48,44,41,9,439,25,11,3,77,384,497,1514,441,291,2773,500,5528,40,255
801061068,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
801061069,17,135,96,808,35,1092,0,0,0,0,0,0,87,0,4,0,3,96,17,0,0,11,0,30,19,0,3,9,0,36,238,93,80,560,64,1025,11,0,3,0,0,14,9,0,0,5,5,24,47,4,10,68,4,132,47,11,7,27,0,95,3,0,0,0,0,9,44,0,11,0,0,52,36,29,20,271,6,360,84,15,4,57,3,165,13,0,4,0,0,13,6,0,0,4,0,11,0,0,0,0,0,0,7,0,0,0,0,13,0,0,0,5,0,8,20,6,7,5,0,31,24,3,0,10,0,35,4,0,0,0,0,11,51,35,28,207,4,330,10,0,0,0,0,13,5,5,3,0,0,13,10,0,0,0,0,12,28,0,4,0,0,29,10,0,0,0,0,10,8,0,3,0,0,10,4,5,3,11,0,26,192,26,24,41,0,289,16,15,3,32,153,220,913,251,184,1542,251,3144,17,123
801061070,22,140,124,788,19,1097,0,0,0,11,0,11,27,0,10,11,0,48,26,0,4,10,0,40,31,9,9,10,0,59,271,107,70,504,14,968,5,0,0,0,0,5,14,4,4,5,0,32,55,8,6,56,0,127,14,7,0,13,0,32,10,0,0,0,0,9,60,0,0,0,0,58,55,25,23,325,9,433,44,10,7,30,0,93,9,0,0,0,0,9,0,0,3,0,0,4,8,0,0,3,0,14,0,0,0,0,0,8,0,0,0,0,0,3,19,4,6,0,0,30,37,5,0,4,0,48,11,0,0,4,0,14,68,22,27,218,4,338,6,0,0,0,0,6,9,8,0,0,0,15,16,0,0,0,0,18,11,3,0,0,0,10,3,0,0,0,0,3,6,0,4,0,0,9,16,4,5,8,0,28,140,23,25,30,0,216,6,7,0,32,166,210,831,235,190,1441,212,2907,10,143
801061129,3,50,31,269,4,364,0,0,0,0,0,0,31,0,3,3,0,38,3,0,0,3,0,9,3,8,0,3,0,12,71,38,22,156,6,290,0,0,0,0,0,0,0,0,3,3,0,4,17,7,3,25,3,47,6,3,3,3,0,19,5,0,0,0,0,5,12,3,0,0,0,17,14,6,8,102,3,128,12,8,0,11,0,35,10,0,0,0,0,10,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,9,0,0,11,0,21,7,0,0,3,0,13,21,12,8,62,0,101,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,14,3,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,3,44,11,5,8,0,69,0,0,0,8,57,63,257,82,58,478,69,940,3,41
801061130,0,0,0,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,4,13,3,8,33,3,57,0,3
801061131,14,98,100,675,9,896,0,0,0,5,0,4,57,3,9,6,0,79,13,0,0,0,0,16,22,8,4,7,3,47,170,93,64,428,12,762,8,3,3,0,0,11,21,4,6,12,0,36,18,14,3,64,3,103,24,0,0,10,0,35,10,0,0,3,0,10,28,6,0,0,0,34,46,32,26,269,0,374,25,17,3,22,0,70,20,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,7,3,0,0,0,0,3,14,4,4,0,0,20,14,10,5,6,0,35,9,0,3,0,0,18,41,34,21,152,3,252,13,0,0,0,0,15,9,0,6,0,0,13,7,0,0,3,0,11,13,0,0,0,0,14,3,0,0,0,0,3,11,0,0,0,0,12,9,3,0,6,0,20,137,16,18,26,7,201,8,0,0,12,215,236,640,208,158,1209,239,2454,7,126
801071071,30,237,189,1665,36,2168,0,0,0,15,0,14,61,8,5,8,0,75,41,13,3,21,0,81,29,21,5,23,3,88,314,178,162,933,20,1608,64,0,9,0,6,74,3,0,0,9,0,18,48,19,27,127,0,224,11,7,6,7,3,34,11,14,3,8,0,29,28,0,0,0,0,36,53,45,35,325,11,463,57,21,4,70,0,154,0,0,0,0,0,3,11,0,0,3,0,15,3,3,0,4,0,13,10,4,0,7,0,26,7,3,0,0,0,8,14,10,4,8,0,33,31,6,3,20,0,62,3,0,3,3,0,14,75,49,46,224,5,401,16,4,0,3,0,24,10,0,0,0,0,6,35,3,4,3,0,49,26,0,0,0,0,28,7,0,0,0,0,7,40,0,0,0,3,44,8,0,3,16,3,27,278,55,33,49,9,427,34,9,7,82,178,302,1149,426,321,2736,270,4903,33,210
801071072,33,123,115,1139,19,1434,0,0,0,7,0,11,100,0,6,4,0,115,27,8,3,7,0,39,39,9,9,29,5,88,216,85,91,617,18,1028,27,0,0,0,0,33,3,0,0,8,0,13,36,16,9,65,0,126,19,7,0,11,0,41,6,3,0,0,0,14,22,0,0,3,0,27,38,17,8,236,9,308,55,4,5,38,3,108,4,0,0,0,0,4,19,0,3,0,0,22,6,0,0,3,0,4,4,0,0,0,0,8,8,0,0,0,0,10,6,3,3,0,0,20,37,0,3,4,0,42,9,0,0,3,0,7,53,33,17,190,7,297,21,3,3,3,3,29,14,0,0,0,3,18,30,0,3,3,0,35,27,0,0,0,5,31,0,0,0,0,0,3,55,0,0,0,0,55,19,0,0,7,0,24,198,19,22,26,7,277,31,6,4,47,99,185,980,209,186,1830,163,3361,26,139
801071073,34,310,173,2161,34,2709,0,0,0,3,0,3,73,4,8,11,0,99,34,10,4,12,0,58,61,19,14,42,0,137,321,223,172,1073,32,1811,38,0,0,0,0,39,9,4,0,11,0,20,68,41,17,156,8,298,32,8,0,9,0,44,18,7,0,0,3,29,63,3,7,0,0,71,60,49,34,476,5,626,56,25,7,61,0,156,10,0,0,0,0,10,32,5,0,10,5,51,9,5,0,0,0,15,14,5,6,8,0,36,25,6,4,0,3,32,20,12,11,3,0,44,45,4,12,9,0,70,19,0,0,3,0,25,109,62,37,298,6,510,31,3,0,0,4,37,10,0,6,0,0,17,51,4,4,4,0,76,11,6,0,0,4,18,0,0,0,0,0,0,20,3,0,0,0,30,10,3,6,21,0,38,278,36,43,64,12,440,42,5,7,76,247,383,1375,501,330,3377,338,5927,30,248
801071074,18,247,192,2017,72,2544,0,0,0,6,0,8,58,7,0,12,0,76,41,4,7,10,0,58,38,12,12,25,0,96,328,202,131,1073,39,1778,26,3,4,0,0,30,9,4,0,10,3,19,71,17,20,104,6,225,29,11,0,14,0,52,13,0,3,0,0,26,22,0,0,0,0,21,60,34,23,480,19,624,62,18,6,71,3,153,0,0,0,0,0,0,43,4,0,0,0,49,15,0,0,0,0,18,19,9,0,15,0,39,4,0,0,0,0,8,16,9,13,9,0,50,26,10,0,5,0,42,0,0,0,3,0,9,104,55,38,273,18,486,23,0,0,4,3,33,3,0,0,0,0,5,16,4,7,4,0,33,11,3,0,0,0,13,0,0,0,0,0,0,36,0,0,0,0,36,8,3,0,13,0,22,189,39,35,62,14,335,11,7,6,91,163,280,1102,420,299,3261,300,5378,11,248
801071075,44,298,201,1856,29,2421,0,3,0,8,0,10,64,5,0,6,0,75,57,16,4,10,4,89,32,19,5,21,0,80,327,191,120,948,17,1605,48,3,6,0,0,56,9,0,0,8,0,14,54,28,14,120,0,210,24,7,3,9,0,39,9,3,5,8,0,26,45,3,0,0,3,59,47,31,12,380,5,483,51,26,9,68,0,158,3,0,0,0,0,3,14,4,0,3,0,16,9,0,0,0,0,9,7,3,5,16,0,32,3,3,0,0,0,8,18,15,7,4,0,42,49,14,0,22,0,88,3,0,0,3,0,6,87,57,28,239,5,413,11,7,0,8,0,32,4,0,3,0,0,9,21,0,4,15,3,44,38,0,0,0,0,38,0,0,0,0,0,0,44,0,3,0,0,45,10,8,3,11,0,32,259,48,31,45,9,401,23,17,8,66,100,212,1198,478,301,2913,161,5049,28,246
801071076,9,165,133,1034,16,1351,0,0,0,0,0,0,87,9,11,6,9,117,38,0,0,3,0,37,19,8,8,15,0,47,250,133,106,622,11,1128,12,3,0,0,0,20,0,0,3,7,0,11,39,16,9,73,0,135,26,0,5,11,0,38,12,3,0,6,0,19,23,0,0,0,3,30,46,43,22,275,3,386,54,22,8,41,0,126,12,0,0,0,0,14,43,5,0,0,0,43,13,0,3,3,0,14,3,0,0,0,0,6,3,0,0,0,0,3,12,3,8,4,0,20,21,4,0,4,0,32,16,3,3,7,0,26,55,24,23,174,6,273,9,3,0,3,0,19,3,0,0,0,0,9,14,5,3,0,0,17,13,0,0,0,0,16,0,0,0,0,0,0,10,0,0,0,0,16,14,3,0,8,0,23,142,34,24,35,9,243,8,0,6,20,65,106,875,283,220,1720,117,3212,15,140
801071077,11,126,119,1116,27,1402,0,0,0,10,0,10,29,0,5,3,0,36,23,8,4,5,0,39,19,11,6,13,0,45,148,95,67,494,15,817,16,0,0,0,0,21,4,0,0,6,0,9,23,10,4,62,7,106,16,0,0,11,0,28,3,3,0,6,0,17,18,0,0,0,0,22,23,20,19,222,7,281,41,6,4,32,3,93,4,0,0,0,0,4,25,0,0,0,0,24,6,0,0,4,0,9,0,6,0,9,0,18,4,0,0,3,0,4,14,4,0,0,0,15,20,0,3,9,0,35,7,0,0,0,0,6,39,34,17,122,9,221,12,0,0,0,0,19,5,0,7,0,0,5,5,0,0,3,0,12,3,0,0,0,0,4,0,0,0,0,0,0,22,0,0,0,0,22,4,0,0,3,0,14,148,24,24,26,7,225,21,8,5,48,121,206,610,212,185,1716,182,2905,15,121
801071078,48,368,266,2688,55,3425,0,0,5,21,0,29,127,8,12,6,3,154,98,17,3,19,3,134,81,24,6,54,0,166,511,274,201,1459,44,2483,69,0,12,0,0,76,23,7,11,20,0,56,90,26,18,169,3,309,41,11,9,17,0,80,13,9,0,3,0,33,128,3,5,3,6,143,93,59,20,587,13,772,85,35,13,93,8,230,4,0,0,0,0,8,29,0,3,4,0,36,8,4,0,3,0,14,26,5,3,7,0,44,17,10,3,0,3,29,28,16,3,10,0,63,53,6,5,15,0,86,8,7,3,3,0,19,132,69,48,411,7,665,50,11,3,9,3,71,12,0,3,0,0,14,49,0,5,12,0,69,69,0,0,3,0,74,0,0,0,0,0,0,54,0,0,0,0,52,16,6,0,21,0,46,453,52,50,49,16,622,49,13,8,120,242,432,2142,626,443,4286,375,7869,67,346
801071079,23,135,99,1183,27,1464,0,0,0,13,0,11,39,0,6,0,0,50,20,0,0,4,0,30,31,17,9,17,0,71,203,110,87,627,17,1040,8,0,3,0,0,10,3,3,3,3,0,12,37,9,13,67,3,131,13,0,0,6,0,21,16,0,0,0,0,25,13,7,0,3,0,18,42,25,19,275,5,370,60,12,4,40,0,122,5,0,0,0,0,8,37,0,3,3,0,44,0,0,0,0,0,0,6,0,0,0,0,11,3,0,0,0,0,7,24,11,3,3,0,38,19,9,3,3,0,34,17,4,0,9,0,32,69,28,22,172,4,291,10,0,0,0,3,8,7,0,0,0,0,8,9,3,0,5,0,22,11,0,0,0,0,9,5,0,0,0,0,7,9,0,0,0,0,9,6,0,0,4,0,15,150,28,15,53,3,244,11,4,4,51,91,161,778,236,178,1890,141,3224,17,124
801071080,6,41,36,296,13,391,0,0,0,0,0,0,44,0,7,3,0,52,3,0,0,0,0,7,8,5,0,10,0,28,88,41,24,219,3,378,3,0,0,0,0,3,0,0,0,3,0,5,17,4,0,46,0,71,4,0,0,0,0,10,3,0,0,3,4,15,13,0,0,0,0,18,9,15,5,97,6,130,13,7,0,11,0,31,3,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,7,0,0,3,0,0,3,8,0,0,3,0,14,8,7,0,3,0,18,4,0,0,0,0,4,24,10,6,78,3,119,3,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,69,9,7,3,3,95,11,0,0,21,67,97,333,82,51,572,92,1129,13,53
