SA2_MAINCODE_2016,C16_85o_Seprtd_M,C16_85o_Seprtd_F,C16_85o_Divorce_M,C16_85o_Divorce_F,C16_85o_Wid_M,C16_85o_Wid_F,C16_85o_Nvr_mard_M,C16_85o_Nvr_mard_F,C16_85o_T_M,C16_85o_T_F,C16_85o_T_P,C16_T_Married_M,C16_T_Married_F,C16_Tot_Sep_M,C16_Tot_Sep_F,C16_Tot_Div_M,C16_Tot_Div_F,C16_Tot_Wid_M,C16_Tot_Wid_F,C16_Tot_nver_marrie_M,C16_Tot_nver_marrie_F,C16_Tot_T_M,C16_Tot_T_F,C16_Tot_T_P
507011160,0,0,3,13,42,182,3,6,106,231,332,2027,2013,133,163,315,374,110,539,1510,1335,4096,4433,8528
507011161,0,3,0,0,12,64,0,3,41,89,131,3064,3120,157,195,248,421,34,229,1963,1786,5466,5754,11215
507011163,0,0,0,0,6,25,0,0,18,27,50,1439,1451,72,94,185,314,60,142,1194,983,2956,2988,5946
507011259,0,0,0,0,12,16,0,4,24,20,44,1655,1679,94,92,176,256,38,142,1164,1068,3125,3242,6365
507011260,0,0,0,0,0,4,0,0,5,9,16,623,630,29,26,61,74,10,44,411,289,1136,1055,2193
507021164,0,0,8,5,22,79,6,3,63,104,170,1499,1511,68,89,221,324,64,237,1039,980,2891,3138,6027
507021165,0,0,8,14,33,190,11,5,127,246,373,2409,2397,219,230,705,879,123,530,2859,2633,6310,6669,12976
507021166,3,3,4,13,47,172,7,5,128,224,361,2483,2489,179,166,516,801,152,551,2434,2330,5757,6341,12098
507021167,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,7,0,10,0,15
507031169,0,0,0,0,0,8,0,0,8,13,22,2735,2720,133,172,239,411,31,131,1941,1782,5084,5220,10298
507031170,5,0,0,3,24,85,0,0,65,103,167,1147,1121,126,145,304,391,80,299,1277,1118,2924,3073,6000
507031172,0,0,0,0,0,0,0,0,0,0,0,14,15,3,0,0,5,3,0,10,9,31,31,62
507031173,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,0,0,0,7,6,13,12,25
507031174,0,0,0,3,16,49,0,0,48,68,118,1783,1774,190,213,409,533,109,306,1876,1537,4373,4356,8729
507031261,0,0,0,0,0,13,0,0,6,11,19,1443,1126,88,56,128,115,18,61,1367,719,3046,2077,5121
507041175,3,3,0,10,38,131,0,3,135,193,328,2559,2607,105,127,233,405,101,383,1400,1291,4387,4820,9212
507041176,0,0,0,3,3,55,3,0,24,78,97,834,873,21,27,69,108,21,130,539,448,1484,1590,3075
507041177,0,0,8,24,59,223,3,11,155,307,467,2565,2567,119,210,457,765,139,562,1902,1978,5180,6081,11261
507041178,0,0,3,20,70,248,4,5,194,343,541,3211,3282,96,143,314,610,133,586,1905,1714,5660,6328,11992
507041179,0,0,6,18,52,198,0,3,122,251,368,1790,1832,55,67,168,280,101,386,959,803,3061,3367,6422
507041180,0,0,0,8,16,68,3,0,57,89,147,2628,2665,72,120,186,309,67,247,1463,1171,4415,4509,8926
507041181,0,3,5,13,57,273,4,11,199,366,568,3466,3499,135,176,334,623,152,647,2011,1982,6102,6930,13030
507041182,0,0,0,3,21,224,3,9,147,302,456,2707,2704,106,96,244,396,94,565,2099,1780,5252,5532,10784
507041183,0,0,5,10,16,115,3,3,47,144,199,715,725,54,100,146,309,51,270,764,711,1730,2117,3848
507041184,3,0,0,0,3,26,0,3,40,42,80,1496,1560,27,51,57,100,30,106,824,679,2441,2489,4930
507051185,0,0,3,7,19,30,0,0,55,50,105,6211,6294,354,483,679,952,133,394,4321,4311,11696,12432,24130
507051186,0,0,9,6,36,93,0,6,84,132,216,1503,1500,112,168,354,431,120,325,1380,1145,3475,3574,7048
507051187,0,0,4,8,35,91,3,0,70,106,180,2499,2545,173,246,332,494,97,266,1961,1807,5066,5356,10424
507051188,3,3,8,19,67,243,12,3,181,318,494,2912,2764,298,330,692,889,221,868,2532,1924,6661,6773,13429
507051189,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,5
507051190,7,0,10,8,45,170,0,3,147,233,381,2389,2385,152,201,439,512,153,524,1607,1238,4743,4856,9599
507051191,0,0,0,4,9,21,0,0,29,31,63,3791,3858,204,258,383,545,63,191,2691,2299,7125,7152,14284
507051192,0,0,3,3,22,65,0,0,72,99,167,2364,2417,160,203,396,512,88,320,1798,1512,4798,4966,9768
507051193,0,0,5,0,24,37,0,3,47,58,103,1910,1922,161,177,370,478,78,235,1728,1451,4242,4269,8519
509011225,11,3,19,17,93,349,16,3,294,474,767,2679,2733,214,268,509,827,236,936,1853,1731,5486,6493,11978
509011226,0,0,0,0,0,11,3,0,19,18,32,786,776,55,28,136,120,23,58,440,363,1446,1343,2785
509011227,0,0,0,3,10,20,3,0,34,40,69,1070,1078,63,68,118,208,44,124,561,468,1849,1945,3797
509011228,0,0,6,5,11,51,0,0,47,71,117,1235,1222,79,71,284,328,71,186,704,656,2368,2466,4837
509011229,0,0,0,0,12,6,0,0,17,7,20,665,613,47,21,112,82,32,57,412,238,1260,1011,2278
509011230,0,0,0,3,6,51,0,4,32,63,95,972,898,55,64,127,128,47,182,643,508,1847,1783,3633
509011231,0,0,3,0,12,44,3,0,40,49,85,965,918,74,45,124,114,48,141,492,392,1709,1608,3313
509011232,0,0,0,3,3,13,0,3,20,19,38,919,766,66,47,125,108,31,85,626,294,1765,1307,3066
509011233,0,0,6,3,26,40,0,0,83,58,143,1993,2022,125,172,318,414,93,279,1442,1303,3977,4196,8168
509011234,0,0,0,0,14,55,3,3,31,67,97,1107,1059,99,79,216,211,62,186,671,510,2153,2046,4199
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,0,0,0,6,0,16,0,0,12,25,36,1293,1323,73,40,176,200,28,95,665,515,2239,2173,4413
509021237,0,0,0,3,12,49,0,0,38,65,103,866,830,55,53,166,137,48,178,615,400,1740,1600,3345
509021238,0,0,0,3,7,50,6,0,33,61,100,855,825,87,58,158,159,54,146,498,336,1654,1523,3175
509021239,0,0,3,0,18,44,4,0,59,58,113,1926,1885,149,112,399,268,104,245,1105,847,3689,3360,7049
509021240,0,0,4,0,16,49,0,0,51,66,121,1065,1051,71,65,175,151,54,158,793,523,2161,1945,4108
509021241,0,0,0,0,11,36,0,4,32,44,81,1036,977,58,52,147,125,54,137,738,473,2033,1763,3795
509021242,0,0,3,0,9,18,0,0,35,25,61,757,637,81,28,155,97,42,75,500,284,1532,1123,2653
509021243,3,3,5,3,27,100,0,0,77,123,200,2159,1988,198,198,452,483,132,420,1707,1276,4648,4374,9019
509021244,3,0,4,6,3,14,3,0,16,20,35,1030,1044,83,60,226,228,57,117,516,423,1911,1872,3781
509021245,0,0,3,0,19,51,6,0,51,70,118,1208,1190,70,95,262,285,93,231,619,413,2256,2207,4462
509031246,4,0,3,0,14,34,0,0,46,48,95,824,825,55,56,168,129,49,149,455,316,1555,1472,3024
509031247,0,0,0,0,8,28,0,0,23,36,58,1022,958,67,45,158,116,35,120,557,354,1843,1593,3431
509031248,0,0,0,0,0,12,0,0,8,12,19,539,498,56,45,89,93,24,69,377,254,1079,961,2038
509031249,0,0,5,0,12,58,6,3,46,86,132,870,851,63,96,134,166,52,211,669,623,1787,1949,3740
509031250,0,0,0,4,19,34,5,0,55,50,104,1164,1157,75,56,182,169,61,150,584,401,2060,1943,4005
510011262,0,0,0,3,9,16,3,3,19,29,44,2029,1977,188,222,475,479,78,185,2575,2511,5354,5372,10726
510011263,3,0,3,0,4,17,4,3,14,19,36,968,887,93,80,179,146,48,120,1591,1618,2880,2845,5723
510011264,0,0,0,0,0,3,0,0,4,4,7,389,363,68,57,61,63,19,71,613,692,1155,1245,2397
510011265,0,0,0,0,4,5,0,4,5,13,19,928,889,81,94,248,212,34,103,1441,1486,2728,2779,5512
510011266,0,0,0,0,4,5,0,0,6,5,11,232,236,10,18,32,34,11,38,515,490,804,821,1625
510021267,0,0,0,0,0,3,0,0,0,3,4,1896,405,216,71,383,140,22,53,2124,816,4631,1488,6123
510021268,0,0,0,0,0,3,0,0,0,3,4,873,704,81,41,155,72,6,22,795,615,1918,1453,3370
510021269,0,0,0,0,4,0,0,0,4,0,4,933,748,74,37,171,102,14,36,752,572,1943,1497,3441
510021270,0,0,0,0,3,3,3,8,9,12,23,1592,1446,176,127,211,198,37,84,1680,1535,3696,3396,7089
510031271,0,0,0,0,3,3,0,0,3,3,7,4202,1186,336,117,658,257,40,44,3293,1183,8527,2786,11305
510031272,0,0,0,0,4,0,3,0,11,3,7,2961,2686,193,171,418,342,47,86,2650,2132,6273,5413,11688
510031273,0,0,0,0,0,3,0,0,5,6,7,1256,715,107,38,203,106,30,41,1287,691,2877,1597,4480
511011274,0,0,3,0,39,130,4,3,91,160,247,2260,2300,166,184,389,469,122,485,1858,1485,4796,4916,9712
511011275,0,0,0,0,0,10,6,0,18,12,27,876,833,58,34,121,92,38,75,560,338,1652,1368,3019
511021276,0,0,3,0,6,31,0,0,33,35,67,848,826,89,73,226,176,55,152,877,757,2094,1979,4072
511021277,0,0,3,0,7,7,0,0,9,18,29,817,757,70,54,201,146,34,52,743,602,1857,1612,3467
511031278,0,0,0,4,0,11,3,0,11,22,28,1031,1010,142,112,264,259,42,128,1480,1060,2964,2576,5534
511031279,4,0,3,3,11,49,0,0,31,55,90,2461,2325,195,171,404,397,98,270,2567,1940,5723,5096,10816
511031280,0,0,0,0,3,23,0,0,6,25,28,1609,1617,110,111,198,211,40,137,1404,1196,3350,3272,6626
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
511031282,0,0,0,0,3,3,0,0,4,9,12,772,668,122,70,196,126,32,80,904,653,2017,1591,3617
511031283,0,0,3,0,0,5,0,0,11,3,15,980,635,126,65,195,124,39,92,991,579,2330,1488,3818
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,4,3,10,14,55,185,4,4,181,253,431,1938,1900,183,236,536,594,182,646,2006,1657,4842,5034,9877
511041286,0,0,0,0,7,20,0,0,21,24,48,1467,1372,119,131,224,207,64,156,1268,1152,3146,3016,6165
511041287,3,0,0,0,10,23,4,0,35,31,68,1512,1533,90,120,212,230,51,147,1041,975,2912,3003,5914
511041288,0,0,0,4,13,36,0,3,29,49,80,1955,1995,117,162,226,340,70,227,1347,1246,3714,3967,7682
511041289,3,0,4,0,19,17,0,0,51,34,85,783,811,40,47,149,162,46,133,464,331,1476,1481,2958
511041290,0,0,0,0,0,8,0,0,4,11,12,546,308,76,46,172,102,27,70,791,479,1620,1000,2615
511041291,0,0,0,0,11,20,4,0,32,25,58,880,776,62,30,194,131,49,109,641,399,1825,1453,3276
511041292,0,0,3,0,18,25,3,0,43,42,83,1299,1308,86,52,292,206,89,170,790,569,2552,2313,4869
597979799,0,0,0,0,0,0,0,0,3,0,3,199,5,10,0,29,3,0,0,169,14,408,26,434
599999499,0,0,0,0,3,12,3,0,12,11,23,782,732,268,109,499,263,43,71,1740,1058,3336,2220,5559
601011001,0,0,0,0,3,18,3,0,11,27,38,789,787,95,154,242,320,63,210,1318,1358,2508,2827,5337
601011002,0,0,0,0,0,12,3,0,13,22,34,969,970,69,73,144,194,39,138,825,809,2043,2188,4236
601011003,0,0,3,0,10,28,0,4,25,45,69,944,956,58,42,142,187,38,110,526,516,1712,1807,3520
601021004,0,0,0,6,28,112,0,0,81,140,223,1177,1194,67,88,223,370,83,316,833,727,2384,2703,5081
601021005,0,0,0,0,16,44,0,0,52,60,111,1758,1762,73,67,252,294,64,171,897,769,3040,3075,6117
601021006,0,0,0,4,12,35,0,0,26,37,65,663,662,37,57,110,190,44,130,399,384,1257,1422,2673
601021007,3,0,4,7,33,118,0,3,92,153,242,2390,2377,100,134,287,535,115,440,1127,1090,4025,4582,8603
601021008,0,0,3,10,84,313,0,13,185,383,572,1507,1489,75,108,251,395,159,586,878,814,2870,3391,6255
601021009,0,0,4,6,27,67,0,3,45,80,132,600,600,74,79,165,279,70,226,900,839,1805,2023,3834
601021010,0,0,0,0,6,15,0,0,17,23,40,445,358,58,45,130,130,23,113,767,437,1426,1085,2512
601021011,0,0,0,3,3,24,3,0,20,29,45,778,781,103,141,181,326,57,158,1009,1110,2122,2509,4630
601021012,0,0,0,3,0,17,0,0,15,21,35,950,939,57,48,177,162,33,82,508,454,1721,1694,3411
601031013,0,0,0,3,4,14,0,0,21,24,41,822,826,49,66,111,171,32,101,565,479,1577,1643,3225
601031014,0,0,4,5,18,34,4,0,48,58,105,874,864,71,98,202,286,75,217,927,813,2148,2277,4420
601031015,3,0,7,3,28,118,3,9,83,138,224,1204,1216,116,147,293,410,101,418,1259,1139,2972,3326,6297
601031016,0,0,3,0,13,32,0,0,34,40,71,566,561,73,72,211,252,53,134,802,643,1705,1656,3362
601031017,4,4,5,13,63,190,4,10,135,248,384,1535,1513,175,220,455,691,210,660,1885,1758,4259,4837,9095
601031018,0,0,0,0,19,68,3,3,60,92,151,925,927,61,96,159,298,76,251,675,627,1894,2198,4095
601031019,0,0,0,8,16,61,3,0,31,82,112,780,784,83,94,235,323,50,229,957,860,2103,2284,4389
601031020,0,0,4,5,21,66,0,3,44,88,136,1136,1139,90,118,234,271,82,317,1028,945,2571,2784,5358
601031021,0,0,3,0,7,32,0,0,21,36,62,643,643,62,66,125,185,31,141,689,608,1554,1638,3187
601041022,0,0,0,16,31,103,4,5,91,149,237,2171,2206,132,168,301,605,107,416,1486,1421,4200,4809,9012
601041023,0,0,4,4,20,97,6,4,68,133,202,2207,2229,107,146,317,470,79,393,1203,1236,3918,4469,8389
601041024,0,0,3,3,13,45,0,0,43,62,106,1601,1619,78,91,236,296,48,186,905,839,2868,3034,5896
601041025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601041026,0,0,3,0,17,63,0,8,42,89,130,759,771,28,47,108,172,48,152,409,392,1346,1543,2885
601051027,0,0,0,5,16,99,0,5,65,146,209,1152,1129,100,105,296,381,68,272,1894,1740,3509,3626,7140
601051028,0,0,3,9,12,67,0,3,55,100,157,1600,1592,74,121,238,401,71,242,1272,1273,3258,3617,6880
601051029,0,0,4,0,8,27,0,0,18,27,47,852,871,37,43,124,171,33,99,875,819,1923,2005,3930
601051030,0,0,3,11,33,159,3,21,77,203,280,951,947,83,90,231,307,70,316,1161,977,2494,2638,5130
601051031,3,0,6,7,45,192,3,16,176,264,439,2445,2455,92,106,281,439,104,487,2049,1841,4966,5330,10300
601051032,0,0,0,9,22,108,0,8,51,138,189,988,984,57,82,226,307,57,228,1083,1040,2414,2633,5049
601051033,0,0,4,7,14,36,0,3,32,49,83,995,994,67,69,195,324,33,142,1030,1043,2319,2577,4893
601061034,0,0,5,0,7,36,0,0,25,35,65,1355,1353,140,119,415,407,74,198,1108,950,3093,3032,6120
601061035,3,0,5,3,39,98,0,3,96,126,222,1712,1726,101,152,284,447,106,319,1122,1019,3330,3672,6997
602011036,0,0,5,3,4,10,5,3,20,17,34,360,351,46,70,162,201,39,87,691,620,1296,1324,2623
602011037,0,3,10,3,26,108,0,3,78,137,216,677,689,52,63,155,240,73,256,651,593,1610,1842,3453
602011038,0,0,3,0,12,54,0,4,26,63,89,951,913,54,85,191,261,39,181,919,790,2157,2233,4388
602011039,3,0,0,3,12,63,3,0,42,79,113,940,931,36,39,105,150,47,190,446,396,1583,1709,3298
602011040,0,0,0,3,8,50,0,0,22,59,88,523,518,62,61,125,150,40,151,834,632,1584,1517,3103
602011041,0,0,3,4,11,78,5,5,57,94,152,1374,1360,108,151,263,399,102,374,1712,1521,3556,3806,7360
602011042,0,0,0,6,21,87,3,3,58,102,163,967,982,47,70,132,269,75,269,696,674,1917,2272,4185
602011043,0,0,4,3,32,108,0,14,80,147,233,857,869,27,59,105,193,74,238,383,394,1454,1749,3202
602011044,0,0,8,8,23,112,0,3,65,147,212,1366,1386,72,87,155,301,85,361,797,750,2486,2882,5370
602011045,0,0,0,0,3,16,0,0,10,24,30,439,442,55,79,142,237,35,123,657,651,1330,1535,2870
602011046,0,0,6,7,22,74,3,0,80,92,169,1372,1355,70,92,178,299,64,223,814,775,2497,2743,5246
602011047,0,0,0,7,18,139,0,5,52,173,224,655,662,49,71,163,263,54,283,841,800,1763,2085,3851
602011048,0,0,0,5,12,33,0,0,43,58,96,846,867,56,95,149,259,60,207,691,603,1814,2026,3838
602011049,0,0,0,0,7,36,0,0,22,45,68,901,915,50,61,130,212,35,124,664,592,1781,1902,3689
602011050,0,0,0,4,17,37,0,3,31,50,82,560,571,42,49,137,163,43,154,595,496,1373,1429,2800
602011051,0,0,0,0,4,22,0,3,15,37,53,779,777,40,66,154,256,32,103,608,573,1612,1777,3388
602011052,0,0,0,3,19,92,0,0,48,124,164,986,981,42,67,146,218,55,233,587,525,1826,2026,3853
602021053,0,0,3,6,14,28,0,3,35,43,75,797,790,86,64,214,233,60,170,444,363,1605,1622,3225
602021054,0,0,0,11,25,69,6,6,61,107,167,1180,1166,77,91,210,264,106,272,732,642,2302,2429,4730
602021055,0,0,3,0,16,44,4,0,43,55,92,1371,1382,70,60,217,236,70,198,587,550,2319,2431,4756
602021056,0,0,0,0,11,11,0,0,19,20,35,688,691,46,50,111,129,31,96,393,373,1274,1344,2609
602021057,0,0,4,3,14,30,9,6,33,38,77,898,894,68,54,154,163,45,126,519,419,1682,1664,3341
602031058,0,0,0,0,9,10,0,0,11,13,25,928,940,65,29,137,130,33,94,533,376,1699,1567,3269
602031059,0,0,3,3,15,53,0,0,54,76,126,1335,1342,126,113,273,278,109,281,946,770,2790,2796,5584
602031060,0,0,0,3,23,52,3,4,41,75,117,820,824,58,48,148,174,66,217,515,482,1615,1746,3359
602031061,0,0,0,0,11,25,3,3,31,29,57,735,737,50,37,155,138,43,145,520,424,1511,1475,2989
602031062,0,0,0,0,11,26,0,0,26,30,58,1108,1114,83,71,206,223,55,162,614,550,2066,2113,4176
602031064,0,0,6,3,27,72,0,3,60,90,153,1274,1255,111,89,377,355,135,284,760,595,2658,2574,5229
602031099,0,0,0,0,3,8,0,0,10,8,15,179,167,20,9,54,41,15,34,137,98,410,358,775
602031100,3,0,4,0,13,84,5,3,61,105,173,1387,1377,109,86,273,296,99,307,860,687,2728,2757,5477
603011065,0,0,0,0,8,4,0,0,16,8,22,404,400,51,27,144,85,51,79,284,194,938,782,1724
603011066,0,0,0,0,3,9,0,0,5,13,15,619,618,71,44,140,113,44,61,465,350,1344,1182,2526
603011067,0,3,3,3,12,29,10,8,35,48,86,1208,1218,85,76,279,219,87,168,886,703,2544,2381,4926
603011068,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,4,7,15
603021069,0,0,0,0,6,6,0,3,20,12,35,679,675,50,33,188,172,44,84,354,266,1303,1224,2527
603021070,0,0,3,0,3,25,3,3,21,31,52,835,836,64,71,204,240,40,131,585,483,1731,1765,3494
603021071,0,0,0,4,11,21,0,4,32,31,58,713,713,68,47,207,174,52,123,549,442,1597,1493,3091
603021072,0,0,0,8,33,66,0,6,57,92,150,1679,1683,106,106,269,374,91,286,1133,990,3277,3429,6712
603031073,0,0,3,3,9,14,3,0,38,30,61,500,489,58,41,136,99,46,107,319,254,1054,992,2047
603031074,0,0,5,0,20,43,8,0,54,54,111,998,1001,89,66,264,195,87,234,522,387,1951,1887,3842
604011075,0,0,0,0,4,30,0,0,18,38,57,512,514,53,57,123,169,36,169,486,471,1213,1382,2595
604011076,4,0,0,0,8,16,0,0,30,22,56,1118,1140,75,47,184,180,52,99,665,531,2093,1995,4081
604011077,0,0,0,7,10,35,0,0,22,42,67,543,542,66,76,174,236,46,141,625,574,1456,1569,3024
604011078,0,3,3,10,25,111,5,6,75,150,231,1109,1115,77,107,200,315,106,337,885,849,2378,2731,5110
604011079,0,0,0,3,15,51,0,3,40,70,112,1103,1101,55,75,190,255,63,205,575,534,1994,2158,4155
604011080,0,0,0,0,10,25,0,0,25,30,49,641,647,44,61,118,136,44,128,483,450,1332,1425,2757
604011081,0,0,3,6,15,54,3,0,40,72,112,752,769,51,64,150,193,56,199,538,444,1543,1666,3214
604011082,0,0,0,3,31,103,3,0,80,123,208,1390,1398,93,117,230,350,98,423,858,756,2668,3040,5708
604011083,0,0,0,7,23,79,0,0,50,100,151,827,832,60,88,122,183,78,260,551,486,1634,1844,3480
604011084,0,3,0,4,16,74,5,6,67,104,173,1234,1256,87,115,209,285,91,358,785,673,2405,2684,5090
604021085,6,3,7,11,58,272,9,9,182,354,531,2339,2355,187,247,544,863,180,838,1940,1882,5194,6181,11377
604021086,3,3,4,6,10,43,3,3,38,63,102,798,789,79,106,225,255,62,234,640,650,1809,2039,3848
604021087,0,0,0,8,14,64,4,0,41,85,122,878,889,66,63,158,223,63,243,580,504,1743,1924,3664
604021088,0,0,0,0,9,13,0,0,14,21,35,768,768,33,55,99,141,28,103,375,384,1302,1449,2753
604021089,0,0,3,3,12,65,3,3,45,80,125,1349,1350,77,93,213,253,64,236,615,529,2322,2463,4786
604021090,0,0,0,0,6,6,3,0,13,12,30,626,628,38,51,106,88,26,65,428,330,1225,1160,2385
604021091,0,0,3,0,18,50,0,3,45,63,100,1353,1370,72,77,270,247,71,198,828,633,2592,2526,5112
604021092,0,0,0,0,0,15,0,5,8,24,24,742,751,43,43,105,113,29,94,368,283,1289,1289,2581
604031093,3,0,3,0,3,24,0,0,14,28,43,329,324,25,24,64,53,21,79,247,174,681,652,1336
604031094,0,0,0,0,5,6,0,0,16,11,26,822,824,75,48,154,138,38,104,564,414,1658,1522,3180
604031095,0,0,0,0,13,48,0,0,34,60,89,706,705,55,77,132,130,60,209,579,467,1533,1587,3124
604031096,0,0,0,0,7,9,0,0,13,18,33,777,772,64,50,162,142,32,65,484,391,1522,1417,2937
604031097,0,0,0,0,6,21,0,0,18,21,38,695,684,105,67,179,164,55,150,727,558,1758,1625,3383
604031098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697979799,0,0,0,0,0,0,0,0,0,0,0,27,8,0,0,3,0,0,0,20,6,49,18,73
699999499,0,0,0,0,0,0,0,0,0,0,3,87,81,37,32,62,60,6,12,298,174,481,350,835
701011001,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,4,3,9,7,18
701011002,0,0,0,0,0,3,0,0,10,8,19,1217,964,110,67,267,191,15,59,1738,1300,3352,2580,5929
701011003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,3,11
701011004,0,0,0,9,8,41,3,0,28,54,77,605,598,37,36,126,167,42,110,607,509,1418,1423,2840
701011005,0,0,8,0,3,4,0,0,16,8,22,741,668,56,22,156,114,9,40,818,570,1787,1426,3207
701011006,0,0,0,0,0,6,0,0,3,6,8,423,392,43,25,89,109,24,60,524,413,1098,1002,2094
701011007,0,0,0,0,0,4,0,0,3,4,5,515,493,36,41,106,84,5,34,438,451,1104,1103,2203
701011008,0,0,3,0,3,8,0,0,11,13,21,690,650,41,57,158,156,23,59,962,787,1875,1715,3586
701011009,0,0,0,0,3,4,0,0,3,8,11,538,497,30,32,100,91,13,21,650,409,1324,1054,2381
701021010,0,0,0,0,0,3,0,0,9,5,13,386,377,27,26,59,70,7,55,367,331,853,863,1709
701021011,0,0,0,0,0,0,0,0,3,0,4,405,405,26,30,70,78,19,45,377,350,896,902,1799
701021012,0,0,0,0,3,3,0,0,5,3,10,221,208,22,17,57,28,6,13,223,215,532,481,1014
701021013,0,0,0,0,0,4,0,0,5,7,10,666,636,40,31,72,103,20,65,797,554,1593,1392,2986
701021014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701021015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701021016,0,3,8,0,0,11,0,0,10,17,28,555,526,42,65,121,121,17,93,548,485,1277,1285,2565
701021017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,11
701021018,0,0,0,0,0,4,0,0,3,4,10,286,302,30,37,52,72,7,28,291,257,673,701,1371
701021019,0,0,0,3,4,9,0,0,11,13,27,797,796,63,80,118,194,11,104,868,759,1859,1938,3793
701021020,0,0,0,0,0,8,0,0,3,10,18,927,931,57,58,117,190,26,87,724,576,1852,1844,3693
701021021,0,0,0,0,0,0,0,0,0,0,0,1010,1032,19,21,64,63,8,36,581,538,1684,1691,3381
701021022,0,0,3,0,3,6,3,0,12,14,27,835,786,65,66,178,198,29,103,759,658,1865,1811,3683
701021023,0,0,0,3,0,4,0,0,3,4,7,411,399,32,38,96,87,9,60,504,448,1056,1040,2093
701021024,0,0,0,0,0,3,0,0,3,4,9,375,363,28,33,65,68,17,42,322,244,804,753,1559
701021025,0,0,0,0,3,8,0,0,6,13,18,684,684,50,58,124,133,25,67,710,661,1585,1601,3191
701021026,0,0,0,0,3,8,0,0,9,12,18,563,533,37,47,112,170,18,49,614,570,1339,1371,2712
701021027,0,0,0,11,17,26,0,0,30,50,84,466,449,21,33,54,114,40,103,414,350,998,1054,2049
701021028,0,0,0,0,0,3,0,0,7,3,8,464,421,12,34,62,58,5,62,356,266,895,839,1730
701021029,0,0,0,3,3,3,0,0,7,5,12,356,350,26,24,52,79,17,38,298,253,743,745,1489
701021030,0,0,0,0,0,3,0,0,0,6,9,452,437,41,21,65,90,13,50,348,319,922,921,1843
701031031,0,0,0,3,3,10,3,0,11,12,27,1935,729,159,39,307,123,33,56,2389,575,4818,1523,6344
701031032,0,0,0,0,4,6,0,0,3,16,21,1563,1566,117,93,312,292,38,142,1521,1085,3552,3175,6721
701031033,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,3,17,3,25
701031034,0,0,0,0,0,0,0,0,8,3,11,574,575,54,42,130,146,25,39,622,473,1401,1275,2671
701031035,0,0,0,0,0,3,0,0,3,7,5,822,677,86,75,200,126,28,49,925,597,2059,1530,3586
701041036,0,0,0,0,0,0,0,0,0,0,4,484,473,41,59,93,121,11,37,541,509,1172,1202,2371
701041037,0,0,0,0,0,0,0,0,0,0,0,494,470,35,41,92,113,18,24,497,430,1128,1074,2206
701041038,0,0,0,0,0,3,3,0,3,5,11,852,859,43,46,93,104,5,44,654,522,1646,1572,3222
701041039,3,0,3,0,0,7,0,0,11,12,25,468,448,54,48,123,142,23,70,590,542,1256,1246,2498
701041040,0,0,0,0,0,7,0,0,0,6,6,346,353,44,58,91,118,15,48,564,523,1063,1096,2156
701041041,0,0,0,0,3,4,3,0,13,10,15,765,728,44,50,131,142,13,61,633,563,1578,1546,3123
701041042,0,0,0,0,0,0,0,0,0,0,0,501,498,26,35,36,56,3,17,550,497,1116,1100,2214
701041043,0,0,0,0,3,0,0,0,8,4,13,1180,1165,55,70,114,184,13,66,1049,859,2399,2346,4746
701041044,0,0,0,0,0,0,0,0,3,3,6,457,461,42,51,118,123,26,53,580,569,1214,1260,2475
702011045,0,0,3,3,0,13,0,0,10,12,26,700,709,58,66,126,143,23,88,753,730,1658,1741,3400
702011046,0,0,3,0,3,12,0,0,11,16,20,765,771,56,98,148,188,24,101,904,994,1909,2155,4061
702011047,0,0,0,4,6,15,0,0,7,16,20,711,710,57,61,103,162,16,87,729,727,1615,1747,3361
702011048,0,0,0,4,4,7,0,0,8,17,22,803,829,47,78,122,183,33,79,761,701,1769,1869,3640
702011049,0,0,0,0,0,13,0,0,4,12,18,703,675,38,49,125,116,23,65,627,652,1516,1550,3069
702011050,0,0,0,0,3,0,0,0,9,3,9,355,351,35,30,59,58,18,47,625,534,1100,1023,2123
