SA2_MAINCODE_2016,C06_N_in_1PF_1C,C06_N_in_1PF_2C,C06_N_in_1PF_3C,C06_N_in_1PF_4mor_c,C06_N_in_1PF_T,C06_1_149_1PF_1C,C06_1_149_1PF_2C,C06_1_149_1PF_3C,C06_1_149_1PF_4mC,C06_1_149_1PF_T,C06_150_299_1PF_1C,C06_150_299_1PF_2C,C06_150_299_1PF_3C,C06_150_299_1PF_4mC,C06_150_299_1PF_T,C06_300_399_1PF_1C,C06_300_399_1PF_2C,C06_300_399_1PF_3C,C06_300_399_1PF_4mC,C06_300_399_1PF_T,C06_400_499_1PF_1C,C06_400_499_1PF_2C,C06_400_499_1PF_3C,C06_400_499_1PF_4mC,C06_400_499_1PF_T,C06_500_649_1PF_1C,C06_500_649_1PF_2C,C06_500_649_1PF_3C,C06_500_649_1PF_4mC,C06_500_649_1PF_T,C06_650_799_1PF_1C,C06_650_799_1PF_2C,C06_650_799_1PF_3C,C06_650_799_1PF_4mC,C06_650_799_1PF_T,C06_800_999_1PF_1C,C06_800_999_1PF_2C,C06_800_999_1PF_3C,C06_800_999_1PF_4mC,C06_800_999_1PF_T,C06_1000_1499_1PF_1C,C06_1000_1499_1PF_2C,C06_1000_1499_1PF_3C,C06_1000_1499_1PF_4mC,C06_1000_1499_1PF_T,C06_1500_1999_1PF_1C,C06_1500_1999_1PF_2C,C06_1500_1999_1PF_3C,C06_1500_1999_1PF_4mC,C06_1500_1999_1PF_T,C06_2000_2499_1PF_1C,C06_2000_2499_1PF_2C,C06_2000_2499_1PF_3C,C06_2000_2499_1PF_4mC,C06_2000_2499_1PF_T,C06_2500_2999_1PF_1C,C06_2500_2999_1PF_2C,C06_2500_2999_1PF_3C,C06_2500_2999_1PF_4mC,C06_2500_2999_1PF_T,C06_3000_3999_1PF_1C,C06_3000_3999_1PF_2C,C06_3000_3999_1PF_3C,C06_3000_3999_1PF_4mC,C06_3000_3999_1PF_T,C06_4000m_1PF_1C,C06_4000m_1PF_2C,C06_4000m_1PF_3C,C06_4000m_1PF_4mo_ch,C06_4000m_1PF_T,C06_Par_inc_st_1PF_1C,C06_Par_inc_st_1PF_2C,C06_Par_inc_st_1PF_3C,C06_Par_inc_st_1PF_4mC,C06_Par_inc_st_1PF_T,C06_All_inc_ns_1PF_1Ch,C06_All_inc_ns_1PF_2C,C06_All_inc_ns_1PF_3C,C06_All_inc_ns_1PF_4mC,C06_All_inc_ns_1PF_T,C06_Tot_1PF_1C,C06_Tot_1PF_2C,C06_Tot_1PF_3C,C06_Tot_1PF_4mC,C06_Tot_1PF_T,C11_N_in_1PF_1C,C11_N_in_1PF_2C,C11_N_in_1PF_3C,C11_N_in_1PF_4mor_c,C11_N_in_1PF_T,C11_1_149_1PF_1C,C11_1_149_1PF_2C,C11_1_149_1PF_3C,C11_1_149_1PF_4mC,C11_1_149_1PF_T,C11_150_299_1PF_1C,C11_150_299_1PF_2C,C11_150_299_1PF_3C,C11_150_299_1PF_4mC,C11_150_299_1PF_T,C11_300_399_1PF_1C,C11_300_399_1PF_2C,C11_300_399_1PF_3C,C11_300_399_1PF_4mC,C11_300_399_1PF_T,C11_400_499_1PF_1C,C11_400_499_1PF_2C,C11_400_499_1PF_3C,C11_400_499_1PF_4mC,C11_400_499_1PF_T,C11_500_649_1PF_1C,C11_500_649_1PF_2C,C11_500_649_1PF_3C,C11_500_649_1PF_4mC,C11_500_649_1PF_T,C11_650_799_1PF_1C,C11_650_799_1PF_2C,C11_650_799_1PF_3C,C11_650_799_1PF_4mC,C11_650_799_1PF_T,C11_800_999_1PF_1C,C11_800_999_1PF_2C,C11_800_999_1PF_3C,C11_800_999_1PF_4mC,C11_800_999_1PF_T,C11_1000_1499_1PF_1C,C11_1000_1499_1PF_2C,C11_1000_1499_1PF_3C,C11_1000_1499_1PF_4mC,C11_1000_1499_1PF_T,C11_1500_1999_1PF_1C,C11_1500_1999_1PF_2C,C11_1500_1999_1PF_3C,C11_1500_1999_1PF_4mC,C11_1500_1999_1PF_T,C11_2000_2499_1PF_1C,C11_2000_2499_1PF_2C,C11_2000_2499_1PF_3C,C11_2000_2499_1PF_4mC,C11_2000_2499_1PF_T,C11_2500_2999_1PF_1C,C11_2500_2999_1PF_2C,C11_2500_2999_1PF_3C,C11_2500_2999_1PF_4mC,C11_2500_2999_1PF_T,C11_3000_3999_1PF_1C,C11_3000_3999_1PF_2C,C11_3000_3999_1PF_3C,C11_3000_3999_1PF_4mC,C11_3000_3999_1PF_T,C11_4000m_1PF_1C,C11_4000m_1PF_2C,C11_4000m_1PF_3C,C11_4000m_1PF_4mo_ch,C11_4000m_1PF_T,C11_Par_inc_st_1PF_1C,C11_Par_inc_st_1PF_2C,C11_Par_inc_st_1PF_3C,C11_Par_inc_st_1PF_4mC,C11_Par_inc_st_1PF_T,C11_All_inc_ns_1PF_1Ch,C11_All_inc_ns_1PF_2C,C11_All_inc_ns_1PF_3C,C11_All_inc_ns_1PF_4mC,C11_All_inc_ns_1PF_T,C11_Tot_1PF_1C,C11_Tot_1PF_2C,C11_Tot_1PF_3C,C11_Tot_1PF_4mC,C11_Tot_1PF_T,C16_N_in_1PF_1C,C16_N_in_1PF_2C,C16_N_in_1PF_3C,C16_N_in_1PF_4mor_c,C16_N_in_1PF_T,C16_1_149_1PF_1C,C16_1_149_1PF_2C,C16_1_149_1PF_3C,C16_1_149_1PF_4mC,C16_1_149_1PF_T,C16_150_299_1PF_1C,C16_150_299_1PF_2C,C16_150_299_1PF_3C,C16_150_299_1PF_4mC,C16_150_299_1PF_T,C16_300_399_1PF_1C,C16_300_399_1PF_2C,C16_300_399_1PF_3C,C16_300_399_1PF_4mC,C16_300_399_1PF_T,C16_400_499_1PF_1C,C16_400_499_1PF_2C,C16_400_499_1PF_3C,C16_400_499_1PF_4mC,C16_400_499_1PF_T,C16_500_649_1PF_1C,C16_500_649_1PF_2C,C16_500_649_1PF_3C,C16_500_649_1PF_4mC,C16_500_649_1PF_T
602031099,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,6,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,20,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
602031100,3,0,0,0,5,0,0,0,0,3,19,0,0,0,22,29,13,8,0,44,9,0,0,0,8,39,25,10,4,72,12,8,3,3,21,7,3,0,0,6,15,5,0,0,20,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,14,15,5,0,31,7,0,0,0,8,147,68,24,11,259,0,0,0,0,0,0,0,0,0,0,7,3,0,0,11,18,5,0,0,28,27,19,5,3,50,13,6,0,0,22,26,11,11,3,49,16,6,4,0,21,21,8,4,0,30,0,0,0,0,4,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,7,3,3,23,0,0,0,0,3,141,74,30,7,252,0,0,3,0,4,3,0,0,0,3,8,0,0,0,9,7,3,3,0,17,17,9,5,0,28,17,13,9,4,43
603011065,0,0,0,0,0,3,0,0,0,3,4,0,0,0,5,5,3,0,0,15,0,3,0,0,3,17,3,8,3,21,3,0,0,0,3,0,0,0,0,6,3,4,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,4,0,0,0,4,48,15,10,5,79,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,9,8,4,5,0,13,4,0,3,0,5,7,0,0,0,15,4,0,0,0,7,4,0,0,0,6,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,0,0,0,3,4,51,14,13,7,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,6,3,0,0,5,8,0,0,0,8
603011066,0,0,0,0,0,3,0,0,0,4,11,3,0,0,8,7,7,0,0,17,0,0,0,0,0,8,3,3,0,12,4,0,0,3,6,0,0,0,0,8,12,3,0,0,13,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,45,23,14,3,88,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,3,0,0,6,9,8,3,3,14,0,0,0,0,0,8,3,0,0,11,0,0,0,0,6,13,3,0,0,18,3,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,11,3,3,0,0,3,47,30,11,8,91,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,5,3,0,3,0,4,3,3,3,0,14
603011067,0,0,0,0,0,3,0,0,0,3,11,3,0,0,18,20,4,4,0,29,9,0,0,0,9,29,21,6,0,61,8,6,0,0,17,12,3,0,3,15,23,3,3,0,26,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,0,15,3,0,0,0,6,125,49,16,10,202,8,0,0,0,8,0,3,0,0,5,7,7,0,0,15,13,6,0,3,21,16,13,6,3,38,15,0,0,0,16,24,4,6,3,35,15,10,3,5,30,20,10,0,3,26,10,0,3,0,13,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,6,3,3,19,3,3,0,0,5,136,60,19,14,225,3,0,0,0,3,3,0,0,0,5,4,3,0,0,10,3,4,0,0,7,11,4,7,0,25,18,11,3,0,30
603011068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603021069,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,4,0,0,15,3,0,0,0,3,8,0,7,0,12,0,0,0,0,3,6,3,0,0,6,6,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,3,3,0,0,3,41,17,11,4,65,0,0,0,0,3,0,3,0,0,3,3,3,0,0,5,5,3,0,0,7,5,3,0,0,9,0,3,0,0,3,14,0,0,3,16,6,3,0,0,6,7,4,0,0,16,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,3,0,0,0,3,47,34,3,5,85,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,0,6,6,0,0,0,7
603021070,0,0,0,0,0,3,0,0,0,3,14,0,3,0,18,20,3,0,0,24,3,0,0,0,3,13,13,5,0,32,9,3,6,0,18,5,0,3,0,9,10,0,0,0,14,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,15,3,0,0,0,0,85,37,15,3,141,0,0,0,0,3,0,0,0,0,0,4,4,0,0,6,8,7,0,0,10,13,11,5,0,30,3,3,0,0,9,19,8,4,7,38,10,8,0,0,20,10,4,0,0,16,7,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,3,4,19,3,0,0,0,4,84,55,17,9,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,0,20,8,7,0,0,10,13,7,5,3,25
603021071,0,0,0,0,0,0,0,0,0,0,6,3,0,0,10,7,8,3,0,18,7,0,0,0,10,18,7,0,0,23,6,0,0,3,7,10,0,0,3,15,11,3,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,13,3,3,0,0,6,67,30,11,8,121,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,12,5,0,0,12,14,9,0,0,28,6,0,0,0,12,15,3,0,0,21,3,0,3,0,11,13,5,0,0,16,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,16,4,0,0,0,7,85,38,10,0,133,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,9,0,0,0,9,11,4,0,0,15,7,8,3,0,21
603021072,3,0,0,0,3,3,3,0,0,4,16,8,0,0,27,36,11,3,0,48,6,0,0,0,8,37,18,16,9,78,12,6,8,3,33,12,12,3,0,24,14,7,0,0,21,3,4,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,13,3,0,28,4,3,0,0,11,148,86,40,16,287,0,0,0,0,0,3,0,0,0,3,12,3,0,0,20,22,4,0,0,28,35,12,10,0,55,13,3,3,0,18,19,14,7,3,44,22,13,7,3,39,34,15,3,4,50,19,3,0,0,18,4,3,0,0,6,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,11,7,3,3,21,6,0,3,0,16,206,79,35,8,329,0,0,0,0,0,0,0,0,0,0,8,4,0,0,9,7,10,3,0,13,16,9,3,0,29,22,7,5,0,38
603031073,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,12,11,0,0,15,3,0,0,0,4,9,4,3,3,16,3,0,0,4,10,4,0,3,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,15,0,0,0,0,0,43,25,6,6,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,10,12,3,0,0,14,4,3,0,0,3,10,3,0,0,14,13,0,0,0,13,3,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,55,18,6,0,80,0,0,0,0,0,3,0,0,0,3,3,3,0,0,7,0,0,0,0,0,4,0,0,0,9,3,3,0,0,8
603031074,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,13,5,0,0,25,6,0,0,0,3,17,8,0,0,34,4,5,0,0,7,6,3,0,0,7,3,3,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,3,17,0,3,0,0,5,64,39,9,6,112,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,7,6,0,0,15,10,5,3,3,21,7,0,0,0,5,10,3,5,3,19,15,3,0,0,14,5,0,0,0,13,8,0,0,0,8,3,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,3,0,3,9,6,0,0,0,6,75,31,11,9,122,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,4,0,0,4,8,8,0,0,18,10,7,3,0,26
604011075,0,0,0,0,0,3,0,0,0,3,9,5,0,0,14,21,10,3,3,30,4,0,0,0,6,36,19,10,0,72,5,4,3,3,23,7,9,0,0,16,15,6,4,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,11,0,0,0,0,3,113,62,19,10,203,0,0,0,0,3,0,0,0,0,0,13,4,0,0,13,21,6,0,0,27,29,16,3,0,51,10,0,0,0,11,19,11,7,0,37,10,6,0,0,17,12,7,3,0,23,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,0,17,3,0,0,0,3,129,68,17,0,214,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,12,5,0,0,16,12,7,0,0,17,12,10,0,0,26
604011076,0,0,0,0,0,3,0,0,0,5,3,4,0,0,7,6,7,4,0,13,9,0,0,0,9,19,13,5,4,37,3,7,0,0,11,4,6,0,0,11,18,7,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0,14,5,0,0,0,6,72,44,10,6,139,3,0,0,0,3,0,0,0,0,0,3,0,0,0,8,6,6,0,4,16,13,12,3,0,34,4,4,0,0,7,9,6,5,3,17,12,4,3,0,22,3,3,0,3,11,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,3,0,23,0,0,0,0,0,81,42,16,15,150,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,12,4,3,0,16,9,4,3,0,15
604011077,0,0,0,0,0,0,0,0,0,3,6,3,0,0,13,25,5,0,0,32,13,4,0,0,10,40,19,21,0,81,10,3,5,0,21,10,3,0,3,21,16,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,4,21,9,0,0,0,11,137,54,33,10,237,0,0,0,0,5,0,0,0,0,0,6,5,0,0,11,7,9,0,3,19,24,17,9,4,49,6,3,5,0,13,19,10,8,0,40,16,0,3,3,25,25,5,3,0,33,3,5,0,0,11,4,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,3,0,0,0,4,126,56,25,13,223,0,3,0,0,3,0,0,0,0,3,5,0,0,0,6,8,5,0,0,18,11,3,6,0,18,19,12,3,0,33
604011078,0,0,0,0,0,0,3,0,0,3,14,15,0,0,32,38,25,5,3,63,7,0,0,0,8,33,20,11,3,77,16,6,3,0,26,20,3,3,0,26,20,11,5,0,35,3,0,0,0,5,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19,9,8,0,40,7,0,0,0,7,175,99,38,14,325,5,0,0,0,5,0,0,0,0,3,17,3,4,0,27,23,11,5,3,42,14,18,14,4,55,9,4,3,4,20,20,9,10,9,46,18,10,0,0,30,26,10,5,3,42,14,3,0,0,20,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,0,0,0,0,0,7,12,3,0,24,7,6,0,3,16,161,95,41,27,331,3,0,0,0,3,0,0,0,0,4,8,0,0,3,13,14,10,0,0,24,17,7,7,0,31,23,11,8,0,42
604011079,0,3,0,0,3,3,0,0,0,3,7,3,0,0,11,17,11,3,0,24,3,0,0,0,10,25,21,11,0,54,10,5,4,0,18,13,4,0,0,17,13,4,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,14,0,3,0,0,7,103,61,20,3,193,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,5,3,0,0,12,12,14,3,0,28,5,0,3,0,11,11,10,3,4,30,18,0,3,0,16,13,11,0,0,21,9,7,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,12,3,0,22,6,3,0,0,7,104,57,22,4,183,0,0,0,0,0,0,3,0,0,6,3,0,0,0,9,9,4,0,0,11,5,3,0,0,15,16,11,3,0,26
604011080,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,13,10,3,0,24,3,3,0,0,3,19,20,0,3,39,7,10,0,0,19,6,5,0,0,13,12,9,0,0,24,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,19,3,0,0,0,3,89,61,7,3,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,3,19,10,11,7,0,31,3,3,0,0,9,7,9,0,0,22,16,7,0,0,16,16,14,4,0,36,8,11,0,0,11,3,3,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,10,0,3,19,0,0,3,0,4,87,65,13,6,175,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,8,0,0,0,5,7,3,0,0,12,13,3,7,0,17
604011081,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,8,7,3,0,19,7,0,0,0,7,25,10,5,0,37,10,8,0,0,13,3,8,0,0,14,17,8,0,0,28,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,17,4,5,0,3,15,87,59,19,3,165,0,0,0,0,0,0,3,0,0,3,8,3,0,3,10,13,7,3,0,21,22,12,0,5,35,8,0,0,0,13,9,10,4,7,22,17,0,0,0,23,22,3,0,0,24,5,0,0,0,9,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,3,3,29,4,3,0,0,10,123,50,17,13,205,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,10,0,0,0,11,11,5,0,0,17,12,12,3,3,26
604011082,0,0,0,0,0,5,0,0,0,5,9,4,0,0,15,26,16,3,0,44,8,4,0,0,15,48,33,7,3,85,14,8,0,0,19,12,4,3,0,22,27,10,3,4,47,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,6,5,0,23,3,0,0,0,5,167,82,27,8,284,0,0,0,0,0,0,3,0,0,0,7,3,0,0,7,13,11,7,0,24,25,21,11,4,58,16,3,0,0,18,29,17,9,0,59,11,11,4,0,24,41,15,6,0,59,9,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,4,33,7,0,0,0,10,182,98,34,8,325,0,3,0,0,3,0,0,0,0,4,4,3,0,0,9,10,6,0,0,20,13,10,3,0,30,24,10,3,0,41
604011083,0,0,0,0,0,4,3,0,0,6,11,3,0,0,18,23,16,0,3,39,6,4,0,0,7,24,10,14,5,44,8,3,3,0,16,15,3,4,0,15,19,3,3,0,27,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,3,18,7,0,0,0,7,122,47,29,11,208,0,0,0,0,0,3,0,0,0,3,6,0,0,0,12,16,3,5,0,30,22,21,6,0,51,12,9,0,0,23,14,0,3,3,21,15,3,3,0,22,20,10,3,0,27,3,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,3,23,3,0,0,0,6,129,55,35,8,235,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,8,3,5,0,14,14,3,5,0,24,10,11,0,0,25
604011084,0,0,0,0,0,0,0,0,0,0,14,4,0,0,20,30,6,0,3,41,5,3,0,0,10,31,24,15,3,65,6,8,5,7,30,8,4,0,5,23,21,10,3,4,36,8,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,3,3,26,10,0,0,0,18,158,76,33,24,289,3,3,0,0,3,0,0,0,0,0,9,5,0,0,21,14,5,6,0,21,21,8,5,3,36,8,4,0,0,14,19,8,6,6,37,20,5,4,0,27,21,13,3,3,45,8,4,0,0,15,6,0,0,0,4,0,4,0,0,3,3,0,0,0,6,0,0,0,0,0,12,12,3,0,26,5,3,0,3,14,143,74,31,22,272,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,4,0,5,0,12,12,7,0,4,13,19,9,8,0,30
604021085,6,0,0,0,3,4,0,0,0,5,36,11,3,0,49,71,43,12,3,129,22,0,0,0,26,124,57,29,7,215,31,28,9,5,68,25,16,13,0,58,53,19,8,0,83,7,5,3,0,22,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,44,29,9,3,83,12,3,4,0,20,436,230,82,20,764,8,0,0,0,8,7,0,0,0,7,19,15,3,0,36,47,23,5,3,79,86,50,15,3,160,29,12,3,3,51,71,20,14,7,114,64,28,3,0,96,75,34,12,3,123,15,16,0,0,29,10,0,0,0,13,7,3,0,0,11,0,0,0,0,3,0,0,0,0,0,25,22,7,6,69,18,3,0,3,26,489,230,73,32,826,4,3,0,0,10,3,3,0,0,5,19,12,4,0,26,20,8,3,0,38,53,12,7,0,74,58,39,18,0,109
604021086,0,0,0,0,0,4,0,0,0,4,17,5,4,0,26,26,22,7,0,54,10,3,0,0,13,32,27,15,0,78,16,14,4,0,37,6,7,3,0,16,18,4,0,0,28,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,6,0,25,3,5,0,0,8,154,91,49,5,291,0,0,0,0,0,4,0,0,0,4,11,9,0,3,25,21,16,7,0,45,26,13,12,4,58,11,6,3,4,24,22,8,10,6,53,12,7,5,3,26,19,7,6,0,29,3,3,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,3,19,9,0,0,0,12,165,77,46,23,311,0,0,0,0,5,0,0,0,0,0,8,0,0,0,11,9,9,0,0,16,21,9,3,0,28,26,26,3,3,54
604021087,0,0,0,0,0,0,0,0,0,5,6,3,0,0,15,19,8,0,0,31,9,0,0,0,10,23,15,7,0,45,7,9,3,0,23,4,3,0,0,10,8,13,0,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,15,0,0,3,0,8,102,57,15,4,182,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,9,3,3,3,13,25,16,3,3,44,7,4,0,0,13,18,12,9,3,38,13,12,0,0,26,12,10,3,0,30,3,0,0,0,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,14,8,0,0,0,8,117,61,21,9,211,3,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,9,0,0,9,7,3,0,0,17,19,10,0,0,33
604021088,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,3,0,0,8,3,0,0,0,3,14,8,4,0,21,4,3,0,0,9,3,3,0,0,6,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,3,49,22,6,3,79,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,0,0,8,9,13,9,0,24,4,3,0,0,8,4,0,0,0,6,9,4,0,0,17,10,13,0,0,26,11,4,0,0,10,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,0,0,3,61,38,11,3,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,10,4,0,0,0,5,7,7,4,0,18
604021089,0,0,0,0,0,0,0,0,0,0,7,3,0,0,10,9,8,0,0,18,0,0,0,0,0,12,12,3,0,31,11,6,3,0,17,6,6,0,0,9,9,5,0,0,13,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,12,4,0,0,0,0,63,44,13,4,129,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,5,0,0,0,12,13,13,3,0,33,6,3,0,0,8,10,5,3,4,25,6,6,0,0,13,18,10,0,0,31,6,3,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,12,0,0,0,0,3,90,44,12,3,150,3,0,0,0,3,0,0,0,0,0,3,3,0,0,9,3,3,0,0,8,9,3,0,0,14,15,6,3,0,31
