SA2_MAINCODE_2016,C16_650_799_1PF_1C,C16_650_799_1PF_2C,C16_650_799_1PF_3C,C16_650_799_1PF_4mC,C16_650_799_1PF_T,C16_800_999_1PF_1C,C16_800_999_1PF_2C,C16_800_999_1PF_3C,C16_800_999_1PF_4mC,C16_800_999_1PF_T,C16_1000_1499_1PF_1C,C16_1000_1499_1PF_2C,C16_1000_1499_1PF_3C,C16_1000_1499_1PF_4mC,C16_1000_1499_1PF_T,C16_1500_1999_1PF_1C,C16_1500_1999_1PF_2C,C16_1500_1999_1PF_3C,C16_1500_1999_1PF_4mC,C16_1500_1999_1PF_T,C16_2000_2499_1PF_1C,C16_2000_2499_1PF_2C,C16_2000_2499_1PF_3C,C16_2000_2499_1PF_4mC,C16_2000_2499_1PF_T,C16_2500_2999_1PF_1C,C16_2500_2999_1PF_2C,C16_2500_2999_1PF_3C,C16_2500_2999_1PF_4mC,C16_2500_2999_1PF_T,C16_3000_3999_1PF_1C,C16_3000_3999_1PF_2C,C16_3000_3999_1PF_3C,C16_3000_3999_1PF_4mC,C16_3000_3999_1PF_T,C16_4000m_1PF_1C,C16_4000m_1PF_2C,C16_4000m_1PF_3C,C16_4000m_1PF_4mo_ch,C16_4000m_1PF_T,C16_Par_inc_st_1PF_1C,C16_Par_inc_st_1PF_2C,C16_Par_inc_st_1PF_3C,C16_Par_inc_st_1PF_4mC,C16_Par_inc_st_1PF_T,C16_All_inc_ns_1PF_1Ch,C16_All_inc_ns_1PF_2C,C16_All_inc_ns_1PF_3C,C16_All_inc_ns_1PF_4mC,C16_All_inc_ns_1PF_T,C16_Tot_1PF_1C,C16_Tot_1PF_2C,C16_Tot_1PF_3C,C16_Tot_1PF_4mC,C16_Tot_1PF_T
601031018,12,3,0,3,15,7,10,3,0,25,33,14,7,0,58,24,15,0,0,39,3,6,0,0,14,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,4,6,0,0,13,3,0,0,0,3,126,82,23,9,240
601031019,24,10,0,0,41,20,9,8,4,38,39,12,4,3,66,25,7,0,0,30,0,3,0,0,7,7,3,0,0,9,0,0,0,0,0,0,0,0,0,0,15,15,3,3,28,0,0,0,0,6,184,84,27,16,312
601031020,25,10,8,4,40,31,12,9,3,49,44,23,4,3,74,12,6,3,0,27,3,8,5,0,15,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,11,7,7,0,25,11,3,3,0,12,208,99,56,25,376
601031021,20,8,4,4,33,15,7,0,4,23,29,10,0,0,41,17,6,3,0,25,4,4,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,14,0,0,27,8,3,0,0,10,126,67,15,12,223
601041022,33,12,10,7,65,47,25,9,4,79,78,39,3,3,125,23,27,0,0,52,25,13,0,0,38,3,0,0,0,9,5,0,0,0,5,0,0,0,0,3,20,16,11,3,46,3,3,3,0,13,322,190,52,22,585
601041023,20,12,5,3,41,27,15,9,0,45,74,30,9,4,116,44,17,5,0,73,16,13,3,0,33,0,0,0,0,3,3,3,0,0,11,0,0,0,0,0,20,11,12,0,48,3,0,0,0,3,273,140,44,13,462
601041024,14,19,3,0,37,13,10,7,0,21,38,21,5,3,65,16,13,6,0,33,6,9,3,0,15,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,6,12,4,0,30,0,4,0,0,3,132,106,36,7,281
601041025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601041026,4,4,4,0,16,8,5,0,0,9,19,3,3,0,24,3,4,0,0,10,5,3,5,0,8,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,19,0,3,0,23,0,0,0,0,0,72,36,20,3,129
601051027,13,0,0,0,20,20,4,0,3,31,26,15,5,0,47,28,10,0,0,31,16,3,3,0,22,4,0,0,0,3,4,0,0,0,8,3,0,0,0,3,14,3,0,0,24,0,0,0,0,0,163,51,12,3,239
601051028,16,12,0,0,25,23,8,0,0,33,41,25,3,0,67,34,15,6,0,49,13,11,4,0,24,13,3,0,0,15,3,3,0,0,6,0,0,0,0,3,16,15,8,0,32,5,0,0,0,7,181,112,17,11,315
601051029,8,3,0,0,18,12,0,0,0,10,23,15,3,0,40,13,11,0,0,23,3,0,4,0,11,0,4,0,0,4,3,0,0,0,3,0,0,0,0,0,9,10,0,0,17,0,0,0,0,0,91,46,6,0,148
601051030,8,4,0,0,19,11,12,3,0,25,21,18,3,0,46,17,11,0,0,27,12,8,6,3,21,3,0,0,0,5,3,3,0,0,3,0,4,0,0,3,17,6,3,0,26,0,0,0,0,3,129,74,20,9,233
601051031,12,3,0,0,17,11,8,0,0,17,48,10,7,0,67,26,4,3,3,35,16,8,0,0,24,8,3,0,0,15,3,3,0,0,9,12,3,3,0,13,6,13,3,0,26,4,0,0,0,3,183,57,25,5,265
601051032,11,5,0,0,22,16,7,0,0,22,35,15,0,0,51,19,10,0,0,33,12,4,3,0,19,0,0,0,0,3,4,3,0,0,3,0,0,0,0,0,9,9,0,3,24,3,0,0,0,3,133,64,8,10,210
601051033,11,5,0,0,14,14,6,0,0,24,31,7,0,0,38,30,11,0,0,39,19,10,0,0,32,7,4,0,0,15,4,4,0,0,7,3,0,0,0,3,11,5,6,0,20,0,0,0,0,0,165,58,17,0,236
601061034,12,13,10,4,39,30,15,6,0,48,36,18,6,0,66,20,15,0,3,36,3,0,4,0,13,5,3,0,0,11,3,3,0,0,9,0,0,0,0,0,22,13,3,0,35,3,0,0,0,5,205,113,55,13,387
601061035,28,10,3,4,44,35,11,4,0,45,54,33,4,0,95,23,11,10,3,46,13,6,0,0,22,0,0,0,0,7,3,0,0,0,3,0,0,0,0,3,10,7,6,4,30,3,0,0,0,10,224,108,43,14,389
602011036,16,11,0,0,27,10,5,0,0,21,21,13,0,0,35,13,10,0,0,21,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,9,0,0,0,0,3,109,52,13,7,183
602011037,20,11,3,4,37,20,5,3,0,27,38,10,8,0,53,12,11,0,0,20,6,5,0,0,7,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,7,6,5,3,21,0,0,0,0,0,146,66,26,7,241
602011038,10,8,4,0,20,19,5,3,0,23,24,11,10,0,41,8,0,5,0,14,6,3,3,0,13,3,0,0,0,3,3,3,0,0,4,0,3,0,0,3,14,3,0,0,16,3,0,0,0,3,115,48,28,5,189
602011039,8,3,3,0,15,6,0,0,0,6,19,8,3,0,34,9,3,0,0,13,7,5,0,0,7,4,0,0,0,4,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,70,34,11,4,120
602011040,13,10,0,0,25,12,4,0,0,15,22,12,3,0,35,6,0,0,0,10,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,8,5,0,0,15,9,3,0,0,6,107,55,19,3,190
602011041,43,16,8,4,72,30,14,3,3,60,47,22,3,5,78,13,10,0,0,32,4,8,0,0,15,3,3,0,0,5,0,4,0,0,8,4,0,0,0,7,15,7,10,3,38,15,5,3,0,27,287,155,60,29,533
602011042,14,4,10,4,27,15,10,3,3,27,34,17,3,0,47,12,17,0,0,23,11,10,0,0,16,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,5,5,0,0,17,0,3,0,0,3,101,82,21,11,212
602011043,8,3,0,0,12,16,10,3,0,22,20,10,3,3,35,9,8,0,0,11,4,3,0,0,7,0,0,3,0,3,3,0,0,0,3,0,0,0,0,0,8,3,0,0,10,0,0,0,0,0,87,43,12,10,149
602011044,23,6,5,0,36,23,6,3,0,35,35,17,3,0,51,23,12,3,0,33,11,3,0,0,15,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,9,11,4,0,29,0,3,0,0,3,166,80,26,4,278
602011045,18,21,4,0,46,26,13,4,6,49,20,13,0,0,40,10,3,0,0,11,5,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,3,14,3,0,7,0,16,166,99,39,16,328
602011046,23,12,4,0,37,14,8,8,0,29,25,6,6,3,43,10,12,11,0,32,9,5,0,3,11,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,10,3,0,18,0,3,0,0,7,124,69,37,10,241
602011047,20,7,3,0,25,14,7,0,0,23,25,9,3,0,42,12,10,0,0,20,8,4,0,0,11,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,10,3,0,16,3,0,0,0,4,129,67,24,3,223
602011048,16,8,4,3,33,21,7,0,0,32,31,15,6,3,55,10,16,0,0,30,12,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,6,0,32,3,0,0,0,3,140,91,37,5,266
602011049,5,12,0,0,20,9,4,0,0,15,22,10,3,0,37,5,10,0,0,16,9,0,0,0,10,3,0,0,0,3,3,3,0,0,3,0,0,0,0,0,10,5,6,0,18,0,0,0,0,3,84,54,13,0,162
602011050,15,10,0,0,29,15,4,0,0,26,25,8,9,0,43,9,3,0,0,18,3,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,5,0,0,10,4,3,0,0,4,147,63,23,8,241
602011051,16,6,3,0,27,14,3,3,0,18,24,5,4,3,32,14,9,0,0,23,12,3,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,5,0,16,3,0,0,0,3,107,43,12,6,172
602011052,13,8,3,0,31,10,0,3,0,14,21,5,4,0,32,8,3,0,0,14,4,5,0,0,15,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,16,5,3,0,22,6,4,0,0,4,104,49,26,3,179
602021053,19,6,7,0,29,7,6,4,5,19,13,11,0,0,19,4,0,0,0,9,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,18,3,0,0,0,4,100,49,15,8,168
602021054,16,8,3,3,26,16,4,0,3,30,25,7,6,0,31,8,5,0,0,12,4,4,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,6,3,0,25,0,0,0,0,4,121,55,21,11,216
602021055,20,7,0,3,30,15,0,3,3,18,26,12,0,0,37,12,8,3,0,27,4,3,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,7,5,0,20,5,0,0,0,5,121,49,19,10,202
602021056,14,3,0,0,21,14,6,3,0,16,17,4,3,0,23,0,3,3,0,9,8,3,0,0,8,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,5,3,0,0,15,0,0,0,0,0,72,35,13,4,123
602021057,12,0,3,0,17,7,3,0,0,7,14,3,0,4,26,3,0,0,0,6,3,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,4,0,0,12,0,0,0,0,0,68,39,13,3,118
602031058,14,3,0,0,13,5,3,0,0,13,6,3,0,0,10,9,6,0,0,10,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,14,0,0,0,0,0,71,33,8,3,120
602031059,22,9,7,3,44,18,3,4,0,24,33,9,4,3,57,8,4,0,0,13,3,0,0,0,3,0,3,0,0,8,0,3,0,0,3,3,0,0,0,3,17,14,9,3,34,3,3,0,0,7,184,79,47,21,326
602031060,12,5,7,0,26,9,5,0,0,22,18,3,0,0,28,10,3,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,16,0,0,0,0,4,99,47,21,4,173
602031061,11,6,3,0,16,5,0,0,0,12,8,3,0,3,14,3,0,0,0,4,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,6,0,4,21,0,0,0,0,0,70,30,8,8,115
602031062,12,0,3,0,18,12,3,0,0,18,26,11,6,0,39,10,5,3,0,15,6,5,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,5,0,16,3,0,0,0,3,103,53,15,8,176
602031064,14,16,0,3,33,16,10,0,0,21,21,5,0,0,33,8,3,0,0,14,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,7,3,38,5,0,0,0,3,123,72,16,10,223
602031099,0,0,0,0,0,6,0,0,0,6,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,18,3,0,0,22
602031100,14,3,3,0,28,18,6,0,4,26,27,8,3,0,39,8,0,5,0,15,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,10,4,3,20,0,0,0,0,0,133,61,36,8,236
603011065,5,3,0,0,9,8,0,0,0,8,9,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,47,15,3,3,69
603011066,6,3,0,0,8,9,5,0,0,13,10,3,0,0,14,5,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,4,14,3,0,0,0,3,66,24,16,3,107
603011067,22,12,3,4,47,24,11,0,0,37,27,10,3,3,48,7,3,0,0,10,9,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,3,3,25,3,0,0,0,3,154,71,27,12,261
603011068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603021069,7,0,3,0,13,3,0,0,0,6,10,9,0,0,20,4,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,0,0,0,0,0,53,21,4,0,79
603021070,14,13,3,0,20,8,6,0,0,20,15,5,0,3,23,20,3,3,0,23,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,7,15,3,0,0,0,3,101,56,8,11,180
603021071,14,8,0,0,17,5,0,0,0,10,18,3,0,0,20,4,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,10,4,0,0,0,3,77,37,9,4,131
603021072,19,6,4,0,31,27,14,0,3,42,29,15,3,7,55,16,9,10,0,34,5,6,0,0,14,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,12,8,0,31,0,3,0,0,9,171,94,39,16,320
603031073,7,3,0,0,11,9,0,0,0,10,10,3,0,0,10,3,3,0,0,9,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,15,0,0,0,0,0,54,22,3,3,82
603031074,9,6,3,0,19,9,5,0,0,23,16,0,0,0,14,4,0,0,0,4,0,0,0,0,6,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,10,6,4,0,22,0,0,3,0,5,78,47,18,3,141
604011075,9,5,4,0,19,21,3,3,0,21,17,8,3,3,34,3,4,0,0,14,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,16,0,0,0,0,3,104,57,17,8,191
604011076,13,10,4,0,21,15,0,0,0,19,19,6,3,0,25,6,4,0,0,13,4,3,0,0,5,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,3,10,3,0,12,3,0,0,0,3,89,41,15,7,149
604011077,13,8,4,0,35,19,5,3,0,31,22,8,0,0,36,7,0,0,0,10,3,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,19,0,0,0,0,0,138,67,21,3,227
604011078,15,12,9,7,38,27,11,3,0,43,38,14,6,3,69,16,8,0,3,25,5,8,0,0,15,7,0,0,0,7,0,0,0,0,3,0,0,0,0,0,10,9,7,0,26,7,3,0,4,12,199,94,37,22,353
604011079,13,8,5,0,26,11,9,3,0,21,14,4,0,0,24,11,3,3,0,18,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,0,22,4,0,0,0,4,106,58,26,5,194
604011080,3,6,3,0,18,14,3,6,0,26,18,10,0,3,35,10,6,3,0,23,4,0,0,0,3,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,10,3,0,19,3,0,0,0,6,97,52,25,6,180
604011081,12,10,3,3,25,19,9,4,0,33,13,10,3,0,27,6,5,0,0,5,0,3,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,10,6,4,0,20,0,0,0,0,3,102,61,21,7,189
604011082,28,14,4,3,47,30,15,5,4,45,42,25,9,3,72,17,3,0,0,24,3,0,0,0,8,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17,13,0,3,38,3,0,0,0,7,200,102,29,17,352
604011083,20,13,5,0,32,28,5,0,3,36,26,3,4,3,34,10,3,0,0,15,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,3,4,22,6,3,0,0,7,137,55,26,11,230
604011084,20,15,7,6,40,22,6,8,0,39,31,5,6,4,44,7,9,0,0,19,3,3,0,0,10,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,7,14,5,0,30,3,5,0,0,8,144,68,35,13,271
604021085,59,39,12,4,112,49,27,13,9,95,86,47,15,5,158,33,23,4,0,62,8,6,3,0,22,5,3,0,0,9,5,3,0,0,7,3,0,0,0,6,38,21,7,5,74,5,4,0,3,12,459,242,85,37,827
604021086,23,13,4,3,44,22,6,7,0,38,17,6,3,4,37,10,11,3,0,21,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,9,0,3,24,10,3,3,3,16,159,97,29,19,312
604021087,27,9,4,0,42,11,8,3,0,19,25,11,6,0,34,13,4,0,0,16,3,3,3,0,8,3,0,0,0,6,0,3,0,0,3,0,0,0,0,0,8,5,3,0,19,9,3,0,0,5,126,69,17,6,225
604021088,9,8,7,0,18,17,5,0,0,28,17,3,6,4,27,6,0,0,0,11,7,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,3,0,0,0,9,72,40,23,8,139
604021089,11,8,3,0,27,8,7,0,0,16,25,7,0,0,38,10,6,3,0,18,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,9,3,0,16,8,0,0,0,9,109,58,17,5,192
604021090,4,7,3,0,13,9,0,0,0,10,11,9,0,0,18,3,3,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,10,0,0,0,0,4,50,38,11,0,100
604021091,16,7,4,3,28,9,11,0,4,23,28,12,3,3,47,6,3,0,3,18,3,7,0,0,7,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,7,3,3,0,19,3,3,0,0,11,126,72,12,15,221
604021092,8,3,0,0,8,6,10,0,0,13,10,14,3,0,30,9,0,3,0,12,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,10,0,3,0,0,3,51,42,7,0,96
604031093,0,0,0,0,4,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,0,0,0,0,0,23,12,0,3,40
604031094,11,3,0,0,18,0,4,0,3,10,17,5,0,0,24,10,0,3,0,10,3,0,0,0,11,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,9,3,0,14,0,4,0,0,3,66,40,10,8,121
604031095,10,8,3,0,17,15,3,3,0,25,11,4,0,5,25,14,0,0,0,12,7,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,20,7,3,0,0,12,101,39,16,7,169
604031096,6,3,7,0,19,8,6,0,0,14,4,4,3,0,13,4,5,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,53,43,19,4,114
604031097,6,6,3,0,16,12,6,0,0,23,14,3,0,0,17,7,4,0,0,9,0,0,0,0,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,7,3,0,21,6,3,3,0,6,99,53,18,9,175
604031098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701011001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701011002,0,0,0,0,7,0,0,0,0,9,15,3,0,0,19,7,0,0,0,12,3,0,0,0,5,8,0,0,0,8,8,0,0,0,13,6,0,0,0,6,0,0,0,0,5,0,0,0,0,0,68,12,4,0,85
701011003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701011004,0,0,0,0,0,7,0,0,0,7,8,0,0,0,10,12,3,0,0,8,5,5,0,0,10,3,0,0,0,5,5,3,0,0,8,3,0,0,0,4,4,3,3,3,13,0,0,0,0,0,54,20,7,4,78
701011005,3,0,0,0,4,3,0,0,0,3,4,7,0,0,8,8,0,0,0,7,9,0,0,0,15,3,0,0,0,7,3,0,0,0,6,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,47,13,5,0,63
701011006,3,0,0,0,8,3,0,0,0,4,11,3,4,0,19,5,4,0,0,11,10,5,0,0,14,3,3,0,0,6,4,3,0,0,9,0,0,0,0,3,7,3,0,0,14,3,0,0,0,3,69,39,13,3,120
701011007,3,0,0,0,3,4,0,0,0,4,12,0,0,0,8,8,3,0,0,8,5,3,0,0,10,5,0,0,0,4,0,0,0,0,0,3,0,0,0,3,8,0,0,0,10,0,4,0,0,4,58,16,3,0,84
701011008,8,0,0,0,9,5,0,0,0,5,6,8,0,0,16,17,3,0,0,23,14,3,0,0,17,4,0,0,0,5,4,3,0,0,6,3,3,0,0,4,6,0,0,0,12,0,0,0,0,0,76,24,4,3,109
701011009,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,0,4,9,6,0,0,16,3,0,0,0,3,3,0,0,0,3,7,0,0,0,6,4,8,0,0,8,0,0,0,0,0,31,22,0,0,57
701021010,4,3,0,0,11,7,3,5,0,15,9,3,0,0,11,6,0,0,0,6,5,0,3,0,13,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,3,5,0,0,14,4,0,0,0,6,52,23,16,3,91
701021011,0,0,0,0,5,0,3,0,0,9,12,9,5,0,21,13,3,0,0,16,13,3,0,0,16,3,3,0,0,8,4,0,0,0,9,3,0,0,0,3,8,5,0,0,13,0,0,0,0,4,66,32,10,6,119
701021012,3,0,0,0,5,4,0,0,0,3,8,4,0,0,10,4,0,0,0,3,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,3,0,0,5,0,0,0,0,0,27,14,3,0,44
701021013,6,0,0,0,8,7,0,0,0,10,12,8,4,3,26,5,3,5,0,13,3,0,0,0,4,3,0,0,0,4,0,3,0,0,3,0,0,0,0,3,6,0,0,0,8,0,0,0,0,0,58,23,11,6,95
701021014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701021015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701021016,8,0,0,0,8,10,3,0,0,8,26,8,0,0,34,11,0,0,0,12,7,4,0,0,7,4,0,0,0,7,3,0,0,0,3,0,0,0,0,3,3,4,0,0,4,3,0,0,0,5,84,29,3,0,118
701021017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701021018,3,0,0,0,3,0,3,3,3,4,12,6,0,0,24,9,3,0,0,12,3,0,3,0,8,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,8,8,0,0,15,0,0,0,0,0,42,25,11,7,86
701021019,8,5,9,6,22,16,8,0,3,24,22,12,0,0,34,18,9,0,4,31,13,6,4,0,24,7,3,0,0,7,3,0,0,0,4,0,4,0,0,5,15,16,7,3,35,0,4,0,0,7,116,77,36,24,255
701021020,5,0,0,0,6,5,3,0,0,14,20,3,0,0,28,18,15,0,0,32,10,4,3,0,13,9,0,0,0,15,4,0,0,0,5,0,0,0,0,4,7,4,0,3,10,4,0,3,0,5,97,38,18,5,161
701021021,0,0,0,0,0,3,0,0,0,3,0,3,0,0,7,6,3,0,0,17,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,31,16,11,0,60
701021022,10,3,3,0,21,11,9,0,3,13,18,10,0,0,25,9,8,3,0,20,10,3,0,0,12,5,3,0,0,9,3,0,0,0,8,3,0,0,0,6,8,7,3,0,22,0,0,3,0,5,94,64,12,8,189
701021023,11,4,0,0,9,4,0,0,0,6,10,3,0,0,20,10,0,0,0,9,10,0,0,0,11,6,0,0,0,5,0,0,0,0,3,0,0,0,0,3,5,0,3,4,12,0,3,0,0,3,67,22,8,5,107
701021024,9,0,0,0,12,5,3,0,0,10,9,3,0,0,17,3,8,0,0,9,10,3,0,0,17,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,3,4,0,3,16,3,3,0,0,9,53,28,8,5,98
701021025,0,0,0,0,5,5,0,3,0,9,11,11,0,0,18,16,0,0,0,20,8,3,0,0,15,4,0,0,0,7,0,3,0,0,3,0,0,0,0,3,8,3,0,0,16,0,0,0,0,3,71,32,3,5,106
701021026,6,3,0,0,14,9,0,0,0,10,11,3,3,0,16,14,3,0,0,21,7,3,0,0,7,0,4,0,0,0,3,0,0,0,5,0,0,0,0,3,10,0,3,0,15,4,0,0,0,4,71,27,12,4,103
701021027,0,0,0,0,4,3,0,0,0,3,11,10,0,0,20,8,5,0,0,16,8,3,0,0,10,3,0,0,0,5,0,0,0,0,3,0,0,0,0,0,10,9,3,0,21,0,3,0,0,3,56,33,6,8,102
701021028,4,0,0,0,4,0,0,0,0,3,14,5,4,3,16,10,0,0,0,7,5,3,0,0,6,7,0,0,0,7,0,0,0,0,4,0,0,0,0,0,5,3,0,3,10,3,0,0,0,3,56,15,11,6,88
701021029,4,3,0,0,6,3,3,0,0,8,3,0,0,0,9,5,3,3,0,6,7,0,3,0,8,0,0,3,0,8,3,3,0,0,4,0,0,0,0,0,4,7,3,0,9,3,0,0,0,3,41,16,12,10,78
701021030,3,0,3,0,9,3,3,0,0,12,9,6,3,3,22,8,0,6,0,14,5,4,0,0,11,10,0,0,0,10,0,0,3,0,3,0,0,0,0,3,7,4,3,0,12,8,0,0,0,9,71,30,15,4,122
701031031,3,0,0,0,7,4,0,0,0,5,18,4,3,0,24,3,5,0,0,11,10,3,0,0,12,4,0,0,0,3,3,3,0,0,3,0,0,0,0,0,3,0,3,0,9,3,0,0,0,0,63,26,7,3,97
