SA4_NAME16	Year	Age	FOE	adults
Sydney - North Sydney and Hornsby	2016	85+	Food hospitality and personal services	67
Sydney - North Sydney and Hornsby	2016	85+	Health	744
Sydney - North Sydney and Hornsby	2016	85+	Information technology	7
Sydney - North Sydney and Hornsby	2016	85+	Management and commerce	1023
Sydney - North Sydney and Hornsby	2016	85+	Mixed field programmes	21
Sydney - North Sydney and Hornsby	2016	85+	Natural and physical sciences	229
Sydney - North Sydney and Hornsby	2016	85+	Society and culture	517
Sydney - Northern Beaches	2006	15-19	Agriculture environmental and related studies	4
Sydney - Northern Beaches	2006	15-19	Architecture and building	26
Sydney - Northern Beaches	2006	15-19	Creative arts	59
Sydney - Northern Beaches	2006	15-19	Education	7
Sydney - Northern Beaches	2006	15-19	Engineering and related technologies	34
Sydney - Northern Beaches	2006	15-19	Field of study not stated	1533
Sydney - Northern Beaches	2006	15-19	Food hospitality and personal services	109
Sydney - Northern Beaches	2006	15-19	Health	20
Sydney - Northern Beaches	2006	15-19	Information technology	37
Sydney - Northern Beaches	2006	15-19	Management and commerce	183
Sydney - Northern Beaches	2006	15-19	Mixed field programmes	10
Sydney - Northern Beaches	2006	15-19	Natural and physical sciences	9
Sydney - Northern Beaches	2006	15-19	Society and culture	102
Sydney - Northern Beaches	2006	20-24	Agriculture environmental and related studies	130
Sydney - Northern Beaches	2006	20-24	Architecture and building	350
Sydney - Northern Beaches	2006	20-24	Creative arts	646
Sydney - Northern Beaches	2006	20-24	Education	167
Sydney - Northern Beaches	2006	20-24	Engineering and related technologies	489
Sydney - Northern Beaches	2006	20-24	Field of study not stated	1177
Sydney - Northern Beaches	2006	20-24	Food hospitality and personal services	478
Sydney - Northern Beaches	2006	20-24	Health	298
Sydney - Northern Beaches	2006	20-24	Information technology	271
Sydney - Northern Beaches	2006	20-24	Management and commerce	1604
Sydney - Northern Beaches	2006	20-24	Mixed field programmes	20
Sydney - Northern Beaches	2006	20-24	Natural and physical sciences	155
Sydney - Northern Beaches	2006	20-24	Society and culture	694
Sydney - Northern Beaches	2006	25-34	Agriculture environmental and related studies	555
Sydney - Northern Beaches	2006	25-34	Architecture and building	1605
Sydney - Northern Beaches	2006	25-34	Creative arts	1717
Sydney - Northern Beaches	2006	25-34	Education	1376
Sydney - Northern Beaches	2006	25-34	Engineering and related technologies	2467
Sydney - Northern Beaches	2006	25-34	Field of study not stated	2948
Sydney - Northern Beaches	2006	25-34	Food hospitality and personal services	1270
Sydney - Northern Beaches	2006	25-34	Health	1621
Sydney - Northern Beaches	2006	25-34	Information technology	951
Sydney - Northern Beaches	2006	25-34	Management and commerce	6195
Sydney - Northern Beaches	2006	25-34	Mixed field programmes	15
Sydney - Northern Beaches	2006	25-34	Natural and physical sciences	762
Sydney - Northern Beaches	2006	25-34	Society and culture	2848
Sydney - Northern Beaches	2006	35-44	Agriculture environmental and related studies	460
Sydney - Northern Beaches	2006	35-44	Architecture and building	1787
Sydney - Northern Beaches	2006	35-44	Creative arts	1384
Sydney - Northern Beaches	2006	35-44	Education	1730
Sydney - Northern Beaches	2006	35-44	Engineering and related technologies	3485
Sydney - Northern Beaches	2006	35-44	Field of study not stated	3096
Sydney - Northern Beaches	2006	35-44	Food hospitality and personal services	1203
Sydney - Northern Beaches	2006	35-44	Health	2149
Sydney - Northern Beaches	2006	35-44	Information technology	1010
Sydney - Northern Beaches	2006	35-44	Management and commerce	7472
Sydney - Northern Beaches	2006	35-44	Mixed field programmes	13
Sydney - Northern Beaches	2006	35-44	Natural and physical sciences	930
Sydney - Northern Beaches	2006	35-44	Society and culture	2965
Sydney - Northern Beaches	2006	45-54	Agriculture environmental and related studies	308
Sydney - Northern Beaches	2006	45-54	Architecture and building	1274
Sydney - Northern Beaches	2006	45-54	Creative arts	887
Sydney - Northern Beaches	2006	45-54	Education	2205
Sydney - Northern Beaches	2006	45-54	Engineering and related technologies	3003
Sydney - Northern Beaches	2006	45-54	Field of study not stated	2637
Sydney - Northern Beaches	2006	45-54	Food hospitality and personal services	721
Sydney - Northern Beaches	2006	45-54	Health	2048
Sydney - Northern Beaches	2006	45-54	Information technology	587
Sydney - Northern Beaches	2006	45-54	Management and commerce	5125
Sydney - Northern Beaches	2006	45-54	Mixed field programmes	10
Sydney - Northern Beaches	2006	45-54	Natural and physical sciences	814
Sydney - Northern Beaches	2006	45-54	Society and culture	2313
Sydney - Northern Beaches	2006	55-64	Agriculture environmental and related studies	155
Sydney - Northern Beaches	2006	55-64	Architecture and building	963
Sydney - Northern Beaches	2006	55-64	Creative arts	452
Sydney - Northern Beaches	2006	55-64	Education	1597
Sydney - Northern Beaches	2006	55-64	Engineering and related technologies	2582
Sydney - Northern Beaches	2006	55-64	Field of study not stated	2227
Sydney - Northern Beaches	2006	55-64	Food hospitality and personal services	549
Sydney - Northern Beaches	2006	55-64	Health	1300
Sydney - Northern Beaches	2006	55-64	Information technology	222
Sydney - Northern Beaches	2006	55-64	Management and commerce	3847
Sydney - Northern Beaches	2006	55-64	Mixed field programmes	10
Sydney - Northern Beaches	2006	55-64	Natural and physical sciences	592
Sydney - Northern Beaches	2006	55-64	Society and culture	1589
Sydney - Northern Beaches	2006	65-74	Agriculture environmental and related studies	111
Sydney - Northern Beaches	2006	65-74	Architecture and building	625
Sydney - Northern Beaches	2006	65-74	Creative arts	199
Sydney - Northern Beaches	2006	65-74	Education	820
Sydney - Northern Beaches	2006	65-74	Engineering and related technologies	1761
Sydney - Northern Beaches	2006	65-74	Field of study not stated	1800
Sydney - Northern Beaches	2006	65-74	Food hospitality and personal services	211
Sydney - Northern Beaches	2006	65-74	Health	876
Sydney - Northern Beaches	2006	65-74	Information technology	44
Sydney - Northern Beaches	2006	65-74	Management and commerce	1784
Sydney - Northern Beaches	2006	65-74	Mixed field programmes	4
Sydney - Northern Beaches	2006	65-74	Natural and physical sciences	204
Sydney - Northern Beaches	2006	65-74	Society and culture	627
Sydney - Northern Beaches	2006	75-84	Agriculture environmental and related studies	44
Sydney - Northern Beaches	2006	75-84	Architecture and building	313
Sydney - Northern Beaches	2006	75-84	Creative arts	152
Sydney - Northern Beaches	2006	75-84	Education	385
Sydney - Northern Beaches	2006	75-84	Engineering and related technologies	1133
Sydney - Northern Beaches	2006	75-84	Field of study not stated	2546
Sydney - Northern Beaches	2006	75-84	Food hospitality and personal services	130
Sydney - Northern Beaches	2006	75-84	Health	560
Sydney - Northern Beaches	2006	75-84	Information technology	3
Sydney - Northern Beaches	2006	75-84	Management and commerce	1026
Sydney - Northern Beaches	2006	75-84	Mixed field programmes	17
Sydney - Northern Beaches	2006	75-84	Natural and physical sciences	115
Sydney - Northern Beaches	2006	75-84	Society and culture	347
Sydney - Northern Beaches	2006	85+	Agriculture environmental and related studies	19
Sydney - Northern Beaches	2006	85+	Architecture and building	86
Sydney - Northern Beaches	2006	85+	Creative arts	52
Sydney - Northern Beaches	2006	85+	Education	114
Sydney - Northern Beaches	2006	85+	Engineering and related technologies	274
Sydney - Northern Beaches	2006	85+	Field of study not stated	1774
Sydney - Northern Beaches	2006	85+	Food hospitality and personal services	51
Sydney - Northern Beaches	2006	85+	Health	159
Sydney - Northern Beaches	2006	85+	Information technology	3
Sydney - Northern Beaches	2006	85+	Management and commerce	284
Sydney - Northern Beaches	2006	85+	Mixed field programmes	10
Sydney - Northern Beaches	2006	85+	Natural and physical sciences	22
Sydney - Northern Beaches	2006	85+	Society and culture	71
Sydney - Northern Beaches	2011	15-19	Agriculture environmental and related studies	12
Sydney - Northern Beaches	2011	15-19	Architecture and building	31
Sydney - Northern Beaches	2011	15-19	Creative arts	49
Sydney - Northern Beaches	2011	15-19	Education	8
Sydney - Northern Beaches	2011	15-19	Engineering and related technologies	37
Sydney - Northern Beaches	2011	15-19	Field of study not stated	1024
Sydney - Northern Beaches	2011	15-19	Food hospitality and personal services	102
Sydney - Northern Beaches	2011	15-19	Health	31
Sydney - Northern Beaches	2011	15-19	Information technology	21
Sydney - Northern Beaches	2011	15-19	Management and commerce	122
Sydney - Northern Beaches	2011	15-19	Mixed field programmes	11
Sydney - Northern Beaches	2011	15-19	Natural and physical sciences	0
Sydney - Northern Beaches	2011	15-19	Society and culture	85
Sydney - Northern Beaches	2011	20-24	Agriculture environmental and related studies	115
Sydney - Northern Beaches	2011	20-24	Architecture and building	393
Sydney - Northern Beaches	2011	20-24	Creative arts	695
Sydney - Northern Beaches	2011	20-24	Education	182
Sydney - Northern Beaches	2011	20-24	Engineering and related technologies	449
Sydney - Northern Beaches	2011	20-24	Field of study not stated	870
Sydney - Northern Beaches	2011	20-24	Food hospitality and personal services	491
Sydney - Northern Beaches	2011	20-24	Health	323
Sydney - Northern Beaches	2011	20-24	Information technology	181
Sydney - Northern Beaches	2011	20-24	Management and commerce	1468
Sydney - Northern Beaches	2011	20-24	Mixed field programmes	7
Sydney - Northern Beaches	2011	20-24	Natural and physical sciences	152
Sydney - Northern Beaches	2011	20-24	Society and culture	836
Sydney - Northern Beaches	2011	25-34	Agriculture environmental and related studies	502
Sydney - Northern Beaches	2011	25-34	Architecture and building	1629
Sydney - Northern Beaches	2011	25-34	Creative arts	2003
Sydney - Northern Beaches	2011	25-34	Education	1483
Sydney - Northern Beaches	2011	25-34	Engineering and related technologies	2116
Sydney - Northern Beaches	2011	25-34	Field of study not stated	2243
Sydney - Northern Beaches	2011	25-34	Food hospitality and personal services	1316
Sydney - Northern Beaches	2011	25-34	Health	1751
Sydney - Northern Beaches	2011	25-34	Information technology	1024
Sydney - Northern Beaches	2011	25-34	Management and commerce	6173
Sydney - Northern Beaches	2011	25-34	Mixed field programmes	13
Sydney - Northern Beaches	2011	25-34	Natural and physical sciences	673
Sydney - Northern Beaches	2011	25-34	Society and culture	2836
Sydney - Northern Beaches	2011	35-44	Agriculture environmental and related studies	570
Sydney - Northern Beaches	2011	35-44	Architecture and building	1985
Sydney - Northern Beaches	2011	35-44	Creative arts	1780
Sydney - Northern Beaches	2011	35-44	Education	1938
Sydney - Northern Beaches	2011	35-44	Engineering and related technologies	3189
Sydney - Northern Beaches	2011	35-44	Field of study not stated	2559
Sydney - Northern Beaches	2011	35-44	Food hospitality and personal services	1352
Sydney - Northern Beaches	2011	35-44	Health	2258
Sydney - Northern Beaches	2011	35-44	Information technology	1237
Sydney - Northern Beaches	2011	35-44	Management and commerce	9016
Sydney - Northern Beaches	2011	35-44	Mixed field programmes	19
Sydney - Northern Beaches	2011	35-44	Natural and physical sciences	1111
Sydney - Northern Beaches	2011	35-44	Society and culture	3994
Sydney - Northern Beaches	2011	45-54	Agriculture environmental and related studies	408
Sydney - Northern Beaches	2011	45-54	Architecture and building	1554
Sydney - Northern Beaches	2011	45-54	Creative arts	1096
Sydney - Northern Beaches	2011	45-54	Education	1998
Sydney - Northern Beaches	2011	45-54	Engineering and related technologies	3440
Sydney - Northern Beaches	2011	45-54	Field of study not stated	2270
Sydney - Northern Beaches	2011	45-54	Food hospitality and personal services	915
Sydney - Northern Beaches	2011	45-54	Health	2280
Sydney - Northern Beaches	2011	45-54	Information technology	934
Sydney - Northern Beaches	2011	45-54	Management and commerce	6629
Sydney - Northern Beaches	2011	45-54	Mixed field programmes	15
Sydney - Northern Beaches	2011	45-54	Natural and physical sciences	946
Sydney - Northern Beaches	2011	45-54	Society and culture	2841
Sydney - Northern Beaches	2011	55-64	Agriculture environmental and related studies	175
Sydney - Northern Beaches	2011	55-64	Architecture and building	1071
Sydney - Northern Beaches	2011	55-64	Creative arts	613
Sydney - Northern Beaches	2011	55-64	Education	2050
Sydney - Northern Beaches	2011	55-64	Engineering and related technologies	2569
Sydney - Northern Beaches	2011	55-64	Field of study not stated	1920
Sydney - Northern Beaches	2011	55-64	Food hospitality and personal services	507
Sydney - Northern Beaches	2011	55-64	Health	1631
Sydney - Northern Beaches	2011	55-64	Information technology	361
Sydney - Northern Beaches	2011	55-64	Management and commerce	4468
Sydney - Northern Beaches	2011	55-64	Mixed field programmes	14
Sydney - Northern Beaches	2011	55-64	Natural and physical sciences	652
Sydney - Northern Beaches	2011	55-64	Society and culture	2017
Sydney - Northern Beaches	2011	65-74	Agriculture environmental and related studies	122
Sydney - Northern Beaches	2011	65-74	Architecture and building	661
Sydney - Northern Beaches	2011	65-74	Creative arts	318
Sydney - Northern Beaches	2011	65-74	Education	1133
Sydney - Northern Beaches	2011	65-74	Engineering and related technologies	2083
Sydney - Northern Beaches	2011	65-74	Field of study not stated	1729
Sydney - Northern Beaches	2011	65-74	Food hospitality and personal services	383
Sydney - Northern Beaches	2011	65-74	Health	1057
Sydney - Northern Beaches	2011	65-74	Information technology	72
Sydney - Northern Beaches	2011	65-74	Management and commerce	2564
Sydney - Northern Beaches	2011	65-74	Mixed field programmes	12
Sydney - Northern Beaches	2011	65-74	Natural and physical sciences	390
Sydney - Northern Beaches	2011	65-74	Society and culture	1036
Sydney - Northern Beaches	2011	75-84	Agriculture environmental and related studies	69
Sydney - Northern Beaches	2011	75-84	Architecture and building	371
Sydney - Northern Beaches	2011	75-84	Creative arts	151
