SA4_NAME16	Year	Age5yr	LabourForceStatus	adults
Sydney - Northern Beaches	2011	55-59	Unemployed (looking for full-time work)	180
Sydney - Northern Beaches	2011	55-59	Unemployed (looking for part-time work)	125
Sydney - Northern Beaches	2011	60-64		501
Sydney - Northern Beaches	2011	60-64	Employed (away from work)	296
Sydney - Northern Beaches	2011	60-64	Employed (full-time)	3832
Sydney - Northern Beaches	2011	60-64	Employed (hours worked not stated)	133
Sydney - Northern Beaches	2011	60-64	Employed (part-time)	3026
Sydney - Northern Beaches	2011	60-64	Not in the labour force	4652
Sydney - Northern Beaches	2011	60-64	Unemployed (looking for full-time work)	128
Sydney - Northern Beaches	2011	60-64	Unemployed (looking for part-time work)	133
Sydney - Northern Beaches	2011	65-69		444
Sydney - Northern Beaches	2011	65-69	Employed (away from work)	168
Sydney - Northern Beaches	2011	65-69	Employed (full-time)	1409
Sydney - Northern Beaches	2011	65-69	Employed (hours worked not stated)	61
Sydney - Northern Beaches	2011	65-69	Employed (part-time)	1869
Sydney - Northern Beaches	2011	65-69	Not in the labour force	6664
Sydney - Northern Beaches	2011	65-69	Unemployed (looking for full-time work)	21
Sydney - Northern Beaches	2011	65-69	Unemployed (looking for part-time work)	48
Sydney - Northern Beaches	2011	70-74		413
Sydney - Northern Beaches	2011	70-74	Employed (away from work)	70
Sydney - Northern Beaches	2011	70-74	Employed (full-time)	378
Sydney - Northern Beaches	2011	70-74	Employed (hours worked not stated)	29
Sydney - Northern Beaches	2011	70-74	Employed (part-time)	811
Sydney - Northern Beaches	2011	70-74	Not in the labour force	6407
Sydney - Northern Beaches	2011	70-74	Unemployed (looking for full-time work)	4
Sydney - Northern Beaches	2011	70-74	Unemployed (looking for part-time work)	21
Sydney - Northern Beaches	2011	75+		1492
Sydney - Northern Beaches	2011	75+	Employed (away from work)	41
Sydney - Northern Beaches	2011	75+	Employed (full-time)	145
Sydney - Northern Beaches	2011	75+	Employed (hours worked not stated)	46
Sydney - Northern Beaches	2011	75+	Employed (part-time)	416
Sydney - Northern Beaches	2011	75+	Not in the labour force	15861
Sydney - Northern Beaches	2011	75+	Unemployed (looking for full-time work)	0
Sydney - Northern Beaches	2011	75+	Unemployed (looking for part-time work)	12
Sydney - Northern Beaches	2016	15-19		524
Sydney - Northern Beaches	2016	15-19	Employed (away from work)	227
Sydney - Northern Beaches	2016	15-19	Employed (full-time)	947
Sydney - Northern Beaches	2016	15-19	Employed (hours worked not stated)	125
Sydney - Northern Beaches	2016	15-19	Employed (part-time)	4751
Sydney - Northern Beaches	2016	15-19	Not in the labour force	6985
Sydney - Northern Beaches	2016	15-19	Unemployed (looking for full-time work)	104
Sydney - Northern Beaches	2016	15-19	Unemployed (looking for part-time work)	750
Sydney - Northern Beaches	2016	20-24		633
Sydney - Northern Beaches	2016	20-24	Employed (away from work)	251
Sydney - Northern Beaches	2016	20-24	Employed (full-time)	4899
Sydney - Northern Beaches	2016	20-24	Employed (hours worked not stated)	194
Sydney - Northern Beaches	2016	20-24	Employed (part-time)	4474
Sydney - Northern Beaches	2016	20-24	Not in the labour force	1554
Sydney - Northern Beaches	2016	20-24	Unemployed (looking for full-time work)	237
Sydney - Northern Beaches	2016	20-24	Unemployed (looking for part-time work)	316
Sydney - Northern Beaches	2016	25-29		807
Sydney - Northern Beaches	2016	25-29	Employed (away from work)	334
Sydney - Northern Beaches	2016	25-29	Employed (full-time)	8358
Sydney - Northern Beaches	2016	25-29	Employed (hours worked not stated)	196
Sydney - Northern Beaches	2016	25-29	Employed (part-time)	2405
Sydney - Northern Beaches	2016	25-29	Not in the labour force	1051
Sydney - Northern Beaches	2016	25-29	Unemployed (looking for full-time work)	209
Sydney - Northern Beaches	2016	25-29	Unemployed (looking for part-time work)	130
Sydney - Northern Beaches	2016	30-34		896
Sydney - Northern Beaches	2016	30-34	Employed (away from work)	699
Sydney - Northern Beaches	2016	30-34	Employed (full-time)	9529
Sydney - Northern Beaches	2016	30-34	Employed (hours worked not stated)	194
Sydney - Northern Beaches	2016	30-34	Employed (part-time)	2945
Sydney - Northern Beaches	2016	30-34	Not in the labour force	1485
Sydney - Northern Beaches	2016	30-34	Unemployed (looking for full-time work)	197
Sydney - Northern Beaches	2016	30-34	Unemployed (looking for part-time work)	132
Sydney - Northern Beaches	2016	35-39		888
Sydney - Northern Beaches	2016	35-39	Employed (away from work)	569
Sydney - Northern Beaches	2016	35-39	Employed (full-time)	10127
Sydney - Northern Beaches	2016	35-39	Employed (hours worked not stated)	210
Sydney - Northern Beaches	2016	35-39	Employed (part-time)	3891
Sydney - Northern Beaches	2016	35-39	Not in the labour force	1841
Sydney - Northern Beaches	2016	35-39	Unemployed (looking for full-time work)	194
Sydney - Northern Beaches	2016	35-39	Unemployed (looking for part-time work)	176
Sydney - Northern Beaches	2016	40-44		961
Sydney - Northern Beaches	2016	40-44	Employed (away from work)	361
Sydney - Northern Beaches	2016	40-44	Employed (full-time)	11689
Sydney - Northern Beaches	2016	40-44	Employed (hours worked not stated)	213
Sydney - Northern Beaches	2016	40-44	Employed (part-time)	4635
Sydney - Northern Beaches	2016	40-44	Not in the labour force	1999
Sydney - Northern Beaches	2016	40-44	Unemployed (looking for full-time work)	266
Sydney - Northern Beaches	2016	40-44	Unemployed (looking for part-time work)	185
Sydney - Northern Beaches	2016	45-49		828
Sydney - Northern Beaches	2016	45-49	Employed (away from work)	285
Sydney - Northern Beaches	2016	45-49	Employed (full-time)	11434
Sydney - Northern Beaches	2016	45-49	Employed (hours worked not stated)	201
Sydney - Northern Beaches	2016	45-49	Employed (part-time)	4434
Sydney - Northern Beaches	2016	45-49	Not in the labour force	1863
Sydney - Northern Beaches	2016	45-49	Unemployed (looking for full-time work)	306
Sydney - Northern Beaches	2016	45-49	Unemployed (looking for part-time work)	189
Sydney - Northern Beaches	2016	50-54		815
Sydney - Northern Beaches	2016	50-54	Employed (away from work)	284
Sydney - Northern Beaches	2016	50-54	Employed (full-time)	10110
Sydney - Northern Beaches	2016	50-54	Employed (hours worked not stated)	190
Sydney - Northern Beaches	2016	50-54	Employed (part-time)	4076
Sydney - Northern Beaches	2016	50-54	Not in the labour force	1950
Sydney - Northern Beaches	2016	50-54	Unemployed (looking for full-time work)	281
Sydney - Northern Beaches	2016	50-54	Unemployed (looking for part-time work)	147
Sydney - Northern Beaches	2016	55-59		756
Sydney - Northern Beaches	2016	55-59	Employed (away from work)	318
Sydney - Northern Beaches	2016	55-59	Employed (full-time)	7537
Sydney - Northern Beaches	2016	55-59	Employed (hours worked not stated)	139
Sydney - Northern Beaches	2016	55-59	Employed (part-time)	3631
Sydney - Northern Beaches	2016	55-59	Not in the labour force	2630
Sydney - Northern Beaches	2016	55-59	Unemployed (looking for full-time work)	198
Sydney - Northern Beaches	2016	55-59	Unemployed (looking for part-time work)	129
Sydney - Northern Beaches	2016	60-64		643
Sydney - Northern Beaches	2016	60-64	Employed (away from work)	225
Sydney - Northern Beaches	2016	60-64	Employed (full-time)	4236
Sydney - Northern Beaches	2016	60-64	Employed (hours worked not stated)	113
Sydney - Northern Beaches	2016	60-64	Employed (part-time)	3276
Sydney - Northern Beaches	2016	60-64	Not in the labour force	4280
Sydney - Northern Beaches	2016	60-64	Unemployed (looking for full-time work)	151
Sydney - Northern Beaches	2016	60-64	Unemployed (looking for part-time work)	154
Sydney - Northern Beaches	2016	65-69		671
Sydney - Northern Beaches	2016	65-69	Employed (away from work)	175
Sydney - Northern Beaches	2016	65-69	Employed (full-time)	1673
Sydney - Northern Beaches	2016	65-69	Employed (hours worked not stated)	57
Sydney - Northern Beaches	2016	65-69	Employed (part-time)	2356
Sydney - Northern Beaches	2016	65-69	Not in the labour force	7137
Sydney - Northern Beaches	2016	65-69	Unemployed (looking for full-time work)	41
Sydney - Northern Beaches	2016	65-69	Unemployed (looking for part-time work)	86
Sydney - Northern Beaches	2016	70-74		611
Sydney - Northern Beaches	2016	70-74	Employed (away from work)	71
Sydney - Northern Beaches	2016	70-74	Employed (full-time)	535
Sydney - Northern Beaches	2016	70-74	Employed (hours worked not stated)	34
Sydney - Northern Beaches	2016	70-74	Employed (part-time)	1171
Sydney - Northern Beaches	2016	70-74	Not in the labour force	7794
Sydney - Northern Beaches	2016	70-74	Unemployed (looking for full-time work)	7
Sydney - Northern Beaches	2016	70-74	Unemployed (looking for part-time work)	30
Sydney - Northern Beaches	2016	75+		2125
Sydney - Northern Beaches	2016	75+	Employed (away from work)	39
Sydney - Northern Beaches	2016	75+	Employed (full-time)	215
Sydney - Northern Beaches	2016	75+	Employed (hours worked not stated)	44
Sydney - Northern Beaches	2016	75+	Employed (part-time)	601
Sydney - Northern Beaches	2016	75+	Not in the labour force	16972
Sydney - Northern Beaches	2016	75+	Unemployed (looking for full-time work)	11
Sydney - Northern Beaches	2016	75+	Unemployed (looking for part-time work)	19
Sydney - Outer South West	2006	15-19		902
Sydney - Outer South West	2006	15-19	Employed (away from work)	264
Sydney - Outer South West	2006	15-19	Employed (full-time)	2796
Sydney - Outer South West	2006	15-19	Employed (hours worked not stated)	422
Sydney - Outer South West	2006	15-19	Employed (part-time)	3990
Sydney - Outer South West	2006	15-19	Not in the labour force	8556
Sydney - Outer South West	2006	15-19	Unemployed (looking for full-time work)	822
Sydney - Outer South West	2006	15-19	Unemployed (looking for part-time work)	627
Sydney - Outer South West	2006	20-24		931
Sydney - Outer South West	2006	20-24	Employed (away from work)	320
Sydney - Outer South West	2006	20-24	Employed (full-time)	7801
Sydney - Outer South West	2006	20-24	Employed (hours worked not stated)	489
Sydney - Outer South West	2006	20-24	Employed (part-time)	2966
Sydney - Outer South West	2006	20-24	Not in the labour force	2522
Sydney - Outer South West	2006	20-24	Unemployed (looking for full-time work)	898
Sydney - Outer South West	2006	20-24	Unemployed (looking for part-time work)	257
Sydney - Outer South West	2006	25-29		747
Sydney - Outer South West	2006	25-29	Employed (away from work)	391
Sydney - Outer South West	2006	25-29	Employed (full-time)	7624
Sydney - Outer South West	2006	25-29	Employed (hours worked not stated)	347
Sydney - Outer South West	2006	25-29	Employed (part-time)	1958
Sydney - Outer South West	2006	25-29	Not in the labour force	2595
Sydney - Outer South West	2006	25-29	Unemployed (looking for full-time work)	526
Sydney - Outer South West	2006	25-29	Unemployed (looking for part-time work)	211
Sydney - Outer South West	2006	30-34		850
Sydney - Outer South West	2006	30-34	Employed (away from work)	478
Sydney - Outer South West	2006	30-34	Employed (full-time)	7930
Sydney - Outer South West	2006	30-34	Employed (hours worked not stated)	320
Sydney - Outer South West	2006	30-34	Employed (part-time)	2735
Sydney - Outer South West	2006	30-34	Not in the labour force	3065
Sydney - Outer South West	2006	30-34	Unemployed (looking for full-time work)	445
Sydney - Outer South West	2006	30-34	Unemployed (looking for part-time work)	228
Sydney - Outer South West	2006	35-39		842
Sydney - Outer South West	2006	35-39	Employed (away from work)	413
Sydney - Outer South West	2006	35-39	Employed (full-time)	7970
Sydney - Outer South West	2006	35-39	Employed (hours worked not stated)	317
Sydney - Outer South West	2006	35-39	Employed (part-time)	2974
Sydney - Outer South West	2006	35-39	Not in the labour force	3046
Sydney - Outer South West	2006	35-39	Unemployed (looking for full-time work)	370
Sydney - Outer South West	2006	35-39	Unemployed (looking for part-time work)	250
Sydney - Outer South West	2006	40-44		821
Sydney - Outer South West	2006	40-44	Employed (away from work)	348
Sydney - Outer South West	2006	40-44	Employed (full-time)	8821
Sydney - Outer South West	2006	40-44	Employed (hours worked not stated)	335
Sydney - Outer South West	2006	40-44	Employed (part-time)	3247
Sydney - Outer South West	2006	40-44	Not in the labour force	2558
Sydney - Outer South West	2006	40-44	Unemployed (looking for full-time work)	369
Sydney - Outer South West	2006	40-44	Unemployed (looking for part-time work)	228
Sydney - Outer South West	2006	45-49		790
Sydney - Outer South West	2006	45-49	Employed (away from work)	335
Sydney - Outer South West	2006	45-49	Employed (full-time)	9370
Sydney - Outer South West	2006	45-49	Employed (hours worked not stated)	346
Sydney - Outer South West	2006	45-49	Employed (part-time)	2899
Sydney - Outer South West	2006	45-49	Not in the labour force	2494
Sydney - Outer South West	2006	45-49	Unemployed (looking for full-time work)	377
Sydney - Outer South West	2006	45-49	Unemployed (looking for part-time work)	146
Sydney - Outer South West	2006	50-54		748
Sydney - Outer South West	2006	50-54	Employed (away from work)	356
Sydney - Outer South West	2006	50-54	Employed (full-time)	8071
Sydney - Outer South West	2006	50-54	Employed (hours worked not stated)	326
Sydney - Outer South West	2006	50-54	Employed (part-time)	2428
Sydney - Outer South West	2006	50-54	Not in the labour force	2830
Sydney - Outer South West	2006	50-54	Unemployed (looking for full-time work)	323
Sydney - Outer South West	2006	50-54	Unemployed (looking for part-time work)	140
Sydney - Outer South West	2006	55-59		718
Sydney - Outer South West	2006	55-59	Employed (away from work)	340
Sydney - Outer South West	2006	55-59	Employed (full-time)	5840
Sydney - Outer South West	2006	55-59	Employed (hours worked not stated)	208
Sydney - Outer South West	2006	55-59	Employed (part-time)	2065
Sydney - Outer South West	2006	55-59	Not in the labour force	3910
Sydney - Outer South West	2006	55-59	Unemployed (looking for full-time work)	246
Sydney - Outer South West	2006	55-59	Unemployed (looking for part-time work)	126
Sydney - Outer South West	2006	60-64		462
Sydney - Outer South West	2006	60-64	Employed (away from work)	134
Sydney - Outer South West	2006	60-64	Employed (full-time)	2292
Sydney - Outer South West	2006	60-64	Employed (hours worked not stated)	78
Sydney - Outer South West	2006	60-64	Employed (part-time)	1114
Sydney - Outer South West	2006	60-64	Not in the labour force	4344
Sydney - Outer South West	2006	60-64	Unemployed (looking for full-time work)	102
Sydney - Outer South West	2006	60-64	Unemployed (looking for part-time work)	64
Sydney - Outer South West	2006	65-69		418
Sydney - Outer South West	2006	65-69	Employed (away from work)	43
Sydney - Outer South West	2006	65-69	Employed (full-time)	489
Sydney - Outer South West	2006	65-69	Employed (hours worked not stated)	27
Sydney - Outer South West	2006	65-69	Employed (part-time)	379
Sydney - Outer South West	2006	65-69	Not in the labour force	4422
Sydney - Outer South West	2006	65-69	Unemployed (looking for full-time work)	11
Sydney - Outer South West	2006	65-69	Unemployed (looking for part-time work)	5
Sydney - Outer South West	2006	70-74		377
Sydney - Outer South West	2006	70-74	Employed (away from work)	12
Sydney - Outer South West	2006	70-74	Employed (full-time)	98
Sydney - Outer South West	2006	70-74	Employed (hours worked not stated)	16
Sydney - Outer South West	2006	70-74	Employed (part-time)	136
Sydney - Outer South West	2006	70-74	Not in the labour force	3496
Sydney - Outer South West	2006	70-74	Unemployed (looking for full-time work)	0
Sydney - Outer South West	2006	70-74	Unemployed (looking for part-time work)	3
Sydney - Outer South West	2006	75+		1176
Sydney - Outer South West	2006	75+	Employed (away from work)	13
Sydney - Outer South West	2006	75+	Employed (full-time)	86
Sydney - Outer South West	2006	75+	Employed (hours worked not stated)	5
